ensg	soma_abund	olink_abund	ms_batches	ms_frac	ms_abund	uniprot	ms_n_batches	ms_present	ms_present2	ms_any	soma_present	olink_present	aff_present	aff_abund_z	r_soma_olink	p_soma_olink	n_soma_olink	concordant	r_ms_soma	r_ms_olink	soma_abund_AD	soma_abund_Control	olink_abund_AD	olink_abund_Control	fluid	arm	set	p_detect_intrinsic	p_detect_practical	p_detect_full	top_dark_reason	tryptic_per_kda	n_tryptic_7_30	n_tm	is_secreted	has_signal	is_membrane	disorder_fraction_proxy	pep_n_unique	pep_frac_shared	pep_max_shared_genes	pep_n_clean
ENSG00000128309	8.562436537049848		1	0.3333333333333333	6.033533617181565	P25325	3	0	0	1	1	0	1	-0.01885790500434329				0			8.53782698994201	8.587046084157688			CSF	neat	CSF neat	0.9532891595499874	0.967686380868128	0.9813331511290598	size	0.3918	13.0	0.0	0.0	0.0	0.0	0.3419117647058823	13.0	0.0	0.0	11.0
ENSG00000128311	6.229163855595396		0	0.0		Q16762	3	0	0	0	1	0	1	-0.9926254187357303				0			6.296696288447174	6.161631422743617			CSF	neat	CSF neat	0.9575519175360752	0.96801823846277	0.9865327181310144	size	0.359	12.0	0.0	0.0	0.0	0.0	0.3198529411764705	11.0	0.0833333333333333	1.0	5.0
ENSG00000128322	7.26666342644227		2	0.6666666666666666	7.086969877826692	P15814	3	0	1	1	1	0	1	-0.5596355733434726				0			7.25249418154465	7.280832671339888			CSF	neat	CSF neat	0.5640419505291594	0.3017944135601698	0.9729882988583528	size	0.3919	9.0	0.0	1.0	1.0	0.0	0.0	8.0	0.1111111111111111	2.0	5.0
ENSG00000128335	8.240725184319627		0	0.0		Q9BQE5	3	0	0	0	1	0	1	-0.15312085102743273				0			8.236475122638076	8.24497524600118			CSF	neat	CSF neat	0.7668924726905522	0.7171658888290868	0.9878306538906828	structure_af	0.4585	17.0	0.0	0.0	0.0	0.0	0.329073482428115	17.0	0.0	0.0	12.0
ENSG00000128340	7.489212653344556		0	0.0		P15153	3	0	0	0	1	0	1	-0.46675692736010044				0			7.365725909306954	7.612699397382158			CSF	neat	CSF neat	0.6114874901739581	0.8250770236521744	0.8915468071409854	proteotypicity	0.3267	7.0	0.0	0.0	0.0	0.0	0.2484848484848484	4.0	0.4285714285714285	6.0	1.0
ENSG00000128342	8.56375294229799	0.550731111111111	0	0.0		P15018	3	0	0	0	1	1	1	-0.775514722662117	-0.10168067226890756	0.5610962321645717	35.0	0			8.558227182585414	8.569278702010564	0.46310777777777784	0.6383544444444446	CSF	neat	CSF neat	0.6317333771615623	0.3045490452508005	0.179178610882062	abundance	0.4089	9.0	0.0	1.0	1.0	0.0	0.032051282051282	9.0	0.0	0.0	3.0
ENSG00000128346	5.129887494036634		0	0.0		Q9BZE7	3	0	0	0	1	0	1	-1.451397176536237				0			5.08330536095918	5.1764696271140895			CSF	neat	CSF neat												11.0	0.0	0.0	5.0
ENSG00000128422	7.667630991519021		3	1.0	6.445558663420852	Q04695	3	1	1	1	1	0	1	-0.39229585688635976				0	0.38941028537238376		7.637531141400469	7.697730841637571			CSF	neat	CSF neat	0.9559987853426024	0.9309325496947491	0.993551899642925	proteotypicity	0.6028	29.0	0.0	0.0	0.0	0.0	0.5318627450980392	18.0	0.3793103448275862	16.0	12.0
ENSG00000128463	10.08074414060075		0	0.0		Q5J8M3	3	0	0	0	1	0	1	0.6147922602509274				0			9.923740423880153	10.237747857321345			CSF	neat	CSF neat	0.833449928086666	0.9038039810642656	0.97395055810086	structure_af	0.3983	8.0	3.0	0.0	0.0	1.0	0.1392405063291139	8.0	0.0	0.0	3.0
ENSG00000128487	8.420992835566356		0	0.0		Q5M775	3	0	0	0	1	0	1	-0.07788798863806948				0			8.405037953258544	8.436947717874169			CSF	neat	CSF neat	0.9564512134385952	0.9110185117667332	0.9761377179727382	localization	0.4891	58.0	0.0	0.0	0.0	0.0	0.4770114942528735	56.0	0.0344827586206896	1.0	40.0
ENSG00000128510	10.728134702432959		1	0.3333333333333333	4.891064192620826	Q9UI42	3	0	0	1	1	0	1	0.8849740966128691				0			11.043729263368975	10.41254014149694			CSF	neat	CSF neat												15.0	0.0	0.0	8.0
ENSG00000128524	8.900035422272344	1.4971433333333333	0	0.0		Q16864	3	0	0	0	1	1	1	-0.5291555835126761	-0.07773653636263451	0.6571393776761005	35.0	0			9.03502947526264	8.765041369282054	1.5065200000000003	1.4877666666666667	CSF	neat	CSF neat	0.9287715299297546	0.941840420609106	0.9786192818107096	size	0.5236	7.0	0.0	0.0	0.0	1.0	0.3052631578947368	7.0	0.0	0.0	5.0
ENSG00000128536	7.302080983237071		0	0.0		Q6ZTQ4	3	0	0	0	1	0	1	-0.544854417888888				0			7.2855870684978346	7.318574897976309			CSF	neat	CSF neat					0.3572	35.0	1.0	0.0	1.0	1.0	0.172209026128266	35.0	0.0	0.0	22.0
ENSG00000128567		5.6654108333333335	1	0.3333333333333333	4.154893296230168	O00592	3	0	0	1	0	1	1	0.3716091735278005				0					5.717287777777779	5.613533888888889	CSF	neat	CSF neat	0.5972615935877231	0.6408856176729638	0.9302881534209588	structure_af	0.3581	21.0	1.0	0.0	1.0	1.0	0.12890625	21.0	0.0	0.0	10.0
ENSG00000128581	6.057809178678345		0	0.0		Q9H7X7	3	0	0	0	1	0	1	-1.0641385423556193				0			6.02467466767458	6.09094368968211			CSF	neat	CSF neat	0.7345877110863092	0.8595121516811853	0.7688205403874805	size	0.48	10.0	0.0	0.0	0.0	0.0	0.1987577639751552	10.0	0.0	0.0	5.0
ENSG00000128590	12.769353135109467		0	0.0		Q9UBS3	3	0	0	0	1	0	1	1.7368557536385114				0			12.96739070450425	12.571315565714682			CSF	neat	CSF neat	0.8312631780679844	0.8002417591659811	0.7901106111807257	abundance	0.4311	11.0	0.0	0.0	1.0	0.0	0.3636363636363636	11.0	0.0	0.0	8.0
ENSG00000128594	13.228395904473459		1	0.3333333333333333	4.63786640847078	Q9HBW1	3	0	0	1	1	0	1	1.928432563229967				0			13.230039911894941	13.226751897051988			CSF	neat	CSF neat												17.0	0.15	2.0	6.0
ENSG00000128604	7.083638951890542		0	0.0		Q13568	3	0	0	0	1	0	1	-0.6360189677717372				0			7.052571570371796	7.114706333409286			CSF	neat	CSF neat	0.776211799382563	0.8308124512731814	0.959212228270168	composition	0.3747	21.0	0.0	0.0	0.0	0.0	0.2362869198312236	21.0	0.0	0.0	11.0
ENSG00000128609	8.006594476424787		0	0.0		Q16718	3	0	0	0	1	0	1	-0.2508329097709528				0			7.976046781223856	8.037142171625721			CSF	neat	CSF neat	0.9705982338321304	0.9777177608839422	0.9802246534841712	size	0.3715	5.0	0.0	0.0	0.0	1.0	0.8021978021978022	5.0	0.0	0.0	4.0
ENSG00000128654	7.112964626020569		0	0.0		O75431	3	0	0	0	1	0	1	-0.6237801973043728				0			7.0902430018575515	7.135686250183588			CSF	neat	CSF neat	0.9140128015794176	0.9502809236207	0.9899230398231448	size	0.336	10.0	0.0	0.0	0.0	0.0	0.1596638655462184	10.0	0.0	0.0	6.0
ENSG00000128655	7.865168573853921		0	0.0		Q9HCR9	3	0	0	0	1	0	1	-0.3098555652103521				0			7.8124910670026155	7.9178460807052256			CSF	neat	CSF neat	0.8856319916492359	0.8353685106433121	0.5733938384336993	abundance	0.4105	43.0	0.0	0.0	0.0	0.0	0.2805280528052805	43.0	0.0	0.0	22.0
ENSG00000128656	8.193912495391658		0	0.0		P15882	3	0	0	0	1	0	1	-0.17265764844969317				0			8.377058044277588	8.010766946505727			CSF	neat	CSF neat												24.0	0.04	1.0	10.0
ENSG00000128683	7.572494392425892		0	0.0		Q99259	3	0	0	0	1	0	1	-0.4320001444735388				0			7.542629119047492	7.6023596658042925			CSF	neat	CSF neat	0.8304458724535918	0.8304230132784015	0.5812594375187393	abundance	0.3289	22.0	0.0	0.0	0.0	1.0	0.2245614035087719	21.0	0.0454545454545454	1.0	10.0
ENSG00000128708	8.671527787345921		0	0.0		O14929^SL004725@HAT1.19327.31	3	0	0	0	1	0	1	0.026670213682769183				0			8.6076238418625	8.735431732829335			CSF	neat	CSF neat	0.9494294101195248	0.9651543504329092	0.9876661395072264	size	0.2826	14.0	0.0	0.0	0.0	0.0	0.4568527918781725				
ENSG00000128789	6.867895199559729		0	0.0		Q969U7	3	0	0	0	1	0	1	-0.72605741847665				0			6.80900847700068	6.926781922118778			CSF	neat	CSF neat	0.6493728662191278	0.7698336388332914	0.9770132047416848	peptide_chemistry	0.3402	10.0	0.0	0.0	0.0	0.0	0.1375	10.0	0.0	0.0	4.0
ENSG00000128791	14.695719462351652		3	1.0	8.013773471661205	Q9GZX9	3	1	1	1	1	0	1	2.5408050579457906				0	0.7801120448179272		14.631527544657859	14.759911380045445			CSF	neat	CSF neat	0.4925455729153436	0.6675667524885515	0.8351276512611856	size	0.3198	8.0	0.0	1.0	1.0	0.0	0.0	8.0	0.0	0.0	1.0
ENSG00000128805	6.7261349566852795		0	0.0		Q7Z5H3	3	0	0	0	1	0	1	-0.7852196074256763				0			6.703353039742102	6.748916873628453			CSF	neat	CSF neat	0.7974647759670198	0.6376280276613706	0.8357352176734517	abundance	0.4428	34.0	0.0	0.0	0.0	0.0	0.2893175074183976	34.0	0.0	0.0	20.0
ENSG00000128829	5.040959830032296		0	0.0		Q9P2K8	3	0	0	0	1	0	1	-1.4885102285029987				0			4.7631138148970615	5.318805845167531			CSF	neat	CSF neat	0.8881806561021632	0.9637923692492716	0.955130484788398	degradation_pest	0.4227	79.0	0.0	0.0	0.0	0.0	0.3083076923076923	79.0	0.0	0.0	50.0
ENSG00000128872	7.0337583505066785		0	0.0		Q9NZR1	3	0	0	0	1	0	1	-0.6568361271115163				0			7.173812798729123	6.893703902284237			CSF	neat	CSF neat	0.8989656825983856	0.8688392109407825	0.9545171066094272	localization	0.5051	20.0	0.0	0.0	0.0	0.0	0.4342507645259938	19.0	0.05	1.0	11.0
ENSG00000128886	6.864687632769808		0	0.0		Q9HB65	3	0	0	0	1	0	1	-0.727396063703577				0			6.850000971997616	6.879374293541997			CSF	neat	CSF neat	0.8994236078648683	0.6115562620251046	0.3296593860891404	abundance	0.3968	18.0	0.0	0.0	0.0	0.0	0.3297587131367292	18.0	0.0	0.0	11.0
ENSG00000128917	7.698302513938561		0	0.0		Q9NR61	3	0	0	0	1	0	1	-0.3794954103863756				0			7.644059791625273	7.752545236251848			CSF	neat	CSF neat	0.5339372584224064	0.4454856880731772	0.280259514442728	abundance	0.3083	23.0	1.0	0.0	1.0	1.0	0.1102362204724409	23.0	0.0	0.0	4.0
ENSG00000128918	8.081073954842596		0	0.0		O94788	3	0	0	0	1	0	1	-0.21974966043649824				0			7.989549429732026	8.172598479953164			CSF	neat	CSF neat	0.9558500900552276	0.9868162637600184	0.9910478032443	proteotypicity	0.3702	21.0	0.0	0.0	0.0	0.0	0.2368421052631578	17.0	0.1904761904761904	4.0	7.0
ENSG00000128928	7.152623379038715		0	0.0		P26440	3	0	0	0	1	0	1	-0.6072290219397793				0			7.06526647880869	7.23998027926874			CSF	neat	CSF neat	0.9657443234719688	0.9722543487343372	0.991298824315498	size	0.4073	19.0	0.0	0.0	0.0	0.0	0.1189189189189189	19.0	0.0	0.0	10.0
ENSG00000128951	9.252332190266303		0	0.0		P33316	3	0	0	0	1	0	1	0.26906299695723607				0			9.264341464803696	9.24032291572891			CSF	neat	CSF neat	0.8961437917627562	0.969816147674205	0.9870533639395124	size	0.3765	10.0	0.0	0.0	0.0	0.0	0.2578616352201258	10.0	0.0	0.0	6.0
ENSG00000128965	7.009341295084439		0	0.0		Q9BUX1	3	0	0	0	1	0	1	-0.6670263357142823				0			6.996131186972559	7.02255140319632			CSF	neat	CSF neat	0.7908490248905915	0.5696271078193337	0.5336173567788384	abundance	0.3276	8.0	0.0	0.0	0.0	0.0	0.0757575757575757	8.0	0.0	0.0	6.0
ENSG00000128989	8.605135182166714		0	0.0		P56211	3	0	0	0	1	0	1	-0.0010380617320037751				0			8.588936369874995	8.621333994458432			CSF	neat	CSF neat	0.7268902377418721	0.9693834660594745	0.9624873910891848	size	0.4057	5.0	0.0	0.0	0.0	0.0	0.7126436781609196	4.0	0.2	1.0	4.0
ENSG00000129071	6.9416085945450865		0	0.0		O95243	3	0	0	0	1	0	1	-0.6952938862353829				0			6.914779046939218	6.968438142150957			CSF	neat	CSF neat	0.603221980226071	0.749047815066716	0.8160423951033963	abundance	0.5602	37.0	0.0	0.0	0.0	0.0	0.5629496402877698	37.0	0.0	0.0	22.0
ENSG00000129084	8.353358994912842	0.9083	2	0.6666666666666666	5.751838399853809	P25786	3	0	1	1	1	1	1	-0.7528514427236287	0.10000000000000002	0.5676213321177163	35.0	0			8.31998431314687	8.38673367667881	0.9483483333333331	0.8682516666666666	CSF	neat	CSF neat	0.956898604366423	0.9667705346723298	0.9842612907301532	size	0.609	18.0	0.0	0.0	0.0	0.0	0.2175732217573222	18.0	0.0	0.0	10.0
ENSG00000129103	8.735984089064406	4.550923333333333	0	0.0		Q8NBJ7	3	0	0	0	1	1	1	0.005113243984651471	0.70812324929972	1.9500156052469386e-06	35.0	1			8.716385275729532	8.75558290239928	4.407558333333333	4.694288333333334	CSF	neat	CSF neat	0.9561537061028018	0.9818615916480986	0.9852326303310924	size	0.3841	13.0	0.0	0.0	1.0	0.0	0.2658730158730158	13.0	0.0	0.0	9.0
ENSG00000129167	8.19803778280096		3	1.0	6.190086158316525	E9PR49	3	1	1	1	1	0	1	-0.170936001898944				0	0.6436974789915967		8.118447719671442	8.277627845930478			CSF	neat	CSF neat	0.8532037973634147	0.7417302575572414	0.3621470672222273	abundance	0.4903	25.0	0.0	0.0	0.0	0.0	0.3309523809523809				
ENSG00000129170	7.329284137367968		0	0.0		P50461	3	0	0	0	1	0	1	-0.5335014594566218				0			7.331778492057337	7.326789782678604			CSF	neat	CSF neat	0.5674637915263637	0.6476830562542465	0.9822182553763044	size	0.4769	10.0	0.0	0.0	0.0	0.0	0.1117647058823529	9.0	0.1	1.0	3.0
ENSG00000129187	7.803140064759205		0	0.0		P32321	3	0	0	0	1	0	1	-0.3357425297137788				0			7.8028608816317915	7.80341924788662			CSF	neat	CSF neat	0.7904237744375336	0.8963030557335816	0.9774262006500662	size	0.5496	11.0	0.0	0.0	0.0	0.0	0.2012987012987013	11.0	0.0	0.0	3.0
ENSG00000129197	8.006194546062853		0	0.0		Q86UA6	3	0	0	0	1	0	1	-0.25099981662127613				0			7.983796076820962	8.028593015304745			CSF	neat	CSF neat	0.6956286148251877	0.7125847203426	0.6592364188391717	size	0.2422	6.0	0.0	0.0	0.0	0.0	0.3025641025641025	6.0	0.0	0.0	2.0
ENSG00000129221	8.15997402067432		0	0.0		Q9NZN9	3	0	0	0	1	0	1	-0.18682152411155425				0			8.134729067479789	8.185218973868844			CSF	neat	CSF neat					0.3872	17.0	0.0	0.0	0.0	0.0	0.3277777777777778	17.0	0.0	0.0	9.0
ENSG00000129226	8.403213157072228		0	0.0		P34810^SL007199@CD68.18922.27	3	0	0	0	1	0	1	-0.08530815579631937				0			8.370036362060855	8.4363899520836			CSF	neat	CSF neat	0.6292883971716561	0.7128293925325117	0.8485785399805188	size	0.1604	6.0	1.0	0.0	1.0	1.0	0.0				
ENSG00000129244	14.044705435028348		2	0.6666666666666666	7.261819882505143	P14415	3	0	1	1	1	0	1	2.2691110052833707				0			14.019465890612771	14.069944979443921			CSF	neat	CSF neat	0.7273512544026647	0.5660331943562009	0.8165294269104095	abundance	0.4196	14.0	1.0	0.0	0.0	1.0	0.1090225563909774	14.0	0.0	0.0	3.0
ENSG00000129250	8.465036404102182		0	0.0		O43896	3	0	0	0	1	0	1	-0.05950685531838589				0			8.439951222339653	8.490121585864712			CSF	neat	CSF neat	0.8883663807219381	0.9706478552597412	0.9482504520791925	localization	0.5043	62.0	0.0	0.0	0.0	0.0	0.3799814643188137	52.0	0.1612903225806451	4.0	27.0
ENSG00000129351	7.173558250565932		0	0.0		Q12906	3	0	0	0	1	0	1	-0.5984920672068946				0			7.149354900965558	7.19776160016631			CSF	neat	CSF neat	0.9812773957687452	0.9633359133956886	0.9826678123438878	complex	0.3671	35.0	0.0	0.0	0.0	0.0	0.2333333333333333	30.0	0.1428571428571428	1.0	16.0
ENSG00000129355	7.893449118123477		0	0.0		P55273	3	0	0	0	1	0	1	-0.2980529690117934				0			7.87230367720431	7.914594559042647			CSF	neat	CSF neat	0.972894638250967	0.9426090865735764	0.9605352615254286	size	0.5085	9.0	0.0	0.0	0.0	0.0	0.2323943661971831	9.0	0.0	0.0	5.0
ENSG00000129437	9.433528111422232	6.236672777777778	0	0.0		Q9P0G3^SL003919@KLK14.3681.87	3	0	0	0	1	1	1	0.46449415964703	0.41904761904761906	0.012224174410794523	35.0	1			9.367555826667926	9.49950039617654	6.042723333333332	6.4306222222222225	CSF	neat	CSF neat					0.51	14.0	0.0	1.0	1.0	0.0	0.0				
ENSG00000129450	9.864541325067893	5.769715277777777	0	0.0		Q9Y336	3	0	0	0	1	1	1	0.4675033461238618	0.5456582633053222	0.0006982626394736521	35.0	1			9.726295594100819	10.002787056034967	5.9234583333333335	5.615972222222222	CSF	neat	CSF neat	0.504241715766766	0.5089963728465191	0.4314112637824426	abundance	0.2396	12.0	1.0	0.0	1.0	1.0	0.1232227488151658	11.0	0.0833333333333333	1.0	6.0
ENSG00000129451	10.69481718933017	1.7046863888888888	3	1.0	5.390795766839097	O43240	3	1	1	1	1	1	1	-0.11600179164622298	0.8378151260504202	3.445633526313761e-10	35.0	1	0.7639190438230785	0.7641418382513593	10.608685017153121	10.780949361507213	1.583013333333333	1.8263594444444446	CSF	neat	CSF neat												10.0	0.0	0.0	4.0
ENSG00000129455	9.393726224248432	8.003179166666666	0	0.0		O60259^SL003915@KLK8.2834.54	3	0	0	0	1	1	1	0.7850471542316889	0.873389355742297	7.64761206107316e-12	35.0	1			9.344262460982849	9.443189987514014	7.892718333333335	8.11364	CSF	neat	CSF neat	0.9339451045737974	0.945384461412424	0.695509629723503	abundance	0.2496	7.0	0.0	1.0	1.0	0.0	0.0735294117647058				
ENSG00000129460	7.322169113144148		0	0.0		Q8NEJ9	3	0	0	0	1	0	1	-0.5364708421197097				0			7.29927803662908	7.345060189659216			CSF	neat	CSF neat	0.9073691900798464	0.9599038274200836	0.9491129213226656	size	0.39	14.0	0.0	0.0	0.0	0.0	0.5724137931034483	14.0	0.0	0.0	10.0
ENSG00000129472	8.176159185616456		0	0.0		Q8WUD1	3	0	0	0	1	0	1	-0.18006681089251794				0			8.077387075330366	8.274931295902551			CSF	neat	CSF neat					0.6195	15.0	0.0	0.0	0.0	1.0	0.1458333333333333	8.0	0.4666666666666667	1.0	3.0
ENSG00000129473	8.398876771299033		0	0.0		Q92843^SL003774@BCL2L2.7134.14	3	0	0	0	1	0	1	-0.08711790209237258				0			8.380886607022722	8.416866935575339			CSF	neat	CSF neat	0.9467364314141272	0.9194328716380332	0.6427054831995958	abundance	0.3856	8.0	0.0	0.0	0.0	1.0	0.1666666666666666				
ENSG00000129480	9.156889114584569		0	0.0		Q96FN9	3	0	0	0	1	0	1	0.22923080449718253				0			9.189917877206362	9.123860351962783			CSF	neat	CSF neat	0.9303322265386096	0.8551376142121048	0.7045449390236133	abundance	0.5895	11.0	0.0	0.0	0.0	0.0	0.0486111111111111	11.0	0.0	0.0	6.0
ENSG00000129521	6.477005032342753		0	0.0		Q9H6Z9	3	0	0	0	1	0	1	-0.8891914359013301				0			6.408018163916133	6.545991900769368			CSF	neat	CSF neat												11.0	0.2142857142857142	1.0	5.0
ENSG00000129535	7.361859216102488		0	0.0		P54845	3	0	0	0	1	0	1	-0.5199065831778902				0			7.311102538311663	7.412615893893313			CSF	neat	CSF neat					0.1928	5.0	0.0	0.0	0.0	0.0	0.460093896713615	5.0	0.0	0.0	2.0
ENSG00000129538	10.418301569219189		3	1.0	11.846945118033974	P07998	3	1	1	1	1	0	1	0.7556684041409932				0	0.89187675070028		10.376837357089748	10.459765781348626			CSF	neat	CSF neat	0.6586590693595041	0.8792218675095419	0.9423541644801146	size	0.3401	6.0	0.0	1.0	1.0	0.0	0.0096153846153846	6.0	0.0	0.0	0.0
ENSG00000129559	11.442348629170835		1	0.3333333333333333	3.713548930809482	Q15843	3	0	0	1	1	0	1	1.1830439815601976				0			11.75482671768955	11.129870540652119			CSF	neat	CSF neat	0.9187169004308128	0.9786520595964924	0.9564681981070224	size	0.3307	3.0	0.0	0.0	0.0	0.0	0.6153846153846154	3.0	0.0	0.0	3.0
ENSG00000129691	8.697788789632366		0	0.0		Q9UBL3	3	0	0	0	1	0	1	0.03762997466905264				0			8.686266961240722	8.709310618024018			CSF	neat	CSF neat	0.9565362494937916	0.9756070025612404	0.9757700055456716	localization	0.4074	28.0	0.0	0.0	0.0	0.0	0.304635761589404	28.0	0.0	0.0	20.0
ENSG00000129910	7.970909934600631	5.916646111111111	3	1.0	8.734898599740937	P55291	3	1	1	1	1	1	1	0.09971260110986663	0.4676707817526505	0.004613551369841041	35.0	1	0.4650087850919853	0.8682110682110683	7.972606297035979	7.9692135721652875	5.83396	5.999332222222223	CSF	neat	CSF neat	0.8081417614613187	0.7427167803567085	0.7633308642547701	abundance	0.3374	30.0	1.0	0.0	1.0	1.0	0.2260273972602739	30.0	0.0	0.0	24.0
ENSG00000129932	7.085845284949766		0	0.0		Q9BU89	3	0	0	0	1	0	1	-0.6350981772123566				0			7.033735051217984	7.137955518681549			CSF	neat	CSF neat	0.9191791040046492	0.8740568247882314	0.9787870594940838	size	0.4255	14.0	0.0	0.0	0.0	0.0	0.2230215827338129	14.0	0.0	0.0	6.0
ENSG00000129946	7.1369605698145415		0	0.0		P98077	3	0	0	0	1	0	1	-0.6137657353370173				0			7.110947778952602	7.162973360676484			CSF	neat	CSF neat	0.813288409536192	0.8847120783016775	0.7814102874660382	abundance	0.4522	28.0	0.0	0.0	0.0	1.0	0.1487455197132616	27.0	0.0357142857142857	1.0	15.0
ENSG00000129988	13.40614016466812		3	1.0	9.609653349190182	P18428	3	1	1	1	1	0	1	2.0026123141461305				0	0.8613445378151262		13.064701483300786	13.747578846035454			CSF	neat	CSF neat					0.2435	13.0	0.0	1.0	1.0	0.0	0.0532407407407407	13.0	0.0	0.0	8.0
ENSG00000129990	9.852013770745693		0	0.0		O00445	3	0	0	0	1	0	1	0.5193339774111436				0			10.024458424247824	9.679569117243556			CSF	neat	CSF neat	0.7597516505403872	0.6915577826135293	0.7847390168625572	abundance	0.4895	21.0	1.0	0.0	0.0	1.0	0.281767955801105	18.0	0.1428571428571428	2.0	13.0
ENSG00000129991	7.18365795022204	1.742889722222222	0	0.0		P19429^SL001761@TNNI3.5930.54	3	0	0	0	1	1	1	-0.8415629543988148	0.253781512605042	0.1412717643416024	35.0	0			7.1590356809817735	7.208280219462308	1.6780944444444446	1.8076850000000002	CSF	neat	CSF neat	0.8629862551462432	0.8389103942365378	0.966984058578412	size	0.2916	7.0	0.0	0.0	0.0	0.0	0.8432432432432433				
ENSG00000130005		1.6898883333333334	0	0.0		Q14353	3	0	0	0	0	1	1	-1.108582662442556				0					1.724281111111111	1.6554955555555555	CSF	neat	CSF neat	0.7453428219501075	0.8852556822881171	0.9721971291093938	size	0.304	8.0	0.0	0.0	0.0	0.0	0.1184834123222748	8.0	0.0	0.0	0.0
ENSG00000130021	8.39228113954114		0	0.0		Q08623	3	0	0	0	1	0	1	-0.08987052161662283				0			8.465473139624258	8.319089139458022			CSF	neat	CSF neat	0.8875828003996173	0.8985145134545837	0.9731012302242772	size	0.3168	8.0	0.0	0.0	0.0	0.0	0.2205882352941176	8.0	0.0	0.0	2.0
ENSG00000130038	7.693481075011402		0	0.0		Q9BSW2	3	0	0	0	1	0	1	-0.38150758866027584				0			7.67049420416338	7.7164679458594225			CSF	neat	CSF neat	0.9147929800227178	0.6850516677134254	0.9573951095566248	structure_af	0.4568	38.0	0.0	0.0	0.0	1.0	0.57001414427157	38.0	0.0	0.0	22.0
ENSG00000130066	7.721854855748147		0	0.0		P21673	3	0	0	0	1	0	1	-0.36966608117476557				0			7.702101102590714	7.741608608905575			CSF	neat	CSF neat	0.9503332330410824	0.9724467675022836	0.3448053064678161	abundance	0.4495	9.0	0.0	0.0	0.0	0.0	0.3401360544217687	9.0	0.0	0.0	2.0
ENSG00000130164	6.45631518409384	4.249002777777778	3	1.0	6.426522268529067	J3KMZ9	3	1	1	1	1	1	1	-0.5267915099458411	0.18060811459667872	0.2991507839436827	35.0	0	0.41375931916523845	0.5817245817245817	6.419758582058235	6.4928717861294425	4.1815444444444445	4.316461111111112	CSF	neat	CSF neat	0.9626491621412072	0.974888906690855	0.9653799829526346	ptm	0.4508	43.0	1.0	0.0	1.0	1.0	0.2576687116564417				
ENSG00000130173	7.782236768412975		0	0.0		Q6UXH0	3	0	0	0	1	0	1	-0.3444663068674934				0			7.757731670469187	7.806741866356763			CSF	neat	CSF neat												7.0	0.0	0.0	6.0
ENSG00000130175	11.169301742061993		3	1.0	9.90161125569724	K7ELL7	3	1	1	1	1	0	1	1.069090653042104				0	0.831372549019608		11.165864630089015	11.172738854034968			CSF	neat	CSF neat	0.8389661438075762	0.9318871827270122	0.983052507892538	composition	0.2692	16.0	0.0	0.0	1.0	0.0	0.4979591836734693				
ENSG00000130176	9.012175788456062		0	0.0		P51911	3	0	0	0	1	0	1	0.16883617642477297				0			8.982107641164395	9.04224393574773			CSF	neat	CSF neat					0.4221	14.0	0.0	0.0	0.0	0.0	0.1978021978021978	13.0	0.0714285714285714	1.0	2.0
ENSG00000130202	6.833741097937263	6.750089444444445	3	1.0	6.825874393424478	Q92692	3	1	1	1	1	1	1	0.017576166345102617	0.7496323290321079	2.190261765405744e-07	35.0	1	0.6683941468873728	0.677992277992278	6.808211259957012	6.859270935917514	6.672692777777779	6.82748611111111	CSF	neat	CSF neat	0.6849309856078266	0.902235305496047	0.9214424432754432	peptide_chemistry	0.329	19.0	1.0	0.0	1.0	1.0	0.1221532091097308	19.0	0.0	0.0	13.0
ENSG00000130203	18.089960144630084		3	1.0	15.24548783607277	P02649	3	1	1	1	1	0	1	3.957356726535116				0	0.14537815126050418		18.058711561748467	18.12120872751171			CSF	neat	CSF neat	0.9656154901245272	0.981681269658896	0.992741758429317	size	0.5808	21.0	0.0	1.0	1.0	0.0	0.5672727272727273	21.0	0.0	0.0	16.0
ENSG00000130208	17.687612903033994		3	1.0	11.291840055514129	P02654	3	1	1	1	1	0	1	3.7894412161793007				0	0.5610644257703082		17.635384055527837	17.73984175054015			CSF	neat	CSF neat	0.6877987695176008	0.7958086569401965	0.9249004270549204	size	0.3215	3.0	0.0	1.0	1.0	0.0	1.0	3.0	0.0	0.0	3.0
ENSG00000130226	6.497938800244722	3.511348888888888	3	1.0	9.386244183942916	E9PF59	3	1	1	1	1	1	1	-0.6554299095224311	0.27871148459383754	0.1049518869248535	35.0	0	0.2089635854341737	0.8254826254826254	6.436495123107142	6.559382477382301	3.5290877777777783	3.49361	CSF	neat	CSF neat	0.9222238843547198	0.8685328580000955	0.9317775950519231	abundance	0.4406	43.0	1.0	0.0	0.0	1.0	0.2497027348394768				
ENSG00000130234	6.676383933860494	3.6334115714285713	0	0.0		Q9BYF1	3	0	0	0	1	1	1	-0.595470205521026	-0.2459116728057263	0.16094505799550596	34.0	0			6.666531868590111	6.686235999130876	3.627154444444445	3.640036764705883	CSF	neat	CSF neat	0.8930339041563835	0.9044908230107156	0.8759659010129187	abundance	0.3245	30.0	1.0	1.0	1.0	1.0	0.2159685863874345	30.0	0.0	0.0	12.0
