ensg	tissue	paxdb_ppm	ensp	symbol
ENSG00000274750	testis	601.0	ENSP00000489282	H3C6
ENSG00000231500	testis	597.0	ENSP00000393241	RPS18
ENSG00000120437	testis	597.0	ENSP00000356015	ACAT2
ENSG00000092820	testis	593.0	ENSP00000338934	EZR
ENSG00000175084	testis	590.0	ENSP00000363071	DES
ENSG00000149257	testis	588.0	ENSP00000434412	SERPINH1
ENSG00000142534	testis	588.0	ENSP00000270625	RPS11
ENSG00000102317	testis	583.0	ENSP00000365950	RBM3
ENSG00000159228	testis	577.0	ENSP00000290349	CBR1
ENSG00000175899	testis	577.0	ENSP00000323929	A2M
ENSG00000109072	testis	576.0	ENSP00000226218	VTN
ENSG00000136942	testis	569.0	ENSP00000259469	RPL35
ENSG00000092199	testis	567.0	ENSP00000451291	HNRNPC
ENSG00000124575	testis	565.0	ENSP00000244534	H1-3
ENSG00000196419	testis	564.0	ENSP00000352257	XRCC6
ENSG00000071127	testis	562.0	ENSP00000427687	WDR1
ENSG00000169564	testis	562.0	ENSP00000305556	PCBP1
ENSG00000131473	testis	561.0	ENSP00000466259	ACLY
ENSG00000204388	testis	560.0	ENSP00000364801	HSPA1B
ENSG00000113013	testis	558.0	ENSP00000297185	HSPA9
ENSG00000120438	testis	558.0	ENSP00000317334	TCP1
ENSG00000152086	testis	556.0	ENSP00000318197	TUBA3E
ENSG00000136810	testis	556.0	ENSP00000363641	TXN
ENSG00000168148	testis	552.0	ENSP00000355657	H3-4
ENSG00000151655	testis	551.0	ENSP00000351190	ITIH2
ENSG00000156261	testis	551.0	ENSP00000286788	CCT8
ENSG00000177469	testis	549.0	ENSP00000349541	CAVIN1
ENSG00000163359	testis	546.0	ENSP00000295550	COL6A3
ENSG00000122729	testis	545.0	ENSP00000309477	ACO1
ENSG00000011304	testis	544.0	ENSP00000349428	PTBP1
ENSG00000102898	testis	541.0	ENSP00000219169	NUTF2
ENSG00000126777	testis	538.0	ENSP00000378725	KTN1
ENSG00000101444	testis	538.0	ENSP00000217426	AHCY
ENSG00000177889	testis	538.0	ENSP00000316176	UBE2N
ENSG00000167986	testis	535.0	ENSP00000301764	DDB1
ENSG00000170606	testis	535.0	ENSP00000302961	HSPA4
ENSG00000164032	testis	532.0	ENSP00000296417	H2AZ1
ENSG00000075785	testis	532.0	ENSP00000265062	RAB7A
ENSG00000079246	testis	531.0	ENSP00000375978	XRCC5
ENSG00000104824	testis	531.0	ENSP00000221419	HNRNPL
ENSG00000188488	testis	529.0	ENSP00000333203	SERPINA5
ENSG00000130175	testis	528.0	ENSP00000466134	PRKCSH
ENSG00000213585	testis	526.0	ENSP00000378487	VDAC1
ENSG00000125166	testis	524.0	ENSP00000245206	GOT2
ENSG00000116560	testis	523.0	ENSP00000349748	SFPQ
ENSG00000131236	testis	522.0	ENSP00000361883	CAP1
ENSG00000117122	testis	521.0	ENSP00000364685	MFAP2
ENSG00000243678	testis	520.0	ENSP00000376886	NME2
ENSG00000131711	testis	520.0	ENSP00000296755	MAP1B
ENSG00000105968	testis	519.0	ENSP00000308405	H2AZ2
ENSG00000162734	testis	518.0	ENSP00000357055	PEA15
ENSG00000099901	testis	512.0	ENSP00000401564	RANBP1
ENSG00000197746	testis	510.0	ENSP00000378394	PSAP
ENSG00000170248	testis	510.0	ENSP00000411825	PDCD6IP
ENSG00000189171	testis	505.0	ENSP00000392767	S100A13
ENSG00000111530	testis	503.0	ENSP00000442318	CAND1
ENSG00000143947	testis	502.0	ENSP00000272317	RPS27A
ENSG00000175130	testis	502.0	ENSP00000362638	MARCKSL1
ENSG00000093010	testis	501.0	ENSP00000354511	COMT
ENSG00000090013	testis	501.0	ENSP00000263368	BLVRB
ENSG00000170027	testis	500.0	ENSP00000306330	YWHAG
ENSG00000002834	testis	500.0	ENSP00000325240	LASP1
ENSG00000092964	testis	500.0	ENSP00000427985	DPYSL2
ENSG00000126247	testis	498.0	ENSP00000464849	CAPNS1
ENSG00000155660	testis	497.0	ENSP00000499129	PDIA4
ENSG00000137710	testis	494.0	ENSP00000496414	RDX
ENSG00000109846	testis	493.0	ENSP00000433560	CRYAB
ENSG00000119711	testis	493.0	ENSP00000450436	ALDH6A1
ENSG00000166796	testis	491.0	ENSP00000437783	LDHC
ENSG00000253729	testis	490.0	ENSP00000313420	PRKDC
ENSG00000095380	testis	490.0	ENSP00000210444	NANS
ENSG00000164587	testis	489.0	ENSP00000385958	RPS14
ENSG00000135624	testis	488.0	ENSP00000258091	CCT7
ENSG00000121410	testis	487.0	ENSP00000263100	A1BG
ENSG00000129351	testis	485.0	ENSP00000404121	ILF3
ENSG00000122705	testis	485.0	ENSP00000242285	CLTA
ENSG00000166165	testis	485.0	ENSP00000299198	CKB
ENSG00000133112	testis	485.0	ENSP00000477781	TPT1
ENSG00000100380	testis	482.0	ENSP00000216218	ST13
ENSG00000115484	testis	482.0	ENSP00000377958	CCT4
ENSG00000170889	testis	482.0	ENSP00000375632	RPS9
ENSG00000106992	testis	480.0	ENSP00000223836	AK1
ENSG00000122545	testis	479.0	ENSP00000413507	SEPTIN7
ENSG00000130656	testis	476.0	ENSP00000252951	HBZ
ENSG00000137106	testis	474.0	ENSP00000313432	GRHPR
ENSG00000198242	testis	474.0	ENSP00000389103	RPL23A
ENSG00000213931	testis	474.0	ENSP00000292896	HBE1
ENSG00000153904	testis	473.0	ENSP00000284031	DDAH1
ENSG00000172809	testis	472.0	ENSP00000309830	RPL38
ENSG00000165637	testis	469.0	ENSP00000361635	VDAC2
ENSG00000188612	testis	467.0	ENSP00000405965	SUMO2
ENSG00000115875	testis	466.0	ENSP00000325905	SRSF7
ENSG00000149428	testis	464.0	ENSP00000480150	HYOU1
ENSG00000197157	testis	463.0	ENSP00000346762	SND1
ENSG00000113657	testis	461.0	ENSP00000343690	DPYSL3
ENSG00000163466	testis	460.0	ENSP00000295685	ARPC2
ENSG00000075239	testis	459.0	ENSP00000265838	ACAT1
ENSG00000138796	testis	459.0	ENSP00000474560	HADH
	testis	458.0	ENSP00000321259	TALDO1
ENSG00000120265	testis	458.0	ENSP00000497225	PCMT1
ENSG00000136938	testis	456.0	ENSP00000345848	ANP32B
ENSG00000136450	testis	455.0	ENSP00000258962	SRSF1
ENSG00000163902	testis	454.0	ENSP00000296255	RPN1
ENSG00000203879	testis	450.0	ENSP00000394071	GDI1
ENSG00000186395	testis	450.0	ENSP00000269576	KRT10
ENSG00000131469	testis	446.0	ENSP00000464813	RPL27
ENSG00000132386	testis	446.0	ENSP00000254722	SERPINF1
ENSG00000213366	testis	446.0	ENSP00000241337	GSTM2
ENSG00000130176	testis	445.0	ENSP00000252456	CNN1
ENSG00000101367	testis	445.0	ENSP00000364721	MAPRE1
ENSG00000130402	testis	444.0	ENSP00000252699	ACTN4
ENSG00000178952	testis	442.0	ENSP00000322439	TUFM
ENSG00000170542	testis	441.0	ENSP00000370074	SERPINB9
ENSG00000025772	testis	440.0	ENSP00000361900	TOMM34
ENSG00000142156	testis	440.0	ENSP00000355180	COL6A1
ENSG00000198830	testis	440.0	ENSP00000355228	HMGN2
ENSG00000110958	testis	440.0	ENSP00000482075	PTGES3
ENSG00000167315	testis	439.0	ENSP00000285093	ACAA2
	testis	439.0	ENSP00000397843	TMA7
	testis	436.0	ENSP00000346037	RPLP1
ENSG00000148795	testis	436.0	ENSP00000358903	CYP17A1
ENSG00000168028	testis	436.0	ENSP00000389351	RPSA
ENSG00000167699	testis	435.0	ENSP00000301329	GLOD4
ENSG00000008988	testis	433.0	ENSP00000429374	RPS20
ENSG00000165410	testis	433.0	ENSP00000298159	CFL2
ENSG00000100442	testis	432.0	ENSP00000216330	FKBP3
ENSG00000011052	testis	432.0	ENSP00000376889	NME1-NME2
	testis	431.0	ENSP00000493805	HNRNPA1P48
ENSG00000106809	testis	431.0	ENSP00000364711	OGN
ENSG00000197111	testis	430.0	ENSP00000352438	PCBP2
ENSG00000221983	testis	430.0	ENSP00000388107	UBA52
ENSG00000089280	testis	428.0	ENSP00000254108	FUS
ENSG00000104823	testis	424.0	ENSP00000221418	ECH1
ENSG00000163520	testis	423.0	ENSP00000384169	FBLN2
ENSG00000000971	testis	420.0	ENSP00000356399	CFH
ENSG00000088832	testis	420.0	ENSP00000383003	FKBP1A
ENSG00000124207	testis	417.0	ENSP00000262982	CSE1L
ENSG00000177733	testis	417.0	ENSP00000316042	HNRNPA0
ENSG00000171403	testis	416.0	ENSP00000246662	KRT9
ENSG00000110244	testis	416.0	ENSP00000350425	APOA4
ENSG00000258947	testis	414.0	ENSP00000320295	TUBB3
ENSG00000145425	testis	413.0	ENSP00000346050	RPS3A
ENSG00000131016	testis	412.0	ENSP00000384537	AKAP12
ENSG00000187514	testis	412.0	ENSP00000344547	PTMA
ENSG00000147140	testis	410.0	ENSP00000276079	NONO
ENSG00000131171	testis	410.0	ENSP00000362308	SH3BGRL
ENSG00000023191	testis	408.0	ENSP00000433999	RNH1
ENSG00000146386	testis	407.0	ENSP00000356632	ABRACL
ENSG00000115255	testis	407.0	ENSP00000233596	REEP6
ENSG00000136026	testis	406.0	ENSP00000367265	CKAP4
ENSG00000146731	testis	406.0	ENSP00000275603	CCT6A
ENSG00000065150	testis	405.0	ENSP00000261574	IPO5
ENSG00000010278	testis	404.0	ENSP00000371958	CD9
ENSG00000101558	testis	404.0	ENSP00000345656	VAPA
ENSG00000167770	testis	403.0	ENSP00000444357	OTUB1
ENSG00000110651	testis	403.0	ENSP00000263645	CD81
	testis	401.0	ENSP00000376297	DYNLL1
ENSG00000168092	testis	400.0	ENSP00000435289	PAFAH1B2
ENSG00000125743	testis	400.0	ENSP00000342374	SNRPD2
ENSG00000204389	testis	400.0	ENSP00000364802	HSPA1A
ENSG00000137309	testis	399.0	ENSP00000399888	HMGA1
ENSG00000169504	testis	395.0	ENSP00000363500	CLIC4
	testis	394.0	ENSP00000228318	SLC25A3
ENSG00000143198	testis	394.0	ENSP00000356864	MGST3
ENSG00000132205	testis	391.0	ENSP00000254528	EMILIN2
ENSG00000013364	testis	388.0	ENSP00000378760	MVP
ENSG00000142173	testis	388.0	ENSP00000300527	COL6A2
ENSG00000138768	testis	385.0	ENSP00000264904	USO1
	testis	384.0	ENSP00000479488	PHB
ENSG00000176014	testis	384.0	ENSP00000318697	TUBB6
ENSG00000088247	testis	383.0	ENSP00000381216	KHSRP
ENSG00000124570	testis	383.0	ENSP00000484343	SERPINB6
ENSG00000079332	testis	382.0	ENSP00000362339	SAR1A
ENSG00000149273	testis	381.0	ENSP00000278572	RPS3
ENSG00000101335	testis	381.0	ENSP00000279022	MYL9
ENSG00000254772	testis	380.0	ENSP00000331901	EEF1G
ENSG00000138095	testis	379.0	ENSP00000260665	LRPPRC
	testis	378.0	ENSP00000266735	SNRPF
ENSG00000119655	testis	376.0	ENSP00000451206	NPC2
ENSG00000140988	testis	374.0	ENSP00000341885	RPS2
ENSG00000125868	testis	374.0	ENSP00000246069	DSTN
ENSG00000124610	testis	373.0	ENSP00000244573	H1-1
ENSG00000185825	testis	372.0	ENSP00000392330	BCAP31
ENSG00000141959	testis	372.0	ENSP00000269848	PFKL
ENSG00000156709	testis	372.0	ENSP00000287295	AIFM1
ENSG00000140575	testis	372.0	ENSP00000268182	IQGAP1
ENSG00000108424	testis	371.0	ENSP00000290158	KPNB1
ENSG00000149084	testis	371.0	ENSP00000278353	HSD17B12
ENSG00000291237	testis	371.0	ENSP00000446252	SOD2
ENSG00000085377	testis	371.0	ENSP00000499089	PREP
ENSG00000130726	testis	369.0	ENSP00000253024	TRIM28
ENSG00000091483	testis	365.0	ENSP00000355518	FH
ENSG00000215021	testis	364.0	ENSP00000441875	PHB2
ENSG00000138385	testis	364.0	ENSP00000386636	SSB
ENSG00000163191	testis	364.0	ENSP00000271638	S100A11
ENSG00000100028	testis	363.0	ENSP00000215829	SNRPD3
ENSG00000170421	testis	363.0	ENSP00000449404	KRT8
ENSG00000116133	testis	362.0	ENSP00000360316	DHCR24
ENSG00000196365	testis	360.0	ENSP00000353826	LONP1
ENSG00000167526	testis	360.0	ENSP00000307889	RPL13
ENSG00000143799	testis	359.0	ENSP00000355759	PARP1
ENSG00000169710	testis	359.0	ENSP00000304592	FASN
	testis	359.0	ENSP00000463393	SEC22B
ENSG00000198563	testis	358.0	ENSP00000416269	DDX39B
ENSG00000119318	testis	358.0	ENSP00000350708	RAD23B
ENSG00000164070	testis	357.0	ENSP00000296464	HSPA4L
ENSG00000148834	testis	357.0	ENSP00000358727	GSTO1
ENSG00000004776	testis	357.0	ENSP00000004982	HSPB6
ENSG00000118181	testis	355.0	ENSP00000435096	RPS25
	testis	354.0	ENSP00000350090	HNRNPA1L2
ENSG00000239672	testis	354.0	ENSP00000337060	NME1
ENSG00000171530	testis	354.0	ENSP00000306362	TBCA
ENSG00000163399	testis	353.0	ENSP00000445306	ATP1A1
ENSG00000168765	testis	352.0	ENSP00000358851	GSTM4
ENSG00000127603	testis	352.0	ENSP00000354573	MACF1
ENSG00000134201	testis	351.0	ENSP00000256593	GSTM5
ENSG00000145050	testis	350.0	ENSP00000499582	MANF
ENSG00000119335	testis	350.0	ENSP00000361777	SET
ENSG00000126457	testis	350.0	ENSP00000406162	PRMT1
ENSG00000127884	testis	348.0	ENSP00000357535	ECHS1
ENSG00000110700	testis	348.0	ENSP00000435777	RPS13
ENSG00000112306	testis	347.0	ENSP00000230050	RPS12
ENSG00000106028	testis	347.0	ENSP00000419665	SSBP1
ENSG00000183785	testis	346.0	ENSP00000333326	TUBA8
ENSG00000111667	testis	346.0	ENSP00000229268	USP5
	testis	345.0	ENSP00000361076	RPL7A
ENSG00000138363	testis	344.0	ENSP00000236959	ATIC
ENSG00000063177	testis	344.0	ENSP00000447001	RPL18
ENSG00000187091	testis	344.0	ENSP00000430344	PLCD1
ENSG00000142634	testis	344.0	ENSP00000365147	EFHD2
ENSG00000160862	testis	344.0	ENSP00000292401	AZGP1
ENSG00000211460	testis	344.0	ENSP00000374332	TSN
ENSG00000138069	testis	343.0	ENSP00000387286	RAB1A
ENSG00000140459	testis	343.0	ENSP00000268053	CYP11A1
ENSG00000138772	testis	343.0	ENSP00000264908	ANXA3
ENSG00000133731	testis	343.0	ENSP00000408526	IMPA1
ENSG00000106049	testis	343.0	ENSP00000265395	HIBADH
ENSG00000174903	testis	343.0	ENSP00000310226	RAB1B
ENSG00000149131	testis	342.0	ENSP00000278407	SERPING1
	testis	341.0	ENSP00000470972	RPS19
ENSG00000168003	testis	341.0	ENSP00000367123	SLC3A2
ENSG00000111726	testis	340.0	ENSP00000229329	CMAS
ENSG00000067560	testis	340.0	ENSP00000400175	RHOA
ENSG00000108821	testis	340.0	ENSP00000225964	COL1A1
ENSG00000143761	testis	337.0	ENSP00000440005	ARF1
ENSG00000055955	testis	337.0	ENSP00000266041	ITIH4
ENSG00000139684	testis	336.0	ENSP00000367992	ESD
ENSG00000184640	testis	336.0	ENSP00000391249	SEPTIN9
ENSG00000148671	testis	336.0	ENSP00000361083	ADIRF
ENSG00000196975	testis	335.0	ENSP00000377833	ANXA4
ENSG00000121774	testis	334.0	ENSP00000313829	KHDRBS1
ENSG00000197451	testis	334.0	ENSP00000425031	HNRNPAB
ENSG00000138071	testis	333.0	ENSP00000367220	ACTR2
ENSG00000204628	testis	332.0	ENSP00000426909	RACK1
	testis	331.0	ENSP00000379888	RPS8
ENSG00000169045	testis	331.0	ENSP00000349168	HNRNPH1
	testis	331.0	ENSP00000448785	METTL7A
ENSG00000141279	testis	331.0	ENSP00000320324	NPEPPS
ENSG00000116161	testis	330.0	ENSP00000356652	CACYBP
ENSG00000108055	testis	328.0	ENSP00000354720	SMC3
ENSG00000002549	testis	328.0	ENSP00000226299	LAP3
ENSG00000140374	testis	327.0	ENSP00000452762	ETFA
ENSG00000204392	testis	327.0	ENSP00000364813	LSM2
ENSG00000135829	testis	327.0	ENSP00000356520	DHX9
ENSG00000119383	testis	326.0	ENSP00000377036	PTPA
ENSG00000108679	testis	326.0	ENSP00000262776	LGALS3BP
ENSG00000140350	testis	325.0	ENSP00000417864	ANP32A
ENSG00000004455	testis	324.0	ENSP00000499935	AK2
ENSG00000078668	testis	323.0	ENSP00000428845	VDAC3
ENSG00000274641	testis	322.0	ENSP00000477527	H2BC17
ENSG00000184678	testis	322.0	ENSP00000358151	H2BC21
ENSG00000276410	testis	322.0	ENSP00000482674	H2BC3
ENSG00000124635	testis	322.0	ENSP00000476136	H2BC11
ENSG00000138674	testis	322.0	ENSP00000378721	SEC31A
ENSG00000105974	testis	322.0	ENSP00000339191	CAV1
ENSG00000079819	testis	322.0	ENSP00000357110	EPB41L2
ENSG00000054148	testis	321.0	ENSP00000247665	PHPT1
ENSG00000126067	testis	320.0	ENSP00000362334	PSMB2
ENSG00000117519	testis	320.0	ENSP00000359225	CNN3
ENSG00000047410	testis	320.0	ENSP00000356448	TPR
ENSG00000054654	testis	319.0	ENSP00000350719	SYNE2
ENSG00000129084	testis	319.0	ENSP00000414359	PSMA1
	testis	318.0	ENSP00000442920	SOD2-2
ENSG00000023318	testis	317.0	ENSP00000262455	ERP44
ENSG00000175166	testis	317.0	ENSP00000310129	PSMD2
ENSG00000113889	testis	316.0	ENSP00000493985	KNG1
ENSG00000197958	testis	314.0	ENSP00000354739	RPL12
	testis	313.0	ENSP00000479284	H2BU1
ENSG00000125691	testis	312.0	ENSP00000420311	RPL23
ENSG00000174444	testis	312.0	ENSP00000311430	RPL4
ENSG00000119396	testis	312.0	ENSP00000362946	RAB14
ENSG00000122218	testis	311.0	ENSP00000357048	COPA
ENSG00000089157	testis	310.0	ENSP00000449328	RPLP0
ENSG00000107438	testis	310.0	ENSP00000360305	PDLIM1
ENSG00000161960	testis	310.0	ENSP00000293831	EIF4A1
	testis	310.0	ENSP00000366694	KCTD12
ENSG00000100632	testis	309.0	ENSP00000451080	ERH
ENSG00000129538	testis	308.0	ENSP00000381057	RNASE1
ENSG00000122194	testis	308.0	ENSP00000308938	PLG
ENSG00000261456	testis	307.0	ENSP00000456206	TUBB8
ENSG00000013583	testis	307.0	ENSP00000014930	HEBP1
ENSG00000137154	testis	306.0	ENSP00000369757	RPS6
ENSG00000171863	testis	306.0	ENSP00000495273	RPS7
ENSG00000103018	testis	306.0	ENSP00000308430	CYB5B
ENSG00000233822	testis	306.0	ENSP00000483903	H2BC15
ENSG00000170348	testis	305.0	ENSP00000303145	TMED10
ENSG00000152795	testis	305.0	ENSP00000483254	HNRNPDL
ENSG00000115414	testis	304.0	ENSP00000346839	FN1
ENSG00000104388	testis	304.0	ENSP00000262646	RAB2A
ENSG00000126267	testis	304.0	ENSP00000466818	COX6B1
	testis	304.0	ENSP00000430706	EIF5AL1
ENSG00000180210	testis	304.0	ENSP00000308541	F2
ENSG00000147604	testis	302.0	ENSP00000339795	RPL7
ENSG00000125944	testis	302.0	ENSP00000363745	HNRNPR
ENSG00000104419	testis	302.0	ENSP00000404854	NDRG1
ENSG00000086758	testis	301.0	ENSP00000340648	HUWE1
ENSG00000183207	testis	301.0	ENSP00000473172	RUVBL2
ENSG00000164904	testis	301.0	ENSP00000387123	ALDH7A1
ENSG00000277791	testis	300.0	ENSP00000483688	PSMB3
ENSG00000107581	testis	300.0	ENSP00000358140	EIF3A
ENSG00000021355	testis	300.0	ENSP00000370115	SERPINB1
ENSG00000275713	testis	300.0	ENSP00000479169	H2BC9
ENSG00000273703	testis	300.0	ENSP00000477907	H2BC14
ENSG00000180596	testis	300.0	ENSP00000321744	H2BC4
ENSG00000277224	testis	300.0	ENSP00000348924	H2BC7
ENSG00000278588	testis	300.0	ENSP00000366962	H2BC10
ENSG00000273802	testis	300.0	ENSP00000445633	H2BC8
ENSG00000274290	testis	300.0	ENSP00000489317	H2BC6
ENSG00000158373	testis	300.0	ENSP00000289316	H2BC5
ENSG00000197903	testis	299.0	ENSP00000349430	H2BC12
ENSG00000078369	testis	299.0	ENSP00000367872	GNB1
ENSG00000090273	testis	299.0	ENSP00000319664	NUDC
ENSG00000130313	testis	299.0	ENSP00000252603	PGLS
ENSG00000185130	testis	299.0	ENSP00000366618	H2BC13
ENSG00000100201	testis	298.0	ENSP00000380033	DDX17
ENSG00000130707	testis	298.0	ENSP00000361471	ASS1
ENSG00000175216	testis	298.0	ENSP00000432768	CKAP5
ENSG00000114391	testis	297.0	ENSP00000377640	RPL24
ENSG00000142798	testis	297.0	ENSP00000363827	HSPG2
ENSG00000072506	testis	296.0	ENSP00000168216	HSD17B10
	testis	296.0	ENSP00000481622	H2BS1
	testis	296.0	ENSP00000491341	LOC102724334
	testis	296.0	ENSP00000324804	PPP2R1A
ENSG00000116489	testis	296.0	ENSP00000263168	CAPZA1
ENSG00000126602	testis	295.0	ENSP00000246957	TRAP1
ENSG00000161547	testis	294.0	ENSP00000376276	SRSF2
ENSG00000079785	testis	294.0	ENSP00000370745	DDX1
ENSG00000143621	testis	294.0	ENSP00000355011	ILF2
	testis	294.0	ENSP00000477310	DYNLL2
ENSG00000171858	testis	294.0	ENSP00000345957	RPS21
	testis	293.0	ENSP00000332706	PURA
ENSG00000113387	testis	293.0	ENSP00000265073	SUB1
ENSG00000049449	testis	292.0	ENSP00000054950	RCN1
ENSG00000184357	testis	291.0	ENSP00000330074	H1-5
ENSG00000066044	testis	290.0	ENSP00000385269	ELAVL1
ENSG00000122304	testis	290.0	ENSP00000403681	PRM2
ENSG00000100220	testis	289.0	ENSP00000216038	RTCB
ENSG00000167468	testis	289.0	ENSP00000346103	GPX4
ENSG00000118705	testis	289.0	ENSP00000237530	RPN2
ENSG00000004478	testis	288.0	ENSP00000001008	FKBP4
ENSG00000155657	testis	288.0	ENSP00000467141	TTN
ENSG00000109610	testis	288.0	ENSP00000371554	SOD3
	testis	286.0	ENSP00000333547	RAB11B
ENSG00000065485	testis	285.0	ENSP00000323313	PDIA5
ENSG00000144827	testis	285.0	ENSP00000273359	ABHD10
ENSG00000103187	testis	285.0	ENSP00000262428	COTL1
ENSG00000166411	testis	284.0	ENSP00000299518	IDH3A
ENSG00000135821	testis	284.0	ENSP00000307900	GLUL
ENSG00000203814	testis	284.0	ENSP00000445831	H2BC18
ENSG00000169764	testis	284.0	ENSP00000338703	UGP2
ENSG00000163382	testis	284.0	ENSP00000357218	NAXE
ENSG00000243649	testis	284.0	ENSP00000416561	CFB
ENSG00000143106	testis	283.0	ENSP00000271308	PSMA5
ENSG00000169813	testis	283.0	ENSP00000400433	HNRNPF
ENSG00000117448	testis	283.0	ENSP00000361140	AKR1A1
ENSG00000161016	testis	283.0	ENSP00000262584	RPL8
	testis	283.0	ENSP00000250559	RAP1B
ENSG00000188375	testis	283.0	ENSP00000339835	H3-5
ENSG00000174437	testis	282.0	ENSP00000440045	ATP2A2
ENSG00000136628	testis	281.0	ENSP00000355890	EPRS1
ENSG00000213719	testis	281.0	ENSP00000364935	CLIC1
ENSG00000024422	testis	281.0	ENSP00000263277	EHD2
ENSG00000211445	testis	281.0	ENSP00000373477	GPX3
	testis	280.0	ENSP00000256682	ARF3
ENSG00000142669	testis	279.0	ENSP00000270792	SH3BGRL3
ENSG00000241837	testis	279.0	ENSP00000290299	ATP5PO
ENSG00000053371	testis	279.0	ENSP00000235835	AKR7A2
ENSG00000100030	testis	279.0	ENSP00000215832	MAPK1
ENSG00000173692	testis	278.0	ENSP00000309474	PSMD1
ENSG00000129625	testis	278.0	ENSP00000368959	REEP5
ENSG00000153048	testis	277.0	ENSP00000379838	CARHSP1
ENSG00000167088	testis	277.0	ENSP00000300413	SNRPD1
ENSG00000015413	testis	276.0	ENSP00000376807	DPEP1
ENSG00000111229	testis	276.0	ENSP00000228825	ARPC3
ENSG00000176619	testis	276.0	ENSP00000327054	LMNB2
ENSG00000041357	testis	276.0	ENSP00000044462	PSMA4
ENSG00000101843	testis	276.0	ENSP00000217958	PSMD10
ENSG00000127445	testis	276.0	ENSP00000247970	PIN1
ENSG00000122565	testis	276.0	ENSP00000336687	CBX3
ENSG00000100911	testis	276.0	ENSP00000216802	PSME2
	testis	275.0	ENSP00000489910	ENSP00000489910
ENSG00000128591	testis	275.0	ENSP00000327145	FLNC
ENSG00000133313	testis	275.0	ENSP00000325548	CNDP2
ENSG00000091140	testis	275.0	ENSP00000205402	DLD
ENSG00000166340	testis	274.0	ENSP00000299427	TPP1
ENSG00000105185	testis	274.0	ENSP00000466214	PDCD5
ENSG00000108946	testis	273.0	ENSP00000376475	PRKAR1A
ENSG00000104067	testis	273.0	ENSP00000348416	TJP1
ENSG00000100902	testis	273.0	ENSP00000261479	PSMA6
ENSG00000175220	testis	273.0	ENSP00000310491	ARHGAP1
ENSG00000169919	testis	272.0	ENSP00000302728	GUSB
ENSG00000111275	testis	271.0	ENSP00000261733	ALDH2
	testis	271.0	ENSP00000430598	ATOX1
	testis	270.0	ENSP00000354346	MATR3-2
ENSG00000147383	testis	269.0	ENSP00000359297	NSDHL
ENSG00000105193	testis	269.0	ENSP00000367806	RPS16
ENSG00000128245	testis	269.0	ENSP00000248975	YWHAH
ENSG00000114942	testis	268.0	ENSP00000376055	EEF1B2
	testis	268.0	ENSP00000265866	HNRNPH3
ENSG00000100823	testis	268.0	ENSP00000216714	APEX1
ENSG00000163956	testis	268.0	ENSP00000497444	LRPAP1
ENSG00000109107	testis	267.0	ENSP00000378731	ALDOC
ENSG00000163818	testis	267.0	ENSP00000296135	LZTFL1
ENSG00000101474	testis	267.0	ENSP00000217456	APMAP
ENSG00000163754	testis	266.0	ENSP00000340736	GYG1
ENSG00000116171	testis	266.0	ENSP00000360569	SCP2
ENSG00000074842	testis	266.0	ENSP00000262947	MYDGF
ENSG00000186468	testis	265.0	ENSP00000296674	RPS23
ENSG00000089009	testis	265.0	ENSP00000403172	RPL6
ENSG00000132780	testis	265.0	ENSP00000255120	NASP
ENSG00000196335	testis	265.0	ENSP00000348132	STK31
ENSG00000173213	testis	264.0	ENSP00000496713	TUBB8B
ENSG00000129083	testis	263.0	ENSP00000249923	COPB1
ENSG00000175792	testis	262.0	ENSP00000318297	RUVBL1
ENSG00000092621	testis	262.0	ENSP00000493382	PHGDH
ENSG00000144028	testis	261.0	ENSP00000317123	SNRNP200
ENSG00000092010	testis	261.0	ENSP00000372155	PSME1
ENSG00000137497	testis	261.0	ENSP00000377298	NUMA1
ENSG00000169223	testis	260.0	ENSP00000303366	LMAN2
ENSG00000136731	testis	260.0	ENSP00000259253	UGGT1
ENSG00000082898	testis	259.0	ENSP00000384863	XPO1
ENSG00000197728	testis	259.0	ENSP00000348849	RPS26
ENSG00000150093	testis	259.0	ENSP00000379350	ITGB1
ENSG00000167863	testis	259.0	ENSP00000301587	ATP5PD
ENSG00000100519	testis	258.0	ENSP00000484998	PSMC6
	testis	258.0	ENSP00000306010	ARF4
ENSG00000159840	testis	257.0	ENSP00000324422	ZYX
ENSG00000128050	testis	257.0	ENSP00000382595	PAICS
ENSG00000122406	testis	257.0	ENSP00000359345	RPL5
ENSG00000147081	testis	257.0	ENSP00000351327	AKAP4
ENSG00000115091	testis	256.0	ENSP00000263238	ACTR3
ENSG00000159335	testis	256.0	ENSP00000374113	PTMS
ENSG00000136193	testis	256.0	ENSP00000388942	SCRN1
ENSG00000224389	testis	255.0	ENSP00000415941	C4B
	testis	255.0	ENSP00000451560	ENSP00000451560
ENSG00000172380	testis	254.0	ENSP00000360021	GNG12
ENSG00000106588	testis	254.0	ENSP00000223321	PSMA2
ENSG00000124491	testis	254.0	ENSP00000264870	F13A1
ENSG00000125844	testis	253.0	ENSP00000367038	RRBP1
ENSG00000197614	testis	253.0	ENSP00000352455	MFAP5
	testis	253.0	ENSP00000493701	ENSP00000493701
ENSG00000160752	testis	252.0	ENSP00000349078	FDPS
ENSG00000091164	testis	252.0	ENSP00000217515	TXNL1
