ensg,ms_det,ms_abund,ms_present,ms_det_TDR1,ms_det_TDR4,ms_present_TDR1,ms_present_TDR4,ms_abund_TDR1,ms_abund_TDR4,ms_n_proteotypic,ms_n_sequences,soma_det,soma_abund,soma_present,soma_det_TDR1,soma_det_TDR4,soma_present_TDR1,soma_present_TDR4,soma_abund_TDR1,soma_abund_TDR4,olink_det,olink_abund,olink_present,olink_det_TDR1,olink_det_TDR4,olink_present_TDR1,olink_present_TDR4,olink_abund_TDR1,olink_abund_TDR4,arm,p_detect_intrinsic,p_detect_full,top_dark_reason,uniprot,tryptic_per_kda,n_tryptic_7_30,n_tm,is_secreted,has_signal,is_membrane,disorder_fraction_proxy,pep_n_unique,pep_frac_shared,pep_max_shared_genes,pep_n_clean,aff_present,aff_abund_z,zero_unique,mostly_shared,z_ab
ENSG00000125835,1.0,27.495308148966803,1,1.0,1.0,1,1,27.44849666671674,27.542119631216867,3.0,14.0,1.0,12.895635597670571,1,1.0,1.0,1,1,12.840986937064077,12.950284258277074,0.0,,0,0.0,0.0,0,0,,,Organoid,0.9206564453647896,0.9438343032729016,proteotypicity,P14678,0.5689,14.0,0.0,0.0,0.0,0.0,0.1898148148148148,6.0,0.5714285714285714,1.0,2.0,1,0.9878479774712053,0,1,0.9878479774712053
ENSG00000037042,1.0,17.602513200796928,1,1.0,1.0,1,1,18.096856468985727,17.108169932608135,2.0,2.0,1.0,15.658303695614638,1,1.0,1.0,1,1,15.551461451349514,15.765145939879762,0.0,0.3777501469484252,0,0.0,0.0,0,0,0.36633558823023205,0.3891647056666183,Organoid,0.8291086188524532,0.9583014145531058,proteotypicity,Q9NRH3,0.411,21.0,0.0,0.0,0.0,0.0,0.2318501170960187,5.0,0.7619047619047619,1.0,2.0,1,0.9747938980373849,0,1,0.9747938980373849
ENSG00000100380,1.0,26.85552750876203,1,1.0,1.0,1,1,26.85624910429779,26.854805913226272,0.0,6.0,1.0,14.310371980128306,1,1.0,1.0,1,1,14.446941425440434,14.173802534816172,1.0,2.2289995727170138,1,1.0,1.0,1,1,1.9716062496402103,2.486392895793817,Media,0.7227477106348551,0.8790270857193309,proteotypicity,P50502,0.3145,13.0,0.0,0.0,0.0,0.0,0.6231884057971014,0.0,1.0,2.0,0.0,1,0.9539414800327627,1,1,0.9539414800327627
ENSG00000185630,1.0,18.2964296616744,1,1.0,1.0,1,1,18.411808248152862,18.181051075195942,4.0,4.0,1.0,11.354260327236524,1,1.0,1.0,1,1,11.275824923986374,11.432695730486673,1.0,6.619079988707968,1,1.0,1.0,1,1,6.512859235981386,6.725300741434547,Organoid,0.669996490709104,0.7916166268959263,proteotypicity,P40424,0.3217,15.0,0.0,0.0,0.0,0.0,0.2216748768472906,4.0,0.7333333333333333,3.0,1.0,1,0.9506890250066109,0,1,0.9506890250066109
ENSG00000204388,0.0,,0,0.0,0.0,0,0,,,,,1.0,12.788171372798017,1,1.0,1.0,1,1,12.821393228080913,12.75494951751512,0.0,,0,0.0,0.0,0,0,,,Media,0.8077939351097239,0.8390398231575981,proteotypicity,P0DMV9,0.4568,32.0,0.0,0.0,0.0,0.0,0.349025974025974,0.0,1.0,7.0,0.0,1,0.9465444358100736,1,1,0.9465444358100736
ENSG00000173110,1.0,29.20274235435311,1,1.0,1.0,1,1,28.907021216183125,29.498463492523094,5.0,16.0,1.0,12.716906816976053,1,1.0,1.0,1,1,12.694479922769176,12.739333711182926,0.0,,0,0.0,0.0,0,0,,,Organoid,0.9172918107440492,0.9915461940687986,proteotypicity,P17066,0.5209,37.0,0.0,1.0,0.0,1.0,0.3634894991922455,18.0,0.5135135135135135,7.0,11.0,1,0.9191541247196127,0,1,0.9191541247196127
ENSG00000089157,0.9,26.20143607558099,1,0.8,1.0,1,1,25.91544052208592,26.43023251837705,6.0,16.0,1.0,12.70516754463997,1,1.0,1.0,1,1,12.741775258423385,12.668559830856552,0.0,,0,0.0,0.0,0,0,,,Media,0.9790512305991202,0.963929767087303,proteotypicity,P05388,0.3793,13.0,0.0,0.0,0.0,0.0,0.0819112627986348,4.0,0.6923076923076923,1.0,2.0,1,0.9146421717922101,0,1,0.9146421717922101
ENSG00000255974,0.0,,0,0.0,0.0,0,0,,,,,1.0,12.701319960678884,1,1.0,1.0,1,1,12.653881076579793,12.748758844777976,0.0,,0,0.0,0.0,0,0,,,Organoid,0.8732989608577888,0.7508010060756003,proteotypicity,P11509,0.5485,31.0,0.0,0.0,0.0,1.0,0.3170212765957447,8.0,0.7419354838709677,2.0,4.0,1,0.9131633648253344,0,1,0.9131633648253344
ENSG00000168872,1.0,24.618608438509384,1,1.0,1.0,1,1,24.627418473124532,24.609798403894235,2.0,25.0,1.0,12.700531963462264,1,1.0,1.0,1,1,12.816747716088562,12.584316210835965,0.0,,0,0.0,0.0,0,0,,,Organoid,0.6995507068245561,0.8271617813867694,proteotypicity,Q9NUU7,0.5002,27.0,0.0,0.0,0.0,0.0,0.3222958057395143,4.0,0.8518518518518519,1.0,2.0,1,0.9128605005381347,0,1,0.9128605005381347
ENSG00000222038,1.0,31.1276660786176,1,1.0,1.0,1,1,31.187743004162,31.067589153073193,1.0,10.0,1.0,12.69897991249734,1,1.0,1.0,1,1,12.683331143381686,12.714628681612997,0.0,,0,0.0,0.0,0,0,,,Organoid,,,,P0CG39,0.443,52.0,0.0,1.0,0.0,0.0,0.408284023668639,4.0,0.9230769230769232,11.0,1.0,1,0.9122639745615504,0,1,0.9122639745615504
ENSG00000223638,0.0,,0,0.0,0.0,0,0,,,,,1.0,12.600702372499118,1,1.0,1.0,1,1,12.613924641933703,12.58748010306453,0.0,,0,0.0,0.0,0,0,,,Organoid,,,,A6NLU0,0.4343,14.0,0.0,0.0,0.0,0.0,0.2547528517110266,2.0,0.8571428571428571,1.0,0.0,1,0.8744913067506205,0,1,0.8744913067506205
ENSG00000184492,0.0,,0,0.0,0.0,0,0,,,,,1.0,12.558150485684164,1,1.0,1.0,1,1,12.510289082798161,12.606011888570162,0.0,,0,0.0,0.0,0,0,,,Organoid,,,,Q9NU39,0.3898,17.0,0.0,0.0,0.0,0.0,0.1666666666666666,8.0,0.5294117647058824,10.0,5.0,1,0.858136620975838,0,1,0.858136620975838
ENSG00000108691,0.0,,0,0.0,0.0,0,0,,,,,1.0,12.995747967156756,1,1.0,1.0,1,1,12.658679622103346,13.33281631221017,1.0,3.432164757697626,1,1.0,1.0,1,1,3.093182199167253,3.7711473162279985,Media,0.4494782291817478,0.6147236236028675,proteotypicity,P13500,0.1814,2.0,0.0,1.0,1.0,0.0,0.5576923076923077,1.0,0.5,1.0,0.0,1,0.8561065179206313,0,1,0.8561065179206313
ENSG00000132507,1.0,28.199689367235447,1,1.0,1.0,1,1,28.139396120280118,28.259982614190772,3.0,11.0,1.0,15.511899922639316,1,1.0,1.0,1,1,15.538505095664437,15.485294749614193,0.0,-0.4977099425808921,0,0.0,0.0,0,0,-0.5303116028587879,-0.4651082823029963,Organoid,0.9443367488611868,0.8981137179953551,proteotypicity,P63241,0.4159,7.0,0.0,0.0,0.0,1.0,0.2945736434108527,1.0,0.8571428571428571,2.0,1.0,1,0.8340210936371558,0,1,0.8340210936371558
ENSG00000248333,1.0,24.486813022464283,1,1.0,1.0,1,1,24.4199151745496,24.553710870378957,3.0,31.0,1.0,12.494357608254976,1,1.0,1.0,1,1,12.4319950537593,12.556720162750654,0.0,,0,0.0,0.0,0,0,,,Organoid,0.8383972362901699,0.9372519116803976,proteotypicity,P21127,0.4319,40.0,0.0,0.0,0.0,0.0,0.5914396887159533,6.0,0.85,2.0,5.0,1,0.8336180263113836,0,1,0.8336180263113836
ENSG00000173272,1.0,17.146084973508565,1,1.0,1.0,1,1,17.025293520804627,17.26687642621251,1.0,1.0,1.0,12.474209221181482,1,1.0,1.0,1,1,12.420743452635397,12.527674989727565,0.0,,0,0.0,0.0,0,0,,,Organoid,0.4116795824997705,0.6842167009993608,proteotypicity,Q6P582,0.5548,9.0,0.0,0.0,0.0,0.0,0.1492537313432835,4.0,0.5555555555555556,1.0,2.0,1,0.825874056205224,0,1,0.825874056205224
ENSG00000263956,0.0,,0,0.0,0.0,0,0,,,,,0.0,,0,0.0,0.0,0,0,,,1.0,3.964736688393249,1,1.0,1.0,1,1,3.037835062101255,4.891638314685244,Organoid,0.0786891601714266,0.1180652588027101,abundance,Q86T75,0.3822,38.0,0.0,0.0,0.0,0.0,0.6575505350772889,4.0,0.8947368421052632,11.0,1.0,1,0.8229300379811105,0,1,0.8229300379811105
ENSG00000184110,1.0,26.437338772428312,1,1.0,1.0,1,1,26.398040801591435,26.476636743265185,2.0,34.0,1.0,12.430583062803102,1,1.0,1.0,1,1,12.330889379686152,12.530276745920048,0.0,,0,0.0,0.0,0,0,,,Organoid,0.5677331605716948,0.8769524836970646,proteotypicity,Q99613,0.3892,41.0,0.0,0.0,0.0,0.0,0.5433070866141733,1.0,0.975609756097561,2.0,1.0,1,0.8091064774855756,0,1,0.8091064774855756
ENSG00000113658,1.0,24.71126441385068,1,1.0,1.0,1,1,24.80096152122956,24.621567306471796,4.0,11.0,1.0,14.823102278808728,1,1.0,1.0,1,1,14.83138386234134,14.814820695276115,1.0,0.31747962511481,1,1.0,1.0,1,1,0.37189258542801357,0.26306666480160634,Organoid,0.7652100346519973,0.7503489334927582,proteotypicity,Q99717,0.4019,21.0,0.0,0.0,0.0,0.0,0.0977272727272727,8.0,0.6190476190476191,4.0,4.0,1,0.8065358730961695,0,1,0.8065358730961695
ENSG00000153976,0.5,17.37615146277983,0,0.8,0.2,1,0,17.555256538832666,16.659731158568484,1.0,1.0,1.0,12.419527471331516,1,1.0,1.0,1,1,12.559655736636618,12.279399206026415,0.0,,0,0.0,0.0,0,0,,,Organoid,0.4555512897735984,0.33386556600785,abundance,Q9Y663,0.4454,20.0,1.0,0.0,0.0,1.0,0.3115183246073298,5.0,0.75,4.0,2.0,1,0.8048572951788441,0,1,0.8048572951788441
ENSG00000186787,1.0,17.084142255894857,1,1.0,1.0,1,1,17.435678866461604,16.732605645328118,0.0,4.0,1.0,12.38049992800349,1,1.0,1.0,1,1,12.34688066886122,12.41411918714576,0.0,,0,0.0,0.0,0,0,,,Organoid,0.4375159040225849,0.4005972598947049,proteotypicity,Q9BPZ2,0.5144,15.0,0.0,0.0,0.0,0.0,0.4615384615384615,1.0,0.9333333333333332,3.0,0.0,1,0.7898571798968284,0,1,0.7898571798968284
ENSG00000205916,0.0,,0,0.0,0.0,0,0,,,,,1.0,15.11829372454705,1,1.0,1.0,1,1,15.017036469468191,15.219550979625904,0.0,-0.2885436910406759,0,0.0,0.0,0,0,-0.2771135460156602,-0.2999738360656916,Organoid,0.3208380692357203,0.1082239276434017,abundance,Q86SG3,0.2315,15.0,0.0,0.0,0.0,0.0,0.0486486486486486,0.0,1.0,3.0,0.0,1,0.7852920471783936,1,1,0.7852920471783936
ENSG00000185651,1.0,26.233145339172875,1,1.0,1.0,1,1,26.330382974380598,26.135907703965152,3.0,8.0,1.0,12.36670811492812,1,1.0,1.0,1,1,12.34917877788755,12.38423745196869,0.0,,0,0.0,0.0,0,0,,,Organoid,0.9068234826220304,0.912408527521324,proteotypicity,P68036,0.3919,7.0,0.0,0.0,0.0,0.0,0.3,3.0,0.5714285714285714,1.0,3.0,1,0.7845563392997212,0,1,0.7845563392997212
ENSG00000103769,1.0,17.02514369571619,1,1.0,1.0,1,1,16.973132851753615,17.07715453967876,1.0,1.0,1.0,14.530936040242096,1,1.0,1.0,1,1,14.639178169546389,14.4226939109378,0.0,0.5096661219730927,0,0.0,0.0,0,0,0.5663866079265608,0.45294563601962456,Organoid,0.9350078119235063,0.9572361934970958,proteotypicity,P62491,0.5329,13.0,0.0,0.0,0.0,1.0,0.25,2.0,0.8461538461538461,2.0,1.0,1,0.7751162552732428,0,1,0.7751162552732428
ENSG00000198814,1.0,22.37394679877685,1,1.0,1.0,1,1,22.137715926324155,22.610177671229547,3.0,20.0,1.0,12.33221838551253,1,1.0,1.0,1,1,12.356500449786703,12.307936321238355,0.0,,0,0.0,0.0,0,0,,,Organoid,0.8320170963894807,0.8130050610554505,proteotypicity,P32189,0.4409,27.0,1.0,0.0,0.0,1.0,0.1401869158878504,2.0,0.925925925925926,2.0,1.0,1,0.7713003187264802,0,1,0.7713003187264802
ENSG00000213218,0.0,,0,0.0,0.0,0,0,,,,,1.0,12.32844508637964,1,1.0,1.0,1,1,12.39671771857824,12.260172454181037,0.0,,0,0.0,0.0,0,0,,,Organoid,,,,P0DML3,0.4001,10.0,0.0,1.0,1.0,0.0,0.3293413173652694,0.0,1.0,4.0,0.0,1,0.7698500629030185,1,1,0.7698500629030185
ENSG00000106153,1.0,22.88262085980924,1,1.0,1.0,1,1,23.11834001776094,22.646901701857537,1.0,4.0,1.0,12.294389267680286,1,1.0,1.0,1,1,12.18526023791736,12.40351829744321,0.0,,0,0.0,0.0,0,0,,,Organoid,0.3880231603045552,0.697478583214745,proteotypicity,Q9Y6H1,0.2578,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,1.0,0.0,1,0.7567608145683202,0,1,0.7567608145683202
ENSG00000143549,1.0,27.066194840556427,1,1.0,1.0,1,1,26.719948208036282,27.41244147307657,6.0,6.0,1.0,12.578575624218931,1,1.0,1.0,1,1,12.47393255168906,12.683218696748805,0.0,3.274089934349907,0,0.0,0.0,0,0,3.235606054519395,3.3125738141804177,Organoid,0.932020387201337,0.9729607895069404,proteotypicity,P06753,0.4856,16.0,0.0,0.0,0.0,0.0,0.9961538461538462,7.0,0.5625,3.0,5.0,1,0.7555989477416248,0,1,0.7555989477416248
ENSG00000198077,0.0,,0,0.0,0.0,0,0,,,,,1.0,12.284529756420683,1,1.0,1.0,1,1,12.238471941808083,12.330587571033288,0.0,,0,0.0,0.0,0,0,,,Media,0.971702904751616,0.7409787882470801,proteotypicity,P20853,0.514,29.0,0.0,0.0,0.0,1.0,0.2787234042553191,11.0,0.6206896551724138,2.0,6.0,1,0.7529713419828871,0,1,0.7529713419828871
ENSG00000172354,1.0,26.18015325765696,1,1.0,1.0,1,1,26.132699598700896,26.22760691661302,7.0,7.0,1.0,12.27825297873486,1,1.0,1.0,1,1,12.553896603064814,12.002609354404903,0.0,,0,0.0,0.0,0,0,,,Organoid,0.9797262843523664,0.9383694934030526,proteotypicity,P62879,0.3214,12.0,0.0,0.0,0.0,1.0,0.0571428571428571,4.0,0.6666666666666666,3.0,0.0,1,0.750558881939077,0,1,0.750558881939077
ENSG00000258102,1.0,27.24231004058011,1,1.0,1.0,1,1,27.53990073910387,26.944719342056352,0.0,1.0,1.0,16.08751396196135,1,1.0,1.0,1,1,15.987604125590554,16.187423798332144,0.0,-2.011238469761354,0,0.0,0.0,0,0,-1.5067043811665166,-2.515772558356191,Media,0.4582316817497193,0.6303763218850419,proteotypicity,A6NCE7,0.2051,3.0,0.0,0.0,0.0,0.0,0.5104166666666666,0.0,1.0,2.0,0.0,1,0.7499061897407059,1,1,0.7499061897407059
ENSG00000070756,1.0,26.669579103850623,1,1.0,1.0,1,1,26.74508524734126,26.594072960359984,8.0,24.0,1.0,12.276279156090537,1,1.0,1.0,1,1,12.462869387055388,12.089688925125682,0.0,,0,0.0,0.0,0,0,,,Organoid,0.9289080227897762,0.952161808300136,proteotypicity,P11940,0.4387,31.0,0.0,0.0,0.0,0.0,0.3202614379084967,7.0,0.7741935483870968,3.0,3.0,1,0.7498002493251239,0,1,0.7498002493251239
ENSG00000143632,0.0,,0,0.0,0.0,0,0,,,,,1.0,12.2669886886553,1,1.0,1.0,1,1,12.279481684944553,12.25449569236605,0.0,,0,0.0,0.0,0,0,,,Organoid,0.7864292637774811,0.9176938769859344,proteotypicity,P68133,0.4518,19.0,0.0,0.0,0.0,0.0,0.1590909090909091,2.0,0.8947368421052632,9.0,0.0,1,0.7462294869693931,0,1,0.7462294869693931
ENSG00000196565,0.3,17.668988389401004,0,0.0,0.6,0,0,,17.668988389401004,0.0,3.0,1.0,15.503573556170318,1,1.0,1.0,1,1,15.507641414155364,15.49950569818527,0.0,-1.1735916944911302,0,0.0,0.0,0,0,-0.9968838865372778,-1.3502995024449826,Organoid,0.9528647687157404,0.9335033751368402,proteotypicity,P69892,0.6201,10.0,0.0,0.0,0.0,0.0,0.1639344262295081,2.0,0.8,4.0,1.0,1,0.7454611212587804,0,1,0.7454611212587804
ENSG00000204531,0.8,19.398406184778253,1,0.8,0.8,1,1,18.98167717123254,19.81513519832396,4.0,5.0,1.0,12.258971307796395,1,1.0,1.0,1,1,12.185426452798893,12.3325161627939,0.0,,0,0.0,0.0,0,0,,,Organoid,0.4972364325449513,0.4389835765108409,proteotypicity,Q01860,0.2593,10.0,0.0,0.0,0.0,0.0,0.3125,5.0,0.5,4.0,3.0,1,0.7431480314923576,0,1,0.7431480314923576
ENSG00000173674,1.0,25.268743998765306,1,1.0,1.0,1,1,25.201061904868208,25.336426092662396,2.0,9.0,1.0,11.145162269996629,1,1.0,1.0,1,1,11.175898628101443,11.114425911891809,0.6,5.268767636123768,0,0.8,0.4,1,0,5.3662796277495985,5.171255644497938,Organoid,0.8525247668948155,0.8827801959097082,proteotypicity,P47813,0.4253,7.0,0.0,0.0,0.0,0.0,0.8083333333333333,1.0,0.8571428571428571,1.0,0.0,1,0.7367729054613463,0,1,0.7367729054613463
ENSG00000072062,0.0,,0,0.0,0.0,0,0,,,6.0,6.0,1.0,12.233812783694525,1,1.0,1.0,1,1,12.313734738928366,12.153890828460684,0.0,,0,0.0,0.0,0,0,,,Media,0.9921195877028836,0.970058884303598,proteotypicity,P17612,0.4188,17.0,0.0,0.0,0.0,1.0,0.2423312883435582,6.0,0.6470588235294118,2.0,5.0,1,0.7334784307521434,0,1,0.7334784307521434
ENSG00000213923,1.0,25.59897253067477,1,1.0,1.0,1,1,25.628868748449825,25.56907631289972,6.0,14.0,1.0,12.233780259534822,1,1.0,1.0,1,1,12.24682303765545,12.220737481414197,0.0,,0,0.0,0.0,0,0,,,Organoid,0.8299187152773568,0.8824479965866315,proteotypicity,P49674,0.465,22.0,0.0,0.0,0.0,0.0,0.2831632653061224,9.0,0.5909090909090909,2.0,5.0,1,0.7334659301921953,0,1,0.7334659301921953
ENSG00000143977,0.0,,0,0.0,0.0,0,0,,,0.0,4.0,1.0,12.178308396114431,1,1.0,1.0,1,1,12.39305430948868,11.963562482740187,0.0,,0,0.0,0.0,0,0,,,Media,0.8976458662956879,0.8346825121288114,proteotypicity,P62308,0.3531,3.0,0.0,0.0,0.0,0.0,0.2115384615384615,0.0,1.0,1.0,0.0,1,0.7121454914645919,1,1,0.7121454914645919
ENSG00000107105,0.4,23.98559530272508,0,0.8,0.0,1,0,23.98559530272508,,6.0,6.0,1.0,12.158661102761222,1,1.0,1.0,1,1,12.441615717103875,11.875706488418569,0.0,,0,0.0,0.0,0,0,,,Media,0.5625342068521225,0.7542198407594914,proteotypicity,Q12926,0.405,16.0,0.0,0.0,0.0,0.0,0.0985074626865671,5.0,0.6875,2.0,4.0,1,0.7045941151762956,0,1,0.7045941151762956
ENSG00000160868,0.0,,0,0.0,0.0,0,0,,,,,1.0,14.70337283969043,1,1.0,1.0,1,1,14.726649293811402,14.68009638556946,0.0,-0.3207822540387284,0,0.0,0.0,0,0,-0.43742004109707916,-0.20414446698037772,Organoid,0.7405611241668334,0.6992021068897156,proteotypicity,P08684,0.4011,23.0,1.0,0.0,0.0,1.0,0.2364016736401673,9.0,0.6086956521739131,3.0,3.0,1,0.7014074119361711,0,1,0.7014074119361711
ENSG00000163577,0.6,14.87859576508373,0,0.4,0.8,0,1,15.388754841749073,14.623516226751065,2.0,2.0,1.0,12.869072787189785,1,1.0,1.0,1,1,12.830997826043538,12.907147748336024,0.0,2.4085503143480773,0,0.0,0.0,0,0,2.6111115932971183,2.2059890353990377,Organoid,0.936135413358806,0.9465966178603644,proteotypicity,Q9GZV4,0.4168,7.0,0.0,0.0,0.0,1.0,0.265625,3.0,0.5714285714285714,2.0,1.0,1,0.70006328455761,0,1,0.70006328455761
ENSG00000204967,1.0,20.86025787392109,1,1.0,1.0,1,1,21.36294989191268,20.357565855929497,3.0,9.0,1.0,12.12994040454726,1,1.0,1.0,1,1,12.179690058064343,12.080190751030175,0.0,,0,0.0,0.0,0,0,,,Organoid,0.5269937092065936,0.333539116604592,abundance,Q9UN74,0.3813,39.0,1.0,0.0,1.0,1.0,0.1834451901565995,18.0,0.5384615384615384,14.0,12.0,1,0.6935554038598175,0,1,0.6935554038598175
ENSG00000078967,0.0,,0,0.0,0.0,0,0,,,,,1.0,12.102447124952269,1,1.0,1.0,1,1,12.403011371388828,11.801882878515702,0.0,,0,0.0,0.0,0,0,,,Media,0.2754079546740625,0.7857886307494101,proteotypicity,Q9Y2X8,0.2403,4.0,0.0,0.0,0.0,0.0,0.1463414634146341,2.0,0.5,3.0,1.0,1,0.6829884470842065,0,1,0.6829884470842065
ENSG00000152601,1.0,20.35556319595795,1,1.0,1.0,1,1,20.38570344243515,20.32542294948074,1.0,3.0,1.0,12.059038522519645,1,1.0,1.0,1,1,12.267483630910652,11.850593414128635,0.0,,0,0.0,0.0,0,0,,,Organoid,0.2276498838392216,0.8641807345644842,proteotypicity,Q9NR56,0.287,12.0,0.0,0.0,0.0,0.0,0.1510989010989011,5.0,0.5833333333333334,2.0,1.0,1,0.6663044853178263,0,1,0.6663044853178263
ENSG00000151967,0.0,,0,0.0,0.0,0,0,,,,,1.0,12.05809559208107,1,1.0,1.0,1,1,12.113983162980261,12.002208021181877,0.0,,0,0.0,0.0,0,0,,,Organoid,0.6254611843751917,0.3445016300661069,proteotypicity,P0DPB3,0.5049,27.0,0.0,0.0,0.0,0.0,0.4190064794816415,2.0,0.925925925925926,2.0,1.0,1,0.6659420729271037,0,1,0.6659420729271037
ENSG00000233803,0.0,,0,0.0,0.0,0,0,,,,,1.0,12.056378643773389,1,1.0,1.0,1,1,12.078362550514537,12.034394737032242,0.0,,0,0.0,0.0,0,0,,,Organoid,0.3175023533525192,0.2088365959199887,proteotypicity,P0CV99,0.3079,11.0,0.0,0.0,0.0,0.0,0.2724137931034482,0.0,1.0,14.0,0.0,1,0.665282169168058,1,1,0.665282169168058
ENSG00000173757,1.0,24.79212522262689,1,1.0,1.0,1,1,24.817880436975834,24.766370008277953,10.0,30.0,1.0,10.88072859308889,1,1.0,1.0,1,1,10.871229517878454,10.890227668299321,1.0,5.107486148299255,1,1.0,1.0,1,1,4.464725500343468,5.750246796255043,Organoid,0.856492755013277,0.9811257128767532,proteotypicity,P51692,0.4117,37.0,0.0,0.0,0.0,0.0,0.1480996068152031,14.0,0.6216216216216216,2.0,7.0,1,0.6652050778461587,0,1,0.6652050778461587
ENSG00000196368,1.0,24.38474267370825,1,1.0,1.0,1,1,24.070744105062595,24.698741242353893,2.0,10.0,1.0,12.030966617196675,1,1.0,1.0,1,1,11.912795645956592,12.149137588436762,0.0,,0,0.0,0.0,0,0,,,Organoid,0.7617234557198398,0.7138095676613069,proteotypicity,Q96G61,0.5388,10.0,0.0,0.0,0.0,0.0,0.7214285714285714,1.0,0.9,4.0,1.0,1,0.6555151355375654,0,1,0.6555151355375654
ENSG00000186847,1.0,19.781497657116688,1,1.0,1.0,1,1,20.017934438676683,19.545060875556686,8.0,8.0,1.0,10.382384956868083,1,1.0,1.0,1,1,10.30267201058463,10.462097903151536,1.0,5.742491751118961,1,1.0,1.0,1,1,6.056704126546165,5.4282793756917584,Organoid,0.9605547529461907,0.9821913721614004,proteotypicity,P02533,0.5818,30.0,0.0,0.0,0.0,0.0,0.4732142857142857,13.0,0.5666666666666667,16.0,8.0,1,0.6511373469074552,0,1,0.6511373469074552
ENSG00000187758,0.0,,0,0.0,0.0,0,0,,,,,1.0,12.016452470436557,1,1.0,1.0,1,1,11.940934959466649,12.091969981406459,0.0,,0,0.0,0.0,0,0,,,Organoid,0.9056577266270198,0.932732509186952,proteotypicity,P07327,0.4265,17.0,0.0,0.0,0.0,0.0,0.18,5.0,0.7058823529411765,2.0,3.0,1,0.649936668228158,0,1,0.649936668228158
ENSG00000124575,1.0,14.752631381731735,1,1.0,1.0,1,1,14.965726042536701,14.539536720926776,2.0,2.0,1.0,11.98238747190102,1,1.0,1.0,1,1,12.012638032767066,11.952136911034968,0.0,,0,0.0,0.0,0,0,,,Organoid,0.9634458246987132,0.900131104193861,proteotypicity,P16402,0.4922,11.0,0.0,0.0,0.0,0.0,0.6326530612244898,5.0,0.5454545454545454,5.0,3.0,1,0.6368438916518833,0,1,0.6368438916518833
ENSG00000211892,0.0,,0,0.0,0.0,0,0,,,,,1.0,11.961396021220963,1,1.0,1.0,1,1,11.986871805177067,11.935920237264861,0.0,,0,0.0,0.0,0,0,,,Organoid,,,,P01861,0.3422,15.0,1.0,1.0,0.0,1.0,0.0994623655913978,7.0,0.5333333333333333,4.0,2.0,1,0.6287758926622701,0,1,0.6287758926622701
ENSG00000112183,1.0,16.780071315166534,1,1.0,1.0,1,1,16.53820175284788,17.021940877485193,0.0,4.0,1.0,11.942861049730096,1,1.0,1.0,1,1,11.892021912081386,11.993700187378806,0.0,,0,0.0,0.0,0,0,,,Organoid,0.5085968891234299,0.4977203875252826,proteotypicity,Q9BX46,0.2018,5.0,0.0,0.0,0.0,0.0,0.1367924528301886,1.0,0.8,1.0,1.0,1,0.6216520338332614,0,1,0.6216520338332614
ENSG00000230667,0.0,,0,0.0,0.0,0,0,,,,,1.0,11.940517992561205,1,1.0,1.0,1,1,12.177545200717397,11.703490784405016,0.0,,0,0.0,0.0,0,0,,,Media,0.9315303797902836,0.9750455767413486,proteotypicity,P0DME0,0.2675,9.0,0.0,0.0,0.0,0.0,0.832089552238806,4.0,0.5555555555555556,1.0,4.0,1,0.6207514870745191,0,1,0.6207514870745191
ENSG00000159409,0.0,,0,0.0,0.0,0,0,,,3.0,4.0,1.0,11.92722165656952,1,1.0,1.0,1,1,12.267264106715757,11.587179206423283,0.0,,0,0.0,0.0,0,0,,,Media,0.5671569974510937,0.2842319135335751,abundance,Q5SZQ8,0.2572,13.0,0.0,0.0,0.0,0.0,0.1882086167800453,6.0,0.5384615384615384,2.0,4.0,1,0.6156410815584114,0,1,0.6156410815584114
ENSG00000177889,1.0,27.410104850695,1,1.0,1.0,1,1,27.54653471079329,27.27367499059671,5.0,12.0,1.0,11.903094613883566,1,1.0,1.0,1,1,12.163550495483463,11.642638732283668,0.0,,0,0.0,0.0,0,0,,,Media,0.902580917718634,0.9092448257954846,proteotypicity,P61088,0.5835,10.0,0.0,0.0,0.0,0.0,0.1796875,5.0,0.5,1.0,2.0,1,0.6063679275025287,0,1,0.6063679275025287
ENSG00000103512,1.0,22.897704649541005,1,1.0,1.0,1,1,22.88525040097736,22.910158898104648,2.0,43.0,1.0,11.107805274585203,1,1.0,1.0,1,1,11.061080872912214,11.15452967625819,1.0,4.285171305673398,1,1.0,1.0,1,1,4.235409900667491,4.334932710679306,Organoid,0.8335413677384401,0.8393975927387333,proteotypicity,Q15155,0.4765,64.0,1.0,0.0,1.0,1.0,0.1113967437874892,3.0,0.953125,2.0,1.0,1,0.6030430406142995,0,1,0.6030430406142995
ENSG00000277865,0.0,,0,0.0,0.0,0,0,,,,,1.0,11.86665591197563,1,1.0,1.0,1,1,11.821125071247263,11.912186752704,0.0,,0,0.0,0.0,0,0,,,Organoid,,,,H0YM25,0.3711,40.0,0.0,0.0,0.0,0.0,0.8216867469879519,2.0,0.95,6.0,1.0,1,0.5923628253942054,0,1,0.5923628253942054
