uniprot	ensg	af_plddt_mean	af_frac_lt50	af_frac_lt70	af_frac_gt90	af_longest_lt50_run	af_coverage	hl_log2_hours	hl_n_values
Q6ZSZ5	ENSG00000104880	60.81626745040412	0.5018368846436444	0.5664952240999265	0.2593681116825863	210.0	1.0	6.71131593528683	6.0
Q9UKE5	ENSG00000154310	63.576882352941176	0.4264705882352941	0.4830882352941176	0.213235294117647	263.0	1.0		
P52701	ENSG00000116062	77.0901838235294	0.1875	0.2691176470588235	0.4470588235294118	164.0	1.0	5.699190691525824	5.0
Q9P266	ENSG00000165757	42.84897718910963	0.8381162619573216	0.9256806475349522	0.013980868285504	226.0	1.0		
Q96J65	ENSG00000140798	77.77938925680648	0.1089036055923473	0.1861662987490802	0.2016188373804268	60.0	1.0		
Q9UHC9	ENSG00000015520	84.66932735426009	0.0597907324364723	0.1128550074738415	0.4723467862481315	41.0	1.0	4.261906859828069	2.0
A6NKG5	ENSG00000254656	58.17264359351989	0.4941089837997054	0.5787923416789397	0.1045655375552282	212.0	1.0		
Q99570	ENSG00000196455	78.12536477523949	0.1407516580692704	0.2196020633750921	0.32277081798084	100.0	1.0	6.5974641329341654	8.0
Q92752	ENSG00000116147	79.61813865862848	0.0896759608138658	0.1703089675960813	0.2449133383571967	41.0	1.0		
Q86UP2	ENSG00000126777	71.47313927781873	0.2063375092114959	0.3212969786293294	0.0781134856300663	127.0	1.0	6.329859111464409	8.0
Q8TEW0	ENSG00000148498	54.03121681415928	0.6238938053097345	0.6887905604719764	0.1452802359882005	112.0	1.0	4.655380453230186	2.0
Q12767	ENSG00000177728	72.96033185840707	0.2020648967551622	0.2876106194690265	0.2160766961651917	109.0	1.0		
P35968	ENSG00000128052	71.56355272999252	0.2453253552729992	0.3216155572176514	0.2326103216155572	115.0	1.0		
Q13464	ENSG00000067900	76.15320768662231	0.0975609756097561	0.2771618625277162	0.2749445676274945	36.0	1.0	6.36053986165181	8.0
O60503	ENSG00000162104	70.2179453067258	0.2845528455284553	0.376940133037694	0.2830746489283074	80.0	1.0		
Q9ULU8	ENSG00000163618	77.72424981522543	0.1626016260162601	0.2379896526237989	0.4057649667405765	94.0	1.0		
Q9P2D0	ENSG00000005700	70.70928307464894	0.3052475979305247	0.3643754619364375	0.4146341463414634	174.0	1.0	5.403438163008279	1.0
Q70CQ4	ENSG00000103404	57.01709319526627	0.5784023668639053	0.6242603550295858	0.2529585798816568	293.0	1.0		
Q14678	ENSG00000107104	53.967034023668646	0.6242603550295858	0.6760355029585798	0.1812130177514793	253.0	1.0	4.525223234790267	2.0
O15016	ENSG00000166436	54.44067357512953	0.5566247224278312	0.6535899333826795	0.1487786824574389	307.0	1.0		
Q9UPX0	ENSG00000080854	62.55817908201656	0.4635063957863055	0.5048908954100828	0.2806621519939804	494.0	1.0		
Q9BZ72	ENSG00000090975	66.65232765011119	0.3513713862120089	0.413639733135656	0.3454410674573758	158.0	1.0		
A4D1E1	ENSG00000182348	42.62119347664937	0.8272794662713121	0.8762045959970348	0.050407709414381	435.0	1.0		
Q6ZU65	ENSG00000157741	51.075367483296205	0.674090571640683	0.7765404602821084	0.0853749072011878	565.0	1.0	4.744753125029756	1.0
O14607	ENSG00000183878	69.16938381588716	0.3429844097995546	0.3853006681514476	0.4268745360059391	373.0	1.0		
Q9BZA7	ENSG00000102290	64.18099697885197	0.4003021148036254	0.43202416918429	0.3270392749244713	510.0	1.0		
O94856	ENSG00000163531	77.11193499622071	0.1882086167800453	0.2388510959939531	0.4028722600151171	106.0	1.0		
Q9H6K5	ENSG00000183248	42.26310549777117	0.8580980683506686	0.9717682020802376	0.0	121.0	1.0		
Q9H0D2	ENSG00000118156	44.48118127786032	0.763001485884101	0.8172362555720654	0.0274888558692422	279.0	1.0		
Q2M1P5	ENSG00000166813	67.16040953090096	0.2814594192107222	0.3842144452717796	0.1697691734921816	153.0	1.0		
Q96PV0	ENSG00000197283	59.23008935219657	0.4966492926284437	0.5845122859270291	0.2196574832464631	353.0	1.0		
P21860	ENSG00000065361	72.75883597883598	0.2962962962962963	0.3318216175359032	0.4761904761904761	361.0	1.0	3.8833275557823974	1.0
Q8NEZ3	ENSG00000157796	86.32634873323398	0.0052160953800298	0.0461997019374068	0.3867362146050671	3.0	1.0		
Q641Q2	ENSG00000099290	47.74372856077554	0.7188665175242357	0.8657718120805369	0.0395227442207308	108.0	1.0		
Q8WXR4	ENSG00000071909	74.43400447427292	0.2304250559284116	0.2841163310961969	0.3773303504847129	205.0	1.0		
Q9UKV3	ENSG00000100813	50.616942580164064	0.7039522744220731	0.7859806114839671	0.0648769574944071	313.0	1.0	6.629385765139578	8.0
Q9Y4E1	ENSG00000172661	47.87965697240865	0.715137956748695	0.8680089485458613	0.0395227442207308	127.0	1.0		
O75129	ENSG00000148219	65.1344031007752	0.3581395348837209	0.5372093023255814	0.303875968992248	198.0	1.0		
Q9Y4H2	ENSG00000185950	47.06462630792228	0.8116591928251121	0.8460388639760837	0.1240657698056801	263.0	1.0	4.846242565109514	2.0
Q96PE1	ENSG00000020181	70.03482758620689	0.30727969348659	0.3632183908045977	0.3203065134099617	254.0	1.0		
P17948	ENSG00000102755	73.39626524390243	0.2210365853658536	0.305640243902439	0.3140243902439024	109.0	1.0		
Q06278	ENSG00000138356	94.99905082212256	0.023168908819133	0.0276532137518684	0.9237668161434978	29.0	1.0	8.126678664114294	2.0
O15067	ENSG00000178921	92.29674887892376	0.0134529147982062	0.0560538116591928	0.8295964125560538	7.0	1.0	6.329222284741003	4.0
Q12913	ENSG00000149177	78.85589861751153	0.1597542242703533	0.2258064516129032	0.3878648233486943	82.0	1.0	5.716332480287988	8.0
Q29RF7	ENSG00000121892	81.83573672400898	0.1675392670157068	0.1780104712041884	0.6424831712789828	204.0	1.0	6.148415568234394	8.0
Q8TE82	ENSG00000125089	76.90855538922156	0.1504491017964072	0.2335329341317365	0.3285928143712575	79.0	1.0	4.913822894805327	4.0
O15399	ENSG00000105464	63.860779220779214	0.3834988540870894	0.4751718869365928	0.1459129106187929	243.0	1.0		
Q9C0J8	ENSG00000136709	55.432337078651685	0.6367041198501873	0.6951310861423221	0.2636704119850187	263.0	1.0	6.229847446079164	8.0
Q9UPT6	ENSG00000138834	62.0422005988024	0.4565868263473054	0.530688622754491	0.2297904191616766	154.0	1.0		
Q8N6C5	ENSG00000147255	74.0358868501529	0.1154434250764526	0.3081039755351682	0.1093272171253822	53.0	1.0		
Q8N122	ENSG00000141564	79.77462172284643	0.1692883895131086	0.2232209737827715	0.5895131086142322	106.0	1.0	6.610412167566547	8.0
Q9HCH0	ENSG00000167566	46.80408545727137	0.7886056971514243	0.8605697151424287	0.0697151424287856	302.0	1.0	5.294069295088306	1.0
P47989	ENSG00000158125	96.02684921230308	0.0172543135783946	0.0247561890472618	0.9339834958739685	23.0	1.0		
Q07889	ENSG00000115904	76.36081770442611	0.2393098274568642	0.2760690172543136	0.4666166541635408	106.0	1.0	6.235420722637441	4.0
Q8N4C8	ENSG00000141503	63.252274774774776	0.4286786786786787	0.4962462462462462	0.2312312312312312	345.0	1.0	4.986365423649622	4.0
Q07890	ENSG00000100485	73.83629879879881	0.246996996996997	0.3033033033033033	0.3551051051051051	160.0	1.0	5.71556395051172	3.0
O95163	ENSG00000070061	83.9308033033033	0.0683183183183183	0.1456456456456456	0.4812312312312312	42.0	1.0		
Q14005	ENSG00000172349	50.082545045045045	0.6561561561561562	0.7312312312312312	0.0525525525525525	247.0	1.0	7.507299124122766	6.0
Q9UHC6	ENSG00000174469	84.3048926380368	0.0912576687116564	0.1434049079754601	0.575920245398773	42.0	1.0		
Q7Z494	ENSG00000113971	72.66835214446952	0.1888638073739653	0.2708803611738149	0.0835214446952596	91.0	1.0		
Q9BQG0	ENSG00000132382	73.96566265060241	0.2371987951807229	0.2868975903614458	0.3373493975903614	178.0	1.0	6.021990443436509	7.0
Q9NVI1	ENSG00000140525	83.24027861445784	0.0963855421686747	0.1671686746987951	0.5180722891566265	27.0	1.0		
Q9H582	ENSG00000122482	45.86669932177845	0.7520723436322532	0.8040693293142427	0.0135644310474755	349.0	1.0	4.528196219408345	1.0
O95271	ENSG00000173273	75.15474001507158	0.2569706103993971	0.3051996985681989	0.4883195177091183	142.0	1.0		
Q6TFL3	ENSG00000164989	71.21723981900452	0.17420814479638	0.3574660633484163	0.0346907993966817	82.0	1.0		
O15439	ENSG00000125257	83.0407245283019	0.0792452830188679	0.1177358490566037	0.4505660377358491	62.0	1.0	7.175524601089875	1.0
O95789	ENSG00000163867	68.64369811320755	0.2815094339622641	0.390188679245283	0.220377358490566	143.0	1.0		
Q9NSC2	ENSG00000103449	48.56660120845922	0.7069486404833837	0.7711480362537765	0.0120845921450151	158.0	1.0		
Q68CQ1	ENSG00000184313	65.84314436885865	0.3681027966742252	0.4225245653817082	0.3167044595616024	437.0	1.0		
Q96RG2	ENSG00000115687	52.98266061980348	0.5684051398337112	0.6455026455026455	0.1587301587301587	492.0	1.0	5.176641917656893	1.0
Q6ZVD8	ENSG00000040199	74.5038851095994	0.2494331065759637	0.2925170068027211	0.4656084656084656	250.0	1.0		
Q7Z589	ENSG00000158636	42.247473524962174	0.8540090771558245	0.8956127080181543	0.06732223903177	259.0	1.0		
Q8IZU2	ENSG00000150627	85.36730711043873	0.0771558245083207	0.1028744326777609	0.5310136157337367	34.0	1.0		
O60271	ENSG00000008294	64.21426192278578	0.3928841786525359	0.4928084784254353	0.336109008327025	155.0	1.0	5.939391152195069	6.0
Q8IWK6	ENSG00000152990	70.61085403726707	0.2841614906832298	0.3478260869565217	0.3082298136645963	258.0	1.0		
Q9Y2K2	ENSG00000160584	50.65408024224073	0.6654049962149886	0.7441332323996972	0.2051476154428463	304.0	1.0	4.596815906464945	2.0
O14594	ENSG00000130287	58.01061585835259	0.5365665896843725	0.5704387990762124	0.2155504234026174	637.0	1.0		
O95342	ENSG00000073734	83.09850870552611	0.0878122634367903	0.1233913701741105	0.4943224829674489	75.0	1.0	6.905164340426206	2.0
Q5TCY1	ENSG00000146216	51.07332323996972	0.7199091597274792	0.7539742619227857	0.2112036336109008	234.0	1.0		
Q10571	ENSG00000169184	42.02340151515151	0.8810606060606061	0.937878787878788	0.0204545454545454	259.0	1.0		
Q8NDW8	ENSG00000168026	81.15181060606061	0.0227272727272727	0.1007575757575757	0.0303030303030303	14.0	1.0		
Q86TC9	ENSG00000138347	52.41986363636364	0.5946969696969697	0.6621212121212121	0.0643939393939393	235.0	1.0		
P46934	ENSG00000069869	53.335147839272175	0.5701288855193328	0.645185746777862	0.1220621683093252	483.0	1.0	6.931541238650443	2.0
Q5DID0	ENSG00000177398	69.59760215882807	0.2343870470316114	0.3446414803392444	0.1079414032382421	148.0	1.0		
Q6ZV29	ENSG00000130653	71.21000759301442	0.2361427486712224	0.3424449506454062	0.2027334851936218	135.0	1.0	6.074612469952539	1.0
Q96L93	ENSG00000089177	75.80564920273349	0.1290812452543659	0.2839787395596052	0.2467729688686408	41.0	1.0		
Q7Z4L5	ENSG00000123607	83.14268237082067	0.0144376899696048	0.0683890577507598	0.0759878419452887	13.0	1.0		
Q68CZ1	ENSG00000103494	70.03892015209125	0.294296577946768	0.3908745247148289	0.2775665399239543	197.0	1.0		
Q9NRP7	ENSG00000163482	80.87307984790876	0.1163498098859315	0.1749049429657794	0.4653992395437262	100.0	1.0		
Q9UMZ2	ENSG00000275066	47.9889802130898	0.7199391171993912	0.769406392694064	0.0943683409436834	507.0	1.0	5.249881421149881	6.0
Q5XPI4	ENSG00000164068	81.18801218583397	0.118050266565118	0.178979436405179	0.4463061690784463	72.0	1.0	6.688956619597962	2.0
Q99700	ENSG00000204842	45.796062452399084	0.7738004569687738	0.853008377760853	0.0609291698400609	369.0	1.0	5.48078212440398	7.0
Q6UXX5	ENSG00000102313	64.94627131782946	0.3968992248062015	0.4488372093023255	0.2875968992248062	468.0	1.0		
Q92878	ENSG00000113522	82.75551829268292	0.0045731707317073	0.0754573170731707	0.142530487804878	4.0	1.0	7.025050948729295	7.0
Q4LE39	ENSG00000054267	55.72894817073171	0.6128048780487805	0.676829268292683	0.1951219512195122	224.0	1.0	5.198022607617272	4.0
Q9H7N4	ENSG00000126461	46.93592987804878	0.7522865853658537	0.8689024390243902	0.0342987804878048	142.0	1.0	6.802936349572848	4.0
Q96K83	ENSG00000198795	60.79270022883295	0.3470633104500381	0.5163996948893974	0.0007627765064836	69.0	1.0		
O14976	ENSG00000178950	65.74321374045802	0.4129770992366412	0.449618320610687	0.3427480916030534	257.0	1.0	5.725959234509188	8.0
P51816	ENSG00000155966	48.57238749046529	0.7421815408085431	0.8085430968726163	0.1418764302059496	260.0	1.0		
Q9BYE9	ENSG00000074276	81.16611627906977	0.1007751937984496	0.1441860465116279	0.3077519379844961	117.0	1.0	3.979613826630139	2.0
O60307	ENSG00000099308	57.04689075630253	0.5370511841100076	0.6035141329258976	0.2108479755538579	236.0	1.0	5.164565062959291	6.0
O75153	ENSG00000132361	82.44844919786095	0.1207028265851795	0.1856378915202444	0.5729564553093965	44.0	1.0	3.993855479702099	5.0
Q86UK5	ENSG00000173040	73.60087363494539	0.2129485179407176	0.3034321372854914	0.3416536661466459	136.0	1.0		
Q9C0A0	ENSG00000152910	84.29349961028838	0.0872954014029618	0.151987529228371	0.5837879968823071	37.0	1.0		
Q15303	ENSG00000178568	73.86203429462198	0.2556508183943881	0.3195635229929852	0.4466095089633671	284.0	1.0		
P12821	ENSG00000159640	92.23736883320282	0.018794048551292	0.0360219263899765	0.8214565387627252	18.0	1.0		
P08575	ENSG00000081237	76.70542544886807	0.2396565183450429	0.2661982825917252	0.5011709601873536	114.0	1.0	7.113882782900478	6.0
Q92823	ENSG00000091129	78.2924140625	0.140625	0.2296875	0.35546875	111.0	1.0		
O75533	ENSG00000115524	74.80649539877301	0.2400306748466257	0.299079754601227	0.4432515337423313	192.0	1.0	5.95877309020303	8.0
Q9UPT8	ENSG00000130749	50.26118956254797	0.656945510360706	0.8434382194934766	0.0092095165003837	78.0	1.0	6.202956378657616	6.0
O95155	ENSG00000130939	74.97386328725038	0.2488479262672811	0.2703533026113671	0.5069124423963134	185.0	1.0	5.4828160220852045	5.0
Q0VF96	ENSG00000128849	63.111167434715824	0.4247311827956989	0.511520737327189	0.3003072196620583	141.0	1.0	3.880881397237651	2.0
Q9NZW4	ENSG00000152591	38.831423017107305	0.9720062208398134	0.999222395023328	0.0	617.0	1.0		
Q9HCE3	ENSG00000074657	52.82988470407378	0.5557263643351268	0.6348962336664105	0.07532667179093	243.0	1.0		
Q9BXA9	ENSG00000256463	49.08876923076923	0.7084615384615385	0.7769230769230769	0.0176923076923076	181.0	1.0		
Q6P4R8	ENSG00000170322	54.66261739799847	0.5681293302540416	0.6474210931485759	0.1139337952270977	260.0	1.0	6.0925774534248305	4.0
Q9UQP3	ENSG00000120332	82.29358772619983	0.052714398111723	0.1156569630212431	0.2690794649881983	31.0	1.0		
Q6Y7W6	ENSG00000204120	56.40887519260401	0.514637904468413	0.6486902927580893	0.0508474576271186	172.0	1.0	4.90902900765537	8.0
O60343	ENSG00000136111	66.573875192604	0.3651771956856702	0.4460708782742681	0.2904468412942989	206.0	1.0	5.3888439065385505	1.0
Q9H9B1	ENSG00000181090	63.91606013878181	0.4602929838087895	0.5019275250578258	0.346183500385505	250.0	1.0	4.771859174630979	4.0
Q9C0C7	ENSG00000110497	48.74660246533128	0.6856702619414484	0.7434514637904468	0.1648690292758089	258.0	1.0		
P14616	ENSG00000027644	78.79658536585366	0.1250983477576711	0.2171518489378442	0.3509047993705743	41.0	1.0		
Q502W6	ENSG00000168658	68.66479134466769	0.2735703245749614	0.3763523956723338	0.1506955177743431	129.0	1.0		
Q9UM54	ENSG00000196586	78.84634466769707	0.0904173106646058	0.1908809891808346	0.2627511591962905	44.0	1.0	5.4255767942255035	2.0
Q9BX66	ENSG00000095637	46.93357585139319	0.7438080495356038	0.8142414860681114	0.1006191950464396	306.0	1.0	5.719156054211211	2.0
Q9C0C9	ENSG00000175931	65.54808049535603	0.3993808049535604	0.4837461300309597	0.3188854489164087	143.0	1.0	6.3482147112672695	7.0
Q15047	ENSG00000143379	65.0556235476375	0.4159566227730441	0.4686289697908598	0.3051897753679318	325.0	1.0	5.597933356554806	2.0
P19174	ENSG00000124181	82.78577191621412	0.1217998448409619	0.1784328937160589	0.5508145849495734	75.0	1.0	5.88247187199881	4.0
Q9NTJ3	ENSG00000113810	81.53677795031055	0.045807453416149	0.1203416149068323	0.1902173913043478	31.0	1.0	5.462903022358223	3.0
Q8TF17	ENSG00000169247	78.21820512820511	0.1219891219891219	0.2082362082362082	0.2789432789432789	79.0	1.0		
Q96NU0	ENSG00000154529	83.81354711005542	0.0768012668250198	0.1631037212984956	0.566904196357878	38.0	1.0		
Q9BZ76	ENSG00000106714	83.70410134600158	0.0768012668250198	0.1646872525732383	0.5518606492478226	38.0	1.0		
O14841	ENSG00000178814	87.88928571428572	0.0256211180124223	0.061335403726708	0.5760869565217391	25.0	1.0	5.676253301745101	2.0
O95382	ENSG00000142733	74.4313897515528	0.170807453416149	0.3113354037267081	0.266304347826087	85.0	1.0		
Q4KMG0	ENSG00000064309	62.2828763866878	0.3652931854199683	0.473851030110935	0.0974643423137876	276.0	1.0		
O14559	ENSG00000004777	53.31589743589743	0.634032634032634	0.6868686868686869	0.1686091686091686	337.0	1.0		
Q6IQ26	ENSG00000184014	77.13119658119659	0.1787101787101787	0.289044289044289	0.432012432012432	38.0	1.0		
Q96KN7	ENSG00000092200	67.02377138413686	0.3530326594090202	0.426905132192846	0.2814930015552099	165.0	1.0		
P21439	ENSG00000005471	83.23388802488336	0.0886469673405909	0.1174183514774494	0.4720062208398133	58.0	1.0	4.980893581542026	1.0
Q5IJ48	ENSG00000148204	77.3161813842482	0.071599045346062	0.2211614956245028	0.1479713603818615	34.0	1.0		
O43933	ENSG00000127980	66.98207326578331	0.2439594699922057	0.4208885424785659	0.0795011691348402	121.0	1.0	5.919602280118917	3.0
Q6WKZ4	ENSG00000156675	46.51279033515198	0.7817614964925955	0.8487918939984411	0.0919719407638347	314.0	1.0	5.239092482941906	7.0
Q14692	ENSG00000165733	71.47398595943837	0.2433697347893915	0.3892355694227769	0.3673946957878315	235.0	1.0	5.267554524518341	8.0
Q9UHF7	ENSG00000104447	48.54470725995316	0.682279469164715	0.7697111631537861	0.0312256049960968	219.0	1.0		
Q6EMB2	ENSG00000119685	61.420772833723646	0.4832162373145979	0.5308352849336456	0.2708821233411397	209.0	1.0		
P08183	ENSG00000085563	84.58839843749999	0.07734375	0.11015625	0.5421875	59.0	1.0	5.644043727940324	6.0
Q9HCE6	ENSG00000074964	67.2023455824863	0.3526192337763878	0.4300234558248632	0.3221266614542611	126.0	1.0	6.176233000382807	4.0
Q12770	ENSG00000114650	65.28704456606724	0.2994526974198592	0.4315871774824081	0.0813135261923377	93.0	1.0	5.014132086503214	1.0
O15118	ENSG00000141458	85.78587579617835	0.0262738853503184	0.0788216560509554	0.4562101910828025	23.0	1.0	5.708821793959864	7.0
O95428	ENSG00000100767	67.00280158730159	0.2547619047619047	0.3984126984126984	0.1365079365079365	102.0	1.0		
Q14203	ENSG00000204843	76.63079812206573	0.1619718309859155	0.2323943661971831	0.2809076682316119	109.0	1.0	6.802296632234575	8.0
Q96F07	ENSG00000055163	86.81199530516432	0.0539906103286385	0.0993740219092331	0.6205007824726134	27.0	1.0	6.99918825571501	7.0
Q96C45	ENSG00000168038	82.07261176470588	0.1074509803921568	0.16	0.4650980392156862	51.0	1.0		
Q8IV33	ENSG00000185261	73.87236862745097	0.1403921568627451	0.2988235294117647	0.1317647058823529	41.0	1.0		
Q92797	ENSG00000125755	74.57578492935636	0.2472527472527472	0.292778649921507	0.3767660910518053	116.0	1.0	6.185311555867718	8.0
Q5VU97	ENSG00000158966	78.85065375302663	0.1493139628732849	0.2219531880548829	0.4430992736077482	150.0	1.0		
Q5TIA1	ENSG00000167077	83.67033751962323	0.0494505494505494	0.1224489795918367	0.391679748822606	20.0	1.0		
Q6ZUT9	ENSG00000170456	76.3862293794187	0.1798900235663786	0.2827965435978005	0.3699921445404556	56.0	1.0		
Q14896	ENSG00000134571	78.82457613814758	0.1452119309262166	0.205651491365777	0.3500784929356358	58.0	1.0		
Q96ST3	ENSG00000169375	68.50413197172034	0.2914375490966222	0.415553809897879	0.2403770620581304	118.0	1.0	6.279109090637466	8.0
Q13972	ENSG00000058335	72.0297721916732	0.2505891594658287	0.3189316575019638	0.2945797329143755	233.0	1.0		
O60610	ENSG00000131504	72.74204402515724	0.2555031446540881	0.3584905660377358	0.3121069182389937	77.0	1.0	6.584481522206653	7.0
P11274	ENSG00000186716	64.78462627852086	0.3839496459480724	0.4579071597167584	0.2147915027537372	279.0	1.0	6.156932511595625	6.0
Q9UPN6	ENSG00000213079	51.39607395751377	0.6601101494885917	0.7568843430369787	0.1644374508261211	197.0	1.0	5.509759172195722	3.0
Q08211	ENSG00000135829	80.85907874015749	0.1480314960629921	0.1889763779527559	0.5346456692913386	115.0	1.0	6.632144592180419	8.0
Q6VMQ6	ENSG00000171681	47.74311023622048	0.7732283464566929	0.8267716535433071	0.0795275590551181	255.0	1.0	4.569642984973342	4.0
Q13045	ENSG00000177731	80.92558707643815	0.1315996847911741	0.1922773837667454	0.3955870764381403	32.0	1.0	6.646097838133055	8.0
Q96RY5	ENSG00000007545	49.651741528762805	0.6950354609929078	0.7793538219070134	0.0512214342001576	133.0	1.0		
Q00341	ENSG00000115677	74.52908445146014	0.1176006314127861	0.2194159431728492	0.0173638516179952	36.0	1.0	4.974575199000986	7.0
O95487	ENSG00000138802	71.45561957379635	0.3962115232833464	0.4151539068666141	0.5335438042620363	395.0	1.0	6.24264061147542	7.0
Q5JPE7	ENSG00000185164	80.7373139158576	0.0784789644012945	0.1545307443365695	0.3074433656957929	76.0	1.0	5.390667685559667	1.0
Q92610	ENSG00000166716	53.98725335438043	0.5595895816890292	0.6858721389108129	0.0039463299131807	152.0	1.0	5.176422513042237	4.0
Q6ZT07	ENSG00000109436	72.4406477093207	0.2535545023696682	0.3262243285939968	0.3507109004739336	133.0	1.0		
P16885	ENSG00000197943	83.38143873517787	0.0656126482213438	0.1391304347826087	0.4505928853754941	26.0	1.0	6.617151525486624	6.0
Q99707	ENSG00000116984	87.49301976284585	0.0221343873517786	0.0766798418972332	0.5470355731225296	14.0	1.0	4.27846804354413	4.0
Q562F6	ENSG00000163535	42.79658498023715	0.8679841897233201	0.9130434782608696	0.058498023715415	474.0	1.0		
P26640	ENSG00000204394	87.7959936658749	0.0387965162311955	0.0855106888361045	0.6357878068091845	22.0	1.0		
P41252	ENSG00000196305	88.73807448494455	0.0063391442155309	0.054675118858954	0.5618066561014263	3.0	1.0		
Q52LW3	ENSG00000137962	63.64609040444092	0.4551942902458366	0.4956383822363204	0.373513084853291	372.0	1.0		
O95622	ENSG00000173175	73.1853211736717	0.211736716891356	0.2942109436954798	0.2823156225218081	209.0	1.0		
O75128	ENSG00000106078	50.55013481363997	0.6637589214908802	0.8080888183980968	0.0824742268041237	205.0	1.0	4.687928508534052	2.0
P28290	ENSG00000138434	50.20790309769659	0.675933280381255	0.7799841143764893	0.0436854646544876	138.0	1.0		
Q8WXX7	ENSG00000158321	41.461882446386014	0.886417791898332	0.9634630659253376	0.0039714058776806	195.0	1.0	4.768025487221573	1.0
P48553	ENSG00000160218	78.99618745035743	0.1096108022239873	0.204924543288324	0.3375694996028594	53.0	1.0	6.839273086194382	4.0
Q96PY6	ENSG00000137601	56.856836248012726	0.4944356120826709	0.5635930047694754	0.1685214626391097	205.0	1.0		
O15357	ENSG00000165458	69.24364069952307	0.3139904610492846	0.3744038155802862	0.3720190779014308	102.0	1.0	6.150062039682023	6.0
Q8WVM7	ENSG00000118007	78.54001589825118	0.2305246422893481	0.2448330683624801	0.6128775834658188	203.0	1.0	6.48942251336242	8.0
Q96NH3	ENSG00000146350	80.52326173428798	0.0891010342084327	0.1869530628480509	0.3492442322991249	29.0	1.0		
O14654	ENSG00000133124	48.226276849642005	0.7342879872712809	0.8058870326173428	0.1010342084327764	204.0	1.0		
P32004	ENSG00000198910	79.18337641357027	0.1268174474959612	0.2075928917609046	0.3852988691437803	111.0	1.0		
Q3T906	ENSG00000111670	66.96577586206897	0.3049568965517241	0.4159482758620689	0.1551724137931034	145.0	1.0	5.526694845541976	1.0
P04626	ENSG00000141736	74.62960259529602	0.2319545823195458	0.3195458231954582	0.4274128142741281	230.0	1.0	4.151655903177832	2.0
O15055	ENSG00000132326	52.75969721115538	0.6159362549800796	0.6908366533864542	0.149003984063745	383.0	1.0		
P15941	ENSG00000185499	47.48369318181818	0.7102272727272727	0.8928571428571429	0.0202922077922077	141.0	1.0		
Q9UBS9	ENSG00000094975	52.11085714285714	0.6710204081632654	0.7273469387755102	0.1722448979591836	234.0	1.0		
Q86SQ0	ENSG00000144824	58.12743016759777	0.5666400638467678	0.6089385474860335	0.2394253790901835	413.0	1.0	4.987093437058145	3.0
Q7L576	ENSG00000273749	89.87548284118117	0.0151636073423782	0.0622505985634477	0.7071029529130087	13.0	1.0	5.804982831167527	4.0
Q9UBZ9	ENSG00000135945	66.57376498800959	0.4068745003996802	0.4524380495603517	0.386890487609912	205.0	1.0		
P40145	ENSG00000155897	71.20600319744204	0.2238209432454036	0.3788968824940047	0.2366107114308553	137.0	1.0		
Q86VF2	ENSG00000163395	77.39438049560351	0.0975219824140687	0.2446043165467626	0.2182254196642686	55.0	1.0		
O43520	ENSG00000081923	80.35514788169465	0.096722621902478	0.1766586730615507	0.3589128697042366	60.0	1.0	5.80409229059523	2.0
Q2NKX8	ENSG00000186871	62.05765600000001	0.4032	0.4856	0.1512	370.0	1.0		
Q96MR6	ENSG00000243710	78.513928	0.1	0.2136	0.3448	43.0	1.0		
Q8TDY8	ENSG00000103742	70.96605220228385	0.265905383360522	0.3384991843393148	0.231647634584013	238.0	1.0		
Q70E73	ENSG00000173166	56.29544	0.5728	0.7136	0.1776	83.0	1.0	6.032982416699429	1.0
Q66K14	ENSG00000197226	74.262784	0.22	0.3136	0.388	122.0	1.0	6.233677191694597	7.0
Q96HA1	ENSG00000196313	42.277253803042434	0.855084067253803	0.9303442754203364	0.0312249799839871	518.0	1.0		
P29144	ENSG00000134900	91.92042467948718	0.0288461538461538	0.0368589743589743	0.8028846153846154	16.0	1.0	6.939967015030979	7.0
Q9P1Y5	ENSG00000076826	59.36028022417933	0.5348278622898318	0.5860688550840673	0.2153722978382706	161.0	1.0	4.9399552650255565	2.0
Q27J81	ENSG00000203485	66.29745192307692	0.3870192307692308	0.4623397435897436	0.2876602564102564	264.0	1.0	5.330199832850905	7.0
Q9BX63	ENSG00000136492	63.8746837469976	0.4323458767013611	0.4675740592473979	0.3426741393114491	357.0	1.0	8.013389676573874	1.0
O14727	ENSG00000120868	85.38194711538462	0.016025641025641	0.0649038461538461	0.3533653846153846	11.0	1.0	7.733496704810534	3.0
Q7Z6G8	ENSG00000185046	56.9294951923077	0.530448717948718	0.5913461538461539	0.1826923076923076	425.0	1.0		
A6NM62	ENSG00000162621	44.76051323175621	0.7497995188452286	0.7842822774659182	0.1475541299117883	635.0	1.0		
P10745	ENSG00000265203	85.36868292682928	0.0430894308943089	0.1146341463414634	0.4878048780487805	19.0	1.0		
O94885	ENSG00000111961	54.19482758620689	0.6399358460304732	0.7185244587008821	0.1676022453889334	249.0	1.0		
P14543	ENSG00000116962	79.25182936833471	0.1107465135356849	0.2001640689089417	0.3584905660377358	106.0	1.0	5.308994238071545	1.0
Q92833	ENSG00000008083	61.90739165329052	0.4959871589085072	0.5321027287319422	0.3146067415730337	287.0	1.0		
