uniprot	pep_n_7_30	pep_n_unique	pep_frac_unique	pep_n_unique_mz	pep_n_clean	pep_clean_per_kda	pep_frac_met	pep_frac_cys	pep_frac_sequon	pep_frac_slow_cleave	pep_frac_ptm_site	pep_frac_disulfide	pep_gravy_mean	pep_frac_hydrophilic	pep_frac_hydrophobic	pep_max_shared_genes	pep_frac_shared	pep_max_gap	pep_coverage_7_30	pep_coverage_clean
P48788	5	5	1.0	5	1	0.04689353649768321	0.8	0.2	0.0	0.8	0.0	0.0	-0.5565307692307693	0.2	0.0	0	0.0	25	0.34065934065934067	0.04395604395604396
P48960	30	24	0.8	24	5	0.05446082032373096	0.3	0.5333333333333333	0.2	0.36666666666666664	0.1	0.3333333333333333	-0.17083022864303773	0.1	0.16666666666666666	1	0.2	49	0.629940119760479	0.07784431137724551
P48995	36	35	0.9722222222222222	35	12	0.131647117448961	0.4722222222222222	0.2777777777777778	0.05555555555555555	0.5	0.0	0.0	0.0893186621996071	0.05555555555555555	0.19444444444444445	2	0.027777777777777776	50	0.6494325346784363	0.2068095838587642
P49005	22	22	1.0	22	8	0.15607629815181914	0.18181818181818182	0.3181818181818182	0.13636363636363635	0.36363636363636365	0.0	0.0	-0.15537358264630996	0.0	0.09090909090909091	0	0.0	63	0.6908315565031983	0.2068230277185501
P49006	5	4	0.8	4	4	0.20494710090037677	0.0	0.0	0.0	0.2	0.0	0.0	-0.7618516483516483	0.2	0.0	1	0.2	38	0.2717948717948718	0.2205128205128205
P49019	17	10	0.5882352941176471	10	1	0.02249767406446822	0.23529411764705882	0.5882352941176471	0.17647058823529413	0.4117647058823529	0.0	0.0	0.37111805268959663	0.058823529411764705	0.4117647058823529	1	0.4117647058823529	41	0.7441860465116279	0.023255813953488372
P49023	28	28	1.0	27	8	0.12410056043629715	0.2857142857142857	0.4642857142857143	0.07142857142857142	0.6071428571428571	0.0	0.0	-0.3640112712876424	0.07142857142857142	0.07142857142857142	0	0.0	55	0.6649746192893401	0.13367174280879865
P49069	15	15	1.0	15	6	0.18219502498644966	0.4	0.2	0.06666666666666667	0.26666666666666666	0.0	0.0	-0.21016068369577137	0.0	0.13333333333333333	0	0.0	30	0.8175675675675675	0.2668918918918919
P49116	33	32	0.9696969696969697	32	14	0.21415542847994654	0.3333333333333333	0.2727272727272727	0.12121212121212122	0.36363636363636365	0.0	0.0	-0.291916472682023	0.030303030303030304	0.0	1	0.030303030303030304	45	0.75	0.31543624161073824
P49137	22	18	0.8181818181818182	18	11	0.2415540715769246	0.2727272727272727	0.18181818181818182	0.0	0.5454545454545454	0.0	0.0	-0.2804348228753661	0.0	0.09090909090909091	3	0.18181818181818182	49	0.625	0.27
P49146	12	12	1.0	12	7	0.16392073608788052	0.16666666666666666	0.25	0.16666666666666666	0.4166666666666667	0.08333333333333333	0.0	0.006434343535069452	0.16666666666666666	0.25	0	0.0	35	0.5354330708661418	0.30183727034120733
P49184	13	13	1.0	13	6	0.17714059027320522	0.23076923076923078	0.38461538461538464	0.0	0.6153846153846154	0.0	0.15384615384615385	-0.04562708755486592	0.0	0.07692307692307693	0	0.0	36	0.7019867549668874	0.3509933774834437
P49189	24	24	1.0	24	8	0.14879020029668386	0.4583333333333333	0.4166666666666667	0.125	0.5416666666666666	0.0	0.0	-0.014560831164449584	0.0	0.041666666666666664	0	0.0	61	0.6396761133603239	0.15182186234817813
P49190	21	21	1.0	21	7	0.11254879605287539	0.23809523809523808	0.42857142857142855	0.19047619047619047	0.42857142857142855	0.14285714285714285	0.0	0.05933624796720036	0.0	0.23809523809523808	0	0.0	37	0.58	0.16727272727272727
P49207	6	6	1.0	6	4	0.30110341778103195	0.16666666666666666	0.3333333333333333	0.0	0.16666666666666666	0.0	0.0	-0.2627314814814815	0.16666666666666666	0.0	0	0.0	9	0.4188034188034188	0.26495726495726496
P49221	38	37	0.9736842105263158	36	18	0.23347499212775763	0.18421052631578946	0.23684210526315788	0.13157894736842105	0.6052631578947368	0.0	0.0	-0.18570934840013792	0.05263157894736842	0.05263157894736842	1	0.02631578947368421	31	0.814327485380117	0.35526315789473684
P49238	14	14	1.0	14	3	0.07431277150537834	0.42857142857142855	0.5	0.07142857142857142	0.42857142857142855	0.0	0.14285714285714285	0.5497992417635275	0.0	0.35714285714285715	0	0.0	60	0.676056338028169	0.1267605633802817
P49247	19	19	1.0	19	12	0.3609242047262883	0.2631578947368421	0.15789473684210525	0.05263157894736842	0.3684210526315789	0.0	0.0	0.004922275495764173	0.05263157894736842	0.05263157894736842	0	0.0	25	0.8360128617363344	0.48231511254019294
P49257	19	19	1.0	19	12	0.20864854711547226	0.3157894736842105	0.05263157894736842	0.0	0.5789473684210527	0.0	0.05263157894736842	-0.9825762307867572	0.21052631578947367	0.0	0	0.0	42	0.46862745098039216	0.27058823529411763
P49279	9	9	1.0	8	4	0.06685224001141682	0.0	0.4444444444444444	0.1111111111111111	0.7777777777777778	0.1111111111111111	0.0	0.2695540384394874	0.0	0.3333333333333333	0	0.0	79	0.2581818181818182	0.13272727272727272
P49281	10	10	1.0	10	2	0.03214130331935828	0.4	0.5	0.2	0.5	0.2	0.0	0.6204672612127855	0.0	0.3	0	0.0	68	0.301056338028169	0.06866197183098592
P49286	7	7	1.0	7	3	0.07469721986879388	0.2857142857142857	0.42857142857142855	0.14285714285714285	0.14285714285714285	0.0	0.0	0.3628968253968255	0.0	0.2857142857142857	0	0.0	68	0.26243093922651933	0.11602209944751381
P49321	40	40	1.0	40	27	0.3169532207862659	0.225	0.1	0.025	0.775	0.0	0.0	-0.7722433425932991	0.15	0.0	0	0.0	49	0.7170050761421319	0.4517766497461929
P49326	29	28	0.9655172413793104	28	17	0.28247690568446177	0.20689655172413793	0.20689655172413793	0.034482758620689655	0.5172413793103449	0.0	0.0	-0.11507027430121806	0.10344827586206896	0.10344827586206896	2	0.034482758620689655	33	0.6979362101313321	0.3771106941838649
P49327	121	120	0.9917355371900827	120	71	0.2598312384711641	0.2231404958677686	0.23140495867768596	0.04132231404958678	0.4628099173553719	0.0	0.0	-0.019961210800894545	0.03305785123966942	0.0743801652892562	1	0.008264462809917356	73	0.7052966945440063	0.3918757467144564
P49335	10	6	0.6	6	3	0.07613699193078954	0.1	0.3	0.0	0.3	0.0	0.0	-0.23836375661375664	0.0	0.0	3	0.4	70	0.3739612188365651	0.08310249307479224
P49336	21	11	0.5238095238095238	11	6	0.11267626257685039	0.3333333333333333	0.19047619047619047	0.047619047619047616	0.5238095238095238	0.0	0.0	-0.19776671630497372	0.09523809523809523	0.0	1	0.47619047619047616	39	0.5603448275862069	0.11637931034482758
P49354	16	16	1.0	16	8	0.18025691645079786	0.125	0.0625	0.3125	0.6875	0.0	0.0	-0.7418529647435897	0.25	0.125	0	0.0	39	0.5197889182058048	0.2532981530343008
P49356	11	11	1.0	11	8	0.16412931014023208	0.09090909090909091	0.18181818181818182	0.0	0.45454545454545453	0.0	0.0	-0.19193416650606784	0.0	0.0	0	0.0	87	0.3501144164759725	0.20137299771167047
P49366	20	20	1.0	20	9	0.21980927717641602	0.4	0.2	0.0	0.35	0.0	0.0	-0.03412229714729713	0.0	0.05	0	0.0	32	0.7940379403794038	0.33875338753387535
P49368	31	30	0.967741935483871	30	12	0.19836245922349433	0.3870967741935484	0.25806451612903225	0.06451612903225806	0.6451612903225806	0.0	0.06451612903225806	0.035654963316253625	0.0	0.06451612903225806	1	0.03225806451612903	42	0.7192660550458716	0.22935779816513763
P49407	19	15	0.7894736842105263	15	7	0.1488212671077864	0.15789473684210525	0.2631578947368421	0.10526315789473684	0.6842105263157895	0.0	0.0	-0.16528531839677346	0.05263157894736842	0.10526315789473684	3	0.21052631578947367	31	0.6961722488038278	0.2631578947368421
P49411	26	26	1.0	26	15	0.3009430530632089	0.3076923076923077	0.19230769230769232	0.0	0.6538461538461539	0.0	0.0	-0.07919792761153799	0.038461538461538464	0.0	0	0.0	27	0.7516483516483516	0.37362637362637363
P49418	27	26	0.9629629629629629	26	19	0.2493112187141886	0.1111111111111111	0.07407407407407407	0.07407407407407407	0.5555555555555556	0.0	0.0	-0.5431753908678861	0.18518518518518517	0.0	2	0.037037037037037035	89	0.5079136690647482	0.39280575539568346
P49419	22	22	1.0	22	12	0.20530326456875275	0.22727272727272727	0.22727272727272727	0.09090909090909091	0.7272727272727273	0.0	0.0	-0.1350288214459337	0.045454545454545456	0.0	0	0.0	45	0.549165120593692	0.2541743970315399
P49427	9	8	0.8888888888888888	8	5	0.18712548047655733	0.2222222222222222	0.1111111111111111	0.0	0.3333333333333333	0.0	0.0	-0.24425611425611432	0.1111111111111111	0.1111111111111111	1	0.1111111111111111	41	0.5338983050847458	0.288135593220339
P49447	5	5	1.0	5	4	0.14523499261242737	0.2	0.0	0.0	0.8	0.0	0.0	0.16096410256410257	0.0	0.2	0	0.0	41	0.3466135458167331	0.2868525896414343
P49448	28	11	0.39285714285714285	11	5	0.08143928204502845	0.2857142857142857	0.14285714285714285	0.03571428571428571	0.6785714285714286	0.0	0.0	-0.34131396524274094	0.14285714285714285	0.0	1	0.6071428571428571	37	0.6577060931899642	0.14516129032258066
P49450	4	4	1.0	3	3	0.18772559735937056	0.0	0.0	0.0	0.75	0.0	0.0	-0.5426968864468866	0.0	0.0	0	0.0	38	0.2785714285714286	0.22857142857142856
P49454	192	191	0.9947916666666666	190	105	0.2938658660173515	0.234375	0.20833333333333334	0.078125	0.6822916666666666	0.0	0.0	-0.7194228219169988	0.09895833333333333	0.010416666666666666	1	0.005208333333333333	51	0.6917148362235067	0.35067437379576105
P49458	6	6	1.0	6	1	0.09895982352756716	0.5	0.3333333333333333	0.16666666666666666	0.5	0.0	0.0	-0.4034992784992785	0.16666666666666666	0.0	0	0.0	12	0.5813953488372093	0.09302325581395349
P49459	3	2	0.6666666666666666	2	2	0.11557683114358863	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333	0.0	0.0	-0.26833333333333337	0.0	0.0	1	0.3333333333333333	39	0.3092105263157895	0.17763157894736842
P49585	23	17	0.7391304347826086	17	8	0.19182430328971362	0.2608695652173913	0.21739130434782608	0.08695652173913043	0.43478260869565216	0.0	0.0	-0.5648999540527673	0.043478260869565216	0.0	1	0.2608695652173913	22	0.7384196185286104	0.25340599455040874
P49588	50	50	1.0	50	24	0.22483862667435742	0.4	0.16	0.04	0.52	0.0	0.0	-0.2551511446977964	0.02	0.0	0	0.0	45	0.7303719008264463	0.30785123966942146
P49589	39	39	1.0	39	19	0.22243234945020338	0.28205128205128205	0.2564102564102564	0.10256410256410256	0.6410256410256411	0.0	0.0	-0.4712772402026054	0.10256410256410256	0.0	0	0.0	39	0.6764705882352942	0.27540106951871657
P49590	24	17	0.7083333333333334	17	7	0.12312744603167032	0.3333333333333333	0.3333333333333333	0.0	0.6666666666666666	0.0	0.0	0.137089107243519	0.0	0.125	1	0.2916666666666667	36	0.5889328063241107	0.1482213438735178
P49591	26	26	1.0	26	15	0.25536240923210185	0.2692307692307692	0.19230769230769232	0.07692307692307693	0.8076923076923077	0.0	0.0	-0.199411422853165	0.07692307692307693	0.07692307692307693	0	0.0	39	0.6517509727626459	0.35992217898832685
P49593	22	22	1.0	22	15	0.3012041684523183	0.2727272727272727	0.045454545454545456	0.09090909090909091	0.5	0.0	0.0	-0.4378316562178792	0.13636363636363635	0.0	0	0.0	37	0.6784140969162996	0.4845814977973568
P49619	34	34	1.0	34	14	0.15718690148285613	0.29411764705882354	0.4117647058823529	0.029411764705882353	0.5588235294117647	0.0	0.0	-0.23339480441970256	0.029411764705882353	0.0	0	0.0	43	0.6080910240202275	0.2402022756005057
P49638	14	14	1.0	14	11	0.34667891701457093	0.14285714285714285	0.07142857142857142	0.0	0.42857142857142855	0.0	0.0	0.06580922469998096	0.0	0.14285714285714285	0	0.0	35	0.7050359712230215	0.5359712230215827
P49639	11	10	0.9090909090909091	10	5	0.13647231922398848	0.18181818181818182	0.2727272727272727	0.09090909090909091	0.45454545454545453	0.0	0.0	-0.8643698956311536	0.2727272727272727	0.0	2	0.09090909090909091	119	0.4835820895522388	0.18208955223880596
P49641	52	50	0.9615384615384616	49	35	0.26828857950199136	0.23076923076923078	0.09615384615384616	0.038461538461538464	0.6153846153846154	0.038461538461538464	0.0	-0.20982724737670633	0.09615384615384616	0.019230769230769232	1	0.038461538461538464	51	0.6417391304347826	0.4295652173913043
P49642	26	26	1.0	26	17	0.3408834578539111	0.15384615384615385	0.19230769230769232	0.07692307692307693	0.5	0.0	0.0	-0.3047248226060146	0.11538461538461539	0.0	0	0.0	19	0.6928571428571428	0.42142857142857143
P49643	28	28	1.0	28	19	0.3232994905402163	0.17857142857142858	0.21428571428571427	0.03571428571428571	0.42857142857142855	0.0	0.0	-0.3454870053887911	0.10714285714285714	0.07142857142857142	0	0.0	31	0.6915520628683693	0.4381139489194499
P49662	11	9	0.8181818181818182	9	2	0.04625934555822198	0.36363636363636365	0.36363636363636365	0.09090909090909091	0.5454545454545454	0.0	0.0	-0.2217721302058483	0.0	0.09090909090909091	1	0.18181818181818182	26	0.3978779840848806	0.04509283819628647
P49674	22	9	0.4090909090909091	9	5	0.10574124962000703	0.3181818181818182	0.13636363636363635	0.13636363636363635	0.3181818181818182	0.0	0.0	-0.3823092098601503	0.13636363636363635	0.0	2	0.5909090909090909	29	0.7091346153846154	0.17548076923076922
P49675	12	12	1.0	12	8	0.2508354663494325	0.3333333333333333	0.16666666666666666	0.0	0.5833333333333334	0.0	0.0	-0.386612031973874	0.08333333333333333	0.0	0	0.0	23	0.5508771929824562	0.3333333333333333
P49682	10	10	1.0	10	3	0.07383152261015508	0.3	0.6	0.1	0.7	0.0	0.1	0.561404761904762	0.0	0.5	0	0.0	53	0.5217391304347826	0.14945652173913043
P49683	9	9	1.0	9	3	0.07300301251201805	0.2222222222222222	0.4444444444444444	0.1111111111111111	0.5555555555555556	0.0	0.1111111111111111	0.7938423633979189	0.0	0.4444444444444444	0	0.0	50	0.3810810810810811	0.11081081081081082
P49685	15	15	1.0	15	7	0.1717358907835517	0.13333333333333333	0.4666666666666667	0.0	0.6	0.0	0.0	0.5948536884163482	0.0	0.4666666666666667	0	0.0	42	0.6861111111111111	0.28888888888888886
P49703	8	7	0.875	6	5	0.22581602060028436	0.125	0.125	0.0	0.75	0.0	0.0	0.00883597883597878	0.0	0.0	1	0.125	34	0.5373134328358209	0.3333333333333333
P49711	27	24	0.8888888888888888	24	9	0.10878444764878906	0.25925925925925924	0.4444444444444444	0.0	0.5925925925925926	0.0	0.0	-0.810110545832768	0.18518518518518517	0.0	1	0.1111111111111111	70	0.5130674002751031	0.18019257221458046
P49715	7	7	1.0	6	6	0.1598382767270325	0.0	0.0	0.0	0.42857142857142855	0.0	0.0	-0.5320975056689343	0.14285714285714285	0.14285714285714285	0	0.0	83	0.1787709497206704	0.15363128491620112
P49716	6	6	1.0	6	4	0.14060031990573565	0.16666666666666666	0.16666666666666666	0.0	0.3333333333333333	0.0	0.0	-0.9184342604563192	0.16666666666666666	0.0	0	0.0	56	0.3159851301115242	0.22676579925650558
P49720	8	8	1.0	8	3	0.13081328149978452	0.5	0.125	0.0	0.75	0.0	0.0	0.21307291666666667	0.0	0.0	0	0.0	62	0.5073170731707317	0.2
P49721	10	10	1.0	10	3	0.1314539572732066	0.2	0.3	0.2	0.8	0.0	0.0	0.06113516308253145	0.0	0.0	0	0.0	31	0.6467661691542289	0.1890547263681592
P49736	40	40	1.0	40	22	0.21604177317923848	0.325	0.125	0.05	0.55	0.0	0.0	-0.2188546990505195	0.075	0.025	0	0.0	52	0.5719026548672567	0.3086283185840708
P49746	32	30	0.9375	30	15	0.14404437330340392	0.21875	0.34375	0.0625	0.25	0.0625	0.28125	-0.27475788250173727	0.09375	0.03125	2	0.0625	76	0.4571129707112971	0.19560669456066945
P49747	31	28	0.9032258064516129	28	8	0.09660947076657823	0.0967741935483871	0.6129032258064516	0.0967741935483871	0.5483870967741935	0.03225806451612903	0.1935483870967742	-0.7932737388005496	0.16129032258064516	0.0	1	0.0967741935483871	57	0.619550858652576	0.13210039630118892
P49748	37	37	1.0	37	23	0.32695799275263376	0.2702702702702703	0.16216216216216217	0.02702702702702703	0.43243243243243246	0.0	0.0	0.07213374554396224	0.0	0.10810810810810811	0	0.0	34	0.7419847328244275	0.416793893129771
P49753	30	7	0.23333333333333334	7	4	0.07520955830969185	0.26666666666666666	0.13333333333333333	0.03333333333333333	0.3	0.0	0.0	-0.02900392001177021	0.0	0.0	2	0.7666666666666667	29	0.855072463768116	0.07867494824016563
P49754	44	44	1.0	44	22	0.22334326982224584	0.29545454545454547	0.22727272727272727	0.06818181818181818	0.6590909090909091	0.0	0.0	-0.20757022167522157	0.06818181818181818	0.045454545454545456	0	0.0	41	0.6709601873536299	0.2892271662763466
P49755	9	9	1.0	9	4	0.1602562618074909	0.4444444444444444	0.2222222222222222	0.1111111111111111	0.6666666666666666	0.1111111111111111	0.0	-0.2301737614237615	0.1111111111111111	0.1111111111111111	0	0.0	24	0.5799086757990868	0.2237442922374429
P49756	31	31	1.0	30	20	0.19975147945252134	0.1935483870967742	0.12903225806451613	0.03225806451612903	0.8064516129032258	0.0	0.0	-0.8373478699191773	0.3225806451612903	0.06451612903225806	0	0.0	68	0.4365361803084223	0.2586002372479241
P49757	20	15	0.75	15	9	0.12719161468400422	0.15	0.4	0.0	0.75	0.0	0.0	-0.3474168470418471	0.05	0.05	1	0.25	106	0.3794162826420891	0.16129032258064516
P49758	20	16	0.8	16	9	0.1654756104728813	0.3	0.15	0.05	0.55	0.0	0.0	-0.32451775365811414	0.05	0.0	1	0.2	42	0.5254237288135594	0.2097457627118644
P49759	24	21	0.875	21	10	0.17465883402956475	0.25	0.2916666666666667	0.08333333333333333	0.5416666666666666	0.0	0.0	-0.6650863031948558	0.16666666666666666	0.0	2	0.125	39	0.5909090909090909	0.2066115702479339
P49760	19	18	0.9473684210526315	18	13	0.21647550310655703	0.15789473684210525	0.15789473684210525	0.05263157894736842	0.7894736842105263	0.0	0.0	-0.811203007518797	0.3157894736842105	0.0	2	0.05263157894736842	39	0.4729458917835671	0.3306613226452906
P49761	22	22	1.0	22	10	0.17079019195351328	0.2727272727272727	0.3181818181818182	0.045454545454545456	0.6363636363636364	0.0	0.0	-0.47348030000302727	0.09090909090909091	0.0	0	0.0	32	0.5285714285714286	0.25510204081632654
P49763	8	8	1.0	8	2	0.08073553640561512	0.625	0.5	0.125	0.375	0.125	0.25	-0.22097592113768585	0.0	0.0	0	0.0	44	0.579185520361991	0.12217194570135746
P49765	8	8	1.0	8	3	0.13896670206488418	0.375	0.375	0.0	0.5	0.0	0.0	-0.20963744588744596	0.125	0.25	0	0.0	56	0.5120772946859904	0.14009661835748793
P49767	6	6	1.0	6	2	0.04268770354490197	0.16666666666666666	0.6666666666666666	0.3333333333333333	0.6666666666666666	0.0	0.0	-0.17877854358117515	0.16666666666666666	0.0	0	0.0	31	0.21479713603818615	0.03341288782816229
P49768	12	11	0.9166666666666666	11	5	0.09499541020309052	0.5	0.16666666666666666	0.0	0.25	0.0	0.0	0.4188246752183533	0.0	0.5	1	0.08333333333333333	37	0.5246252676659529	0.18629550321199143
P49770	18	18	1.0	17	10	0.2566412803436648	0.4444444444444444	0.1111111111111111	0.05555555555555555	0.4444444444444444	0.0	0.0	-0.18680441562068187	0.05555555555555555	0.0	0	0.0	61	0.6096866096866097	0.2934472934472934
P49771	7	7	1.0	7	3	0.11364107676227574	0.14285714285714285	0.2857142857142857	0.14285714285714285	0.42857142857142855	0.14285714285714285	0.2857142857142857	-0.2119413522984952	0.0	0.0	0	0.0	57	0.44680851063829785	0.2127659574468085
P49773	7	7	1.0	7	2	0.14500010071272	0.42857142857142855	0.2857142857142857	0.0	0.42857142857142855	0.0	0.0	-0.19221088435374153	0.0	0.0	0	0.0	24	0.8333333333333334	0.16666666666666666
P49788	13	13	1.0	13	10	0.3006233583131826	0.0	0.23076923076923078	0.07692307692307693	0.15384615384615385	0.0	0.0	-0.4687657118890541	0.0	0.0	0	0.0	40	0.5918367346938775	0.35714285714285715
P49789	10	10	1.0	10	6	0.3561336338014677	0.2	0.1	0.1	0.7	0.0	0.0	-0.2813752358752359	0.1	0.0	0	0.0	22	0.8775510204081632	0.4489795918367347
P49790	57	57	1.0	57	30	0.19500376974101843	0.14035087719298245	0.22807017543859648	0.12280701754385964	0.543859649122807	0.0	0.0	-0.5243435082954843	0.07017543859649122	0.0	0	0.0	193	0.5396610169491526	0.2555932203389831
P49792	174	117	0.6724137931034483	117	55	0.15364242046649645	0.1896551724137931	0.26436781609195403	0.10919540229885058	0.5114942528735632	0.0	0.0	-0.47685929979513225	0.07471264367816093	0.011494252873563218	14	0.3275862068965517	59	0.707196029776675	0.20719602977667495
P49795	12	11	0.9166666666666666	11	4	0.16247190214224558	0.4166666666666667	0.25	0.0	0.75	0.0	0.0	-0.5522697839035559	0.08333333333333333	0.0	2	0.08333333333333333	27	0.8433179723502304	0.2119815668202765
P49796	63	62	0.9841269841269841	62	35	0.26464584715696315	0.15873015873015872	0.2857142857142857	0.031746031746031744	0.6031746031746031	0.0	0.0	-0.46525259129956725	0.06349206349206349	0.07936507936507936	1	0.015873015873015872	42	0.659432387312187	0.33889816360601
P49798	12	12	1.0	12	3	0.1290845333197102	0.16666666666666666	0.6666666666666666	0.08333333333333333	0.6666666666666666	0.08333333333333333	0.0	-0.20593933357091246	0.08333333333333333	0.0	0	0.0	19	0.7073170731707317	0.12682926829268293
P49802	22	18	0.8181818181818182	18	9	0.15616313800673667	0.22727272727272727	0.18181818181818182	0.09090909090909091	0.5	0.0	0.0	-0.5531283451397088	0.13636363636363635	0.0	1	0.18181818181818182	42	0.5717171717171717	0.24444444444444444
P49810	13	12	0.9230769230769231	12	3	0.059871413972622446	0.6153846153846154	0.38461538461538464	0.0	0.46153846153846156	0.0	0.0	0.10898571975470236	0.15384615384615385	0.38461538461538464	1	0.07692307692307693	52	0.5736607142857143	0.10267857142857142
P49815	88	88	1.0	88	57	0.28431567024146287	0.2159090909090909	0.2159090909090909	0.03409090909090909	0.45454545454545453	0.0	0.0	-0.10864992852426315	0.022727272727272728	0.11363636363636363	0	0.0	40	0.6917542888765911	0.42280022136137246
P49821	22	22	1.0	22	12	0.2362911974197435	0.18181818181818182	0.36363636363636365	0.045454545454545456	0.5454545454545454	0.0	0.0	-0.2431072970178702	0.09090909090909091	0.0	0	0.0	32	0.6573275862068966	0.2952586206896552
P49840	16	10	0.625	10	5	0.09813735640436413	0.125	0.375	0.1875	0.5	0.0	0.0	-0.06136442652527212	0.0625	0.0625	1	0.375	48	0.39751552795031053	0.14078674948240166
P49841	21	15	0.7142857142857143	15	5	0.10703214221804752	0.14285714285714285	0.38095238095238093	0.2857142857142857	0.5238095238095238	0.0	0.0	-0.13147885993075797	0.047619047619047616	0.0	1	0.2857142857142857	48	0.6904761904761905	0.18333333333333332
P49842	15	14	0.9333333333333333	14	9	0.3163761457679134	0.2	0.2	0.0	0.5333333333333333	0.0	0.0	-0.0481602934102934	0.06666666666666667	0.0	1	0.06666666666666667	28	0.8110236220472441	0.4409448818897638
P49848	40	40	1.0	39	24	0.3304743508597406	0.15	0.25	0.025	0.325	0.0	0.0	-0.24835337217835907	0.075	0.075	0	0.0	46	0.8138847858197932	0.45790251107828656
P49862	10	10	1.0	10	0	0.0	0.4	0.7	0.1	0.6	0.1	0.7	-0.18263993930905692	0.0	0.0	0	0.0	33	0.5928853754940712	0.0
P49863	9	9	1.0	9	4	0.13858228481773677	0.2222222222222222	0.4444444444444444	0.0	0.5555555555555556	0.0	0.0	-0.12327856678733878	0.0	0.0	0	0.0	40	0.48484848484848486	0.19696969696969696
P49888	19	19	1.0	19	8	0.22789694625388138	0.5263157894736842	0.05263157894736842	0.05263157894736842	0.7894736842105263	0.0	0.0	-0.5397386969755392	0.15789473684210525	0.0	0	0.0	28	0.7619047619047619	0.29591836734693877
P49895	13	13	1.0	13	8	0.2767515483464714	0.3076923076923077	0.23076923076923078	0.07692307692307693	0.5384615384615384	0.0	0.0	-0.01774854774854778	0.15384615384615385	0.15384615384615385	0	0.0	28	0.8192771084337349	0.4578313253012048
P49901	7	7	1.0	7	0	0.0	0.14285714285714285	1.0	0.14285714285714285	0.2857142857142857	0.0	0.0	-1.3569026733500418	0.2857142857142857	0.0	0	0.0	27	0.8793103448275862	0.0
P49902	25	25	1.0	25	13	0.20022081446164597	0.32	0.24	0.0	0.6	0.0	0.0	-0.07728147523686117	0.0	0.04	0	0.0	35	0.6720142602495544	0.3315508021390374
P49903	12	12	1.0	12	5	0.11659724580100789	0.5833333333333334	0.25	0.0	0.3333333333333333	0.0	0.0	0.11671147210277648	0.08333333333333333	0.16666666666666666	0	0.0	71	0.5586734693877551	0.18112244897959184
P49908	16	16	1.0	16	7	0.16220098882408537	0.0625	0.375	0.25	0.625	0.125	0.0	-0.4492409952985611	0.0625	0.0	0	0.0	52	0.5301837270341208	0.2230971128608924
P49910	25	23	0.92	23	12	0.21530294547005913	0.0	0.48	0.08	0.44	0.0	0.0	-0.8296430784901374	0.12	0.0	1	0.08	44	0.6288659793814433	0.2824742268041237
P49913	1	1	1.0	1	1	0.05184259297787669	0.0	0.0	0.0	1.0	0.0	0.0	1.0444444444444443	0.0	1.0	0	0.0	25	0.052941176470588235	0.052941176470588235
P49914	11	11	1.0	11	5	0.21513791717717962	0.45454545454545453	0.18181818181818182	0.0	0.6363636363636364	0.0	0.0	-0.45216598760716403	0.0	0.0	0	0.0	21	0.7044334975369458	0.270935960591133
P49915	35	35	1.0	35	18	0.23478171948336773	0.2	0.22857142857142856	0.14285714285714285	0.7714285714285715	0.0	0.0	-0.1878047041292287	0.02857142857142857	0.08571428571428572	0	0.0	42	0.6767676767676768	0.31313131313131315
P49916	55	55	1.0	55	33	0.2924629628902569	0.2909090909090909	0.2	0.01818181818181818	0.5636363636363636	0.0	0.0	-0.3106679736458741	0.03636363636363636	0.03636363636363636	0	0.0	31	0.6848364717542121	0.3666997026759167
P49917	44	44	1.0	44	19	0.18286109810716805	0.3409090909090909	0.3409090909090909	0.09090909090909091	0.5227272727272727	0.0	0.0	-0.28021381317521865	0.045454545454545456	0.022727272727272728	0	0.0	35	0.7244785949506037	0.20417124039517015
P49918	10	10	1.0	10	6	0.18658093089296515	0.3	0.1	0.0	0.6	0.0	0.0	-0.46842948717948724	0.0	0.0	0	0.0	132	0.37658227848101267	0.2120253164556962
P49959	34	34	1.0	33	19	0.23589790364242066	0.2647058823529412	0.11764705882352941	0.11764705882352941	0.5882352941176471	0.0	0.0	-0.4059358959454868	0.058823529411764705	0.0	0	0.0	50	0.6242937853107344	0.3107344632768362
P49961	18	18	1.0	18	9	0.155367686678967	0.16666666666666666	0.2777777777777778	0.16666666666666666	0.6111111111111112	0.05555555555555555	0.2777777777777778	-0.2717893000245943	0.0	0.05555555555555555	0	0.0	65	0.43333333333333335	0.22941176470588234
P50052	12	12	1.0	12	3	0.07289267200850147	0.5	0.5	0.16666666666666666	0.75	0.16666666666666666	0.0	0.3960469777136442	0.0	0.25	0	0.0	68	0.5785123966942148	0.14049586776859505
P50053	17	17	1.0	17	10	0.3076690953276085	0.0	0.29411764705882354	0.17647058823529413	0.35294117647058826	0.0	0.0	-0.10777315943162429	0.0	0.058823529411764705	0	0.0	38	0.7114093959731543	0.3624161073825503
P50120	7	7	1.0	7	4	0.254830279145379	0.14285714285714285	0.2857142857142857	0.14285714285714285	0.5714285714285714	0.0	0.0	-0.5273773044980476	0.2857142857142857	0.0	0	0.0	19	0.6716417910447762	0.3208955223880597
