uniprot	pe	pe_text	length	mw_da	gravy	pI	n_tryptic_7_30	tryptic_per_kda	cysteine_fraction	charged_fraction	proline_fraction	glycine_fraction	aromatic_fraction	n_glyco_motif_count	low_complexity_fraction	pep_frac_unique	pep_frac_shared	pep_max_shared_genes	pep_n_unique	pep_n_clean	pep_clean_per_kda	pep_coverage_clean	pep_frac_met	pep_frac_cys	pep_frac_sequon	pep_frac_slow_cleave	pep_gravy_mean	pep_frac_hydrophilic	pep_frac_hydrophobic	pep_max_gap	pep_coverage_7_30	ensg	y	p_seq
Q06278	1	Evidence at protein level	1338	147917.89856500085	-0.12272047832585974	7.17	67	0.4529539741301666	0.03139013452914798	0.21300448430493274	0.053064275037369206	0.08146487294469357	0.07623318385650224	6	0.0	0.9701492537313432	0.0298507462686567	1	65	22	0.1488278189574103	0.1853512705530642	0.3582089552238806	0.3134328358208955	0.0746268656716417	0.5074626865671642	-0.0559293710255155	0.0298507462686567	0.0597014925373134	47	0.7257100149476831	ENSG00000138356	1.0	0.9035728382679269
Q06323	1	Evidence at protein level	249	28723.094165000002	-0.6658634538152612	5.83	15	0.5222278600568727	0.012048192771084338	0.3453815261044177	0.05622489959839357	0.04417670682730924	0.0642570281124498	1	0.034782608695652174	1.0	0.0	0	15	11	0.3832083032437507	0.4899598393574297	0.1333333333333333	0.0666666666666666	0.0666666666666666	0.6666666666666666	-0.1279568930095246	0.0666666666666666	0.1333333333333333	19	0.6626506024096386	ENSG00000092010	1.0	0.9253790089111663
Q06330	1	Evidence at protein level	500	55637.09736499994	-0.4573999999999998	7.2	19	0.341498764311031	0.026	0.226	0.064	0.07	0.084	5	0.0	0.8947368421052632	0.1052631578947368	1	17	7	0.1258958110817168	0.146	0.4736842105263157	0.3157894736842105	0.0	0.631578947368421	-0.155090654959076	0.0526315789473684	0.0526315789473684	48	0.454	ENSG00000168214	1.0	0.758382814770551
Q06413	1	Evidence at protein level	473	51221.240265000044	-0.6376321353065536	8.15	14	0.2733241117858353	0.012684989429175475	0.19027484143763213	0.09090909090909091	0.07188160676532769	0.04439746300211417	3	0.0	0.8571428571428571	0.1428571428571428	2	12	6	0.1172120919622483	0.135306553911205	0.2857142857142857	0.2142857142857142	0.0714285714285714	0.5	-0.6546372488389295	0.0714285714285714	0.0	110	0.4038054968287526	ENSG00000081189	1.0	0.649549513014179
Q06416	1	Evidence at protein level	359	38587.910865	-0.39164345403899736	6.66	9	0.23323366822025027	0.025069637883008356	0.19498607242339833	0.11142061281337047	0.12256267409470752	0.0807799442896936	0	0.0	0.4444444444444444	0.5555555555555556	4	4	2	0.0518626483281262	0.075208913649025	0.1111111111111111	0.2222222222222222	0.0	0.5555555555555556	-0.5988425925925926	0.2222222222222222	0.1111111111111111	123	0.3064066852367688			0.45817316384046264
Q06418	1	Evidence at protein level	890	96905.2945650003	-0.11776470588235302	5.15	40	0.41277414386444655	0.02235294117647059	0.1976470588235294	0.07529411764705882	0.0811764705882353	0.07176470588235294	8	0.0	0.975	0.025	1	39	18	0.1858670297501855	0.2932584269662921	0.275	0.275	0.2	0.425	-0.1130129961763208	0.025	0.075	34	0.7314606741573034	ENSG00000092445	1.0	0.8280101802777163
Q06432	1	Evidence at protein level	222	25028.402864999996	0.34099099099099095	7.1	6	0.23972764192598434	0.04504504504504504	0.17567567567567569	0.04504504504504504	0.04954954954954955	0.11711711711711711	2	0.0	1.0	0.0	0	6	1	0.0399815989328777	0.0765765765765765	0.5	0.6666666666666666	0.0	0.6666666666666666	-0.1486133800839684	0.0	0.3333333333333333	45	0.4684684684684684			0.33243797428772764
Q06455	1	Evidence at protein level	604	67566.44806500008	-0.884437086092715	8.01	30	0.4440073565971603	0.023178807947019868	0.2433774834437086	0.08774834437086093	0.04966887417218543	0.04966887417218543	2	0.0017094017094017094	0.7666666666666667	0.2333333333333333	2	23	10	0.1480947171209779	0.2251655629139073	0.2666666666666666	0.2666666666666666	0.0333333333333333	0.7	-0.7690672231964799	0.1666666666666666	0.0333333333333333	54	0.6109271523178808	ENSG00000079102	1.0	0.6106814990494652
Q06481	1	Evidence at protein level	763	86955.77306500013	-0.6725409836065566	4.43	34	0.3910033664422112	0.02459016393442623	0.3046448087431694	0.04918032786885246	0.04781420765027322	0.07513661202185792	1	0.028050490883590462	0.9705882352941176	0.0294117647058823	1	33	13	0.1495969232955631	0.1900393184796854	0.5	0.2058823529411764	0.0294117647058823	0.6176470588235294	-0.6599997483608641	0.1470588235294117	0.0588235294117647	44	0.5858453473132372	ENSG00000084234	1.0	0.881188744849297
Q06495	1	Evidence at protein level	639	68937.33586499986	0.4912363067292653	8.82	25	0.36264818891402417	0.02034428794992175	0.13145539906103287	0.07355242566510173	0.06572769953051644	0.07355242566510173	5	0.0	0.96	0.04	1	24	13	0.1886991985115483	0.245696400625978	0.28	0.2	0.16	0.4	-0.0757814196148679	0.04	0.08	72	0.543035993740219			0.6548694645422346
Q06520	1	Evidence at protein level	285	33779.83906499999	-0.3701754385964916	5.76	15	0.4440518491262387	0.010526315789473684	0.27017543859649124	0.0456140350877193	0.0456140350877193	0.15087719298245614	2	0.0	1.0	0.0	0	15	9	0.2666037665201073	0.3789473684210526	0.3333333333333333	0.2	0.1333333333333333	0.6666666666666666	-0.1019623943308154	0.0	0.0	30	0.712280701754386	ENSG00000105398	1.0	0.9071018988375616
Q06546	1	Evidence at protein level	454	51295.201164999926	-0.39207048458149785	4.6	19	0.3704050197382636	0.019823788546255508	0.2621145374449339	0.039647577092511016	0.046255506607929514	0.05947136563876652	3	0.0	1.0	0.0	0	19	9	0.1755648444213639	0.2665198237885463	0.2631578947368421	0.2631578947368421	0.1052631578947368	0.6842105263157895	-0.3616184314481528	0.0526315789473684	0.0	43	0.5881057268722467	ENSG00000154727	1.0	0.8523858068103595
Q06547	1	Evidence at protein level	395	42482.66456499999	-0.2395939086294417	4.5	9	0.2118511183833509	0.005076142131979695	0.21573604060913706	0.03807106598984772	0.06091370558375635	0.030456852791878174	4	0.0	1.0	0.0	0	9	6	0.1413208449976209	0.1265822784810126	0.2222222222222222	0.1111111111111111	0.0	0.5555555555555556	-0.9300088183421517	0.3333333333333333	0.0	124	0.2531645569620253	ENSG00000104064	1.0	0.8268871236589429
Q06587	1	Evidence at protein level	406	42429.26146499987	-0.6194581280788177	5.34	12	0.28282368312959827	0.024630541871921183	0.2315270935960591	0.08866995073891626	0.15517241379310345	0.03940886699507389	3	0.05426356589147287	0.8333333333333334	0.1666666666666666	1	10	3	0.070750100410264	0.0886699507389162	0.25	0.3333333333333333	0.25	0.3333333333333333	-0.5145298159084923	0.1666666666666666	0.0833333333333333	51	0.4088669950738916	ENSG00000204227	1.0	0.7164481602736837
Q06609	1	Evidence at protein level	339	36966.173764999985	-0.17366863905325464	5.29	15	0.4057763753251135	0.014792899408284023	0.24260355029585798	0.029585798816568046	0.08284023668639054	0.0650887573964497	0	0.0	1.0	0.0	0	15	7	0.1894826218237108	0.2566371681415929	0.4	0.2	0.0	0.8666666666666667	0.1370340816390352	0.0	0.0666666666666666	30	0.7109144542772862	ENSG00000051180	1.0	0.9224817537967586
Q06643	1	Evidence at protein level	244	25389.91776499998	0.011065573770491768	5.02	8	0.31508569953022875	0.004098360655737705	0.16393442622950818	0.07377049180327869	0.1680327868852459	0.07377049180327869	1	0.0	1.0	0.0	0	8	5	0.1970505658501584	0.3852459016393442	0.375	0.0	0.125	0.5	-0.0592640692640693	0.0	0.125	57	0.5204918032786885	ENSG00000227507	0.0	0.7681998336615351
Q06710	1	Evidence at protein level	450	48217.73016500005	-0.472222222222222	7.93	15	0.3110888867781689	0.013333333333333334	0.1622222222222222	0.1	0.08444444444444445	0.07111111111111111	4	0.0	0.8666666666666667	0.1333333333333333	6	13	5	0.1037605450421184	0.18	0.2666666666666666	0.4	0.2	0.3333333333333333	-0.5778486571907625	0.1333333333333333	0.0	56	0.5044444444444445	ENSG00000125618	1.0	0.44248997553094066
Q06730	1	Evidence at protein level	810	94383.98906500013	-0.9760493827160481	8.12	48	0.5085608319324528	0.06172839506172839	0.2641975308641975	0.030864197530864196	0.05555555555555555	0.09506172839506173	7	0.0	0.5	0.5	15	24	10	0.1060186294733461	0.1358024691358024	0.1041666666666666	0.5	0.0833333333333333	0.4791666666666667	-1.0559386819356826	0.3125	0.0	28	0.7530864197530864	ENSG00000189180	1.0	0.4242748734525921
Q06787	1	Evidence at protein level	632	71174.4710649999	-0.8471518987341761	7.46	34	0.4776993701709365	0.00949367088607595	0.3022151898734177	0.05063291139240506	0.0759493670886076	0.061708860759493674	8	0.021207177814029365	0.9117647058823528	0.088235294117647	2	31	17	0.2389961029664205	0.3243670886075949	0.1764705882352941	0.1176470588235294	0.1764705882352941	0.7058823529411765	-0.7048717486144244	0.1470588235294117	0.0	27	0.7104430379746836	ENSG00000102081	1.0	0.9118915255992593
Q06828	1	Evidence at protein level	376	43178.79326499996	-0.5078212290502784	5.95	13	0.30107372200551036	0.01675977653631285	0.19273743016759776	0.08100558659217877	0.0446927374301676	0.10893854748603352	5	0.0	1.0	0.0	0	13	6	0.1390449269824111	0.1675531914893617	0.3846153846153846	0.2307692307692307	0.2307692307692307	0.3846153846153846	-0.1780809612710065	0.0	0.0769230769230769	42	0.5079787234042553			0.7190907832865694
Q06830	1	Evidence at protein level	199	22110.35106500001	-0.27575757575757565	8.31	13	0.5879599089938735	0.020202020202020204	0.24242424242424243	0.06565656565656566	0.08080808080808081	0.1111111111111111	0	0.0	0.7692307692307693	0.2307692307692307	1	10	5	0.2262824446946207	0.2261306532663316	0.1538461538461538	0.2307692307692307	0.0	0.6153846153846154	-0.1406152181152181	0.0	0.0	25	0.8492462311557789	ENSG00000117450	1.0	0.8425485488312541
Q06889	1	Evidence at protein level	387	42613.389164999964	-0.6043927648578804	8.47	9	0.21120122516310086	0.023255813953488372	0.19896640826873385	0.12403100775193798	0.059431524547803614	0.07235142118863049	1	0.0	0.6666666666666666	0.3333333333333333	2	6	3	0.0704454468801425	0.1085271317829457	0.0	0.4444444444444444	0.0	0.4444444444444444	-0.6664275085843712	0.1111111111111111	0.0	131	0.3178294573643411	ENSG00000179388	0.0	0.44443099502595373
Q06945	1	Evidence at protein level	474	47262.63146500005	-0.48291139240506364	7.39	10	0.2115836484349251	0.008438818565400843	0.1962025316455696	0.06118143459915612	0.14135021097046413	0.052742616033755275	1	0.17142857142857143	0.7	0.3	2	7	4	0.084685145192586	0.1265822784810126	0.3	0.1	0.1	0.4	-0.531876102476217	0.1	0.0	65	0.2784810126582278	ENSG00000124766	1.0	0.8458829234985483
Q07001	1	Evidence at protein level	517	58895.111164999864	-0.0723790322580644	6.68	18	0.30562808430009425	0.012096774193548387	0.21370967741935484	0.06854838709677419	0.038306451612903226	0.10685483870967742	3	0.0	1.0	0.0	0	18	12	0.2038817941642756	0.3056092843326886	0.2222222222222222	0.1111111111111111	0.1111111111111111	0.5555555555555556	-0.0371594435995021	0.0555555555555555	0.1666666666666666	46	0.5087040618955513			0.7950728650708924
Q07002	1	Evidence at protein level	474	54424.420464999945	-0.4786919831223615	8.89	26	0.4777267222665322	0.012658227848101266	0.2489451476793249	0.05907172995780591	0.05907172995780591	0.08438818565400844	0	0.0	0.8076923076923077	0.1923076923076923	27	21	13	0.2390144670252071	0.350210970464135	0.2307692307692307	0.1923076923076923	0.0	0.5	-0.1663266031419215	0.0	0.0384615384615384	52	0.6962025316455697	ENSG00000117266	1.0	0.8124002545219109
Q07011	1	Evidence at protein level	255	27898.886464999996	-0.38750000000000046	7.66	9	0.32259352040056416	0.10344827586206896	0.21982758620689655	0.07758620689655173	0.08620689655172414	0.07327586206896551	2	0.004694835680751174	1.0	0.0	0	9	2	0.0717355654487613	0.1450980392156863	0.1111111111111111	0.6666666666666666	0.2222222222222222	0.5555555555555556	-0.4714009645325435	0.1111111111111111	0.1111111111111111	31	0.5647058823529412			0.659347068264505
Q07020	1	Evidence at protein level	188	21634.483265000006	-0.7379679144385033	12.24	7	0.32355753147682115	0.0106951871657754	0.32620320855614976	0.053475935828877004	0.0748663101604278	0.058823529411764705	2	0.0	1.0	0.0	0	7	5	0.2312559229550275	0.3031914893617021	0.0	0.1428571428571428	0.1428571428571428	0.2857142857142857	-0.2516897388325959	0.0	0.0	14	0.4202127659574468	ENSG00000063177	1.0	0.853492319405955
Q07021	1	Evidence at protein level	282	31362.23556500001	-0.6904306220095687	4.06	8	0.25508385661537253	0.004784688995215311	0.3253588516746411	0.03349282296650718	0.05263157894736842	0.0861244019138756	3	0.0	1.0	0.0	0	8	4	0.1276217967585189	0.2624113475177305	0.25	0.125	0.375	0.75	-0.4763790145040144	0.0	0.0	30	0.5957446808510638	ENSG00000108561	1.0	0.92559964982481
Q07065	1	Evidence at protein level	602	66022.46146499999	-0.7026578073089688	5.76	38	0.5755616975920334	0.0033222591362126247	0.2807308970099668	0.03488372093023256	0.06478405315614617	0.03156146179401993	0	0.07204116638078903	0.9473684210526316	0.0526315789473684	1	36	32	0.484975373643586	0.5581395348837209	0.0789473684210526	0.0263157894736842	0.0	0.4736842105263157	-0.7017046552767386	0.1578947368421052	0.0	32	0.6893687707641196	ENSG00000136026	1.0	0.9465198212071264
Q07075	1	Evidence at protein level	957	109244.42946500046	-0.39049111807732345	5.13	46	0.4210741016752474	0.009404388714733543	0.2225705329153605	0.04806687565308255	0.0522466039707419	0.11494252873563218	13	0.0	1.0	0.0	0	46	25	0.2289889009322454	0.2716823406478579	0.2608695652173913	0.108695652173913	0.1739130434782608	0.5217391304347826	-0.3993073122094394	0.0869565217391304	0.0652173913043478	51	0.5987460815047022	ENSG00000138792	1.0	0.9177332781557248
Q07092	1	Evidence at protein level	1604	157751.36996500136	-0.6896399241945675	7.89	63	0.3993626173514509	0.02021478205938092	0.18572331017056223	0.17751105495893874	0.24447252053063803	0.029058749210360075	2	0.04539641943734015	0.984126984126984	0.0158730158730158	2	62	38	0.2410363911708159	0.3678304239401496	0.1587301587301587	0.2063492063492063	0.0317460317460317	0.6349206349206349	-0.6322609930213644	0.0634920634920634	0.0317460317460317	83	0.6309226932668329			0.836060224371646
Q07108	1	Evidence at protein level	199	22559.376565	-0.41306532663316586	6.61	7	0.3102922627241495	0.04522613065326633	0.19597989949748743	0.04020100502512563	0.05527638190954774	0.12060301507537688	2	0.0	1.0	0.0	0	7	2	0.0887128422081482	0.0753768844221105	0.1428571428571428	0.5714285714285714	0.1428571428571428	1.0	-0.7885747016958197	0.1428571428571428	0.0	62	0.4070351758793969	ENSG00000110848	0.0	0.5320198661801835
Q07157	1	Evidence at protein level	1748	195459.0236650018	-0.9110983981693366	6.68	79	0.40417678610427576	0.003432494279176201	0.2694508009153318	0.09897025171624714	0.05091533180778032	0.06636155606407322	13	0.0	0.9873417721518988	0.0126582278481012	1	78	61	0.3122760818915582	0.4473684210526316	0.1265822784810126	0.0379746835443038	0.0886075949367088	0.620253164556962	-0.8771603546616967	0.2658227848101265	0.0126582278481012	57	0.6098398169336384	ENSG00000104067	1.0	0.9575257504149048
Q07283	1	Evidence at protein level	1943	253925.3041650055	-2.5048378795676687	5.49	69	0.2717334541624197	0.004117344312918168	0.5810602161605765	0.014410705095213588	0.013896037056098817	0.040658775090066906	0	0.22765072765072766	0.9855072463768116	0.0144927536231884	1	68	64	0.2521900010994191	0.3463715903242408	0.0144927536231884	0.0434782608695652	0.0	0.8405797101449275	-1.801328936701463	0.6811594202898551	0.0144927536231884	24	0.38188368502316			0.9014722009736825
Q07325	1	Evidence at protein level	125	14018.772465000005	-1.0485436893203886	11.11	4	0.28533168720632335	0.038834951456310676	0.3300970873786408	0.038834951456310676	0.038834951456310676	0.019417475728155338	0	0.011904761904761904	1.0	0.0	0	4	1	0.0713778147664593	0.064	0.0	0.75	0.0	1.0	-0.0141911764705881	0.0	0.25	24	0.4			0.4851184581603489
Q07326	1	Evidence at protein level	219	24889.609765000016	0.7141552511415528	8.64	0	0.0	0.0410958904109589	0.1095890410958904	0.045662100456621	0.045662100456621	0.1461187214611872	2	0.0			0	0	0	0.0	0.0								67	0.0			0.12401797532045646
Q07343	1	Evidence at protein level	736	83343.45786500009	-0.5561141304347814	4.89	34	0.40795043631466876	0.014945652173913044	0.24592391304347827	0.04619565217391304	0.036684782608695655	0.06657608695652174	6	0.0	0.8529411764705882	0.1470588235294117	2	29	11	0.1320673859525999	0.2078804347826087	0.4411764705882353	0.2647058823529412	0.1470588235294117	0.6470588235294118	-0.6070216172653551	0.0588235294117647	0.0	103	0.6317934782608695	ENSG00000184588	1.0	0.8761785796037816
Q07352	1	Evidence at protein level	338	36313.55356499999	-0.48076923076923117	8.03	13	0.3579930555881968	0.023668639053254437	0.1952662721893491	0.09171597633136094	0.08579881656804733	0.07692307692307693	2	0.0	0.9230769230769232	0.0769230769230769	1	12	6	0.1653310683617715	0.1715976331360946	0.1538461538461538	0.4615384615384615	0.1538461538461538	0.5384615384615384	-0.5295407404111858	0.0769230769230769	0.0	128	0.4497041420118343	ENSG00000185650	1.0	0.579759236558719
Q07444	1	Evidence at protein level	240	27100.02036500001	-0.3470833333333338	8.16	14	0.5166047778355607	0.0375	0.2125	0.041666666666666664	0.05416666666666667	0.06666666666666667	6	0.0	0.5714285714285714	0.4285714285714285	3	8	1	0.0369239740793038	0.0291666666666666	0.2857142857142857	0.5	0.2857142857142857	0.4285714285714285	-0.1458277578225076	0.0714285714285714	0.2142857142857142	29	0.85	ENSG00000205810	0.0	0.3867457586888123
Q07617	1	Evidence at protein level	926	103638.4966650005	-0.7234341252699787	6.85	53	0.5113929833555614	0.02159827213822894	0.3120950323974082	0.04643628509719223	0.061555075593952485	0.06479481641468683	2	0.0033076074972436605	0.981132075471698	0.0188679245283018	1	52	31	0.2993040229717741	0.4136069114470842	0.2075471698113207	0.2264150943396226	0.0377358490566037	0.660377358490566	-0.5917447135697327	0.1320754716981132	0.0377358490566037	28	0.7062634989200864	ENSG00000104450	1.0	0.9317734133957666
Q07627	1	Evidence at protein level	177	18234.649865000018	-0.011299435028248598	5.58	1	0.05484064719660023	0.2542372881355932	0.0903954802259887	0.0847457627118644	0.1016949152542373	0.05649717514124294	0	0.0	0.0	1.0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	-1.4285714285714286	0.0	0.0	77	0.03954802259887			0.43182348007374965
Q07654	1	Evidence at protein level	80	8641.009165	-0.43050847457627117	4.89	3	0.3471816708806835	0.11864406779661017	0.23728813559322035	0.1016949152542373	0.06779661016949153	0.1016949152542373	0	0.0	1.0	0.0	0	3	0	0.0	0.0	0.0	1.0	0.0	0.3333333333333333	-0.1587542087542088	0.0	0.0	33	0.45	ENSG00000160180	1.0	0.7043650373462214
Q07666	1	Evidence at protein level	443	48227.33336499995	-0.8119638826185096	8.96	12	0.2488215533125198	0.004514672686230248	0.2528216704288939	0.1309255079006772	0.10835214446952596	0.06997742663656885	1	0.01179245283018868	0.8333333333333334	0.1666666666666666	2	10	6	0.1244886036638259	0.1309255079006772	0.3333333333333333	0.0833333333333333	0.0	0.3333333333333333	-0.7307949338337268	0.1666666666666666	0.0	70	0.327313769751693	ENSG00000121774	1.0	0.8459382055105467
Q07687	1	Evidence at protein level	328	34242.50956499996	-0.6722560975609749	9.55	6	0.17522080233665863	0.003048780487804878	0.11585365853658537	0.0975609756097561	0.12195121951219512	0.08536585365853659	1	0.042071197411003236	0.5	0.5	3	3	3	0.0876642017946258	0.1371951219512195	0.0	0.0	0.0	1.0	-0.5362118437118438	0.0	0.0	105	0.25			0.5067447437452844
Q07699	1	Evidence at protein level	218	24707.138065000017	-0.20699999999999988	4.49	10	0.40474133320062433	0.03	0.265	0.0	0.045	0.105	6	0.0	1.0	0.0	0	10	4	0.1620009083341521	0.1926605504587156	0.0	0.3	0.5	0.7	-0.2570897435897435	0.1	0.1	34	0.6009174311926605			0.7855758811523581
Q07812	1	Evidence at protein level	192	21184.403265	-0.05468749999999989	4.83	9	0.4248408551997983	0.010416666666666666	0.22395833333333334	0.041666666666666664	0.109375	0.09375	0	0.0	1.0	0.0	0	9	2	0.0944699123540405	0.1197916666666666	0.7777777777777778	0.0	0.0	0.4444444444444444	-0.2302400069066735	0.1111111111111111	0.1111111111111111	42	0.59375	ENSG00000087088	1.0	0.8661643677226315
Q07817	1	Evidence at protein level	233	26048.979664999995	-0.3450643776824041	4.58	9	0.34550297615275144	0.004291845493562232	0.21888412017167383	0.030042918454935622	0.07725321888412018	0.11158798283261803	1	0.0	0.8888888888888888	0.1111111111111111	1	8	4	0.1536528925886709	0.2660944206008583	0.3333333333333333	0.1111111111111111	0.0	0.8888888888888888	0.0492981815970321	0.0	0.3333333333333333	44	0.5321888412017167	ENSG00000171552	1.0	0.8212202706019819
Q07820	1	Evidence at protein level	350	37337.351164999964	-0.24085714285714346	5.34	14	0.37495964665869497	0.005714285714285714	0.25142857142857145	0.06571428571428571	0.11714285714285715	0.054285714285714284	2	0.0	1.0	0.0	0	14	9	0.2411942439827241	0.3742857142857143	0.2142857142857142	0.1428571428571428	0.0	0.3571428571428571	0.0272294528779491	0.0714285714285714	0.2142857142857142	40	0.6085714285714285	ENSG00000143384	1.0	0.9161312284384056
Q07837	1	Evidence at protein level	685	78851.98806500009	-0.4376642335766415	5.81	34	0.43118760648080007	0.01167883211678832	0.22043795620437956	0.040875912408759124	0.061313868613138686	0.11824817518248175	6	0.0	1.0	0.0	0	34	16	0.203040969191456	0.2496350364963503	0.2941176470588235	0.1764705882352941	0.088235294117647	0.6176470588235294	-0.4746339713423743	0.1176470588235294	0.0294117647058823	48	0.654014598540146	ENSG00000138079	1.0	0.8931221484330526
Q07864	1	Evidence at protein level	2286	261517.89596500277	-0.35135608048994016	6.35	104	0.3976783294934341	0.020559930008748905	0.2585301837270341	0.047681539807524057	0.049431321084864394	0.09492563429571303	4	0.004852227613586237	1.0	0.0	0	104	63	0.2410548592376851	0.3337707786526684	0.3076923076923077	0.1826923076923076	0.0192307692307692	0.5865384615384616	-0.1859030586683595	0.0769230769230769	0.048076923076923	96	0.6342957130358705			0.9201468425276323
Q07866	1	Evidence at protein level	573	65309.50596499984	-0.8804537521814989	6.11	35	0.535909734468929	0.015706806282722512	0.31413612565445026	0.029668411867364748	0.055846422338568937	0.05759162303664921	1	0.0	0.6857142857142857	0.3142857142857143	2	24	17	0.2604610666603349	0.2966841186736474	0.2285714285714285	0.1428571428571428	0.0285714285714285	0.6285714285714286	-0.6784293423713958	0.1428571428571428	0.0	39	0.7242582897033158			0.9229850482963631
Q07869	1	Evidence at protein level	468	52225.120464999905	-0.16987179487179535	6.2	15	0.28721810244655466	0.0405982905982906	0.24145299145299146	0.042735042735042736	0.05982905982905983	0.07692307692307693	0	0.0	1.0	0.0	0	15	6	0.1149623070909994	0.1709401709401709	0.4	0.4	0.0	0.6	0.0096606303340049	0.0	0.0	103	0.4658119658119658	ENSG00000186951	0.0	0.6652320718134519
Q07889	1	Evidence at protein level	1333	152464.08906500106	-0.5462115528882223	6.83	74	0.48536019500599303	0.012753188297074268	0.25806451612903225	0.08927231807951988	0.035258814703675916	0.07801950487621906	6	0.0	0.8243243243243243	0.1756756756756756	1	61	43	0.2822112543013095	0.3728432108027006	0.2027027027027027	0.1216216216216216	0.027027027027027	0.6081081081081081	-0.5067888826651638	0.0945945945945946	0.0405405405405405	47	0.6489122280570142	ENSG00000115904	1.0	0.9284471013024045
Q07890	1	Evidence at protein level	1332	152979.20336500145	-0.5090840840840845	6.84	72	0.47065220903400357	0.018018018018018018	0.262012012012012	0.09309309309309309	0.03228228228228228	0.08408408408408409	7	0.005331302361005331	0.8194444444444444	0.1805555555555555	1	59	37	0.2420160123754598	0.2987987987987988	0.1805555555555555	0.2222222222222222	0.0555555555555555	0.6805555555555556	-0.4982799235376546	0.0833333333333333	0.0416666666666666	57	0.6306306306306306	ENSG00000100485	1.0	0.9158883448312078
Q07912	1	Evidence at protein level	1038	114568.59496500026	-0.5393063583815041	7.26	40	0.34913581695070683	0.017341040462427744	0.22254335260115607	0.13005780346820808	0.07418111753371869	0.06551059730250482	5	0.004906771344455349	1.0	0.0	0	40	17	0.1484766132280675	0.2003853564547206	0.35	0.225	0.05	0.55	-0.4195337312784682	0.075	0.05	106	0.5173410404624278	ENSG00000061938	1.0	0.8251617655161325
Q07954	1	Evidence at protein level	4544	504606.3172650117	-0.5216574585635376	5.02	221	0.4379651867971643	0.07314917127071824	0.23823204419889502	0.05016574585635359	0.0830939226519337	0.07756906077348066	53	0.0	0.9819004524886876	0.0180995475113122	2	217	71	0.1407959548206339	0.2106073943661972	0.2262443438914027	0.497737556561086	0.1583710407239819	0.4253393665158371	-0.4098951927884338	0.0588235294117647	0.0135746606334841	65	0.7101672535211268	ENSG00000123384	1.0	0.9370561501108969
Q07955	1	Evidence at protein level	248	27744.57386499999	-1.1643724696356288	10.77	12	0.4325170052490191	0.008097165991902834	0.3319838056680162	0.06882591093117409	0.1417004048582996	0.0931174089068826	0	0.18859649122807018	1.0	0.0	0	12	9	0.3245838162307116	0.3991935483870967	0.0833333333333333	0.1666666666666666	0.0	0.6666666666666666	-0.6659704184704185	0.0833333333333333	0.0	16	0.5161290322580645	ENSG00000136450	1.0	0.9343159851685725
Q07960	1	Evidence at protein level	439	50435.75476499988	-0.36651480637813105	6.24	24	0.47585289665685554	0.002277904328018223	0.22779043280182232	0.07972665148063782	0.029612756264236904	0.0979498861047836	0	0.0	1.0	0.0	0	24	16	0.3174339503823731	0.4806378132118451	0.2916666666666667	0.0416666666666666	0.0	0.4166666666666667	-0.1233459588270968	0.0416666666666666	0.125	32	0.7949886104783599	ENSG00000175220	1.0	0.9263068659432447
Q07973	1	Evidence at protein level	514	58875.20016499987	-0.36367432150313117	8.38	25	0.4246270064464596	0.020876826722338204	0.25260960334029225	0.054279749478079335	0.05219206680584551	0.08768267223382047	1	0.0	1.0	0.0	0	25	11	0.186955824359322	0.2334630350194552	0.32	0.24	0.04	0.56	-0.3039946657207527	0.08	0.04	37	0.6536964980544747			0.7828532716170682
Q08043	1	Evidence at protein level	901	103241.28416500032	-0.5066592674805755	5.2	56	0.5424186695556861	0.014428412874583796	0.28190899001109876	0.03218645948945616	0.05549389567147614	0.07547169811320754	0	0.0	0.7678571428571429	0.2321428571428571	3	43	25	0.2423042793389298	0.3329633740288568	0.2857142857142857	0.1785714285714285	0.0	0.625	-0.383935390485479	0.0357142857142857	0.0357142857142857	38	0.7935627081021087			0.9465560266508386
Q08050	1	Evidence at protein level	763	84282.78676500019	-0.6159895150720842	8.03	32	0.3796742042859044	0.010484927916120577	0.23328964613368283	0.1218872870249017	0.04849279161205767	0.04980340760157274	9	0.0	1.0	0.0	0	32	17	0.201827623826592	0.327653997378768	0.21875	0.21875	0.15625	0.6875	-0.6042782588068469	0.1875	0.0	44	0.6526867627785059	ENSG00000111206	1.0	0.8085830440748799
Q08116	1	Evidence at protein level	209	23858.492965000012	-0.5430622009569381	9.05	14	0.586793139891013	0.014354066985645933	0.28708133971291866	0.0430622009569378	0.028708133971291867	0.09090909090909091	1	0.0	0.9285714285714286	0.0714285714285714	1	13	5	0.2097046486247326	0.2440191387559808	0.3571428571428571	0.2142857142857142	0.0714285714285714	0.4285714285714285	-0.2141776255956928	0.0	0.0	18	0.7655502392344498	ENSG00000090104	0.0	0.650730240672503
Q08117	1	Evidence at protein level	197	21969.811765	-0.554822335025381	6.34	8	0.36413602836346376	0.015228426395939087	0.20304568527918782	0.050761421319796954	0.05583756345177665	0.04568527918781726	0	0.0	0.875	0.125	4	7	4	0.18218258164585	0.2690355329949238	0.25	0.25	0.0	0.5	-0.8354655067155067	0.125	0.0	53	0.5736040609137056			0.7603487135165468
