fluid	gene	uniprot	Mass spectrometry	SomaScan	Olink PEA	Luminex xMAP	NULISAseq	ELISA-based protein array	group	pe	p_seq	pep_n_unique	pep_n_clean	pep_frac_shared	ensg	is_secreted	has_signal	ms_class	on_somascan	on_olink	org_lysate_ms	org_lysate_aff	org_media_ms	org_media_aff	druggable	approved_drug
plasma	GABARAPL1	Q9H0R8	0	1	0	0	0	0	affinity_only	1.0	0.6039054365643616	1.0	1.0	0.6666666666666666	ENSG00000139112	0.0	0.0	inference_limited	1	0	1.0	1.0	0.0	1.0	0	0
plasma	GAPDHS	O14556	0	1	0	0	0	0	affinity_only	1.0	0.6649636417714722	17.0	11.0	0.0555555555555555	ENSG00000105679	0.0	0.0	chemistry_limited	1	0	0.0	1.0	0.0	0.0	0	0
plasma	GAS1	P54826	0	1	0	0	0	0	affinity_only	1.0	0.8107365763609733	9.0	1.0	0.0	ENSG00000180447	0.0	1.0	inference_limited	1	1	1.0	1.0	0.0	1.0	1	1
plasma	GC	P02774	1	0	0	0	0	0	ms_only	1.0	0.7672820871870061	26.0	11.0	0.037037037037037	ENSG00000145321	1.0	1.0	confirmable	1	1	0.0	1.0	1.0	1.0	1	1
plasma	GDF15	Q99988	0	1	0	0	0	0	affinity_only	1.0	0.4722438467078892	6.0	2.0	0.0	ENSG00000130513	1.0	1.0	inference_limited	1	1	1.0	1.0	1.0	1.0	1	1
plasma	GDF2	Q9UK05	0	1	0	0	0	0	affinity_only	1.0	0.638933997439453	8.0	3.0	0.1111111111111111	ENSG00000263761	1.0	1.0	chemistry_limited	1	1	0.0	1.0	0.0	1.0	1	1
plasma	GELS	P06396	1	0	0	0	0	0	ms_only	1.0	0.9312708667766446	31.0	23.0	0.0	ENSG00000148180	1.0	1.0	confirmable	1	1	1.0	1.0	1.0	1.0	0	0
plasma	GFAP	P14136	0	0	1	0	1	0	affinity_only	1.0	0.9380514371105712	27.0	22.0	0.1	ENSG00000131095	0.0	0.0	confirmable	1	1	0.0	1.0	0.0	0.0	1	1
plasma	GHR	P10912	0	1	0	0	0	0	affinity_only	1.0	0.6696064428328518	18.0	8.0	0.0	ENSG00000112964	1.0	1.0	chemistry_limited	1	1	0.0	1.0	0.0	1.0	1	1
plasma	GIG18	Q2TU84	0	0	0	1	0	0	other_only									unscored	0	0					0	0
plasma	GLI2	P10070	0	0	0	1	0	0	other_only	1.0	0.5915159006510884	35.0	17.0	0.1463414634146341	ENSG00000074047	0.0	0.0	chemistry_limited	1	1	1.0	1.0	0.0	1.0	0	0
plasma	GLRX3	O76003	0	1	0	0	0	0	affinity_only	1.0	0.9128071129399488	17.0	11.0	0.0	ENSG00000108010	0.0	0.0	confirmable	1	0	1.0	1.0	0.0	1.0	0	0
plasma	GLTPD2	A6NH11	0	1	0	0	0	0	affinity_only	1.0	0.6829801406129546	18.0	11.0	0.0	ENSG00000182327	0.0	0.0	chemistry_limited	1	0	0.0	1.0	0.0	1.0	0	0
plasma	GOLPH3	Q9H4A6	1	0	0	0	0	0	ms_only	1.0	0.9122176120420408	14.0	9.0	0.125	ENSG00000113384	0.0	0.0	confirmable	1	0	1.0	1.0	0.0	1.0	0	0
plasma	GOT1	P17174	0	0	0	1	0	0	other_only	1.0	0.8507655171512973	21.0	13.0	0.0	ENSG00000120053	0.0	0.0	confirmable	1	1	1.0	1.0	1.0	1.0	0	0
plasma	GP1BB	P13224	1	0	0	0	0	0	ms_only	1.0	0.4636458401412797	5.0	4.0	0.0				chemistry_limited	1	1					0	0
plasma	GPD1	Q8N335	0	1	0	0	0	0	affinity_only	1.0	0.8550128273084994	20.0	8.0	0.0476190476190476				confirmable	1	0					0	0
plasma	GPLD1	P80108	1	0	0	0	0	0	ms_only	1.0	0.911941436189334	35.0	20.0	0.0	ENSG00000112293	1.0	1.0	confirmable	1	0	0.0	1.0	0.0	1.0	1	1
plasma	GRID2	O43424	0	1	0	0	0	0	affinity_only	1.0	0.8830459611295598	42.0	20.0	0.0232558139534883	ENSG00000152208	0.0	1.0	confirmable	1	0	1.0	1.0	0.0	0.0	1	1
plasma	GRN	P28799	0	1	1	0	0	0	affinity_only	1.0	0.5925899491947679	21.0	7.0	0.0	ENSG00000030582	1.0	1.0	chemistry_limited	1	1	1.0	1.0	0.0	1.0	1	0
plasma	H2AC25	Q7L7L0	0	1	0	0	0	0	affinity_only	1.0	0.1932879574136863	0.0	0.0	1.0	ENSG00000181218	0.0	0.0	inference_locked	1	0	0.0	1.0	0.0	1.0	1	1
plasma	HAGH	Q16775	0	0	1	0	0	0	affinity_only	1.0	0.8534722630880992	14.0	7.0	0.0	ENSG00000063854	0.0	0.0	confirmable	1	1	1.0	1.0	0.0	1.0	0	0
plasma	HAVCR1	Q96D42	0	1	0	1	0	0	affinity_only	1.0	0.6493329714588864	12.0	7.0	0.0	ENSG00000113249	0.0	1.0	chemistry_limited	1	1	0.0	1.0	0.0	0.0	0	0
plasma	HGF	P14210	0	0	0	1	0	0	other_only	1.0	0.6364491269012802	27.0	5.0	0.0	ENSG00000019991	1.0	1.0	chemistry_limited	1	1	0.0	1.0	0.0	0.0	1	1
plasma	HP	P00738	1	0	0	0	0	0	ms_only	1.0	0.7465569284635537	9.0	5.0	0.55	ENSG00000257017	1.0	1.0	confirmable	1	0	0.0	1.0	1.0	1.0	1	1
plasma	HPX	P02790	1	0	0	0	0	0	ms_only	1.0	0.732832433091701	21.0	8.0	0.0454545454545454	ENSG00000110169	1.0	1.0	confirmable	1	0	1.0	1.0	1.0	1.0	1	0
plasma	HSPA1A	P0DMV8	0	1	0	0	0	0	affinity_only	1.0	0.7513630070550286	0.0	0.0	1.0	ENSG00000204389	1.0	0.0	inference_locked	1	1	1.0	1.0	1.0	1.0	1	1
plasma	HSPA1B	P0DMV9	0	1	0	0	0	0	affinity_only	1.0	0.7513630070550286	0.0	0.0	1.0	ENSG00000204388	0.0	0.0	inference_locked	1	0	0.0	1.0	0.0	1.0	1	0
plasma	HTATIP2	Q9BUP3	0	0	0	1	0	0	other_only	1.0	0.9232684621062098	15.0	11.0	0.0	ENSG00000109854	0.0	0.0	confirmable	1	0	1.0	1.0	0.0	1.0	0	0
plasma	HYDIN	Q4G0P3	1	0	0	0	0	0	ms_only	1.0	0.7973999994257205	207.0	115.0	0.0	ENSG00000157423	0.0	0.0	confirmable	0	1	0.0	0.0	0.0	0.0	0	0
plasma	ICAM1	P05362	0	0	0	1	0	0	other_only	1.0	0.5334662726729207	22.0	11.0	0.0	ENSG00000090339	0.0	1.0	chemistry_limited	1	1	1.0	1.0	0.0	1.0	1	1
plasma	IGFALS	P35858	0	1	0	0	0	0	affinity_only	1.0	0.7956665353072	23.0	19.0	0.0	ENSG00000099769	1.0	1.0	confirmable	1	0	0.0	1.0	0.0	0.0	0	0
plasma	IGFBP2	P18065	0	1	0	1	0	0	affinity_only	1.0	0.7021254000546444	15.0	4.0	0.0				confirmable	1	1					0	0
plasma	IGHG3	P01860	1	0	0	0	0	0	ms_only	1.0	0.5023757113250408	9.0	1.0	0.5263157894736842				inference_limited	1	0					0	0
plasma	IGHM	P01871	1	0	0	1	0	0	ms_only	1.0	0.6774348306004428	7.0	4.0	0.7083333333333334	ENSG00000211899	1.0	0.0	chemistry_limited	1	0	0.0	1.0	0.0	1.0	0	0
plasma	IGLV4-69	A0A075B6H9	1	0	0	0	0	0	ms_only	1.0	0.7835575692171172	4.0	2.0	0.2				inference_limited	0	0					0	0
plasma	IL16	Q14005	0	0	0	1	0	0	other_only	1.0	0.8770701048644579	69.0	49.0	0.0	ENSG00000172349	1.0	0.0	confirmable	1	1	0.0	1.0	0.0	0.0	1	0
plasma	IL17C	Q9P0M4	0	1	0	0	0	0	affinity_only	1.0	0.4896164047267496	8.0	4.0	0.0	ENSG00000124391	1.0	1.0	chemistry_limited	1	1	0.0	1.0	0.0	1.0	1	0
plasma	IL18	Q14116	0	1	0	0	0	0	affinity_only	1.0	0.77507870081702	10.0	3.0	0.0	ENSG00000150782	1.0	0.0	confirmable	1	1	0.0	1.0	0.0	1.0	1	1
plasma	IL1A	P01583	0	0	0	0	0	1	other_only	1.0	0.8012153451002342	9.0	5.0	0.0				confirmable	1	1					1	1
plasma	IL3	P08700	0	0	0	1	0	0	other_only	1.0	0.6477344421211596	7.0	3.0	0.0				chemistry_limited	1	1					0	0
plasma	IL6RA	P08887	0	0	0	1	0	0	other_only	1.0	0.4961705955481855	16.0	4.0	0.0				chemistry_limited	1	1					0	0
plasma	IL8	P10145	0	0	0	1	0	0	other_only	1.0	0.6168856079195365	3.0	1.0	0.0	ENSG00000169429	1.0	1.0	inference_limited	1	1	0.0	1.0	0.0	1.0	0	0
plasma	ITGA11/ITGB1	Q9UKX5/P05556	0	1	0	0	0	0	affinity_only									unscored	0	0					0	0
plasma	ITIH2	P19823	1	0	0	0	0	0	ms_only	1.0	0.8593415308808583	32.0	22.0	0.0	ENSG00000151655	1.0	1.0	confirmable	1	0	0.0	1.0	0.0	1.0	0	0
plasma	ITIH4	Q14624	1	1	0	0	0	0	both	1.0	0.920372364179899	29.0	20.0	0.0	ENSG00000055955	1.0	1.0	confirmable	1	1	1.0	1.0	1.0	1.0	0	0
plasma	KCNE5	Q9UJ90	0	1	0	0	0	0	affinity_only	1.0	0.8208614457547373	5.0	2.0	0.0				inference_limited	1	0					0	0
plasma	KITLG	P21583	0	1	1	0	0	0	affinity_only	1.0	0.6888767716717301	9.0	2.0	0.0	ENSG00000049130	1.0	1.0	inference_limited	1	1	0.0	1.0	0.0	1.0	0	0
plasma	KLK11	Q9UBX7	0	0	0	1	0	0	other_only	1.0	0.5149153231286155	13.0	2.0	0.0	ENSG00000167757	1.0	1.0	inference_limited	1	1	0.0	1.0	0.0	0.0	0	0
plasma	KLK6	Q92876	0	0	0	0	1	0	other_only	1.0	0.8031827261779336	12.0	4.0	0.0				confirmable	1	1					0	0
plasma	KNG1	P01042	0	1	0	0	0	0	affinity_only	1.0	0.733135306601255	33.0	15.0	0.0	ENSG00000113889	1.0	1.0	confirmable	1	0	0.0	1.0	0.0	1.0	1	0
plasma	KRT16	P08779	1	0	0	0	0	0	ms_only	1.0	0.9604307240265176	19.0	13.0	0.3870967741935484	ENSG00000186832	0.0	0.0	confirmable	1	0	1.0	1.0	1.0	1.0	0	0
plasma	KRT9	P35527	1	0	0	0	0	0	ms_only	1.0	0.915607214220396	25.0	15.0	0.0384615384615384	ENSG00000171403	1.0	0.0	confirmable	0	0	1.0	0.0	1.0	0.0	0	0
plasma	KRT2	P35908	1	0	0	0	0	0	ms_only	1.0	0.948838564880296	29.0	22.0	0.2564102564102564	ENSG00000172867	0.0	0.0	confirmable	0	0	1.0	0.0	1.0	0.0	0	0
plasma	LBP	P18428	1	0	0	0	0	0	ms_only	1.0	0.8325619435927564	13.0	8.0	0.0	ENSG00000129988	1.0	1.0	confirmable	1	1	0.0	1.0	0.0	0.0	0	0
plasma	LCN2	P80188	0	0	0	1	0	0	other_only	1.0	0.7850949538701685	9.0	4.0	0.0	ENSG00000148346	1.0	1.0	confirmable	1	1	0.0	1.0	0.0	1.0	0	0
plasma	LGALS3BP	Q08380	1	0	0	0	0	0	ms_only	1.0	0.7736443452923951	25.0	14.0	0.0	ENSG00000108679	1.0	1.0	confirmable	1	1	1.0	1.0	1.0	1.0	0	0
plasma	LH	nan	0	0	0	1	0	0	other_only									unscored	0	0					0	0
plasma	LINGO3	P0C6S8	0	1	0	0	0	0	affinity_only	1.0	0.6508105630431639	24.0	13.0	0.0	ENSG00000220008	0.0	1.0	chemistry_limited	1	0	0.0	1.0	0.0	1.0	0	0
plasma	LMOD1	P29536	0	0	1	0	0	0	affinity_only	1.0	0.9328761085927552	27.0	16.0	0.0	ENSG00000163431	0.0	0.0	confirmable	1	1	0.0	1.0	0.0	1.0	0	0
plasma	LRRC25	Q8N386	0	0	1	0	0	0	affinity_only	1.0	0.5932885256344905	6.0	5.0	0.0	ENSG00000175489	0.0	1.0	chemistry_limited	1	1	0.0	1.0	0.0	1.0	0	0
plasma	LRRN1	Q6UXK5	0	1	0	0	0	0	affinity_only	1.0	0.724059669771498	28.0	13.0	0.0344827586206896	ENSG00000175928	0.0	1.0	confirmable	1	1	1.0	1.0	0.0	1.0	0	0
plasma	LTA	P01374	0	0	1	0	0	0	affinity_only	1.0	0.5085121475003349	3.0	2.0	0.0	ENSG00000226979	1.0	1.0	inference_limited	1	0	0.0	1.0	0.0	1.0	1	1
plasma	LTBP2	Q14767	1	0	0	0	0	0	ms_only	1.0	0.838029188483664	53.0	18.0	0.0363636363636363	ENSG00000119681	1.0	1.0	confirmable	1	1	0.0	1.0	0.0	1.0	0	0
plasma	LYZ	P61626	1	0	0	0	0	0	ms_only	1.0	0.7543886225019156	8.0	3.0	0.0	ENSG00000090382	1.0	1.0	confirmable	1	0	0.0	1.0	0.0	0.0	0	0
plasma	MAP2K2	P36507	0	1	0	0	0	0	affinity_only	1.0	0.8205848678339983	11.0	6.0	0.3125	ENSG00000126934	0.0	0.0	confirmable	1	0	1.0	1.0	0.0	1.0	1	1
plasma	MBP	P02686	1	0	0	0	0	0	ms_only	1.0	0.8960161753168557	14.0	10.0	0.0	ENSG00000197971	0.0	0.0	confirmable	1	0	0.0	1.0	0.0	1.0	1	1
plasma	MIA	Q16674	0	1	0	0	0	0	affinity_only	1.0	0.7538171350967153	5.0	4.0	0.0	ENSG00000261857	1.0	1.0	confirmable	1	1	0.0	1.0	0.0	1.0	1	0
plasma	MMP1 	P03956	0	0	0	1	0	0	other_only	1.0	0.885627808472889	17.0	9.0	0.0				confirmable	1	1					0	0
plasma	MMP12	P39900	0	1	0	0	0	0	affinity_only	1.0	0.8413082916118174	21.0	14.0	0.0				confirmable	1	1					1	1
plasma	MMP14	P50281	1	0	0	0	0	0	ms_only	1.0	0.8743390222829059	16.0	11.0	0.0588235294117647	ENSG00000157227	0.0	1.0	confirmable	1	0	1.0	1.0	0.0	0.0	1	1
plasma	MMP19	Q99542	0	1	0	0	0	0	affinity_only	1.0	0.8147097541406296	16.0	11.0	0.0				confirmable	1	0					0	0
plasma	MMP9	P14780	0	0	1	0	0	0	affinity_only	1.0	0.8274593211409884	0.0	0.0		ENSG00000100985	1.0	1.0	inference_locked	1	1	0.0	1.0	0.0	1.0	1	1
plasma		A0A0G2JRQ6	1	0	0	0	0	0	ms_only									unscored	0	0					0	1
plasma		nan	0	0	0	1	0	0	other_only									unscored	0	0					0	1
plasma	NADK	O95544	0	1	0	0	0	0	affinity_only	1.0	0.6921605041945157	15.0	5.0	0.0	ENSG00000008130	0.0	0.0	confirmable	1	1	1.0	1.0	0.0	1.0	0	0
plasma	NDST1	P52848	0	1	0	0	0	0	affinity_only	1.0	0.8427154589546212	44.0	27.0	0.1020408163265306	ENSG00000070614	0.0	0.0	confirmable	1	1	1.0	1.0	0.0	1.0	0	0
plasma	NEFL	P07196	0	1	1	0	0	0	affinity_only	1.0	0.9026246479884844	31.0	23.0	0.088235294117647	ENSG00000277586	0.0	0.0	confirmable	1	1	1.0	1.0	0.0	1.0	0	0
plasma	NOTCH1	P46531	0	1	0	0	0	0	affinity_only	1.0	0.8326734472769651	69.0	17.0	0.0547945205479452	ENSG00000148400	0.0	1.0	confirmable	1	1	1.0	1.0	1.0	1.0	1	1
plasma	NPPB	P16860	0	1	0	1	0	0	affinity_only	1.0	0.7387751223741126	5.0	2.0	0.0				inference_limited	1	1					0	0
plasma	NPTXR	O95502	0	1	1	0	1	0	affinity_only	1.0	0.810884076568976	20.0	10.0	0.0	ENSG00000221890	0.0	0.0	confirmable	1	1	1.0	1.0	0.0	1.0	1	1
plasma	NRCAM	Q92823	0	0	0	1	0	0	other_only	1.0	0.8469589399469926	52.0	23.0	0.0	ENSG00000091129	1.0	1.0	confirmable	1	1	1.0	1.0	1.0	1.0	0	0
plasma	NT5C	Q8TCD5	0	1	0	0	0	0	affinity_only	1.0	0.8705736984816875	11.0	7.0	0.0	ENSG00000125458	0.0	0.0	confirmable	1	0	1.0	1.0	0.0	1.0	1	1
plasma	OLFM1	Q99784	1	0	0	0	0	0	ms_only	1.0	0.8247895239811378	20.0	7.0	0.0				confirmable	1	0					0	0
plasma	OMG	Q16653	0	1	1	0	0	0	affinity_only	1.0	0.775391340441009	10.0	4.0	0.0	ENSG00000204655	0.0	1.0	confirmable	1	1	0.0	1.0	0.0	0.0	0	0
plasma	ORM1	P02763	1	0	0	0	0	0	ms_only	1.0	0.8372144218076013	7.0	3.0	0.3	ENSG00000229314	1.0	1.0	confirmable	0	1	0.0	0.0	0.0	1.0	0	0
plasma	ORM2	P19652	1	0	0	0	0	0	ms_only	1.0	0.7842393711986659	7.0	2.0	0.3	ENSG00000228278	1.0	1.0	inference_limited	1	0	0.0	1.0	0.0	1.0	1	1
plasma	OSM	P13725	0	0	1	0	0	0	affinity_only	1.0	0.7262679982862811	14.0	8.0	0.0				confirmable	1	1					1	0
plasma	PA2G4	Q9UQ80	0	1	0	0	0	0	affinity_only	1.0	0.9195320230060304	21.0	10.0	0.0	ENSG00000170515	0.0	0.0	confirmable	1	0	1.0	1.0	1.0	1.0	0	0
plasma	PAPPA	Q13219	0	0	0	1	0	0	other_only	1.0	0.7830996109597463	57.0	20.0	0.0	ENSG00000182752	1.0	1.0	confirmable	0	1	0.0	0.0	0.0	0.0	1	0
plasma	PCOLCE	Q15113	1	0	0	0	0	0	ms_only	1.0	0.6165491295104766	18.0	7.0	0.0	ENSG00000106333	1.0	1.0	chemistry_limited	1	1	1.0	1.0	0.0	1.0	0	0
plasma	PDGFB	P01127	0	0	0	0	0	1	other_only	1.0	0.4956511670582901	6.0	1.0	0.0	ENSG00000100311	1.0	1.0	inference_limited	1	1	0.0	1.0	0.0	1.0	1	1
plasma	PGP	A6NDG6	0	1	0	0	0	0	affinity_only	1.0	0.8411976882026654	18.0	5.0	0.0	ENSG00000184207	0.0	0.0	confirmable	1	0	1.0	1.0	0.0	1.0	1	1
plasma	PI3	P19957	0	1	0	0	0	0	affinity_only	1.0	0.6101485541697743	4.0	0.0	0.0	ENSG00000124102	1.0	1.0	inference_limited	1	1	0.0	1.0	0.0	0.0	1	1
plasma	PILRA	Q9UKJ1	0	0	1	0	0	0	affinity_only	1.0	0.743870021798981	12.0	7.0	0.0	ENSG00000085514	1.0	1.0	confirmable	1	1	0.0	1.0	0.0	1.0	0	0
plasma	PILRB	Q9UKJ0	0	0	1	0	0	0	affinity_only	1.0	0.7173431134482737	9.0	5.0	0.0	ENSG00000121716	0.0	1.0	confirmable	1	1	0.0	1.0	0.0	0.0	0	0
plasma	PLA2G7	Q13093	0	1	1	0	0	0	affinity_only	1.0	0.8449437014137655	22.0	14.0	0.0				confirmable	1	1					1	1
plasma	PLAU	P00749	0	0	1	0	0	0	affinity_only	1.0	0.7441517017565744	23.0	9.0	0.0	ENSG00000122861	1.0	1.0	confirmable	1	1	1.0	1.0	0.0	1.0	1	1
plasma	PLIN3	O60664	1	0	0	0	0	0	ms_only	1.0	0.9223790678241938	25.0	16.0	0.0	ENSG00000105355	0.0	0.0	confirmable	1	1	1.0	1.0	0.0	1.0	1	1
plasma	PGF	P49763	0	0	0	1	0	0	other_only	1.0	0.5763134245019611	8.0	2.0	0.0				inference_limited	1	1					1	1
plasma	PON1	P27169	1	0	0	0	0	0	ms_only	1.0	0.8037366834579419	13.0	6.0	0.1333333333333333	ENSG00000005421	1.0	1.0	confirmable	1	1	0.0	1.0	0.0	0.0	1	1
plasma	PPY	P01298	0	1	0	1	0	0	affinity_only	1.0	0.5762209386362936	2.0	1.0	0.0	ENSG00000108849	1.0	1.0	inference_limited	1	1	0.0	1.0	0.0	1.0	1	1
plasma	PRKACA	P17612	1	0	0	0	0	0	ms_only	1.0	0.8669721522224401	6.0	5.0	0.6470588235294118	ENSG00000072062	0.0	0.0	confirmable	1	0	1.0	1.0	0.0	1.0	1	0
plasma	PRCP	P42785	0	1	0	0	0	0	affinity_only	1.0	0.7742458318922623	18.0	7.0	0.0	ENSG00000137509	0.0	1.0	confirmable	1	1	1.0	1.0	0.0	1.0	1	1
plasma	PRDX2	P32119	1	0	0	0	0	0	ms_only	1.0	0.9164064814940812	9.0	7.0	0.1	ENSG00000167815	0.0	0.0	confirmable	0	1	1.0	1.0	1.0	1.0	0	0
plasma	PSIP1	O75475	0	1	0	0	0	0	affinity_only	1.0	0.926211127623518	28.0	19.0	0.0344827586206896	ENSG00000164985	0.0	0.0	confirmable	1	1	1.0	1.0	1.0	1.0	1	0
plasma	PTN	P21246	0	1	0	0	0	0	affinity_only	1.0	0.7240335746838114	6.0	1.0	0.0	ENSG00000105894	1.0	1.0	inference_limited	1	1	1.0	1.0	0.0	1.0	0	0
plasma	PYY	P10082	0	0	0	1	0	0	other_only	1.0	0.4816448576784489	2.0	2.0	0.0	ENSG00000131096	1.0	1.0	inference_limited	1	1	0.0	1.0	0.0	0.0	1	0
plasma	PZP	P20742	1	0	0	0	0	0	ms_only	1.0	0.8415643312073126	48.0	27.0	0.1578947368421052	ENSG00000126838	1.0	1.0	confirmable	1	1	0.0	1.0	0.0	1.0	1	1
plasma	RBP4	P02753	1	0	0	0	0	0	ms_only	1.0	0.7815793066526362	9.0	2.0	0.0	ENSG00000138207	1.0	1.0	inference_limited	1	1	1.0	1.0	1.0	1.0	1	1
plasma	REG3A	Q06141	1	0	0	0	0	0	ms_only	1.0	0.5868610559281074	5.0	1.0	0.0	ENSG00000172016	1.0	1.0	inference_limited	1	1	0.0	1.0	0.0	1.0	1	1
plasma	RET	P07949	0	1	0	0	0	0	affinity_only	1.0	0.8215084498450383	56.0	26.0	0.0	ENSG00000165731	0.0	1.0	confirmable	1	1	0.0	1.0	0.0	1.0	1	1
plasma	RP9	Q8TA86	0	1	0	0	0	0	affinity_only	1.0	0.8143813079634858	13.0	8.0	0.0	ENSG00000164610	0.0	0.0	confirmable	1	0	1.0	1.0	0.0	1.0	0	0
plasma	RPS12	P25398	0	1	0	0	0	0	affinity_only	1.0	0.8344483440056999	6.0	2.0	0.0	ENSG00000112306	0.0	0.0	inference_limited	1	1	1.0	1.0	1.0	1.0	1	1
plasma	RSPO1	Q2MKA7	0	1	0	0	0	0	affinity_only	1.0	0.7346957363356343	11.0	3.0	0.0	ENSG00000169218	1.0	1.0	confirmable	1	1	1.0	1.0	0.0	1.0	1	0
plasma	S100A12	P80511	0	1	0	0	0	0	affinity_only	1.0	0.9017508271198008	4.0	4.0	0.0	ENSG00000163221	1.0	0.0	confirmable	1	1	0.0	1.0	0.0	1.0	1	1
plasma	S100A13	Q99584	0	1	0	0	0	0	affinity_only	1.0	0.8863175519186931	6.0	5.0	0.0	ENSG00000189171	1.0	0.0	confirmable	1	1	1.0	1.0	1.0	1.0	0	0
plasma	S100A9	P06702	0	1	0	0	0	0	affinity_only	1.0	0.8916406071345385	7.0	4.0	0.0	ENSG00000163220	1.0	0.0	confirmable	1	0	0.0	1.0	0.0	1.0	1	0
plasma	SAA2	P0DJI9	1	0	0	0	0	0	ms_only	1.0	0.8509701787619922	2.0	2.0	0.6666666666666666				inference_limited	1	0					0	0
plasma	SELENOP	P49908	1	0	0	0	0	0	ms_only	1.0	0.5748900701250659	16.0	7.0	0.0	ENSG00000250722	1.0	1.0	chemistry_limited	1	1	0.0	1.0	1.0	1.0	0	0
plasma	SERPINA1	P01009	1	1	0	1	0	0	both	1.0	0.9505873190015008	22.0	15.0	0.0434782608695652	ENSG00000197249	1.0	1.0	confirmable	1	1	0.0	1.0	0.0	1.0	1	1
plasma	SERPINA3	P01011	1	1	0	1	0	0	both	1.0	0.926502200026646	20.0	10.0	0.0	ENSG00000196136	1.0	1.0	confirmable	1	1	0.0	1.0	0.0	1.0	1	1
plasma	SERPINA7	P05543	1	0	0	0	0	0	ms_only	1.0	0.8453737848469001	21.0	13.0	0.0	ENSG00000123561	1.0	1.0	confirmable	1	1	0.0	1.0	0.0	1.0	0	0
plasma	SERPINE1	P05121	1	1	0	1	0	0	both	1.0	0.9222283910973252	19.0	10.0	0.0	ENSG00000106366	1.0	1.0	confirmable	1	1	1.0	1.0	0.0	1.0	1	1
plasma	SERPINF1	P36955	1	0	0	0	0	0	ms_only	1.0	0.945452346284404	21.0	16.0	0.0	ENSG00000132386	1.0	1.0	confirmable	1	1	1.0	1.0	1.0	1.0	1	0
plasma	SERPINF2	P08697	1	0	0	0	0	0	ms_only	1.0	0.7893144017218928	17.0	11.0	0.0	ENSG00000167711	1.0	1.0	confirmable	1	1	0.0	1.0	1.0	1.0	0	0
plasma	SERPING1	P05155	1	0	0	0	0	0	ms_only	1.0	0.7864223492826282	21.0	9.0	0.0	ENSG00000149131	1.0	1.0	confirmable	1	1	1.0	1.0	0.0	1.0	1	1
plasma	SFRP1	Q8N474	0	1	0	0	0	0	affinity_only	1.0	0.5549332780550712	11.0	2.0	0.0	ENSG00000104332	1.0	1.0	inference_limited	1	1	1.0	1.0	1.0	1.0	0	0
plasma	SFTPD	P35247	0	0	0	0	1	0	other_only	1.0	0.738280362642957	13.0	6.0	0.0	ENSG00000133661	1.0	1.0	confirmable	1	1	0.0	1.0	0.0	1.0	0	0
plasma	SHH	Q15465	1	0	0	0	0	0	ms_only	1.0	0.8814377408361246	14.0	10.0	0.3				confirmable	1	1					1	1
plasma	SIRPA	P78324	0	0	0	0	0	0	unclassified	1.0	0.7315412680447295	10.0	7.0	0.5833333333333334	ENSG00000198053	0.0	1.0	confirmable	1	1	1.0	1.0	0.0	1.0	1	1
plasma	SLC66A1LP	A1A4F0	0	1	0	0	0	0	affinity_only	5.0	0.5342042592072991	5.0	1.0	0.0				inference_limited	1	0					0	0
plasma	SLCO5A1	Q9H2Y9	0	1	0	0	0	0	affinity_only	1.0	0.561396352438499	23.0	8.0	0.0	ENSG00000137571	0.0	0.0	chemistry_limited	1	0	0.0	1.0	0.0	1.0	0	0
plasma	SLP1	Q8IYJ3	0	1	0	0	0	0	affinity_only	1.0	0.863808530666848	23.0	16.0	0.0416666666666666	ENSG00000142765	0.0	0.0	confirmable	1	1	0.0	1.0	0.0	0.0	0	0
plasma	SMOC1	Q9H4F8	1	1	0	0	0	0	both	1.0	0.5962653740522657	19.0	6.0	0.0	ENSG00000198732	1.0	1.0	chemistry_limited	1	1	1.0	1.0	1.0	1.0	0	0
plasma	SMS	P52788	0	1	0	0	0	0	affinity_only	1.0	0.926791562391555	20.0	8.0	0.0	ENSG00000102172	0.0	0.0	confirmable	1	1	1.0	1.0	1.0	0.0	1	0
plasma	SNAP25	P60880	0	0	1	0	0	0	affinity_only	1.0	0.8830669675290029	13.0	3.0	0.0	ENSG00000132639	0.0	0.0	confirmable	1	1	1.0	1.0	0.0	1.0	1	1
plasma	SPC25	Q9HBM1	0	1	0	0	0	0	affinity_only	1.0	0.7110696399550339	11.0	6.0	0.0	ENSG00000152253	0.0	0.0	confirmable	1	0	1.0	1.0	0.0	1.0	0	0
plasma	SPON1	Q9HCB6	0	1	0	0	0	0	affinity_only	1.0	0.7516279120287385	33.0	14.0	0.0	ENSG00000262655	1.0	1.0	confirmable	1	1	1.0	1.0	1.0	1.0	0	0
plasma	SPP1	P10451	0	0	0	1	0	0	other_only	1.0	0.852194535086944	11.0	9.0	0.0	ENSG00000118785	1.0	1.0	confirmable	1	1	1.0	1.0	0.0	1.0	1	1
plasma	STC1	P52823	0	1	0	0	0	0	affinity_only	1.0	0.6663071688276837	9.0	4.0	0.0	ENSG00000159167	1.0	1.0	chemistry_limited	1	1	1.0	1.0	1.0	1.0	0	0
plasma	SVEP1	Q4LDE5	0	1	0	0	0	0	affinity_only	1.0	0.7945400521731005	143.0	33.0	0.0	ENSG00000165124	1.0	1.0	confirmable	1	0	0.0	1.0	0.0	0.0	1	1
