ensg	Transcript count	Transcript length (including UTRs and CDS)	exon_count	manual_gc_content	cai	kozak_score	utr5_length	utr3_length	cds_length	utr5_gc	utr3_gc	utr3_to_cds_ratio
ENSG00000092010	35	965	11	51.60621761658031	0.6654047639587334	0.8125	69.0	146.0	747.0	69.56521739130434	46.57534246575342	0.19544846050870146
ENSG00000092020	36	1511	13	37.85572468563865	0.4976993589858126	0.9375	31.0	118.0	1359.0	61.29032258064516	33.89830508474576	0.08682855040470934
ENSG00000092036	50	1586	10	51.071878940731395	0.6046641410761681	0.3125	197.0	297.0	1089.0	66.49746192893402	43.43434343434344	0.2727272727272727
ENSG00000092051	13	4265	6	61.14888628370457	0.6659237254185976	0.1875	782.0	1596.0	1884.0	61.508951406649615	48.99749373433584	0.8471337579617835
ENSG00000092054	62	6027	40	57.308777169404344	0.750048126449096	0.9375	105.0	114.0	5805.0	59.04761904761905	52.63157894736842	0.019638242894056846
ENSG00000092067	4	1191	2	64.73551637279597	0.686109517505075	0.6875	164.0	181.0	843.0	68.90243902439023	57.4585635359116	0.2147093712930012
ENSG00000092068	21	4236	11	52.903682719546744	0.6739898590936354	0.75	746.0	1882.0	1605.0	44.10187667560322	53.82571732199788	1.1725856697819315
ENSG00000092094	35	1976	11	50.6578947368421	0.5947166279140454	0.625	129.0	839.0	1005.0	64.34108527131784	44.69606674612634	0.8348258706467662
ENSG00000092096	11	2372	10	64.62900505902192	0.6642303927790822	0.8125	479.0	330.0	1560.0	72.86012526096033	57.27272727272727	0.21153846153846154
ENSG00000092098	49	3502	21	61.02227298686464	0.6313358426490202	0.375	201.0	82.0	3216.0	75.12437810945273	58.536585365853654	0.025497512437810944
ENSG00000092108	91	2190	25	37.853881278538815	0.4841420842344696	0.625	20.0	241.0	1926.0	65.0	25.311203319502074	0.12512980269989615
ENSG00000092140	25	5770	15	32.755632582322356	0.4950405593843092	0.4375	119.0	3530.0	2118.0	59.66386554621849	29.320113314447593	1.6666666666666667
ENSG00000092148	65	9445	43	44.415034409740606	0.48467853173259184	1.0	799.0	813.0	7830.0	72.3404255319149	35.67035670356704	0.10383141762452107
ENSG00000092199	141	3165	9	40.18957345971564	0.5809457052381537	0.8125	207.0	2076.0	879.0	51.690821256038646	35.83815028901734	2.361774744027304
ENSG00000092200	13	4061	25	48.14085200689485	0.5796450604414811	0.625	115.0	85.0	3858.0	45.21739130434783	34.11764705882353	0.022032141005702437
ENSG00000092201	21	4433	26	44.19129257838935	0.5743651016277584	0.875	92.0	1197.0	3141.0	70.65217391304348	43.609022556390975	0.38108882521489973
ENSG00000092203	41	4514	9	45.90163934426229	0.5963804030860963	0.6875	84.0	2564.0	1863.0	64.28571428571429	41.458658346333856	1.3762748255501878
ENSG00000092208	46	1320	10	39.84848484848485	0.4905047835964718	1.0	16.0	494.0	807.0	50.0	30.971659919028337	0.6121437422552665
ENSG00000092295	11	2744	15	58.709912536443156	0.6531120829077652	0.5625	91.0	199.0	2451.0	59.34065934065934	57.78894472361809	0.08119135046919625
ENSG00000092330	51	1801	9	55.02498611882287	0.5963156363427103	0.9375	291.0	154.0	1353.0	67.35395189003437	36.36363636363637	0.11382113821138211
ENSG00000092345	4	2974	11	36.7182246133154	0.5419710340730947	0.5	218.0	1868.0	885.0	63.76146788990825	31.102783725910065	2.1107344632768363
ENSG00000092377	6	2396	19	51.878130217028385	0.6177070439206981	0.375	636.0	191.0	1566.0	59.59119496855346	35.602094240837694	0.12196679438058748
ENSG00000092421	36	6828	19	48.76977152899824	0.6261639010623123	0.5	677.0	3058.0	3090.0	58.49335302806499	42.96926095487247	0.9896440129449838
ENSG00000092439	16	10382	39	39.539587748025426	0.49528217634994776	0.5	264.0	4520.0	5595.0	67.04545454545455	39.3141592920354	0.8078641644325291
ENSG00000092445	34	8032	19	52.4402390438247	0.6485789243476849	0.4375	46.0	5313.0	2670.0	84.78260869565217	48.616600790513836	1.989887640449438
ENSG00000092470	10	3932	13	40.25940996948118	0.5314130211830834	0.5	31.0	2020.0	1878.0	67.74193548387096	36.93069306930693	1.0756123535676252
ENSG00000092529	60	3315	24	51.76470588235295	0.6807440624256732	0.625	305.0	544.0	2463.0	43.278688524590166	52.57352941176471	0.22086885911490053
ENSG00000092531	48	2310	8	40.0	0.556551865067636	0.75	94.0	1580.0	633.0	64.8936170212766	37.278481012658226	2.4960505529225907
ENSG00000092607	5	4042	8	50.54428500742206	0.6325742745546282	0.375	548.0	1685.0	1806.0	64.59854014598541	43.97626112759644	0.9330011074197121
ENSG00000092621	39	1866	12	58.09217577706324	0.6630628050466308	0.8125	89.0	175.0	1599.0	59.55056179775281	52.0	0.10944340212632896
ENSG00000092758	24	2497	32	67.44092911493793	0.6000384418442775	0.9375	15.0	427.0	2052.0	66.66666666666666	48.00936768149883	0.2080896686159844
ENSG00000092820	55	3052	14	50.720838794233295	0.6902008691141113	0.4375	125.0	1166.0	1758.0	63.2	44.16809605488851	0.6632536973833902
ENSG00000092841	109	708	7	53.38983050847458	0.6925284978784917	0.375	43.0	209.0	453.0	55.81395348837209	53.110047846889955	0.4613686534216336
ENSG00000092847	18	13712	19	46.375437572928824	0.6534930830342538	0.6875	213.0	10925.0	2571.0	74.64788732394366	43.86270022883295	4.249319330999611
ENSG00000092850	13	1490	10	57.852348993288594	0.7011553566617819	0.9375	108.0	89.0	1290.0	62.03703703703704	53.93258426966292	0.06899224806201551
ENSG00000092853	11	8512	25	43.99671052631579	0.5503657101622078	0.625	108.0	4384.0	4017.0	63.888888888888886	44.00091240875913	1.091361712720936
ENSG00000092871	49	7210	7	47.01803051317614	0.6570572496271296	0.5	140.0	5978.0	1089.0	46.42857142857143	45.416527266644366	5.489439853076217
ENSG00000092929	29	4080	32	62.916666666666664	0.7190200678452076	0.875	67.0	740.0	3270.0	61.19402985074627	62.70270270270271	0.22629969418960244
ENSG00000092931	64	2573	13	43.91760590750097	0.5536174341120053	0.375	234.0	989.0	1347.0	57.692307692307686	41.25379170879677	0.7342242019302153
ENSG00000092964	9	4798	14	50.875364735306384	0.6516681126238897	1.0	295.0	2469.0	2031.0	72.20338983050848	42.729850141757794	1.2156573116691285
ENSG00000092969	6	5868	7	42.19495569188821	0.5914200348766476	0.5	1366.0	3257.0	1242.0	55.05124450951684	34.66380104390544	2.6223832528180355
ENSG00000092978	15	5859	10	38.214712408260795	0.5442218171740844	0.0625	119.0	4153.0	1584.0	57.14285714285714	34.74596677100891	2.6218434343434343
ENSG00000093000	37	5151	8	42.53543001358959	0.5415092958313088	0.875	382.0	3362.0	1404.0	65.96858638743456	38.875669244497324	2.3945868945868947
ENSG00000093009	17	1879	19	51.25066524747206	0.6508005168660034	0.5625	49.0	129.0	1698.0	75.51020408163265	30.23255813953488	0.07597173144876325
ENSG00000093010	42	2272	6	59.11091549295775	0.7467470000840551	0.4375	217.0	1239.0	813.0	70.04608294930875	55.44794188861986	1.5239852398523985
ENSG00000093072	33	4355	10	50.49368541905855	0.6761754686276782	0.125	126.0	2693.0	1533.0	58.730158730158735	50.0185666542889	1.756686236138291
ENSG00000093144	42	2339	6	39.033775117571615	0.483982231671439	0.6875	276.0	1157.0	903.0	61.59420289855072	32.0656871218669	1.2812846068660022
ENSG00000093167	357	3490	28	42.32091690544413	0.5589327849229121	0.6875	99.0	1225.0	2163.0	35.35353535353536	37.38775510204081	0.5663430420711975
ENSG00000093183	42	6340	7	44.132492113564666	0.6012561722765061	0.75	149.0	5279.0	909.0	69.79865771812081	42.583822693691985	5.807480748074807
ENSG00000093217	36	3667	19	48.43196073084265	0.5859937008241751	1.0	84.0	1972.0	1608.0	71.42857142857143	43.45841784989858	1.2263681592039801
ENSG00000094631	117	4118	29	57.60077707625061	0.6360693633785002	0.5625	106.0	364.0	3645.0	66.0377358490566	50.824175824175825	0.09986282578875172
ENSG00000094661	2	5984	2	48.07820855614973	0.6578951632867475	0.0625	22.0	4837.0	1122.0	72.72727272727273	46.78519743642754	4.311051693404635
ENSG00000094755	13	3304	10	43.06900726392252	0.6214698931137475	0.5	192.0	1789.0	1320.0	57.8125	38.3454443823365	1.3553030303030302
ENSG00000094796	2	1615	7	59.504643962848306	0.7758141051454939	0.5625	69.0	295.0	1248.0	56.52173913043478	53.22033898305085	0.23637820512820512
ENSG00000094804	23	4564	12	44.785276073619634	0.5407089652593273	0.5	225.0	2656.0	1680.0	62.22222222222222	43.411144578313255	1.5809523809523809
ENSG00000094841	23	2474	7	41.552142279708974	0.5757455736314493	0.375	170.0	1374.0	927.0	55.294117647058826	34.425036390101894	1.4822006472491909
ENSG00000094880	22	3133	16	43.08969039259496	0.5462232124605454	0.75	11.0	1328.0	1791.0	54.54545454545454	39.006024096385545	0.7414852037967616
ENSG00000094914	33	1815	16	57.35537190082645	0.6130451325911771	0.4375	145.0	29.0	1638.0	63.44827586206897	24.137931034482758	0.017704517704517704
ENSG00000094916	36	11546	5	41.832669322709165	0.5952099444320764	0.8125	157.0	10813.0	573.0	62.42038216560509	41.551835753259965	18.87085514834206
ENSG00000094963	18	5215	9	37.25790987535954	0.5709822724560656	0.375	66.0	3541.0	1605.0	43.93939393939394	33.74752894662525	2.2062305295950155
ENSG00000094975	10	5625	24	39.111111111111114	0.49584429517800294	0.5	286.0	1574.0	3762.0	70.27972027972028	33.481575603557815	0.41839447102605
ENSG00000095002	37	3115	16	40.25682182985554	0.5088801063042261	0.75	36.0	274.0	2802.0	50.0	28.467153284671532	0.09778729478943611
ENSG00000095015	8	7036	20	42.68050028425242	0.5346602841996039	0.75	25.0	2472.0	4536.0	56.00000000000001	31.715210355987054	0.544973544973545
ENSG00000095059	52	1345	9	57.62081784386617	0.6959372031789534	0.5	114.0	121.0	1107.0	64.91228070175438	49.586776859504134	0.1093044263775971
ENSG00000095066	66	2542	23	61.32966168371361	0.6512505545761773	0.75	103.0	279.0	2157.0	76.69902912621359	52.32974910394266	0.12934631432545202
ENSG00000095110	13	4972	9	38.91794046661303	0.5929662778004092	0.5	294.0	3034.0	1641.0	42.517006802721085	35.95912986156888	1.8488726386349787
ENSG00000095139	11	3994	10	43.415122684026045	0.5469597081376781	0.875	139.0	2319.0	1533.0	69.06474820143885	41.22466580422596	1.512720156555773
ENSG00000095203	17	5896	26	49.62686567164179	0.5936114059026071	0.375	613.0	2580.0	2700.0	85.15497553017944	36.860465116279066	0.9555555555555556
ENSG00000095209	36	3545	6	35.62764456981664	0.5283408505419283	0.625	120.0	2549.0	873.0	75.0	30.953315025500196	2.919816723940435
ENSG00000095261	27	3381	10	40.698018337769895	0.5112711567716905	0.6875	13.0	1853.0	1512.0	76.92307692307693	36.859147328656235	1.2255291005291005
ENSG00000095303	21	5020	11	50.69721115537848	0.6542133330303584	0.6875	61.0	3159.0	1797.0	73.77049180327869	46.691991136435576	1.7579298831385644
ENSG00000095319	32	5689	44	52.52241167164704	0.5997403784344915	0.6875	21.0	418.0	5247.0	80.95238095238095	55.26315789473685	0.07966457023060797
ENSG00000095321	70	2768	14	62.10260115606936	0.7429097927692222	0.4375	284.0	603.0	1878.0	76.76056338028168	62.68656716417911	0.3210862619808307
ENSG00000095370	19	3051	12	60.83251392985907	0.6812892351737293	0.375	39.0	429.0	2580.0	53.84615384615385	53.379953379953385	0.16627906976744186
ENSG00000095380	34	1179	6	53.774385072095	0.6494502539776131	0.5	77.0	22.0	1077.0	68.83116883116884	31.818181818181817	0.02042711234911792
ENSG00000095383	26	3265	13	60.33690658499234	0.7143709763540295	0.8125	108.0	370.0	2784.0	71.29629629629629	51.621621621621614	0.13290229885057472
ENSG00000095397	25	4070	12	64.47174447174447	0.672420853958933	0.4375	672.0	674.0	2721.0	72.32142857142857	56.37982195845698	0.24770305034913634
ENSG00000095464	3	3358	22	42.97200714711138	0.5830302998999005	0.9375	189.0	592.0	2574.0	47.61904761904761	36.6554054054054	0.22999222999222999
ENSG00000095485	31	2591	14	45.735237360092626	0.5646904349812959	0.375	45.0	929.0	1614.0	46.666666666666664	46.60925726587728	0.5755885997521685
ENSG00000095539	13	4489	15	57.83025172644242	0.6257183714477952	0.5	472.0	1485.0	2529.0	58.686440677966104	54.882154882154886	0.5871886120996441
ENSG00000095564	19	8361	38	39.504843918191604	0.4811328121405243	0.9375	307.0	2504.0	5547.0	73.61563517915309	31.150159744408946	0.45141517937623943
ENSG00000095574	21	4532	5	35.635481023830536	0.5585165074547875	0.6875	299.0	2973.0	1257.0	44.14715719063545	30.205179952909518	2.3651551312649164
ENSG00000095585	35	4344	17	41.87384898710866	0.5665855688579671	0.6875	171.0	2802.0	1368.0	53.216374269005854	38.29407566024268	2.0482456140350878
ENSG00000095587	11	6769	21	48.53006352489289	0.675325983462703	0.625	241.0	3480.0	3045.0	72.61410788381743	40.201149425287355	1.1428571428571428
ENSG00000095596	8	2117	7	49.692961738308924	0.6261117224472821	0.9375	42.0	581.0	1491.0	88.09523809523809	29.43201376936317	0.38967136150234744
ENSG00000095627	9	8149	25	39.7103939133636	0.5032648259365892	0.125	70.0	4536.0	3540.0	64.28571428571429	39.39594356261023	1.2813559322033898
ENSG00000095637	229	7348	33	46.97876973326075	0.5769589645234058	0.625	183.0	3286.0	3876.0	61.20218579234973	41.53986609860012	0.8477812177502579
ENSG00000095713	18	2683	15	59.411106969809914	0.6800628425293336	0.75	149.0	548.0	1983.0	79.86577181208054	49.27007299270073	0.27634896621280886
ENSG00000095739	6	1691	3	51.212300413956235	0.6159339585610469	0.4375	377.0	531.0	780.0	76.12732095490716	32.39171374764595	0.6807692307692308
ENSG00000095752	3	2378	5	56.34987384356602	0.68172735730651	0.625	153.0	1625.0	597.0	75.81699346405229	49.53846153846154	2.7219430485762146
ENSG00000095777	16	5624	35	42.81650071123755	0.5289802409768463	0.375	204.0	569.0	4848.0	58.333333333333336	55.536028119507904	0.11736798679867987
ENSG00000095787	48	5912	14	41.69485791610284	0.5287729300403345	0.3125	462.0	3506.0	1941.0	76.62337662337663	35.767256132344556	1.8062854198866565
ENSG00000095794	53	2857	8	44.207210360518026	0.532529356893153	0.5625	402.0	1555.0	897.0	64.6766169154229	38.0064308681672	1.73355629877369
ENSG00000095906	34	1349	7	66.4936990363232	0.7197237813657388	0.6875	61.0	472.0	813.0	78.68852459016394	65.2542372881356	0.5805658056580566
ENSG00000095917	3	1573	5	65.16211061665607	0.6993110578631926	0.5	212.0	632.0	726.0	66.0377358490566	65.34810126582279	0.8705234159779615
ENSG00000095932	5	1312	4	56.02134146341463	0.6867850006968484	0.75	62.0	857.0	390.0	70.96774193548387	54.725787631271885	2.1974358974358976
ENSG00000095951	13	9053	9	45.55396001325527	0.5392276563818774	0.5	358.0	538.0	8154.0	65.92178770949721	28.25278810408922	0.06597988717194016
ENSG00000095970	9	983	5	57.88402848423194	0.6647655062333784	0.8125	34.0	256.0	690.0	64.70588235294117	50.390625	0.3710144927536232
ENSG00000095981	5	1095	5	61.369863013698634	0.6981932045592034	0.5625	162.0	48.0	882.0	67.28395061728395	72.91666666666666	0.05442176870748299
ENSG00000096006	5	2152	8	36.89591078066915	0.5591091179537409	0.125	21.0	1354.0	774.0	47.61904761904761	33.16100443131462	1.7493540051679586
ENSG00000096060	97	3750	11	43.17333333333334	0.5738654103446758	0.625	131.0	2245.0	1371.0	70.22900763358778	40.40089086859688	1.637490882567469
ENSG00000096063	37	4348	16	41.19135234590616	0.5394527935273452	0.875	42.0	2338.0	1965.0	69.04761904761905	38.622754491017965	1.189821882951654
ENSG00000096070	25	6052	13	54.62656972901521	0.6445925077900619	0.6875	253.0	2181.0	3615.0	82.6086956521739	48.50985786336543	0.6033195020746888
ENSG00000096080	18	1163	6	57.265692175408425	0.5951548981546626	0.6875	12.0	560.0	588.0	33.33333333333333	57.14285714285714	0.9523809523809523
ENSG00000096088	13	1371	9	56.89277899343544	0.7121424861358889	0.5625	63.0	141.0	1164.0	58.730158730158735	46.808510638297875	0.1211340206185567
ENSG00000096092	18	988	5	38.76518218623482	0.4932668436758979	0.4375	149.0	539.0	297.0	65.1006711409396	28.014842300556587	1.8148148148148149
ENSG00000096093	52	6849	11	43.6852095196379	0.5376656869953991	0.75	69.0	4857.0	1920.0	66.66666666666666	43.19538809964999	2.5296875
ENSG00000096150	8	613	6	52.039151712887445	0.5926794704303218	0.6875	110.0	44.0	456.0	57.27272727272727	34.090909090909086	0.09649122807017543
ENSG00000096155	33	3755	25	59.733688415446075	0.6123049854362869	0.9375	249.0	107.0	3396.0	65.06024096385542	44.85981308411215	0.031507656065959955
ENSG00000096171	14	4312	30	62.59276437847866	0.6585420286648779	0.5625	441.0	76.0	3792.0	73.69614512471655	53.94736842105263	0.020042194092827006
ENSG00000096264	4	1125	5	55.46666666666666	0.6375736910322766	0.25	245.0	25.0	852.0	59.183673469387756	12.0	0.029342723004694836
ENSG00000096384	70	2555	12	47.20156555772994	0.6200106200856342	0.375	95.0	285.0	2172.0	48.421052631578945	44.21052631578947	0.13121546961325967
ENSG00000096395	6	558	5	54.659498207885306	0.6593826129683091	0.625	58.0	152.0	345.0	58.620689655172406	53.289473684210535	0.4405797101449275
ENSG00000096401	12	6241	16	38.40730652139081	0.5178469138079895	0.375	118.0	3714.0	2406.0	59.32203389830508	34.84114162627894	1.5436408977556109
ENSG00000096433	7	9079	58	58.541689613393544	0.7455466685639756	0.6875	281.0	782.0	8013.0	79.35943060498221	52.55754475703325	0.09759141395232747
ENSG00000096654	12	3328	6	42.30769230769231	0.5517948038966355	0.625	516.0	556.0	2253.0	60.27131782945736	30.575539568345324	0.2467820683533067
ENSG00000096696	19	9697	24	47.664226049293596	0.6164530193159448	0.5	245.0	836.0	8613.0	75.51020408163265	32.6555023923445	0.0970625798212005
ENSG00000096717	22	4107	9	40.63793523252983	0.49926388305720143	0.75	66.0	1797.0	2241.0	71.21212121212122	31.10740122426266	0.8018741633199464
ENSG00000096746	100	2356	10	39.855687606112056	0.5085092916698696	0.625	176.0	1139.0	1038.0	56.25	31.69446883230904	1.0973025048169558
ENSG00000096872	21	5325	20	34.629107981220656	0.5069711167767863	0.875	124.0	3398.0	1800.0	58.87096774193549	32.04826368452031	1.8877777777777778
ENSG00000096968	23	7023	25	36.651003844510896	0.5131315261868655	0.375	467.0	3157.0	3396.0	68.73661670235546	29.6484003801077	0.9296230859835101
ENSG00000096996	9	2713	17	59.85993365278289	0.6738465477809588	0.4375	111.0	613.0	1986.0	62.16216216216216	56.6068515497553	0.30866062437059416
ENSG00000097007	9	5578	11	59.28648261025457	0.6624657799060211	0.5	193.0	1992.0	3390.0	84.4559585492228	57.27911646586345	0.5876106194690266
ENSG00000097021	18	1806	9	63.01218161683278	0.7162217248150223	0.25	368.0	325.0	1110.0	76.08695652173914	52.0	0.2927927927927928
ENSG00000097033	30	6371	9	39.44435724376079	0.5216327930685981	0.375	324.0	4949.0	1095.0	74.38271604938271	36.69428167306526	4.519634703196347
ENSG00000097046	38	3215	12	38.25816485225506	0.5128270782802543	0.625	161.0	1329.0	1722.0	57.14285714285714	32.58088788562829	0.7717770034843205
ENSG00000097096	15	5466	7	40.724478594950604	0.5202755014941418	0.75	20.0	1861.0	3582.0	50.0	31.434712520150455	0.5195421552205471
ENSG00000099139	33	10226	38	49.00254253862703	0.6521529753277672	1.0	509.0	4053.0	5661.0	74.65618860510806	39.92104613866272	0.71595124536301
ENSG00000099194	16	5245	6	46.50142993326978	0.6215977500392074	0.375	272.0	3893.0	1077.0	65.44117647058823	43.9506807089648	3.6146703806870937
ENSG00000099203	13	1633	4	61.11451316595223	0.6628692503121988	0.0	21.0	928.0	681.0	71.42857142857143	60.23706896551724	1.3627019089574155
ENSG00000099204	16	7560	23	45.97883597883598	0.6126002915600572	0.375	75.0	5148.0	2334.0	54.666666666666664	43.142968142968144	2.2056555269922877
ENSG00000099219	45	5377	15	44.50437046680305	0.5366560147801029	0.9375	90.0	2572.0	2712.0	80.0	40.552099533437016	0.948377581120944
ENSG00000099246	54	4875	7	36.717948717948715	0.5121031062057884	0.625	66.0	4188.0	618.0	72.72727272727273	35.5062082139446	6.776699029126213
ENSG00000099250	55	5640	17	44.25531914893617	0.6132625301552922	0.75	285.0	2583.0	2769.0	56.84210526315789	37.51451800232288	0.9328277356446371
ENSG00000099256	13	1939	9	38.78287777204745	0.5646589740307715	0.875	31.0	1230.0	675.0	64.51612903225806	35.44715447154472	1.8222222222222222
ENSG00000099260	16	2334	8	41.17395029991431	0.5615880901935315	0.625	205.0	473.0	1653.0	52.19512195121951	30.021141649048626	0.28614640048396855
ENSG00000099282	32	1703	8	57.48678802113917	0.6936881309919107	0.375	130.0	688.0	882.0	77.6923076923077	56.395348837209305	0.780045351473923
ENSG00000099284	35	1932	9	52.89855072463768	0.61911339164402	0.4375	214.0	599.0	1116.0	65.42056074766354	45.07512520868113	0.5367383512544803
ENSG00000099290	110	4642	31	47.716501507970705	0.5706441029842455	0.375	52.0	564.0	4023.0	73.07692307692307	40.78014184397163	0.1401938851603281
ENSG00000099308	15	6020	28	60.780730897009974	0.6588642549126994	1.0	15.0	1961.0	4041.0	86.66666666666667	53.442121366649666	0.4852759218015343
ENSG00000099326	43	2666	6	66.39159789947486	0.6574067162651773	0.125	321.0	140.0	2202.0	65.42056074766354	53.57142857142857	0.06357856494096276
ENSG00000099330	36	1111	6	61.65616561656165	0.6686669094520578	0.125	22.0	294.0	792.0	54.54545454545454	54.761904761904766	0.3712121212121212
ENSG00000099331	30	7606	40	60.4522745201157	0.703457478948608	0.4375	156.0	976.0	6471.0	83.33333333333334	57.58196721311475	0.15082676556946376
ENSG00000099337	11	5721	3	53.92413913651459	0.6799454031577868	0.6875	106.0	4673.0	939.0	75.47169811320755	50.6526856409159	4.9765708200212995
ENSG00000099338	19	3691	29	55.35085342725549	0.7015760348137231	0.4375	60.0	151.0	3477.0	53.333333333333336	50.331125827814574	0.04342824273799252
ENSG00000099341	16	1518	7	57.44400527009223	0.6612503397528205	0.5	31.0	434.0	1050.0	61.29032258064516	52.53456221198156	0.41333333333333333
ENSG00000099364	9	4490	11	67.59465478841871	0.629093309875511	0.125	912.0	1553.0	2022.0	74.12280701754386	63.9407598197038	0.768051434223541
ENSG00000099365	5	4674	10	59.11424903722722	0.6951077829776913	0.4375	242.0	3565.0	864.0	80.57851239669421	58.87798036465638	4.126157407407407
ENSG00000099377	32	2171	7	61.53846153846154	0.7273894873587475	0.8125	97.0	964.0	1107.0	71.1340206185567	57.676348547717836	0.8708220415537489
ENSG00000099381	6	5991	19	62.57719913203138	0.6675366593909804	0.6875	226.0	641.0	5121.0	69.02654867256636	59.75039001560063	0.12517086506541691
ENSG00000099385	23	857	6	66.86114352392065	0.6516607702510396	0.75	133.0	70.0	651.0	84.9624060150376	52.85714285714286	0.10752688172043011
ENSG00000099399	3	1607	2	46.048537647790916	0.6003402046055325	0.5	98.0	549.0	957.0	63.26530612244898	33.697632058287795	0.5736677115987461
ENSG00000099617	1	2424	4	64.27392739273927	0.6677996022246246	1.0	296.0	1486.0	639.0	87.16216216216216	57.87348586810229	2.325508607198748
ENSG00000099622	59	3346	6	57.083084279736994	0.6102220667878261	0.875	85.0	2367.0	891.0	68.23529411764706	55.893536121673	2.6565656565656566
ENSG00000099624	15	995	4	69.54773869346734	0.6932704340371312	0.625	100.0	388.0	504.0	79.0	69.0721649484536	0.7698412698412699
ENSG00000099625	30	3281	10	73.36177994513868	0.6493562840192606	0.375	271.0	892.0	2115.0	80.44280442804428	72.75784753363229	0.42174940898345153
ENSG00000099715	10	8550	6	38.47953216374269	0.539933533007214	0.5	521.0	4282.0	3744.0	54.894433781190024	30.990191499299392	1.1436965811965811
ENSG00000099721	2	926	7	51.18790496760259	0.7038295636171268	0.75	192.0	155.0	576.0	45.3125	30.967741935483872	0.2690972222222222
ENSG00000099769	7	2058	2	68.27016520894071	0.6786440614966062	0.6875	53.0	187.0	1815.0	67.9245283018868	62.56684491978609	0.10303030303030303
ENSG00000099783	27	2477	16	53.088413403310454	0.5993846296074825	0.75	24.0	260.0	2190.0	54.166666666666664	32.30769230769231	0.1187214611872146
ENSG00000099785	43	1380	5	61.3768115942029	0.6538842586058643	0.6875	168.0	471.0	738.0	79.76190476190477	52.4416135881104	0.6382113821138211
ENSG00000099795	13	535	3	64.85981308411215	0.7509380925191944	0.9375	66.0	55.0	411.0	65.15151515151516	58.18181818181818	0.13381995133819952
ENSG00000099797	64	1139	13	60.491659350307295	0.7432356121468101	0.75	103.0	109.0	924.0	66.99029126213593	68.80733944954129	0.11796536796536797
ENSG00000099800	13	1664	3	62.13942307692307	0.7584588614909493	1.0	53.0	1323.0	285.0	64.15094339622641	62.131519274376416	4.6421052631578945
ENSG00000099804	17	1418	5	65.0916784203103	0.7495608434302767	0.875	172.0	535.0	708.0	84.30232558139535	62.24299065420561	0.7556497175141242
ENSG00000099810	31	6032	8	38.84283819628647	0.5799413355395923	0.8125	113.0	5067.0	849.0	64.60176991150442	36.74758239589501	5.968197879858657
ENSG00000099812	26	2885	5	62.946273830155974	0.6953125112709334	0.75	117.0	728.0	2037.0	65.8119658119658	56.730769230769226	0.35738831615120276
ENSG00000099814	10	6727	19	66.34458153708934	0.6848029489167162	0.375	273.0	1789.0	4662.0	79.12087912087912	62.21352711011738	0.3837408837408837
ENSG00000099817	58	2854	8	59.4604064470918	0.7478532775051128	0.875	60.0	2161.0	630.0	80.0	58.53771402128645	3.43015873015873
ENSG00000099821	51	3771	21	66.10978520286396	0.6977028887223574	0.4375	25.0	53.0	3690.0	76.0	52.83018867924528	0.014363143631436315
ENSG00000099822	1	3420	8	70.8187134502924	0.6646147770505118	0.875	65.0	685.0	2667.0	89.23076923076924	73.86861313868613	0.2568428946381702
ENSG00000099834	47	3359	15	64.45370646025603	0.6752750455178159	0.625	53.0	768.0	2535.0	66.0377358490566	64.32291666666666	0.3029585798816568
ENSG00000099840	19	975	10	62.05128205128205	0.7419654869829727	0.8125	31.0	245.0	696.0	83.87096774193549	67.3469387755102	0.35201149425287354
ENSG00000099849	22	2017	6	69.21170054536441	0.6506183278574427	0.5625	515.0	380.0	1119.0	78.83495145631068	61.05263157894737	0.33958891867739055
ENSG00000099860	14	1371	4	57.4033552151714	0.668920047911396	0.5625	232.0	656.0	480.0	52.1551724137931	55.487804878048784	1.3666666666666667
ENSG00000099864	16	2891	9	67.58906952611554	0.6962974757920131	0.75	212.0	1515.0	1161.0	84.43396226415094	66.53465346534654	1.3049095607235142
ENSG00000099866	9	1541	5	66.25567813108371	0.684592463359852	0.8125	14.0	378.0	1146.0	64.28571428571429	50.0	0.3298429319371728
ENSG00000099875	22	3785	14	61.87582562747688	0.7416897820015571	0.75	245.0	2142.0	1395.0	84.48979591836735	58.59010270774977	1.5354838709677419
ENSG00000099889	31	4056	20	66.00098619329388	0.6553704569964728	0.8125	307.0	860.0	2886.0	78.17589576547232	61.395348837209305	0.29799029799029797
ENSG00000099899	38	2886	12	63.340263340263334	0.7085569562752264	0.625	320.0	688.0	1875.0	72.5	60.029069767441854	0.36693333333333333
ENSG00000099901	16	1221	6	48.812448812448814	0.6104898265289451	0.9375	81.0	303.0	834.0	62.96296296296296	30.693069306930692	0.36330935251798563
ENSG00000099904	20	5049	11	65.8546246781541	0.6617946521406805	0.375	144.0	2607.0	2295.0	87.5	64.40352896049099	1.1359477124183006
ENSG00000099910	36	2528	7	59.57278481012658	0.6857014669406816	0.625	69.0	554.0	1902.0	66.66666666666666	59.92779783393502	0.2912723449001052
ENSG00000099917	73	3351	18	60.9967173977917	0.6728108334289014	0.8125	69.0	915.0	2364.0	75.36231884057972	60.0	0.3870558375634518
ENSG00000099937	9	2203	5	49.43259192010894	0.6498075891645869	0.375	49.0	654.0	1497.0	48.97959183673469	49.235474006116206	0.43687374749499
