is_in_complex	n_complexes	complex_size_mean	complex_size_max	in_large_complex	ensg	n_conserved_mirna_sites	n_mirna_families	uorf_count	uorf_max_length_aa	uorf_mean_length_aa	uorf_mean_phastcon	has_uorf	rbp_n_binding_rbps	rbp_hur_binding	rbp_hnrnp_binding	rbp_pumilio_binding	rbp_destab_binding
0.0	0.0			0.0	ENSG00000142168	0.0	0.0	41.0	74.0	45.68292682926829	0.15958536585365854	1.0	168.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142173	1.0	1.0	0.0				0.0	30.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142178	25.0	19.0	0.0				0.0	25.0	0.0	0.0	0.0	0.0
1.0	1.0	2.0	2.0	0.0	ENSG00000142182	0.0	0.0	0.0				0.0	15.0	1.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142185	0.0	0.0	1.0	17.0	17.0	0.0121	1.0	40.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142186	4.0	4.0	22.0	77.0	41.40909090909091	0.829509090909091	1.0	164.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142188	13.0	12.0	2.0	12.0	12.0	0.2281	1.0	162.0	1.0	1.0	1.0	0.0
1.0	30.0	2.433333333333333	5.0	0.0	ENSG00000142192	29.0	25.0	93.0	28.0	17.72043010752688	0.8765032258064517	1.0	107.0	1.0	1.0	0.0	0.0
1.0	1.0	3.0	3.0	0.0	ENSG00000142197	0.0	0.0	0.0				0.0	104.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142207	5.0	5.0	2.0	80.0	64.5	0.41864999999999997	1.0	168.0	1.0	1.0	1.0	0.0
1.0	16.0	2.875	7.0	0.0	ENSG00000142208	4.0	4.0	8.0	78.0	64.75	0.291125	1.0	167.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142224	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142227	0.0	0.0	73.0	62.0	38.23287671232877	0.7600616438356164	1.0	141.0	1.0	1.0	1.0	0.0
1.0	2.0	2.5	3.0	0.0	ENSG00000142230	4.0	4.0	84.0	72.0	35.595238095238095	0.8403857142857143	1.0	165.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142233	1.0	1.0	0.0				0.0	40.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142235	4.0	4.0	0.0				0.0	152.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142252	1.0	1.0	22.0	34.0	12.318181818181818	0.08808181818181819	1.0	148.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142273	1.0	1.0	0.0				0.0	62.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142279	6.0	6.0	4.0	16.0	16.0	0.2225	1.0	113.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142303	6.0	6.0	0.0				0.0	83.0	0.0	1.0	0.0	0.0
1.0	8.0	1.875	2.0	0.0	ENSG00000142319	2.0	2.0	0.0				0.0	5.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142327	7.0	6.0	0.0				0.0	161.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142330	2.0	2.0	0.0				0.0	153.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142347	8.0	8.0	0.0				0.0	80.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142396	0.0	0.0	120.0	55.0	25.841666666666665	0.1111525	1.0	150.0	1.0	1.0	1.0	0.0
1.0	2.0	2.5	3.0	0.0	ENSG00000142405	0.0	0.0	0.0				0.0	3.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142408	3.0	3.0	0.0				0.0	4.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142409	3.0	3.0	31.0	68.0	43.74193548387097	0.7543516129032258	1.0	168.0	1.0	1.0	1.0	0.0
1.0	2.0	4.5	6.0	0.0	ENSG00000142444	0.0	0.0	0.0				0.0	145.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142449	2.0	2.0	0.0				0.0	62.0	1.0	1.0	0.0	0.0
1.0	1.0	10.0	10.0	1.0	ENSG00000142453	14.0	13.0	0.0				0.0	167.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142459	10.0	8.0	0.0				0.0	123.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142484	1.0	1.0	0.0				0.0	101.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142494	0.0	0.0	0.0				0.0	146.0	1.0	1.0	1.0	0.0
1.0	5.0	20.6	36.0	1.0	ENSG00000142507	0.0	0.0	0.0				0.0	150.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142512	0.0	0.0	0.0				0.0	74.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142513	1.0	1.0	0.0				0.0	23.0	1.0	1.0	0.0	0.0
1.0	2.0	2.5	3.0	0.0	ENSG00000142515	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142528	6.0	6.0	7.0	69.0	41.142857142857146	0.18212857142857142	1.0	137.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142530	0.0	0.0	0.0				0.0	52.0	1.0	1.0	0.0	0.0
1.0	5.0	52.4	104.0	1.0	ENSG00000142534	0.0	0.0	0.0				0.0	168.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142538	0.0	0.0	0.0				0.0	5.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142539	1.0	1.0	0.0				0.0	155.0	1.0	1.0	1.0	0.0
1.0	4.0	58.75	104.0	1.0	ENSG00000142541	0.0	0.0	0.0				0.0	167.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142544	0.0	0.0	0.0				0.0	119.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142546	0.0	0.0	22.0	75.0	73.77272727272727	0.7923454545454546	1.0	161.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142549	20.0	18.0	0.0				0.0	50.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142552	4.0	4.0	4.0	24.0	23.0	0.11425	1.0	142.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142556	2.0	2.0	29.0	36.0	24.724137931034484	0.09314137931034482	1.0	129.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142583	1.0	1.0	0.0				0.0	5.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142599	18.0	18.0	44.0	55.0	21.522727272727273	0.9081295454545455	1.0	168.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142606	0.0	0.0	0.0				0.0	90.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142609	0.0	0.0	0.0				0.0	74.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142611	48.0	41.0	0.0				0.0	113.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142619	1.0	1.0	0.0				0.0	1.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142621	2.0	2.0	0.0				0.0	26.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142623	3.0	3.0	0.0				0.0	4.0	1.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142627	7.0	7.0	0.0				0.0	107.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142632	0.0	0.0	3.0	34.0	31.0	0.9157000000000001	1.0	123.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142634	10.0	10.0	11.0	25.0	16.818181818181817	0.6268363636363636	1.0	148.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	0.0	ENSG00000142655	1.0	1.0	2.0	36.0	36.0	0.931	1.0	165.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142657	2.0	2.0	32.0	14.0	12.875	0.683	1.0	166.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142661	0.0	0.0	0.0				0.0	104.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142669	8.0	8.0	35.0	99.0	32.94285714285714	0.32496857142857144	1.0	144.0	1.0	1.0	1.0	0.0
1.0	4.0	2.0	3.0	0.0	ENSG00000142675	0.0	0.0	0.0				0.0	85.0	1.0	1.0	0.0	0.0
1.0	4.0	64.0	104.0	1.0	ENSG00000142676	2.0	2.0	49.0	43.0	41.40816326530612	0.7890326530612244	1.0	167.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142677	0.0	0.0	0.0				0.0	81.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142684	3.0	3.0	13.0	38.0	36.53846153846154	0.7112307692307692	1.0	120.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142686	1.0	1.0	3.0	11.0	10.666666666666666	0.010966666666666666	1.0	126.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142687	11.0	9.0	0.0				0.0	167.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142694	0.0	0.0	8.0	96.0	94.0	0.6807000000000001	1.0	162.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142698	1.0	1.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142700	11.0	10.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
1.0	2.0	2.0	2.0	0.0	ENSG00000142731	0.0	0.0	146.0	84.0	33.02739726027397	0.8172527397260274	1.0	152.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142733	0.0	0.0	2.0	12.0	12.0	0.0024	1.0	137.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142748	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142751	6.0	5.0	65.0	48.0	29.630769230769232	0.011016923076923079	1.0	149.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142765	1.0	1.0	1.0	22.0	22.0	0.5091	1.0	146.0	1.0	1.0	1.0	0.0
1.0	1.0	5.0	5.0	0.0	ENSG00000142784	22.0	19.0	14.0	42.0	27.285714285714285	0.9690714285714286	1.0	164.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142794	0.0	0.0	1.0	12.0	12.0	0.0017	1.0	118.0	1.0	1.0	1.0	0.0
1.0	1.0	2.0	2.0	0.0	ENSG00000142798	2.0	2.0	0.0				0.0	168.0	1.0	1.0	1.0	0.0
1.0	2.0	12.5	14.0	1.0	ENSG00000142856	12.0	12.0	52.0	15.0	14.48076923076923	0.5095096153846155	1.0	161.0	1.0	1.0	1.0	0.0
1.0	1.0	3.0	3.0	0.0	ENSG00000142864	29.0	25.0	26.0	59.0	45.84615384615385	0.9992961538461539	1.0	168.0	1.0	1.0	1.0	0.0
1.0	10.0	3.5	5.0	0.0	ENSG00000142867	6.0	5.0	1.0	88.0	88.0	0.3438	1.0	122.0	1.0	1.0	1.0	0.0
1.0	2.0	3.0	3.0	0.0	ENSG00000142871	7.0	7.0	10.0	25.0	25.0	0.1483	1.0	107.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142875	25.0	21.0	38.0	76.0	42.10526315789474	0.5246368421052632	1.0	141.0	1.0	1.0	1.0	0.0
1.0	1.0	5.0	5.0	0.0	ENSG00000142892	1.0	1.0	0.0				0.0	125.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142910	0.0	0.0	0.0				0.0	108.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142920	4.0	4.0	0.0				0.0	93.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142937	0.0	0.0	2.0	22.0	22.0	0.7617	1.0	168.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142945	1.0	1.0	2.0	20.0	20.0	0.7467	1.0	165.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142949	19.0	19.0	105.0	65.0	26.438095238095237	0.5889695238095238	1.0	163.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142959	2.0	2.0	0.0				0.0	22.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000142961	6.0	6.0	0.0				0.0	104.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000142973	0.0	0.0	0.0				0.0	4.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143001	0.0	0.0	0.0				0.0	122.0	0.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143006	1.0	1.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
1.0	4.0	3.5	5.0	0.0	ENSG00000143013	15.0	15.0	25.0	97.0	37.56	0.86252	1.0	149.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143028	10.0	9.0	8.0	95.0	68.625	0.44183750000000005	1.0	4.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143032	4.0	4.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143033	30.0	26.0	75.0	50.0	18.69333333333333	0.9376426666666666	1.0	164.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143036	0.0	0.0	0.0				0.0	80.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143061	23.0	21.0	27.0	66.0	28.333333333333332	0.39970370370370367	1.0	97.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143067	23.0	21.0	1.0	16.0	16.0	0.3326	1.0	136.0	1.0	1.0	1.0	0.0
1.0	1.0	11.0	11.0	1.0	ENSG00000143079	20.0	19.0	6.0	19.0	14.333333333333334	0.5535	1.0	92.0	1.0	1.0	0.0	0.0
1.0	1.0	11.0	11.0	1.0	ENSG00000143093	5.0	5.0	1.0	16.0	16.0	0.8234	1.0	165.0	1.0	1.0	1.0	0.0
1.0	5.0	20.6	36.0	1.0	ENSG00000143106	6.0	6.0	288.0	32.0	16.822916666666668	0.93666875	1.0	165.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143107	0.0	0.0	0.0				0.0	7.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143110	0.0	0.0	4.0	20.0	16.5	0.184675	1.0	57.0	1.0	1.0	0.0	0.0
1.0	1.0	3.0	3.0	0.0	ENSG00000143119	1.0	1.0	6.0	21.0	14.833333333333334	0.27501666666666663	1.0	133.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143125	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143126	15.0	13.0	0.0				0.0	167.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143127	8.0	8.0	0.0				0.0	47.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143140	5.0	5.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143147	10.0	10.0	0.0				0.0	22.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143149	1.0	1.0	5.0	34.0	34.0	0.10200000000000001	1.0	135.0	1.0	1.0	1.0	0.0
1.0	7.0	3.2857142857142856	6.0	0.0	ENSG00000143153	27.0	22.0	104.0	70.0	33.68269230769231	0.6519855769230769	1.0	154.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143155	3.0	3.0	72.0	82.0	24.333333333333332	0.1729236111111111	1.0	144.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143156	4.0	4.0	8.0	16.0	16.0	0.0841	1.0	128.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143157	17.0	15.0	0.0				0.0	154.0	1.0	1.0	1.0	0.0
1.0	1.0	2.0	2.0	0.0	ENSG00000143158	0.0	0.0	51.0	47.0	40.64705882352941	0.4852666666666667	1.0	163.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143162	1.0	1.0	10.0	67.0	66.2	0.2839	1.0	162.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143164	4.0	3.0	16.0	45.0	19.25	0.48961875	1.0	166.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143167	0.0	0.0	0.0				0.0	13.0	1.0	1.0	0.0	0.0
1.0	5.0	2.6	4.0	0.0	ENSG00000143171	1.0	1.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143178	3.0	3.0	0.0				0.0	74.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143179	28.0	24.0	118.0	99.0	27.78813559322034	0.8792788135593221	1.0	165.0	1.0	1.0	1.0	0.0
1.0	1.0	2.0	2.0	0.0	ENSG00000143183	5.0	5.0	3.0	45.0	45.0	0.2514	1.0	161.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143184	0.0	0.0	0.0				0.0	43.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143185	0.0	0.0	0.0				0.0	9.0	0.0	1.0	0.0	0.0
1.0	4.0	3.0	5.0	0.0	ENSG00000143190	50.0	36.0	4.0	44.0	35.0	0.9937	1.0	165.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143194	0.0	0.0	0.0				0.0	80.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143195	13.0	11.0	1.0	12.0	12.0	0.5602	1.0	2.0	1.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143196	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143198	2.0	2.0	47.0	45.0	23.04255319148936	0.21086595744680853	1.0	155.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143199	0.0	0.0	0.0				0.0	42.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143207	1.0	1.0	18.0	97.0	32.94444444444444	0.5273444444444445	1.0	167.0	1.0	1.0	1.0	0.0
1.0	2.0	1.5	2.0	0.0	ENSG00000143217	13.0	11.0	0.0				0.0	63.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143222	2.0	2.0	48.0	25.0	16.479166666666668	0.3461604166666667	1.0	135.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143224	0.0	0.0	4.0	33.0	27.5	0.7372000000000001	1.0	166.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143226	0.0	0.0	0.0				0.0	134.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143228	0.0	0.0	50.0	82.0	30.18	0.052788	1.0	158.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143248	2.0	2.0	14.0	50.0	31.642857142857142	0.8367071428571429	1.0	128.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143252	8.0	8.0	0.0				0.0	163.0	1.0	1.0	1.0	0.0
1.0	3.0	10.333333333333334	16.0	1.0	ENSG00000143256	0.0	0.0	9.0	86.0	65.11111111111111	0.5391	1.0	156.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143257	0.0	0.0	0.0				0.0	91.0	0.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143258	1.0	1.0	4.0	35.0	35.0	0.8118	1.0	156.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143278	0.0	0.0	0.0				0.0	20.0	0.0	1.0	0.0	0.0
1.0	1.0	112.0	112.0	1.0	ENSG00000143294	2.0	2.0	13.0	25.0	13.846153846153847	0.9695076923076923	1.0	167.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143297	0.0	0.0	1.0	28.0	28.0	0.0315	1.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143303	0.0	0.0	12.0	81.0	26.666666666666668	0.11582500000000001	1.0	153.0	1.0	1.0	1.0	0.0
1.0	2.0	63.0	78.0	1.0	ENSG00000143314	1.0	1.0	128.0	78.0	63.421875	0.61594296875	1.0	126.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143315	8.0	8.0	0.0				0.0	117.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143318	2.0	2.0	0.0				0.0	1.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143319	5.0	5.0	26.0	56.0	34.34615384615385	0.20666538461538464	1.0	150.0	1.0	1.0	1.0	0.0
1.0	2.0	3.0	3.0	0.0	ENSG00000143320	0.0	0.0	10.0	33.0	13.2	0.06762	1.0	26.0	0.0	1.0	0.0	0.0
1.0	2.0	13.0	23.0	1.0	ENSG00000143321	9.0	8.0	4.0	95.0	71.75	0.66975	1.0	168.0	1.0	1.0	1.0	0.0
1.0	1.0	3.0	3.0	0.0	ENSG00000143322	47.0	39.0	0.0				0.0	167.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143324	24.0	23.0	27.0	74.0	26.814814814814813	0.9489814814814814	1.0	166.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143333	5.0	5.0	2.0	66.0	60.0	0.25655	1.0	6.0	1.0	0.0	0.0	0.0
1.0	1.0	2.0	2.0	0.0	ENSG00000143337	10.0	10.0	28.0	54.0	29.5	0.8347142857142857	1.0	152.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143340	1.0	1.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143341	3.0	3.0	0.0				0.0	48.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143344	11.0	11.0	26.0	97.0	24.076923076923077	0.2734653846153846	1.0	78.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143353	1.0	1.0	0.0				0.0	163.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143355	40.0	31.0	0.0				0.0	4.0	0.0	0.0	0.0	0.0
1.0	5.0	2.0	2.0	0.0	ENSG00000143363	6.0	6.0	33.0	83.0	29.90909090909091	0.7108060606060607	1.0	138.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143365	5.0	5.0	0.0				0.0	76.0	0.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143367	0.0	0.0	5.0	20.0	15.2	0.0897	1.0	132.0	1.0	1.0	1.0	0.0
1.0	8.0	52.125	129.0	1.0	ENSG00000143368	2.0	2.0	35.0	63.0	28.6	0.7257028571428571	1.0	160.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143369	0.0	0.0	11.0	30.0	23.09090909090909	0.4431090909090909	1.0	97.0	0.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143373	5.0	5.0	0.0				0.0	161.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143374	0.0	0.0	148.0	65.0	35.972972972972975	0.5115891891891892	1.0	156.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143375	5.0	4.0	0.0				0.0	36.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143376	26.0	24.0	3.0	15.0	15.0	0.5162	1.0	161.0	1.0	1.0	1.0	0.0
1.0	9.0	4.666666666666667	13.0	1.0	ENSG00000143379	1.0	1.0	1.0	72.0	72.0	0.7526	1.0	157.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143382	0.0	0.0	14.0	34.0	24.071428571428573	0.042314285714285714	1.0	164.0	1.0	1.0	1.0	0.0
1.0	3.0	2.3333333333333335	3.0	0.0	ENSG00000143384	19.0	18.0	5.0	55.0	43.8	0.22442	1.0	168.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143387	1.0	1.0	14.0	33.0	23.0	0.4477285714285714	1.0	59.0	1.0	1.0	0.0	0.0
1.0	1.0	3.0	3.0	0.0	ENSG00000143390	4.0	3.0	137.0	75.0	44.08029197080292	0.24461459854014597	1.0	140.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143393	9.0	7.0	49.0	62.0	17.040816326530614	0.8077551020408162	1.0	161.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143398	5.0	5.0	32.0	83.0	29.8125	0.093284375	1.0	158.0	1.0	1.0	1.0	0.0
1.0	1.0	27.0	27.0	1.0	ENSG00000143401	11.0	11.0	529.0	66.0	25.223062381852554	0.7267480151228733	1.0	167.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143409	6.0	6.0	2.0	21.0	19.5	0.35445000000000004	1.0	127.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143412	0.0	0.0	0.0				0.0	86.0	0.0	1.0	0.0	0.0
1.0	1.0	2.0	2.0	0.0	ENSG00000143416	0.0	0.0	14.0	25.0	19.428571428571427	0.6218214285714286	1.0	140.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143418	10.0	10.0	27.0	85.0	22.25925925925926	0.49455925925925925	1.0	168.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143420	7.0	7.0	7.0	77.0	66.42857142857143	0.8910571428571429	1.0	166.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143429	0.0	0.0	0.0				0.0	96.0	1.0	1.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143434	6.0	6.0	7.0	93.0	69.71428571428571	0.338	1.0	140.0	0.0	1.0	1.0	0.0
1.0	2.0	63.0	78.0	1.0	ENSG00000143436	0.0	0.0	0.0				0.0	146.0	1.0	1.0	1.0	0.0
1.0	7.0	2.857142857142857	6.0	0.0	ENSG00000143437	12.0	12.0	9.0	15.0	15.0	0.8062	1.0	161.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143442	15.0	15.0	5.0	92.0	47.6	0.8975200000000001	1.0	165.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143443	2.0	2.0	0.0				0.0	146.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143450	1.0	1.0	0.0				0.0	115.0	0.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143452	1.0	1.0	2.0	33.0	26.0	0.963	1.0	1.0	1.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143457	6.0	6.0	1.0	16.0	16.0	0.9018	1.0	152.0	1.0	1.0	1.0	0.0
1.0	1.0	3.0	3.0	0.0	ENSG00000143458	25.0	23.0	0.0				0.0	114.0	1.0	1.0	1.0	0.0
0.0	0.0			0.0	ENSG00000143466	5.0	4.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0			0.0	ENSG00000143469	21.0	20.0	1.0	23.0	23.0	0.8409	1.0	3.0	1.0	1.0	0.0	0.0
1.0	2.0	2.0	2.0	0.0	ENSG00000143473	23.0	23.0	0.0				0.0	32.0	1.0	1.0	1.0	0.0
1.0	2.0	4.0	5.0	0.0	ENSG00000143476	3.0	3.0	133.0	54.0	23.63157894736842	0.14233533834586465	1.0	162.0	1.0	1.0	1.0	0.0
