ensg	uniprot	length	mw_da	gravy	pI	n_tm	has_signal	n_tryptic_7_30	mature_start	mature_end	mature_length	n_glyco_sites	n_mod_res	n_disulfide	n_lipid_sites	n_glyco_sites_observed	n_mod_res_observed	n_disulfide_observed	n_lipid_sites_observed	has_propeptide	pe_level	cysteine_fraction	charged_fraction	proline_fraction	glycine_fraction	aromatic_fraction	n_glyco_motif_count	low_complexity_fraction	disorder_fraction_proxy	pest_score_max	pest_score_sum	n_pest_regions	pest_fraction	is_secreted	is_ecm	is_membrane	is_nuclear	is_chromatin	is_cytoplasmic	is_mitochondrial	is_er_golgi	is_lysosome	is_peroxisome	is_endosome	is_vesicle	is_lipid_droplet	is_cytoskeleton	is_projection	n_compartments	is_multilocal	topo_multipass	topo_single_type1	topo_single_type2	topo_single_other	topo_peripheral	topo_lipid_anchor	topo_extracellular_aa	topo_cytoplasmic_aa	loc_n_clauses	loc_n_observed	loc_go_n_terms	loc_source	tryptic_per_kda	Transcript count	Transcript length (including UTRs and CDS)	exon_count	manual_gc_content	cai	kozak_score	utr5_length	utr3_length	cds_length	utr5_gc	utr3_gc	utr3_to_cds_ratio	is_in_complex	n_complexes	complex_size_mean	complex_size_max	in_large_complex	n_conserved_mirna_sites	n_mirna_families	uorf_count	uorf_max_length_aa	uorf_mean_length_aa	uorf_mean_phastcon	has_uorf	rbp_n_binding_rbps	rbp_hur_binding	rbp_hnrnp_binding	rbp_pumilio_binding	rbp_destab_binding	mirna_site_density
ENSG00000205744	Q8IV53	801	87065	-0.3512	5.38	0	0	27	1	801	801	0	0	0	0	0	1	0	0	0	1	0.02247191011235955	0.21348314606741572	0.10362047440699126	0.0599250936329588	0.06117353308364544	2	0.0	0.11711711711711711	0.03653846153846155	0.10006033182503771	4	0.09987515605493133	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	2	2	2	cc	0.3101	17.0	2795.0	23.0	60.42933810375671	0.6691623117691454	1.0	92.0	297.0	2403.0	72.82608695652173	50.16835016835017	0.1235955056179775	0.0	0.0			0.0	1.0	1.0	3.0	15.0	13.666666666666666	0.6709999999999999	1.0	51.0	1.0	1.0	0.0	0.0	3.367003367003367
ENSG00000106327	Q9UP52	801	88755	-0.2531	6.03	1	0	32	1	801	801	2	0	2	0	2	0	0	0	0	1	0.006242197253433208	0.20224719101123595	0.06491885143570537	0.08614232209737828	0.09612983770287141	4	0.0	0.11583011583011583	0.05750000000000001	0.16956564677152913	5	0.09737827715355805	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	4	cc	0.3605	107.0	2886.0	18.0	61.67706167706167	0.6901769001564787	0.8125	43.0	437.0	2403.0	65.11627906976744	54.46224256292906	0.1818560133166874	1.0	1.0	3.0	3.0	0.0	4.0	4.0	0.0				0.0	168.0	1.0	1.0	1.0	0.0	9.153318077803204
ENSG00000204256	P25440	801	88061	-0.8472	9.65	0	0	34	1	801	801	0	0	0	0	0	7	0	0	0	1	0.006242197253433208	0.2846441947565543	0.10237203495630462	0.052434456928838954	0.0449438202247191	2	0.07289002557544758	0.3963963963963964	0.07142857142857142	0.38893620268620266	11	0.27340823970037453	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3	3	5	cc	0.3861	36.0	4956.0	13.0	55.10492332526231	0.5787444029450638	0.375	1767.0	783.0	2403.0	63.89360498019242	47.25415070242656	0.3258426966292135	0.0	0.0			0.0	3.0	2.0	213.0	95.0	30.253521126760564	0.8644990610328639	1.0	168.0	1.0	1.0	1.0	0.0	3.8314176245210727
ENSG00000120322	Q9UN66	801	87591	-0.1512	4.45	1	1	27	30	801	772	3	0	1	0	0	0	0	0	0	1	0.011658031088082901	0.211139896373057	0.05958549222797927	0.06217616580310881	0.07901554404145078	4	0.0	0.17914438502673796	0.07038461538461538	0.36898534798534793	12	0.22020725388601037	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	cc	0.3083	2.0	2750.0	1.0	53.92727272727272	0.6033830009985782	0.875	245.0	99.0	2403.0	53.46938775510204	22.22222222222222	0.0411985018726591	0.0	0.0			0.0	0.0	0.0	0.0				0.0	5.0	0.0	1.0	0.0	0.0	0.0
ENSG00000110851	Q9UKN5	801	87920	-0.3999	6.38	0	0	20	1	801	801	0	0	0	0	0	0	0	0	0	1	0.031210986267166042	0.19225967540574282	0.06741573033707865	0.06117353308364544	0.05368289637952559	4	0.0	0.15186615186615188	0.07038461538461538	0.2747802968420079	11	0.22846441947565543	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	cc	0.2275	25.0	4182.0	12.0	48.51745576279292	0.5824377870768501	0.25	437.0	1339.0	2403.0	71.62471395881008	41.74757281553398	0.5572201414898044	1.0	1.0	2.0	2.0	0.0	10.0	10.0	44.0	98.0	54.90909090909091	0.3476727272727272	1.0	146.0	1.0	1.0	1.0	0.0	7.468259895444362
ENSG00000067646	P08048	801	90505	-0.618	5.99	0	0	26	1	801	801	0	1	0	0	0	0	0	0	0	1	0.04119850187265917	0.29213483146067415	0.04119850187265917	0.0449438202247191	0.05368289637952559	5	0.0	0.444015444015444	0.04441176470588236	0.1168827838827839	6	0.13108614232209737	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	cc	0.2873	13.0	5336.0	8.0	37.70614692653673	0.5382752043437574	1.0	417.0	2513.0	2403.0	68.82494004796163	28.57142857142857	1.0457761131918435	0.0	0.0			0.0	3.0	3.0	0.0				0.0	85.0	1.0	1.0	0.0	0.0	1.1937922801432552
ENSG00000091436	Q9NYL2	800	91155	-0.6315	7.95	0	0	43	2	800	799	0	0	0	0	0	26	0	0	0	1	0.01376720901126408	0.25782227784730916	0.05381727158948686	0.057571964956195244	0.09011264080100125	8	0.0	0.2645161290322581	0.08714285714285713	0.3128991596638655	7	0.12390488110137672	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3	3	3	cc	0.4717	59.0	3859.0	20.0	43.04223892200052	0.5770551591486655	0.4375	191.0	1265.0	2400.0	65.96858638743456	35.0197628458498	0.5270833333333333	1.0	1.0	5.0	5.0	0.0	5.0	4.0	33.0	46.0	35.09090909090909	0.9875878787878788	1.0	158.0	1.0	1.0	1.0	0.0	3.9525691699604746
ENSG00000120324	Q9UN67	800	87621	-0.1594	4.44	1	1	30	27	800	774	5	0	0	0	0	0	0	0	0	1	0.0103359173126615	0.2131782945736434	0.056847545219638244	0.0710594315245478	0.07881136950904392	7	0.0013245033112582781	0.16533333333333333	0.027666666666666673	0.10619423558897244	7	0.13695090439276486	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	3	cc	0.3424	1.0	3295.0	1.0	48.46737481031867	0.6033787012402823	0.8125	200.0	692.0	2400.0	46.5	27.167630057803464	0.2883333333333333	0.0	0.0			0.0	0.0	0.0	1.0	10.0	10.0	0.001	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000148835	Q15542	800	86830	-0.4204	5.36	0	0	33	1	800	800	0	0	0	0	0	0	0	0	0	1	0.01125	0.23125	0.06	0.09	0.07625	3	0.012804097311139564	0.27448453608247425	0.05700000000000001	0.26964468864468866	7	0.1225	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5	cc	0.3801	14.0	3259.0	11.0	45.93433568579319	0.5178329600745174	0.6875	14.0	842.0	2400.0	71.42857142857143	34.679334916864605	0.3508333333333333	1.0	14.0	12.071428571428571	17.0	1.0	6.0	6.0	0.0				0.0	97.0	1.0	1.0	1.0	0.0	7.125890736342043
ENSG00000175467	O43290	800	90255	-1.0842	5.92	0	0	39	1	800	800	0	1	0	0	0	16	0	0	0	1	0.00375	0.385	0.03875	0.08	0.03875	2	0.012804097311139564	0.8054123711340206	0.10500000000000001	0.34289305465776054	10	0.19625	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	14	cc	0.4321	24.0	3557.0	20.0	59.628900759066624	0.6994939432332782	0.75	47.0	1107.0	2400.0	72.3404255319149	53.116531165311656	0.46125	1.0	4.0	91.0	129.0	1.0	1.0	1.0	0.0				0.0	164.0	1.0	1.0	1.0	0.0	0.903342366757001
ENSG00000169064	A8MT70	800	91426	-0.865	5.29	0	0	47	1	800	800	0	0	0	0	0	0	0	0	0	1	0.02375	0.30625	0.0375	0.03	0.0625	8	0.0012804097311139564	0.5283505154639175	0.05	0.24271062271062277	8	0.16875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0.5141	18.0	3807.0	22.0	37.64118728657736	0.5039514237794966	0.5625	337.0	950.0	2517.0	47.18100890207715	35.473684210526315	0.3774334525228446	0.0	0.0			0.0	0.0	0.0	0.0				0.0	5.0	1.0	0.0	0.0	0.0	0.0
ENSG00000167615	Q96PV6	800	88157	-0.8429	9.42	0	0	36	2	800	799	0	0	0	0	0	2	0	0	0	1	0.01877346683354193	0.2202753441802253	0.07884856070087609	0.08385481852315395	0.08385481852315395	4	0.01282051282051282	0.26064516129032256	0.08666666666666667	0.20073076923076927	7	0.12015018773466833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	go	0.4084	15.0	3658.0	16.0	61.56369600874795	0.6902790128300477	0.25	167.0	1088.0	2400.0	61.07784431137725	57.8125	0.4533333333333333	1.0	1.0	13.0	13.0	1.0	5.0	5.0	101.0	45.0	30.41584158415841	0.4333514851485149	1.0	168.0	1.0	1.0	1.0	0.0	4.595588235294118
ENSG00000177324	Q8NDZ0	799	87919	-0.5907	5.06	0	0	27	1	799	799	0	0	0	0	0	0	0	0	0	1	0.023779724655819776	0.20275344180225283	0.07509386733416772	0.05131414267834793	0.07133917396745933	9	0.0	0.14451612903225808	0.05750000000000001	0.3610561660561661	10	0.19148936170212766	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	cc	0.3071	2.0	4614.0	14.0	40.22540095361941	0.5494590790084892	0.5	136.0	2078.0	2397.0	61.76470588235294	33.060635226179016	0.8669169795577806	0.0	0.0			0.0	0.0	0.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0	0.0
ENSG00000082781	P18084	799	88054	-0.2747	5.74	1	1	42	24	799	776	8	0	28	0	0	1	0	0	0	1	0.07216494845360824	0.22293814432989692	0.045103092783505154	0.07989690721649484	0.07860824742268041	10	0.0	0.1768617021276596	0.03653846153846155	0.07967338217338216	5	0.09664948453608248	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	8	cc	0.477	53.0	4440.0	15.0	54.61711711711712	0.663143901097391	0.625	365.0	1675.0	2397.0	82.1917808219178	46.92537313432836	0.6987901543596162	1.0	10.0	2.7	3.0	0.0	2.0	2.0	38.0	79.0	29.84210526315789	0.7319026315789474	1.0	154.0	1.0	1.0	1.0	0.0	1.1940298507462686
ENSG00000150394	P55286	799	88253	-0.3003	4.28	1	1	25	62	799	738	6	1	0	0	0	0	0	0	1	1	0.006775067750677507	0.23983739837398374	0.06233062330623306	0.06775067750677506	0.07317073170731707	4	0.0	0.23669467787114845	0.027666666666666673	0.06980952380952382	5	0.11382113821138211	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	7	cc	0.2833	16.0	9316.0	12.0	38.66466294547016	0.5199272186199517	0.75	558.0	6358.0	2397.0	56.63082437275986	34.90091223655237	2.652482269503546	0.0	0.0			0.0	11.0	11.0	0.0				0.0	47.0	1.0	1.0	1.0	0.0	1.7301038062283738
ENSG00000198205	P98168	799	84771	-0.3737	7.53	0	0	27	1	799	799	0	0	0	0	0	0	0	0	0	1	0.03379224030037547	0.18523153942428036	0.08760951188986232	0.09762202753441802	0.060075093867334166	3	0.005128205128205128	0.08516129032258064	0.08730769230769231	0.251007326007326	8	0.1439299123904881	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	cc	0.3185	1.0	5029.0	1.0	46.76874130045734	0.6266117128831116	0.6875	38.0	2591.0	2397.0	68.42105263157895	33.925125434195294	1.0809345014601586	0.0	0.0			0.0	5.0	5.0	0.0				0.0	2.0	1.0	0.0	0.0	0.0	1.9297568506368197
ENSG00000131115	Q86WZ6	799	92033	-0.9992	9.01	0	0	51	1	799	799	0	0	0	0	0	0	0	0	0	1	0.057571964956195244	0.2665832290362954	0.04005006257822278	0.08260325406758448	0.08886107634543179	2	0.0	0.2864516129032258	0.027666666666666673	0.06495238095238096	3	0.05506883604505632	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	cc	0.5541	37.0	3049.0	6.0	43.26008527386029	0.5589682665697697	0.4375	211.0	438.0	2397.0	56.39810426540285	34.47488584474886	0.1827284105131414	0.0	0.0			0.0	0.0	0.0	43.0	49.0	19.906976744186046	0.0041627906976744	1.0	117.0	1.0	1.0	0.0	0.0	0.0
ENSG00000049769	Q6ZSY5	799	82798	-0.3113	4.23	1	0	19	1	799	799	0	2	0	0	0	5	0	0	0	1	0.01376720901126408	0.21026282853566958	0.11764705882352941	0.12640801001251564	0.0425531914893617	2	0.026923076923076925	0.15354838709677418	0.039999999999999994	0.1673611111111111	6	0.1214017521902378	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	cc	0.2295	24.0	3477.0	4.0	61.89243600805292	0.6303428946453761	0.625	77.0	1000.0	2397.0	81.81818181818183	48.1	0.4171881518564873	0.0	0.0			0.0	10.0	10.0	1.0	15.0	15.0	0.6506	1.0	143.0	1.0	1.0	1.0	0.0	10.0
ENSG00000009307	O75534	798	88885	-0.4426	6.17	0	0	48	1	798	798	0	0	0	0	0	6	0	0	0	1	0.018796992481203006	0.2719298245614035	0.042606516290726815	0.08145363408521303	0.07644110275689223	5	0.0	0.3385012919896641	0.06833333333333336	0.2698519715578539	11	0.20676691729323307	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	5	cc	0.54	207.0	4097.0	20.0	41.37173541615816	0.5337697658554871	0.4375	447.0	1253.0	2394.0	43.40044742729307	36.312849162011176	0.5233918128654971	1.0	2.0	4.0	5.0	0.0	8.0	7.0	340.0	58.0	19.24117647058824	0.9901761764705882	1.0	167.0	1.0	1.0	1.0	0.0	6.384676775738229
ENSG00000174898	Q86XM0	798	90468	-0.0503	7.27	1	1	27	21	798	778	6	0	7	0	0	0	0	0	0	1	0.02313624678663239	0.16966580976863754	0.042416452442159386	0.06683804627249357	0.12853470437017994	6	0.0	0.046419098143236075	0.03653846153846155	0.11881410256410259	5	0.08483290488431877	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	3	0	3	cc	0.2984	3.0	2556.0	22.0	49.647887323943664	0.6185145092664045	0.25	101.0	58.0	2394.0	65.34653465346535	46.55172413793103	0.0242272347535505	0.0	0.0			0.0	0.0	0.0	0.0				0.0	9.0	1.0	0.0	0.0	0.0	0.0
ENSG00000103194	Q14694	798	87134	-0.4521	4.96	0	0	33	2	798	797	0	1	0	0	0	12	0	0	0	1	0.013801756587202008	0.22082810539523212	0.07904642409033877	0.07653701380175659	0.07151819322459223	6	0.0	0.21216041397153945	0.08666666666666667	0.39899377554812343	10	0.19573400250941028	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	5	4	7	cc	0.3787	85.0	3328.0	14.0	46.574519230769226	0.5584000350966006	0.125	76.0	840.0	2409.0	68.42105263157895	35.95238095238095	0.348692403486924	1.0	2.0	2.5	3.0	0.0	3.0	3.0	11.0	45.0	14.090909090909092	0.3039272727272727	1.0	166.0	1.0	1.0	1.0	0.0	3.5714285714285716
ENSG00000177602	Q8TF76	798	88495	-0.5566	9.57	0	0	38	1	798	798	0	0	0	0	0	5	0	0	0	1	0.02631578947368421	0.2506265664160401	0.06892230576441102	0.07268170426065163	0.06641604010025062	6	0.0012836970474967907	0.313953488372093	0.05	0.1447888858647372	10	0.19172932330827067	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0	3	3	5	cc	0.4294	1.0	2797.0	1.0	53.91490883089024	0.6146850273647511	0.9375	33.0	367.0	2394.0	63.63636363636363	43.596730245231605	0.1532999164578112	0.0	0.0			0.0	2.0	2.0	3.0	74.0	71.66666666666667	0.2242333333333333	1.0	65.0	1.0	1.0	1.0	0.0	5.4495912806539515
ENSG00000150093	P05556	798	88415	-0.4554	5.04	1	1	32	21	798	778	5	0	0	0	7	5	28	0	0	1	0.07197943444730077	0.2455012853470437	0.043701799485861184	0.07840616966580977	0.07069408740359898	12	0.0	0.27586206896551724	0.042333333333333334	0.11891381167851756	4	0.07583547557840617	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	4	1	0	1	0	0	0	0	0	0	22	9	42	cc	0.3619	129.0	3735.0	16.0	39.54484605087015	0.5425226980296022	0.5	86.0	1252.0	2394.0	80.23255813953489	33.30670926517572	0.5229741019214703	1.0	63.0	2.857142857142857	4.0	0.0	6.0	5.0	85.0	30.0	24.08235294117647	0.6226741176470588	1.0	166.0	1.0	1.0	1.0	0.0	4.792332268370607
ENSG00000120327	Q9Y5E9	798	87548	-0.1242	4.48	1	1	33	27	798	772	6	0	1	0	0	0	0	0	0	1	0.011658031088082901	0.20854922279792745	0.05569948186528497	0.06217616580310881	0.07901554404145078	7	0.0	0.14171122994652408	0.05	0.20834087481146304	7	0.13082901554404144	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	3	cc	0.3769	2.0	4417.0	1.0	45.822956757980535	0.5945877774060596	1.0	163.0	1857.0	2394.0	47.23926380368098	35.864297253634895	0.7756892230576441	0.0	0.0			0.0	0.0	0.0	0.0				0.0	7.0	0.0	0.0	0.0	0.0	0.0
ENSG00000180251	Q6AI14	798	89814	0.111	8.72	10	0	29	1	798	798	1	0	0	0	0	0	0	0	0	1	0.013784461152882205	0.18922305764411027	0.03884711779448621	0.06766917293233082	0.11654135338345864	5	0.0	0.17571059431524547	0.05571428571428569	0.1258910654562828	5	0.09774436090225563	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	7	0	4	cc	0.3229	3.0	4215.0	12.0	44.62633451957295	0.6129986682961323	0.6875	534.0	1284.0	2394.0	44.19475655430712	37.07165109034268	0.5363408521303258	0.0	0.0			0.0	1.0	1.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0	0.778816199376947
ENSG00000112852	Q9Y5E7	798	87254	-0.0698	4.46	1	1	25	31	798	768	4	0	0	0	0	1	0	0	0	1	0.010416666666666666	0.203125	0.061197916666666664	0.061197916666666664	0.07291666666666667	5	0.0	0.14516129032258066	0.05571428571428569	0.20114959060547294	8	0.15494791666666666	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	3	cc	0.2865	5.0	4089.0	1.0	48.27586206896552	0.6117218525451544	0.875	176.0	1516.0	2394.0	53.97727272727273	34.43271767810027	0.633249791144528	0.0	0.0			0.0	0.0	0.0	0.0				0.0	59.0	0.0	1.0	0.0	0.0	0.0
ENSG00000141385	Q9Y4W6	797	88584	-0.3736	8.24	2	0	42	67	797	731	0	1	0	0	0	0	0	0	1	1	0.005471956224350205	0.2818057455540356	0.049247606019151846	0.1012311901504788	0.08618331053351573	1	0.008426966292134831	0.37765205091937765	0.01891304347826088	0.021605351170568568	2	0.049247606019151846	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	3	cc	0.4741	60.0	3160.0	17.0	49.14556962025316	0.5333690542625137	0.9375	145.0	621.0	2391.0	79.3103448275862	47.18196457326892	0.2597239648682559	1.0	1.0	7.0	7.0	0.0	4.0	4.0	3.0	72.0	61.333333333333336	0.3516999999999999	1.0	166.0	1.0	1.0	1.0	0.0	6.4412238325281805
ENSG00000177839	Q9Y5E1	797	87127	-0.1532	4.53	1	1	27	27	797	771	3	0	0	0	0	0	0	0	0	1	0.010376134889753566	0.21011673151750973	0.057068741893644616	0.06874189364461739	0.07782101167315175	5	0.0013297872340425532	0.18741633199464525	0.032368421052631574	0.13693984962406014	8	0.16342412451361868	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	3	cc	0.3099	3.0	4381.0	1.0	46.38210454234193	0.6002654958971789	0.5625	158.0	1829.0	2391.0	45.56962025316456	36.686714051394205	0.7649519029694688	0.0	0.0			0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000112706	Q17R60	797	89387	-0.513	4.5	0	1	36	21	797	777	12	0	0	0	0	0	0	0	0	1	0.015444015444015444	0.25225225225225223	0.06048906048906049	0.04504504504504504	0.07722007722007722	8	0.0	0.30810092961487384	0.06833333333333336	0.1704284750337382	6	0.1287001287001287	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	3	2	6	cc	0.4027	5.0	3543.0	17.0	41.71605983629693	0.5700348361785822	0.375	174.0	975.0	2391.0	31.60919540229885	34.35897435897436	0.4077791718946048	0.0	0.0			0.0	16.0	13.0	0.0				0.0	58.0	0.0	1.0	0.0	0.0	16.410256410256412
ENSG00000100991	Q8TEL6	797	90852	-0.1413	7.65	0	0	40	2	797	796	0	0	0	0	0	1	0	0	0	1	0.02135678391959799	0.22487437185929648	0.031407035175879394	0.0414572864321608	0.08040201005025126	5	0.0	0.13212435233160622	0.031666666666666676	0.16619607843137257	9	0.1620603015075377	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	5	cc	0.4403	91.0	3162.0	19.0	53.25743200506009	0.6211980817856859	0.875	26.0	742.0	2391.0	57.692307692307686	58.625336927223714	0.3103304056879966	0.0	0.0			0.0	5.0	4.0	5.0	45.0	31.8	0.89164	1.0	167.0	1.0	1.0	1.0	0.0	6.738544474393531
ENSG00000184363	Q9Y446	797	87082	-0.4494	9.7	0	0	44	1	797	797	0	1	0	0	0	12	0	0	0	1	0.010037641154328732	0.23588456712672523	0.05520702634880803	0.07528230865746549	0.056461731493099125	8	0.0	0.2018111254851229	0.05346153846153845	0.19841025641025642	6	0.10790464240903387	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	12	5	9	cc	0.5053	12.0	2817.0	13.0	66.73766418175364	0.7094386906470166	0.625	84.0	339.0	2391.0	70.23809523809523	62.53687315634219	0.1417816813048933	0.0	0.0			0.0	1.0	1.0	0.0				0.0	165.0	1.0	1.0	1.0	0.0	2.949852507374631
ENSG00000197479	Q9Y5F2	797	87088	-0.0755	4.45	1	1	28	27	797	771	4	0	0	0	0	0	0	0	0	1	0.010376134889753566	0.20363164721141375	0.057068741893644616	0.0609597924773022	0.07263294422827497	6	0.0	0.14056224899598393	0.06833333333333336	0.1671083818142642	7	0.12710765239948119	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	3	cc	0.3215	2.0	4153.0	1.0	48.56730074644835	0.6009574457638968	0.875	148.0	1611.0	2391.0	46.62162162162162	40.844196151458725	0.6737766624843162	0.0	0.0			0.0	0.0	0.0	4.0	35.0	30.5	0.0507	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000196792	Q13033	797	87209	-0.5609	5.0	0	0	28	1	797	797	0	3	0	0	0	4	0	0	0	1	0.00878293601003764	0.25094102885821834	0.05144291091593475	0.09284818067754078	0.06649937264742785	4	0.015424164524421594	0.36222509702457956	0.06833333333333336	0.3414929971988795	12	0.22082810539523212	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	10	cc	0.3211	22.0	4195.0	18.0	41.00119189511323	0.5002252683373367	0.8125	194.0	1607.0	2391.0	74.74226804123711	31.3627878033603	0.672103722291928	1.0	2.0	7.0	11.0	1.0	46.0	38.0	22.0	31.0	15.181818181818182	0.9403272727272728	1.0	166.0	1.0	1.0	1.0	0.0	28.624766645924083
ENSG00000127995	Q96PB1	797	91680	0.2499	9.02	15	0	42	1	797	797	3	0	0	0	0	0	0	0	0	1	0.028858218318695106	0.178168130489335	0.03262233375156838	0.04265997490589712	0.1355081555834379	6	0.0	0.10478654592496765	0.031666666666666676	0.05607142857142858	4	0.06775407779171895	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	1	1	cc	0.4581	27.0	3931.0	18.0	38.38717883490206	0.4976306996162208	0.625	276.0	1261.0	2391.0	79.34782608695652	31.007137192704203	0.5273943956503555	0.0	0.0			0.0	30.0	27.0	1.0	37.0	37.0	0.9387	1.0	142.0	1.0	1.0	1.0	0.0	23.79064234734338
ENSG00000198400	P04629	796	87497	-0.1085	6.41	1	1	26	33	796	764	7	0	0	0	6	5	5	0	0	1	0.0274869109947644	0.18979057591623036	0.060209424083769635	0.08507853403141362	0.07722513089005235	13	0.0	0.07972972972972973	0.039999999999999994	0.09862271062271062	6	0.10602094240837696	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0	1	0	0	0	0	0	0	13	3	14	cc	0.2972	13.0	2669.0	17.0	62.79505432746348	0.6891190775400875	0.5	70.0	208.0	2388.0	80.0	57.21153846153846	0.0871021775544388	1.0	3.0	2.6666666666666665	3.0	0.0	0.0	0.0	0.0				0.0	131.0	1.0	1.0	1.0	0.0	0.0
ENSG00000113205	Q9Y5E6	796	86714	-0.1169	4.56	1	1	26	27	796	770	4	0	0	0	0	0	0	0	0	1	0.00909090909090909	0.1987012987012987	0.06233766233766234	0.06363636363636363	0.07402597402597402	5	0.0	0.10589812332439678	0.05	0.1915025879917184	8	0.15844155844155844	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	3	cc	0.2998	2.0	3355.0	1.0	49.6274217585693	0.5940079978625451	0.8125	177.0	787.0	2388.0	52.54237288135594	31.003811944091485	0.3295644891122278	0.0	0.0			0.0	0.0	0.0	0.0				0.0	10.0	0.0	0.0	0.0	0.0	0.0
ENSG00000140937	P55287	796	87965	-0.3972	4.29	1	1	32	54	796	743	2	2	0	0	0	0	0	0	1	1	0.006729475100942127	0.25168236877523553	0.06729475100942127	0.06998654104979811	0.08075370121130551	2	0.0	0.28929068150208626	0.05346153846153845	0.19812820512820511	6	0.11574697173620457	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	8	cc	0.3638	30.0	6722.0	13.0	42.99315679857185	0.613108148509319	0.4375	481.0	3850.0	2388.0	61.12266112266113	35.870129870129865	1.6122278056951425	1.0	1.0	4.0	4.0	0.0	34.0	25.0	87.0	88.0	49.93103448275862	0.5341367816091954	1.0	5.0	1.0	0.0	0.0	0.0	8.831168831168831
