ensg	ms_det	ms_abund	ms_present	ms_det_TDR1	ms_det_TDR4	ms_present_TDR1	ms_present_TDR4	ms_abund_TDR1	ms_abund_TDR4	ms_n_proteotypic	ms_n_sequences	soma_det	soma_abund	soma_present	soma_det_TDR1	soma_det_TDR4	soma_present_TDR1	soma_present_TDR4	soma_abund_TDR1	soma_abund_TDR4	olink_det	olink_abund	olink_present	olink_det_TDR1	olink_det_TDR4	olink_present_TDR1	olink_present_TDR4	olink_abund_TDR1	olink_abund_TDR4	arm	p_detect_intrinsic	p_detect_full	top_dark_reason	uniprot	tryptic_per_kda	n_tryptic_7_30	n_tm	is_secreted	has_signal	is_membrane	disorder_fraction_proxy	pep_n_unique	pep_frac_shared	pep_max_shared_genes	pep_n_clean	aff_present	aff_abund_z
ENSG00000130159	1.0	21.949226062545502	1	1.0	1.0	1	1	21.89535199401879	22.003100131072227	11.0	11.0	1.0	14.998530683636789	1	1.0	1.0	1	1	14.964593407752844	15.032467959520726	1.0	6.694188958182292	1	1.0	1.0	1	1	6.854149731880632	6.5342281844839505	Organoid	0.937074860953124	0.96434914463374	composition	Q9BQ95	0.3866	19.0	0.0	0.0	0.0	0.0	0.2284122562674094	19.0	0.0	0.0	13.0	1	1.6606846538341928
ENSG00000130164	1.0	21.854587471949813	1	1.0	1.0	1	1	21.754011201869325	21.955163742030294	23.0	23.0	1.0	8.744412453482983	1	1.0	1.0	1	1	8.734723459898749	8.754101447067221	1.0	3.492885720377454	1	1.0	1.0	1	1	3.7987134018218383	3.187058038933069	Organoid	0.9626491621412072	0.9653799829526346	ptm	P01130	0.4508	43.0	1.0	0.0	1.0	1.0	0.2576687116564417	41.0	0.0465116279069767	1.0	13.0	1	0.04692514741034304
ENSG00000130165	1.0	20.82969009250621	1	1.0	1.0	1	1	21.019660129524617	20.639720055487807	1.0	1.0	0.0		0	0.0	0.0	0	0			0.0		0	0.0	0.0	0	0			Organoid	0.3783311891249224	0.4961622791259131	localization	P60002	0.1057	1.0	0.0	0.0	0.0	0.0	0.1864406779661017	1.0	0.0	0.0	0.0	0	
ENSG00000130173	0.0		0	0.0	0.0	0	0					1.0	10.70943329967394	1	1.0	1.0	1	1	10.70634269631569	10.712523903032192	0.0		0	0.0	0.0	0	0			Organoid																1	0.14758790206422198
ENSG00000130175	1.0	27.286560616250064	1	1.0	1.0	1	1	27.420011520555356	27.15310971194476	22.0	22.0	1.0	13.62292787788751	1	1.0	1.0	1	1	13.85346651007337	13.39238924570165	0.0		0	0.0	0.0	0	0			Organoid	0.8389661438075762	0.983052507892538	composition	P14314	0.2692	16.0	0.0	0.0	1.0	0.0	0.4979591836734693	16.0	0.0	0.0	8.0	1	1.2673805105666136
ENSG00000130176	1.0	20.120697581965512	1	1.0	1.0	1	1	20.02624097110864	20.21515419282239	7.0	7.0	1.0	12.84470148481285	1	1.0	1.0	1	1	12.773095480830246	12.916307488795448	0.0		0	0.0	0.0	0	0			Organoid				P51911	0.4221	14.0	0.0	0.0	0.0	0.0	0.1978021978021978	13.0	0.0714285714285714	1.0	2.0	1	0.9682716091040898
ENSG00000130177	1.0	22.37063328705899	1	1.0	1.0	1	1	22.381134842317284	22.360131731800696	17.0	17.0	0.0		0	0.0	0.0	0	0			0.0		0	0.0	0.0	0	0			Organoid	0.9111965228614526	0.9488691728060716	localization	Q13042	0.3628	26.0	0.0	0.0	0.0	0.0	0.3439597315436241	26.0	0.0	0.0	11.0	0	
ENSG00000130193	1.0	22.17991863038152	1	1.0	1.0	1	1	21.651793538672827	22.708043722090217	11.0	11.0	1.0	9.60567167456626	1	1.0	1.0	1	1	9.527275249985944	9.684068099146575	0.0		0	0.0	0.0	0	0			Organoid				Q8WUY1	0.5447	13.0	0.0	1.0	1.0	0.0	0.2694610778443114	13.0	0.0	0.0	6.0	1	-0.27663945658149774
ENSG00000130202	1.0	22.63736098697264	1	1.0	1.0	1	1	22.73835644504137	22.536365528903918	10.0	10.0	1.0	10.596554810161916	1	1.0	1.0	1	1	10.615372262965304	10.57773735735853	1.0	2.698886288616744	1	1.0	1.0	1	1	2.7421806254578978	2.6555919517755893	Organoid	0.6849309856078266	0.9214424432754432	peptide_chemistry	Q92692	0.329	19.0	1.0	0.0	1.0	1.0	0.1221532091097308	19.0	0.0	0.0	13.0	1	0.30070068651958864
ENSG00000130203	1.0	25.50506373566173	1	1.0	1.0	1	1	25.174055423104797	25.83607204821866	21.0	21.0	1.0	14.609404891935585	1	1.0	1.0	1	1	13.885511295521885	15.333298488349277	1.0	3.722524555556542	1	1.0	1.0	1	1	3.864627964680767	3.5804211464323172	Organoid	0.9656154901245272	0.992741758429317	size	P02649	0.5808	21.0	0.0	1.0	1.0	0.0	0.5672727272727273	21.0	0.0	0.0	16.0	1	1.2035666227076742
ENSG00000130204	1.0	25.97879511359597	1	1.0	1.0	1	1	25.944314371954306	26.013275855237644	11.0	11.0	0.0		0	0.0	0.0	0	0			0.0		0	0.0	0.0	0	0			Organoid	0.9441720390444388	0.9806142894088624	size	O96008	0.2639	10.0	19.0	0.0	0.0	1.0	0.0326409495548961	10.0	0.0	0.0	4.0	0	
ENSG00000130208	1.0	17.844729707087858	1	1.0	1.0	1	1	18.015612392567206	17.67384702160851	2.0	2.0	1.0	14.28021269441155	1	1.0	1.0	1	1	14.340701605048139	14.219723783774961	0.0		0	0.0	0.0	0	0			Organoid	0.6877987695176008	0.9249004270549204	size	P02654	0.3215	3.0	0.0	1.0	1.0	0.0	1.0	3.0	0.0	0.0	3.0	1	1.5200058920340365
ENSG00000130222	0.0		0	0.0	0.0	0	0					0.0		0	0.0	0.0	0	0			0.0	-2.5926665797067345	0	0.0	0.0	0	0	-2.7394817612354845	-2.445851398177985	Organoid	0.8396967644853812	0.7289207581398891	abundance	O95257	0.3504	6.0	0.0	0.0	0.0	0.0	0.1333333333333333	6.0	0.0	0.0	3.0	0	-0.8644388150444348
ENSG00000130224	1.0	26.845850240684207	1	1.0	1.0	1	1	26.940094659864588	26.751605821503823	26.0	28.0	0.0		0	0.0	0.0	0	0			0.0		0	0.0	0.0	0	0			Organoid	0.7444175763823497	0.8188756051209642	abundance	Q5VUJ6	0.4374	37.0	0.0	0.0	0.0	0.0	0.3535762483130904	35.0	0.054054054054054	1.0	19.0	0	
ENSG00000130226	1.0	21.81329816637177	1	1.0	1.0	1	1	21.36836465546351	22.258231677280016	15.0	16.0	1.0	9.315122506557069	1	1.0	1.0	1	1	9.26101882043475	9.36922619267939	1.0	5.3980666203524414	1	1.0	1.0	1	1	5.186084630051378	5.6100486106535055	Organoid	0.9222238843547198	0.9317775950519231	abundance	P42658	0.4406	43.0	1.0	0.0	0.0	1.0	0.2497027348394768	41.0	0.0465116279069767	1.0	24.0	1	0.4017236339712559
ENSG00000130227	1.0	24.92794308056524	1	1.0	1.0	1	1	24.81813781797434	25.037748343156146	50.0	51.0	0.0		0	0.0	0.0	0	0			0.0		0	0.0	0.0	0	0			Organoid	0.8661732730610534	0.9885949342010784	degradation_pest	Q9UIA9	0.4197	52.0	0.0	0.0	0.0	0.0	0.0753295668549905	52.0	0.0	0.0	27.0	0	
ENSG00000130234	0.0		0	0.0	0.0	0	0					1.0	9.770703142933744	1	1.0	1.0	1	1	9.754194630869153	9.787211654998341	0.0	-2.163986698744581	0	0.0	0.0	0	0	-2.1207210158708607	-2.2072523816183014	Organoid	0.8930339041563835	0.8759659010129187	abundance	Q9BYF1	0.3245	30.0	1.0	1.0	1.0	1.0	0.2159685863874345	30.0	0.0	0.0	12.0	1	-0.4836699324521017
ENSG00000130244	1.0	19.24994660428052	1	1.0	1.0	1	1	19.247574708478982	19.252318500082048	10.0	10.0	1.0	12.180007890474954	1	1.0	1.0	1	1	12.089030970038468	12.270984810911443	0.0		0	0.0	0.0	0	0			Organoid	0.7246965415852001	0.9069557386177616	size	Q17RN3	0.5358	20.0	0.0	0.0	0.0	0.0	0.1938461538461538	20.0	0.0	0.0	9.0	1	0.7127986868531592
ENSG00000130254	1.0	22.88798708852007	1	1.0	1.0	1	1	22.695365935658575	23.080608241381572	20.0	20.0	0.0		0	0.0	0.0	0	0			1.0	6.1471112707930216	1	1.0	1.0	1	1	6.0282682478555705	6.2659542937304735	Organoid	0.94781503201228	0.9903716070603898	proteotypicity	Q14151	0.3722	40.0	0.0	0.0	0.0	0.0	0.6950431034482759	30.0	0.25	1.0	22.0	1	1.3845046042259908
ENSG00000130255	1.0	26.45312244230118	1	1.0	1.0	1	1	26.289294410657952	26.616950473944406	4.0	4.0	0.0		0	0.0	0.0	0	0			0.0		0	0.0	0.0	0	0			Organoid	0.9523609931128248	0.9610886465671328	size	C0HME6	0.7615	12.0	0.0	0.0	0.0	0.0	0.1532258064516129	12.0	0.0	0.0	9.0	0	
ENSG00000130287	1.0	24.1592411539124	1	1.0	1.0	1	1	24.541275404471676	23.77720690335313	20.0	21.0	1.0	12.400332040180713	1	1.0	1.0	1	1	12.96448270487301	11.836181375488412	1.0	4.831972288322054	1	1.0	1.0	1	1	4.773794159187777	4.89015041745633	Organoid	0.8418598627842055	0.8996801700580457	structure_af	O14594	0.2795	40.0	0.0	1.0	1.0	0.0	0.1349019607843137	39.0	0.025	1.0	20.0	1	0.9217845266065051
ENSG00000130294	1.0	24.176864192053674	1	1.0	1.0	1	1	24.078828062998916	24.274900321108433	63.0	79.0	1.0	13.768782473287756	1	1.0	1.0	1	1	13.751421841997026	13.786143104578489	0.0	6.029803397485108	0	0.0	0.0	0	0	5.995008899215054	6.064597895755162	Organoid																1	1.3388789475831417
ENSG00000130299	1.0	22.67345309574817	1	1.0	1.0	1	1	22.74942788389054	22.597478307605805	8.0	8.0	1.0	9.09825711797174	1	1.0	1.0	1	1	9.047166660362347	9.149347575581132	0.0	-3.866493825387996	0	0.0	0.0	0	0	-4.2834732782678495	-3.449514372508143	Organoid	0.9283528570770988	0.9750872646797558	peptide_chemistry	Q969Y2	0.365	19.0	0.0	0.0	0.0	0.0	0.1875	19.0	0.0	0.0	13.0	1	-0.8319430882699441
ENSG00000130300	0.0		0	0.0	0.0	0	0					1.0	12.466102179111768	1	1.0	1.0	1	1	12.5215305214609	12.410673836762637	0.0		0	0.0	0.0	0	0			Organoid	0.663099581272191	0.9163565500906596	size	Q9BX97	0.4348	22.0	1.0	0.0	0.0	1.0	0.5526315789473685	22.0	0.0	0.0	9.0	1	0.8227581397197883
ENSG00000130303	1.0	21.022896964610865	1	1.0	1.0	1	1	21.0491211769854	20.99667275223633	3.0	3.0	1.0	12.649705312509845	1	1.0	1.0	1	1	12.570905786115725	12.728504838903962	1.0	4.419017308889648	1	1.0	1.0	1	1	4.213731762745441	4.624302855033855	Organoid	0.8946360004864286	0.986351269155966	size	Q10589	0.4553	9.0	1.0	0.0	0.0	1.0	0.3722627737226277	9.0	0.0	0.0	4.0	1	0.9165760991309182
ENSG00000130304	1.0	22.40587749104752	1	1.0	1.0	1	1	22.597629134396225	22.214125847698803	19.0	19.0	0.0		0	0.0	0.0	0	0			0.0		0	0.0	0.0	0	0			Organoid																0	
ENSG00000130305	1.0	23.523048500048127	1	1.0	1.0	1	1	23.404917446979912	23.64117955311634	18.0	24.0	1.0	10.85784079771316	1	1.0	1.0	1	1	10.800436565280602	10.915245030145723	0.0		0	0.0	0.0	0	0			Organoid	0.7101884968525523	0.9328769642773654	proteotypicity	Q96P11	0.5354	25.0	0.0	0.0	0.0	0.0	0.1212871287128712	19.0	0.24	2.0	11.0	1	0.2046278638315615
ENSG00000130307	0.0		0	0.0	0.0	0	0					1.0	11.053277478258355	1	1.0	1.0	1	1	11.047402562124374	11.059152394392337	0.0	-0.0355046582469425	0	0.0	0.0	0	0	0.010567930560008399	-0.08157724705389349	Organoid				Q8N6Y0	0.3155	24.0	0.0	0.0	0.0	0.0	0.2916053019145803	24.0	0.0	0.0	13.0	1	0.03666019762724386
ENSG00000130309	1.0	25.899762331819744	1	1.0	1.0	1	1	25.853119354330346	25.94640530930915	25.0	25.0	1.0	15.91336291930931	1	1.0	1.0	1	1	15.907873632169782	15.918852206448838	0.0		0	0.0	0.0	0	0			Organoid	0.8984089701812751	0.9651939897949844	composition	Q8NBJ5	0.4607	33.0	0.0	0.0	1.0	0.0	0.3304042179261863	32.0	0.0303030303030303	1.0	18.0	1	2.1477021177589073
ENSG00000130311	1.0	20.807208397754504	1	1.0	1.0	1	1	20.995822015174333	20.61859478033468	6.0	6.0	0.0		0	0.0	0.0	0	0			1.0	10.224890336815156	1	1.0	1.0	1	1	10.520501192532159	9.929279481098158	Organoid	0.5645738542350667	0.8682487255028318	size	Q9BW61	0.5915	7.0	0.0	0.0	0.0	0.0	0.4155844155844156	7.0	0.0	0.0	5.0	1	2.4338098099921517
ENSG00000130312	1.0	19.47747868793437	1	1.0	1.0	1	1	19.387238396759102	19.567718979109635	2.0	2.0	1.0	11.358974484680491	1	1.0	1.0	1	1	11.304010906840045	11.413938062520938	0.0		0	0.0	0.0	0	0			Organoid	0.9371126020100172	0.7511256810929781	peptide_chemistry	Q9BQ48	0.1968	2.0	0.0	0.0	0.0	0.0	0.2272727272727272	2.0	0.0	0.0	2.0	1	0.39723704276528404
ENSG00000130313	1.0	26.314492645198925	1	1.0	1.0	1	1	26.289691226524535	26.339294063873318	14.0	14.0	1.0	16.413209445160494	1	1.0	1.0	1	1	16.577599670386824	16.24881921993416	0.0		0	0.0	0.0	0	0			Organoid	0.913365040990908	0.9756176125006438	size	O95336	0.4356	12.0	0.0	0.0	0.0	0.0	0.1244635193133047	12.0	0.0	0.0	8.0	1	2.3398165803081916
ENSG00000130332	1.0	25.679353008504197	1	1.0	1.0	1	1	25.575628473922272	25.783077543086126	5.0	5.0	0.0		0	0.0	0.0	0	0			0.0		0	0.0	0.0	0	0			Organoid	0.8783917713261795	0.9541880897946446	size	Q9UK45	0.5172	6.0	0.0	0.0	0.0	0.0	0.5256410256410257	5.0	0.1666666666666666	1.0	2.0	0	
ENSG00000130338	0.1	14.020068420382469	0	0.2	0.0	0	0	14.020068420382469		1.0	1.0	0.0		0	0.0	0.0	0	0			1.0	3.8712608953102334	1	1.0	1.0	1	1	4.327876371765657	3.4146454188548083	Organoid	0.736505579948967	0.7472478270189605	abundance	Q9NRJ4	0.3077	52.0	0.0	0.0	0.0	0.0	0.1718235681369322	52.0	0.0	0.0	28.0	1	0.7988765925376304
ENSG00000130340	1.0	24.09490431515201	1	1.0	1.0	1	1	24.118512884671354	24.071295745632664	16.0	16.0	1.0	13.963377746185992	1	1.0	1.0	1	1	13.607266654362482	14.3194888380095	1.0	7.895877349538333	1	1.0	1.0	1	1	7.7084041921276665	8.083350506949	Organoid	0.9154543136304726	0.983524104530007	tryptic_yield	Q9Y5X1	0.3454	23.0	0.0	0.0	0.0	1.0	0.297723292469352	23.0	0.0	0.0	14.0	1	1.6163666061646165
ENSG00000130347	1.0	20.639013952769258	1	1.0	1.0	1	1	20.69455366196136	20.58347424357715	12.0	12.0	1.0	14.42419961714224	1	1.0	1.0	1	1	14.715796000379154	14.132603233905325	1.0	11.33633001282151	1	1.0	1.0	1	1	11.494886671220641	11.177773354422378	Organoid	0.9821029682205152	0.9744221380148392	size	Q8WWV3	0.4359	19.0	0.0	0.0	0.0	0.0	0.1325301204819277	19.0	0.0	0.0	10.0	1	2.1475776556352724
ENSG00000130348	1.0	20.28468490671867	1	1.0	1.0	1	1	20.262135868699183	20.30723394473815	15.0	15.0	0.0		0	0.0	0.0	0	0			0.0		0	0.0	0.0	0	0			Organoid	0.9342828749881686	0.9622590532159768	peptide_chemistry	Q9H0R6	0.4525	26.0	0.0	0.0	0.0	0.0	0.1527777777777778	26.0	0.0	0.0	12.0	0	
ENSG00000130349	1.0	20.888536631551464	1	1.0	1.0	1	1	20.766023807615333	21.011049455487587	4.0	4.0	0.0		0	0.0	0.0	0	0			1.0	11.374918259452802	1	1.0	1.0	1	1	11.403710010156264	11.346126508749338	Organoid	0.9604491958844577	0.91712668801384	size	Q9P0P8	0.1789	5.0	0.0	0.0	0.0	0.0	0.9848484848484848	5.0	0.0	0.0	3.0	1	2.729738124513931
ENSG00000130382	1.0	20.884612553965685	1	1.0	1.0	1	1	21.095547621138294	20.67367748679307	13.0	13.0	0.0		0	0.0	0.0	0	0			1.0	5.331730240736184	1	1.0	1.0	1	1	5.286110973871705	5.377349507600665	Organoid	0.8929532333136301	0.856336672884984	composition	Q03111	0.3223	20.0	0.0	0.0	0.0	0.0	0.5233644859813084	20.0	0.0	0.0	12.0	1	1.174688538747918
ENSG00000130383	0.0		0	0.0	0.0	0	0					1.0	9.27616324006201	1	1.0	1.0	1	1	9.436037519778997	9.116288960345022	0.0		0	0.0	0.0	0	0			Organoid				Q11128	0.4187	18.0	1.0	0.0	0.0	1.0	0.0885714285714285	7.0	0.6111111111111112	2.0	1.0	1	-0.4032850018164908
ENSG00000130385	0.0		0	0.0	0.0	0	0					1.0	10.824502472346426	1	1.0	1.0	1	1	10.776039555815224	10.872965388877628	0.0		0	0.0	0.0	0	0			Organoid																1	0.1918143818348289
ENSG00000130396	1.0	23.924082684701567	1	1.0	1.0	1	1	24.023438239924506	23.824727129478624	77.0	77.0	0.0		0	0.0	0.0	0	0			0.0		0	0.0	0.0	0	0			Organoid	0.9266564097121328	0.9784465499040428	structure_af	P55196	0.4255	88.0	0.0	0.0	0.0	0.0	0.4144444444444444	88.0	0.0	0.0	52.0	0	
ENSG00000130402	1.0	27.93780593267288	1	1.0	1.0	1	1	27.99873081804653	27.876881047299236	43.0	65.0	1.0	11.097071768451432	1	1.0	1.0	1	1	11.183747350701186	11.010396186201675	0.7	3.927683000385831	1	1.0	0.4	1	0	5.14673535999812	2.7086306407735394	Organoid	0.9767726687317296	0.9899948218625558	proteotypicity	O43707	0.5245	55.0	0.0	0.0	0.0	0.0	0.4385569334836527	34.0	0.3818181818181818	3.0	24.0	1	0.5549854139525947
ENSG00000130413	1.0	23.260150668802048	1	1.0	1.0	1	1	23.068071302706308	23.452230034897788	13.0	13.0	0.0		0	0.0	0.0	0	0			1.0	8.927047122257354	1	1.0	1.0	1	1	9.102614790317546	8.751479454197163	Organoid	0.7524872564454284	0.8187737037561381	abundance	Q9BYT3	0.4842	28.0	0.0	0.0	0.0	0.0	0.4122448979591837	28.0	0.0	0.0	14.0	1	2.0998452623168764
ENSG00000130414	1.0	25.24956986720912	1	1.0	1.0	1	1	25.33512281813436	25.164016916283888	17.0	17.0	0.0		0	0.0	0.0	0	0			0.0	6.544758645070793	0	0.0	0.0	0	0	6.717350890437052	6.372166399704537	Organoid	0.9672536874375516	0.9835397812738874	size	O95299	0.3681	15.0	0.0	0.0	0.0	0.0	0.3952702702702703	15.0	0.0	0.0	6.0	0	1.486828308657565
ENSG00000130427	0.0		0	0.0	0.0	0	0					1.0	9.69841813094816	1	1.0	1.0	1	1	9.71111925534207	9.685717006554247	0.1	-3.565715380466345	0	0.0	0.2	0	0	-3.9488508980595682	-3.182579862873122	Organoid				P01588	0.4224	9.0	0.0	1.0	1.0	0.0	0.1267605633802817	9.0	0.0	0.0	5.0	1	-0.6779095119688211
ENSG00000130429	1.0	22.9618083266766	1	1.0	1.0	1	1	22.931892537574264	22.99172411577893	12.0	12.0	1.0	15.06461523403355	1	1.0	1.0	1	1	15.305410772686088	14.823819695381015	0.0		0	0.0	0.0	0	0			Organoid	0.7753034771967138	0.9900197763136536	localization	O15143	0.4151	17.0	0.0	0.0	0.0	0.0	0.1123919308357348	16.0	0.0588235294117647	1.0	10.0	1	1.8214885762742792
ENSG00000130433	0.0		0	0.0	0.0	0	0					1.0	9.043153832662892	1	1.0	1.0	1	1	9.03792644064789	9.048381224677891	0.0		0	0.0	0.0	0	0			Organoid																1	-0.4928414451571341
ENSG00000130449	0.8	14.631085948491888	1	0.8	0.8	1	1	14.749765338301785	14.512406558681995	2.0	2.0	0.0		0	0.0	0.0	0	0			0.0		0	0.0	0.0	0	0			Organoid				Q9HCJ5	0.3297	44.0	0.0	0.0	0.0	0.0	0.0890008396305625	35.0	0.2045454545454545	2.0	16.0	0	
ENSG00000130475	1.0	17.153613772925425	1	1.0	1.0	1	1	17.397323790655143	16.909903755195707	8.0	8.0	0.0		0	0.0	0.0	0	0			1.0	7.560567160269682	1	1.0	1.0	1	1	7.578297531924197	7.542836788615165	Organoid	0.9556200307991036	0.8742930713681499	abundance	O14526	0.3613	35.0	0.0	0.0	0.0	1.0	0.3040462427745665	35.0	0.0	0.0	20.0	1	1.7482189200178724
ENSG00000130477	1.0	18.62383836840365	1	1.0	1.0	1	1	18.63950048517557	18.608176251631736	15.0	16.0	1.0	9.920667079383808	1	1.0	1.0	1	1	9.896753445908516	9.944580712859096	0.0		0	0.0	0.0	0	0			Organoid																1	-0.1555719493122075
ENSG00000130479	1.0	24.37853651782523	1	1.0	1.0	1	1	24.442773431880745	24.31429960376972	30.0	30.0	0.0		0	0.0	0.0	0	0			0.0		0	0.0	0.0	0	0			Organoid	0.8053673619106331	0.9744892138629248	composition	Q66K74	0.3386	38.0	0.0	0.0	0.0	0.0	0.178743961352657	38.0	0.0	0.0	25.0	0	
ENSG00000130487	0.0		0	0.0	0.0	0	0					1.0	9.64905624652123	1	1.0	1.0	1	1	9.615105673670797	9.683006819371665	0.0	-0.2250672850216953	0	0.0	0.0	0	0	-0.2926462538059223	-0.1574883162374684	Organoid				Q96G42	0.3949	25.0	0.0	0.0	0.0	0.0	0.1140350877192982	25.0	0.0	0.0	15.0	1	-0.2575832263267418
ENSG00000130508	1.0	23.29128850204244	1	1.0	1.0	1	1	23.377969010669556	23.204607993415312	53.0	53.0	1.0	9.660548281188907	1	1.0	1.0	1	1	9.659941781400843	9.66115478097697	0.0		0	0.0	0.0	0	0			Organoid	0.8654018007440805	0.9691562962511968	degradation_pest	Q92626	0.4235	70.0	0.0	1.0	1.0	1.0	0.1252624212736179	70.0	0.0	0.0	40.0	1	-0.2555478029586471
ENSG00000130511	1.0	23.63072804124955	1	1.0	1.0	1	1	23.618836418899296	23.64261966359981	4.0	5.0	1.0	12.613319856222008	1	1.0	1.0	1	1	12.514306405557262	12.712333306886752	0.0		0	0.0	0.0	0	0			Organoid																1	0.8793407975018456
ENSG00000130513	1.0	24.3044244067912	1	1.0	1.0	1	1	25.22435278309522	23.384496030487185	13.0	13.0	1.0	13.362611996586644	1	1.0	1.0	1	1	14.456705470544488	12.2685185226288	1.0	7.660846264856941	1	1.0	1.0	1	1	8.309844659623014	7.011847870090871	Organoid	0.5081566005711051	0.7734919457714586	peptide_chemistry	Q99988	0.1757	6.0	0.0	1.0	1.0	0.0	0.0	6.0	0.0	0.0	2.0	1	1.4706759603651394
ENSG00000130517	1.0	22.090988386625146	1	1.0	1.0	1	1	22.508909409977242	21.673067363273045	7.0	7.0	1.0	13.240258650011508	1	1.0	1.0	1	1	13.482900682878073	12.997616617144939	0.0		0	0.0	0.0	0	0			Organoid	0.8173450005290741	0.899862173603284	size	Q9NXJ5	0.389	9.0	0.0	0.0	0.0	0.0	0.1081081081081081	9.0	0.0	0.0	4.0	1	1.1203027792122595
ENSG00000130518	0.0		0	0.0	0.0	0	0					0.0		0	0.0	0.0	0	0			0.0	-5.401015823307427	0	0.0	0.0	0	0	-5.591302561920658	-5.210729084694195	Organoid	0.4049065907453008	0.5584841227624362	abundance	Q9H0B3	0.5247	67.0	0.0	0.0	0.0	0.0	0.0908304498269896	67.0	0.0	0.0	29.0	0	-1.587090884518684
ENSG00000130520	1.0	26.145788318024195	1	1.0	1.0	1	1	26.03637621387154	26.25520042217684	8.0	8.0	1.0	12.519059346617832	1	1.0	1.0	1	1	12.402848377027897	12.635270316207764	0.0		0	0.0	0.0	0	0			Organoid	0.9594034747286404	0.9601902675501144	size	Q9Y4Z0	0.5863	9.0	0.0	0.0	0.0	0.0	0.4608695652173913	9.0	0.0	0.0	2.0	1	0.8431120628689687
ENSG00000130522	1.0	20.22506919351513	1	1.0	1.0	1	1	20.269345415299448	20.180792971730817	6.0	7.0	1.0	13.371006168843977	1	1.0	1.0	1	1	13.468840976050833	13.273171361637116	0.0		0	0.0	0.0	0	0			Organoid	0.7906606909178845	0.7997153548732105	proteotypicity	P17535	0.3412	12.0	0.0	0.0	0.0	0.0	0.1857585139318885	10.0	0.1666666666666666	2.0	6.0	1	1.170555182722273
ENSG00000130528	1.0	21.280935066472104	1	1.0	1.0	1	1	21.470714921987373	21.09115521095684	12.0	12.0	1.0	9.012811978981016	1	1.0	1.0	1	1	9.036879822025028	8.988744135937003	1.0	2.240150243867851	1	1.0	1.0	1	1	2.616090627602565	1.8642098601331374	Organoid	0.8256928406406002	0.9301723657072384	abundance	P23327	0.3614	29.0	0.0	0.0	1.0	0.0	0.7851622874806801	29.0	0.0	0.0	27.0	1	-0.06267424071974251
ENSG00000130529	1.0	20.463456446967527	1	1.0	1.0	1	1	20.500133642092187	20.426779251842863	23.0	24.0	0.0		0	0.0	0.0	0	0			0.0		0	0.0	0.0	0	0			Organoid	0.8912411384674417	0.9098451164371882	abundance	Q8TD43	0.3649	49.0	6.0	0.0	0.0	1.0	0.1924369747899159	48.0	0.0204081632653061	1.0	31.0	0	
ENSG00000130540	1.0	24.75384874104207	1	1.0	1.0	1	1	24.83442784969541	24.673269632388735	11.0	11.0	1.0	12.83483609460606	1	1.0	1.0	1	1	13.019958649256855	12.649713539955263	0.0		0	0.0	0.0	0	0			Organoid	0.7183240293387728	0.5700563691995548	abundance	Q9BR01	0.3929	13.0	0.0	0.0	0.0	0.0	0.1692307692307692	13.0	0.0	0.0	4.0	1	0.964479876963531
ENSG00000130558	1.0	20.127619231079425	1	1.0	1.0	1	1	20.534660710388188	19.720577751770662	6.0	6.0	1.0	8.234223158670734	1	1.0	1.0	1	1	8.232463319345083	8.23598299799638	0.0		0	0.0	0.0	0	0			Organoid																1	-0.8037514417985885
ENSG00000130559	1.0	22.64338907303183	1	1.0	1.0	1	1	22.707517269751953	22.579260876311714	58.0	59.0	0.0		0	0.0	0.0	0	0			1.0	10.19066133408252	1	1.0	1.0	1	1	10.250473290475522	10.130849377689515	Organoid	0.914251183566702	0.94993597976772	localization	Q5T5Y3	0.4776	85.0	0.0	0.0	0.0	0.0	0.3929024081115336	84.0	0.0117647058823529	1.0	44.0	1	2.4250019098646503
ENSG00000130560	1.0	22.16282932048911	1	1.0	1.0	1	1	22.425206203271095	21.900452437707127	12.0	12.0	1.0	11.545577910924848	1	1.0	1.0	1	1	11.720318166229315	11.370837655620381	1.0	2.5477973337178907	1	1.0	1.0	1	1	2.59134985288608	2.5042448145497014	Organoid	0.8184241707050536	0.9636176405808912	size	Q9BSL1	0.4852	22.0	0.0	0.0	0.0	0.0	0.4671916010498688	21.0	0.0454545454545454	1.0	11.0	1	0.46363841928272387
ENSG00000130561	0.0		0	0.0	0.0	0	0					1.0	8.88832746312929	1	1.0	1.0	1	1	8.876848202974141	8.899806723284437	1.0	1.0922848088144683	1	1.0	1.0	1	1	0.8820574728934236	1.302512144735513	Organoid				P10523	0.4876	22.0	0.0	0.0	0.0	1.0	0.2519685039370078	20.0	0.0909090909090909	3.0	13.0	1	-0.23428278825144644
ENSG00000130589	1.0	20.6115040716028	1	1.0	1.0	1	1	20.483039475395202	20.739968667810405	22.0	22.0	0.0		0	0.0	0.0	0	0			0.2	1.138701228335083	0	0.4	0.0	0	0	1.4290718605443362	0.84833059612583	Organoid				Q9BYK8	0.4654	150.0	0.0	0.0	0.0	0.0	0.1706128133704735	150.0	0.0	0.0	88.0	0	0.09572690316009708
