ensg	uniprot	length	mw_da	gravy	pI	n_tm	has_signal	n_tryptic_7_30	mature_start	mature_end	mature_length	n_glyco_sites	n_mod_res	n_disulfide	n_lipid_sites	n_glyco_sites_observed	n_mod_res_observed	n_disulfide_observed	n_lipid_sites_observed	has_propeptide	pe_level	cysteine_fraction	charged_fraction	proline_fraction	glycine_fraction	aromatic_fraction	n_glyco_motif_count	low_complexity_fraction	disorder_fraction_proxy	pest_score_max	pest_score_sum	n_pest_regions	pest_fraction	is_secreted	is_ecm	is_membrane	is_nuclear	is_chromatin	is_cytoplasmic	is_mitochondrial	is_er_golgi	is_lysosome	is_peroxisome	is_endosome	is_vesicle	is_lipid_droplet	is_cytoskeleton	is_projection	n_compartments	is_multilocal	topo_multipass	topo_single_type1	topo_single_type2	topo_single_other	topo_peripheral	topo_lipid_anchor	topo_extracellular_aa	topo_cytoplasmic_aa	loc_n_clauses	loc_n_observed	loc_go_n_terms	loc_source	tryptic_per_kda	Transcript count	Transcript length (including UTRs and CDS)	exon_count	manual_gc_content	cai	kozak_score	utr5_length	utr3_length	cds_length	utr5_gc	utr3_gc	utr3_to_cds_ratio	is_in_complex	n_complexes	complex_size_mean	complex_size_max	in_large_complex	n_conserved_mirna_sites	n_mirna_families	uorf_count	uorf_max_length_aa	uorf_mean_length_aa	uorf_mean_phastcon	has_uorf	rbp_n_binding_rbps	rbp_hur_binding	rbp_hnrnp_binding	rbp_pumilio_binding	rbp_destab_binding	mirna_site_density	pa_n_peptides	pa_n_proteotypic	pa_observed	frac_measured	n_obs	median_log_abundance	log_len	log_pa	log_tryptic
ENSG00000145214	P52824	942	101155	-0.1333	7.5	0	0	41	1	942	942	0	2	0	0	0	0	0	0	0	1	0.0360934182590233	0.2144373673036093	0.0764331210191082	0.1008492569002123	0.0552016985138004	1	0.0	0.1230936819172113	0.057	0.1566428571428571	6	0.0923566878980891	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	4	1	0	0	0	0	0	0	0	0	12	6	15	cc	0.4053	14.0	4649.0	23.0	66.01419660141966	0.6949859671177993	0.6875	87.0	1733.0	2826.0	74.71264367816092	62.204270051933065	0.613234253361642	0.0	0.0			0.0	1.0	1.0	0.0				0.0	159.0	1.0	1.0	1.0	0.0	0.5770340450086555	73.0	71.0	1	0.7777777777777778	9.0	-0.712198270069774	2.9740509027928774	1.8692317197309762	1.6127838567197355
ENSG00000164066	Q9ULD6	942	105648	-0.368	5.71	0	0	47	1	942	942	0	1	0	0	0	1	0	0	0	1	0.0212314225053078	0.2462845010615711	0.0552016985138004	0.0594479830148619	0.0753715498938428	3	0.0	0.2668845315904139	0.0716666666666666	0.307987099856665	10	0.1794055201698513	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	7	1	7	cc	0.4449	19.0	13208.0	16.0	39.93791641429437	0.5034119510085677	0.8125	78.0	10301.0	2826.0	48.71794871794872	39.09329191340646	3.645081387119604	1.0	1.0	3.0	3.0	0.0	11.0	11.0	0.0				0.0	119.0	1.0	1.0	1.0	0.0	1.06785748956412	29.0	28.0	1	0.4444444444444444	9.0	-1.8239087409443189	2.9740509027928774	1.4771212547196624	1.6720978579357175
ENSG00000123143	Q16512	942	103932	-0.3823	6.3	0	0	38	2	942	941	0	1	0	0	0	14	0	0	0	1	0.0148777895855472	0.2603613177470776	0.0680127523910733	0.0733262486716259	0.0616365568544102	4	0.0043383947939262	0.3315158124318429	0.0683333333333333	0.2901271929824561	9	0.1583421891604675	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	4	1	0	0	0	0	1	0	0	0	11	6	8	cc	0.3656	35.0	3120.0	22.0	65.7051282051282	0.690512232417696	0.875	216.0	75.0	2826.0	86.57407407407408	61.33333333333333	0.0265392781316348	1.0	2.0	4.0	5.0	0.0	0.0	0.0	35.0	69.0	25.228571428571428	0.45724	1.0	166.0	1.0	1.0	1.0	0.0	0.0	321.0	284.0	1	1.0	10.0	0.8512583487190752	2.9740509027928774	2.507855871695831	1.5797835966168101
ENSG00000077254	Q8TEY7	942	106727	-0.4889	5.91	0	0	46	1	942	942	0	0	0	0	0	2	0	0	0	1	0.0350318471337579	0.2430997876857749	0.0530785562632696	0.0509554140127388	0.0817409766454352	5	0.0	0.284313725490196	0.0444117647058823	0.2372232277526395	11	0.1921443736730361	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	4	3	7	cc	0.431	61.0	4327.0	24.0	39.819736538017104	0.4976428907882539	0.4375	261.0	1330.0	2733.0	63.601532567049816	36.31578947368421	0.48664471276985	1.0	2.0	3.0	4.0	0.0	7.0	7.0	13.0	30.0	26.76923076923077	0.3773538461538461	1.0	163.0	1.0	1.0	1.0	0.0	5.263157894736842	98.0	93.0	1	0.4444444444444444	9.0	-0.7328282715969862	2.9740509027928774	1.99563519459755	1.662757831681574
ENSG00000111912	Q8NI08	942	106162	-0.7074	5.28	0	0	50	1	942	942	0	2	0	0	0	9	0	0	0	1	0.0116772823779193	0.2951167728237792	0.054140127388535	0.0530785562632696	0.0743099787685774	6	0.0	0.4673202614379085	0.1042307692307692	0.4816718379659556	11	0.1698513800424628	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	10	3	2	cc	0.471	24.0	6264.0	16.0	40.07024265644955	0.5555314006010125	0.6875	172.0	3263.0	2826.0	57.55813953488372	36.224333435488816	1.154635527246992	1.0	5.0	2.0	2.0	0.0	17.0	17.0	35.0	34.0	17.114285714285714	0.1788257142857142	1.0	148.0	1.0	1.0	1.0	0.0	5.209929512718357	263.0	260.0	1	1.0	7.0	-0.1319436381769584	2.9740509027928774	2.4216039268698313	1.6989700043360187
ENSG00000123243	Q86UX2	942	104576	-0.345	8.57	0	1	46	17	942	926	8	0	0	0	0	0	0	0	0	1	0.0075593952483801	0.234341252699784	0.0572354211663066	0.079913606911447	0.070194384449244	8	0.0	0.1951219512195122	0.0714285714285714	0.219326923076923	6	0.0885529157667386	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	cc	0.4399	28.0	6716.0	14.0	50.02977963073258	0.6686968506317226	0.625	74.0	3813.0	2826.0	79.72972972972973	45.52845528455284	1.3492569002123145	0.0	0.0			0.0	3.0	3.0	0.0				0.0	82.0	1.0	1.0	0.0	0.0	0.7867820613690008	184.0	182.0	1	1.0	10.0	0.2624510897304294	2.9740509027928774	2.2671717284030137	1.662757831681574
ENSG00000139990	Q96JK2	942	103963	-0.777	5.53	0	0	48	1	942	942	0	5	0	0	0	4	0	0	0	1	0.0201698513800424	0.2473460721868365	0.0647558386411889	0.0711252653927813	0.0636942675159235	6	0.0140845070422535	0.2712418300653594	0.1416666666666666	0.8811967032967033	16	0.2685774946921443	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	go	0.4617	21.0	5946.0	9.0	48.267743020518	0.6228930347552257	0.5	141.0	2976.0	2826.0	76.59574468085107	41.36424731182796	1.0530785562632696	0.0	0.0			0.0	18.0	16.0	0.0				0.0	162.0	1.0	1.0	1.0	0.0	6.048387096774194	114.0	114.0	1	1.0	10.0	-0.3655227298392684	2.9740509027928774	2.060697840353612	1.6812412373755872
ENSG00000270231	Q3BBV2	942	108503	-0.9312	4.37	0	0	40	1	942	942	0	0	0	0	0	0	0	0	0	2	0.0254777070063694	0.3354564755838641	0.0509554140127388	0.0360934182590233	0.0583864118895966	3	0.0065005417118093	0.6198257080610022	0.1028571428571428	0.549728759114982	11	0.1900212314225053	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	cc	0.3687	3.0	7256.0	23.0	46.19625137816979	0.5974906253940327	0.75	972.0	3455.0	2826.0	54.83539094650206	41.5918958031838	1.2225760792639773	0.0	0.0			0.0	0.0	0.0	0.0				0.0	78.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0				2.9740509027928774	0.3010299956639812	1.6020599913279623
ENSG00000136928	O75899	941	105821	-0.1689	8.69	7	1	41	42	941	900	1	9	3	0	4	0	0	0	0	1	0.02	0.2055555555555555	0.05	0.06	0.0933333333333333	9	0.0	0.1723744292237443	0.0714285714285714	0.2188366731307907	5	0.0811111111111111	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	6	2	7	cc	0.3874	16.0	5499.0	19.0	53.33697035824695	0.6629219756457863	0.8125	198.0	2475.0	2823.0	83.83838383838383	48.76767676767677	0.8767268862911796	1.0	4.0	2.25	3.0	0.0	32.0	30.0	0.0				0.0	17.0	1.0	1.0	0.0	0.0	12.929292929292927	59.0	52.0	1	1.0	1.0	-0.9136401693252518	2.973589623427257	1.7781512503836436	1.6127838567197355
ENSG00000284862	Q9UFE4	941	109901	-0.9547	6.38	0	0	53	1	941	941	0	2	0	0	0	0	0	0	0	1	0.0095642933049946	0.3666312433581296	0.0106269925611052	0.0180658873538788	0.0435706695005313	4	0.0130151843817787	0.7862595419847328	0.0683333333333333	0.2100853803059685	8	0.1243358129649309	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	2	2	5	cc	0.4823	13.0	3848.0	20.0	35.96673596673597	0.5035851126442513	0.5625	109.0	913.0	2823.0	58.71559633027523	30.01095290251917	0.3234148069429685	0.0	0.0			0.0	0.0	0.0	0.0				0.0	156.0	1.0	1.0	1.0	0.0	0.0	99.0	99.0	1	0.0	1.0	-3.2218487496163566	2.973589623427257	2.0	1.724275869600789
ENSG00000101161	O94906	941	106925	-0.6425	8.4	0	0	56	1	941	941	0	0	0	0	0	5	0	0	0	1	0.0148777895855472	0.3049946865037194	0.0499468650371944	0.053134962805526	0.0658873538788522	2	0.0	0.5027262813522355	0.0365384615384615	0.1342307692307692	6	0.0892667375132837	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	3	12	cc	0.5237	35.0	3047.0	21.0	57.03971119133574	0.6699877041571822	0.625	114.0	107.0	2823.0	59.64912280701754	55.140186915887845	0.0379029401346085	1.0	7.0	58.0	129.0	1.0	0.0	0.0	13.0	24.0	18.53846153846154	0.0080461538461538	1.0	168.0	1.0	1.0	1.0	0.0	0.0	641.0	640.0	1	1.0	9.0	1.1643528557844371	2.973589623427257	2.807535028068853	1.7481880270062005
ENSG00000164307	Q9NZ08	941	107235	-0.2166	6.43	1	0	46	1	941	941	1	0	2	0	4	0	0	0	0	1	0.0106269925611052	0.2178533475026567	0.0414452709883103	0.0510095642933049	0.1083953241232731	5	0.0	0.128680479825518	0.05	0.3151432880844645	11	0.1562167906482465	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	8	cc	0.429	27.0	4841.0	19.0	43.25552571782689	0.5624675224531721	0.75	103.0	1912.0	2823.0	66.99029126213593	39.85355648535565	0.6772936592277718	1.0	1.0	2.0	2.0	0.0	2.0	2.0	6.0	70.0	31.0	0.2829	1.0	162.0	1.0	1.0	1.0	0.0	1.0460251046025104	524.0	513.0	1	1.0	10.0	1.5314789170422551	2.973589623427257	2.720159303405957	1.662757831681574
ENSG00000105792	A5D8W1	941	105883	-0.1392	7.17	0	0	48	1	941	941	0	0	0	0	0	0	0	0	0	1	0.0233793836344314	0.2507970244420829	0.0361317747077577	0.0499468650371944	0.0690754516471838	4	0.0	0.2399127589967284	0.0316666666666666	0.1433564539175994	9	0.1339001062699256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	2	3	cc	0.4533	21.0	3902.0	23.0	38.72373141978473	0.4724591323887051	0.6875	251.0	825.0	2823.0	67.33067729083665	34.060606060606055	0.2922422954303932	0.0	0.0			0.0	2.0	2.0	0.0				0.0	63.0	1.0	1.0	0.0	0.0	2.4242424242424243	42.0	41.0	1				2.973589623427257	1.6334684555795864	1.6812412373755872
ENSG00000160695	Q9H270	941	107809	-0.4443	7.05	0	0	49	2	941	940	0	1	0	0	0	3	0	0	0	1	0.0244680851063829	0.2425531914893617	0.0382978723404255	0.0531914893617021	0.0925531914893617	3	0.0	0.2543668122270742	0.0323684210526315	0.0971863954758691	8	0.1351063829787234	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	4	1	0	0	0	0	1	0	0	0	11	6	12	cc	0.4545	23.0	3181.0	16.0	53.379440427538505	0.6549680984196257	0.625	6.0	349.0	2823.0	50.0	50.71633237822349	0.1236273467941905	1.0	5.0	4.8	6.0	0.0	0.0	0.0	96.0	80.0	38.57291666666666	0.92299375	1.0	139.0	1.0	1.0	1.0	0.0	0.0	287.0	0.0	1	1.0	10.0	0.0863598306747482	2.973589623427257	2.459392487759231	1.6901960800285136
ENSG00000114439	Q8WY36	941	105130	-0.9949	9.23	0	0	41	1	941	941	0	1	0	0	0	5	0	0	0	1	0.0201912858660998	0.3368756641870351	0.0680127523910733	0.0563230605738576	0.0478214665249734	4	0.0	0.5910577971646674	0.0811111111111111	0.3035142343037079	9	0.1583421891604675	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	cc	0.39	44.0	9009.0	18.0	39.21633921633922	0.549190537506447	0.4375	301.0	5882.0	2823.0	53.156146179402	36.21217273036383	2.083599008147361	0.0	0.0			0.0	43.0	36.0	189.0	64.0	27.476190476190474	0.9638931216931216	1.0	161.0	1.0	1.0	1.0	0.0	7.31043862631758	190.0	190.0	1	1.0	10.0	-0.1067932469401519	2.973589623427257	2.2810333672477277	1.6127838567197355
ENSG00000186642	O00408	941	105717	-0.1997	5.08	0	0	48	2	941	940	0	0	0	2	0	0	0	1	0	1	0.0319148936170212	0.2308510638297872	0.0457446808510638	0.0489361702127659	0.0744680851063829	3	0.0	0.1965065502183406	0.0365384615384615	0.155029304029304	9	0.1340425531914893	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	12	cc	0.454	28.0	4284.0	31.0	58.4967320261438	0.7008539731570418	0.75	215.0	1243.0	2823.0	68.37209302325581	56.31536604987932	0.4403117251151257	1.0	3.0	1.6666666666666667	2.0	0.0	4.0	4.0	6.0	74.0	54.333333333333336	0.9547166666666668	1.0	59.0	0.0	1.0	0.0	0.0	3.218020917135961	139.0	137.0	1	1.0	2.0	0.561101383649056	2.973589623427257	2.146128035678238	1.6812412373755872
ENSG00000144504	Q9P2S6	941	105516	-0.339	6.71	0	0	48	1	941	941	0	0	0	0	0	0	0	0	0	1	0.0308182784272051	0.2316684378320935	0.0648246546227417	0.0754516471838469	0.0913921360255047	2	0.0	0.2104689203925845	0.0866666666666666	0.2636575091575092	9	0.128586609989373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0.4549	36.0	3405.0	18.0	59.3245227606461	0.6933710323782203	0.8125	125.0	187.0	3090.0	68.8	56.14973262032086	0.0605177993527508	0.0	0.0			0.0	0.0	0.0	1.0	17.0	17.0	0.0605	1.0	165.0	1.0	1.0	1.0	0.0	0.0	30.0	30.0	1	0.0	5.0	-1.3872161432802643	2.973589623427257	1.4913616938342726	1.6812412373755872
ENSG00000251664	Q9UN75	941	101652	-0.2155	4.87	1	1	36	30	941	912	3	0	0	0	0	0	0	0	0	1	0.0120614035087719	0.2203947368421052	0.069078947368421	0.0646929824561403	0.0570175438596491	5	0.0123180291153415	0.1542792792792792	0.0365384615384615	0.1673647920706744	9	0.1271929824561403	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	cc	0.3541	6.0	5401.0	4.0	47.84299203851139	0.5950565369049999	0.4375	69.0	2410.0	2919.0	34.78260869565217	37.9253112033195	0.8256252141144228	0.0	0.0			0.0	29.0	25.0	0.0				0.0	10.0	1.0	0.0	0.0	0.0	12.033195020746888	33.0	7.0	1	0.0	2.0	-2.096910013008056	2.973589623427257	1.5314789170422551	1.5563025007672873
ENSG00000006459	Q6ZMT4	941	106557	-0.6048	8.14	0	0	45	1	941	941	0	0	0	0	0	1	0	0	0	1	0.0244420828905419	0.2646121147715196	0.0584484590860786	0.055260361317747	0.0807651434643995	2	0.0195227765726681	0.3914940021810251	0.1028571428571428	0.5064473892120951	13	0.208289054197662	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	cc	0.4223	9.0	9220.0	20.0	38.297180043383946	0.5399197910635418	0.6875	46.0	6348.0	2823.0	54.34782608695652	35.53875236294896	2.248671625929862	0.0	0.0			0.0	59.0	49.0	0.0				0.0	162.0	1.0	1.0	1.0	0.0	9.294265910523	35.0	35.0	1	0.5555555555555556	9.0	-1.5686362358410126	2.973589623427257	1.5563025007672873	1.6532125137753437
ENSG00000136542	Q7Z7M9	940	106266	-0.4927	10.07	1	0	50	1	940	940	12	0	5	0	0	1	0	0	0	1	0.0159574468085106	0.2627659574468085	0.0574468085106383	0.0595744680851063	0.0734042553191489	14	0.0	0.3034934497816594	0.05	0.0712217194570135	3	0.0446808510638297	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	2	cc	0.4705	7.0	10344.0	10.0	38.42807424593968	0.5644441483191891	0.6875	378.0	7143.0	2820.0	55.02645502645503	34.94330113397732	2.532978723404255	0.0	0.0			0.0	3.0	3.0	30.0	36.0	20.23333333333333	0.6094066666666667	1.0	141.0	1.0	1.0	1.0	0.0	0.4199916001679966	81.0	76.0	1	1.0	4.0	-0.978810700930062	2.9731278535996988	1.9138138523837167	1.6989700043360187
ENSG00000154767	Q01831	940	105953	-0.8766	9.3	0	0	42	2	940	939	0	0	0	0	0	14	0	0	0	1	0.0159744408945686	0.3322683706070287	0.0564430244941427	0.0670926517571885	0.0660276890308839	1	0.0032608695652173	0.5814207650273224	0.1233333333333333	0.3903174603174603	8	0.1235356762513312	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	5	4	9	cc	0.3964	32.0	3650.0	16.0	51.94520547945205	0.6218960307550109	0.8125	33.0	794.0	2820.0	51.51515151515152	47.85894206549119	0.2815602836879433	1.0	5.0	3.2	6.0	0.0	0.0	0.0	0.0				0.0	163.0	1.0	1.0	1.0	0.0	0.0	253.0	253.0	1	1.0	10.0	0.4653828514484183	2.9731278535996988	2.404833716619938	1.6232492903979006
ENSG00000204569	Q96QC0	940	99058	-0.8595	9.73	0	0	42	1	940	940	0	1	0	0	0	9	0	0	0	1	0.0063829787234042	0.2340425531914893	0.1414893617021276	0.1648936170212765	0.0382978723404255	5	0.0770901194353963	0.2641921397379912	0.1233333333333333	0.6047233354880412	12	0.1691489361702127	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	5	3	6	cc	0.424	20.0	4511.0	20.0	54.22301041897584	0.5728429616740242	0.75	552.0	1136.0	2820.0	47.82608695652174	50.52816901408451	0.4028368794326241	1.0	4.0	3.5	4.0	0.0	15.0	13.0	2.0	19.0	18.5	0.85075	1.0	166.0	1.0	1.0	1.0	0.0	13.204225352112678	318.0	0.0	1	1.0	8.0	0.6304278750250238	2.9731278535996988	2.503790683057181	1.6232492903979006
ENSG00000120498	Q8IYF3	940	107889	-0.2051	4.82	0	0	53	1	940	940	0	0	0	0	0	0	0	0	0	1	0.0223404255319148	0.2425531914893617	0.0244680851063829	0.0287234042553191	0.0904255319148936	3	0.0	0.212882096069869	0.0683333333333333	0.2499460784313725	9	0.1340425531914893	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	3	cc	0.4912	4.0	3012.0	30.0	40.37184594953519	0.5204942062047303	0.6875	79.0	155.0	2775.0	59.49367088607595	36.774193548387096	0.0558558558558558	0.0	0.0			0.0	0.0	0.0	0.0				0.0	22.0	1.0	1.0	0.0	0.0	0.0	120.0	120.0	1	1.0	1.0	0.2278867046136735	2.9731278535996988	2.0827853703164503	1.724275869600789
ENSG00000183020	O94973	939	103960	-0.0866	6.96	0	0	47	1	939	939	0	0	0	0	0	0	0	0	0	1	0.0170394036208732	0.2087326943556975	0.0543130990415335	0.0489882854100106	0.0745473908413205	3	0.0010869565217391	0.1431693989071038	0.0703846153846153	0.1502060439560439	6	0.0947816826411075	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	7	0	13	cc	0.4521	57.0	4587.0	22.0	58.665794637017655	0.6620693843505523	0.5	152.0	1615.0	2817.0	78.28947368421053	60.99071207430341	0.5733049343272986	0.0	0.0			0.0	2.0	2.0	0.0				0.0	165.0	1.0	1.0	1.0	0.0	1.238390092879257	575.0	0.0	1	1.0	10.0	1.3324384599156054	2.972665592266111	2.760422483423212	1.6720978579357175
ENSG00000105278	Q9UPR6	939	101330	-0.6632	8.53	0	0	31	1	939	939	0	0	0	0	0	0	0	0	0	1	0.0244941427050053	0.2247071352502662	0.1224707135250266	0.0788072417465388	0.0489882854100106	1	0.0130434782608695	0.2306010928961748	0.0873076923076923	0.4356651243493348	11	0.1661341853035143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0.3059	12.0	4766.0	19.0	63.70121695342006	0.6874112993413812	0.625	21.0	1925.0	2817.0	66.66666666666666	57.298701298701296	0.6833510827121051	0.0	0.0			0.0	1.0	1.0	2.0	25.0	22.5	0.0049	1.0	17.0	1.0	1.0	0.0	0.0	0.5194805194805194	9.0	3.0	1	0.0	10.0	-1.6777807052660807	2.972665592266111	1.0	1.4913616938342726
ENSG00000159256	Q14149	939	107113	-0.6544	5.3	0	0	52	1	939	939	0	0	0	0	0	5	0	0	0	1	0.0223642172523961	0.2811501597444089	0.040468583599574	0.040468583599574	0.0638977635782747	4	0.0	0.4120218579234972	0.105	0.4906322452057745	14	0.2119275825346112	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	6	4	5	cc	0.4855	20.0	4224.0	17.0	37.121212121212125	0.5131380330421667	0.625	68.0	1336.0	2817.0	64.70588235294117	29.64071856287425	0.4742634007809727	0.0	0.0			0.0	13.0	12.0	0.0				0.0	163.0	1.0	1.0	1.0	0.0	9.730538922155688	278.0	272.0	1	1.0	10.0	0.0606978403536116	2.972665592266111	2.4456042032735974	1.7160033436347992
ENSG00000176884	Q05586	938	105373	-0.2989	9.19	3	1	47	19	938	920	4	4	0	0	8	0	4	0	0	1	0.0119565217391304	0.2326086956521739	0.042391304347826	0.0652173913043478	0.0880434782608695	11	0.0	0.234375	0.0557142857142856	0.1052527472527472	3	0.0456521739130434	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	7	1	19	cc	0.446	21.0	4379.0	20.0	65.99680292304178	0.7291062685239662	0.375	333.0	1229.0	2814.0	82.28228228228228	73.47436940602115	0.4367448471926083	1.0	20.0	2.5	4.0	0.0	7.0	7.0	0.0				0.0	17.0	0.0	1.0	1.0	0.0	5.695687550854353	71.0	68.0	1	1.0	2.0	-0.1573907603894379	2.9722028383790646	1.8573324964312685	1.6720978579357175
ENSG00000141052	Q8IZQ8	938	101997	-0.6477	6.61	0	0	33	1	938	938	0	12	0	0	0	0	0	0	0	1	0.0117270788912579	0.2036247334754797	0.0938166311300639	0.0479744136460554	0.0469083155650319	5	0.0087051142546245	0.2100656455142232	0.0714285714285714	0.355823783136443	11	0.1940298507462686	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	cc	0.3235	9.0	8565.0	14.0	44.97373029772329	0.6129882685163272	0.5	299.0	5305.0	2958.0	63.87959866220736	39.77379830348728	1.7934415145368492	1.0	1.0	3.0	3.0	0.0	14.0	12.0	8.0	47.0	27.5	0.7476625	1.0	1.0	0.0	0.0	0.0	0.0	2.639019792648445	28.0	24.0	1	0.0	10.0	-1.0268721464003014	2.9722028383790646	1.462397997898956	1.5185139398778875
ENSG00000242419	Q9Y5F7	938	101214	-0.2876	4.81	1	1	35	30	938	909	3	0	0	0	0	0	0	0	0	1	0.0143014301430143	0.2057205720572057	0.0847084708470847	0.0748074807480748	0.0627062706270627	4	0.0	0.1186440677966101	0.05	0.234234851835471	11	0.1892189218921892	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	cc	0.3458	5.0	4763.0	4.0	55.72118412765064	0.592321087667677	0.5625	144.0	1802.0	2814.0	65.97222222222221	55.49389567147613	0.6403695806680881	0.0	0.0			0.0	4.0	3.0	0.0				0.0	42.0	0.0	1.0	0.0	0.0	2.2197558268590454	36.0	19.0	1				2.9722028383790646	1.568201724066995	1.5440680443502757
ENSG00000198231	Q86XP3	938	102975	-0.829	7.01	0	0	42	1	938	938	0	0	0	0	0	9	0	0	0	1	0.0053304904051172	0.2718550106609808	0.0554371002132196	0.1002132196162046	0.068230277185501	4	0.0	0.3577680525164113	0.0703846153846153	0.183139950629081	7	0.1130063965884861	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3	2	7	cc	0.4079	34.0	3959.0	18.0	48.11821166961354	0.5649899710385077	0.6875	223.0	919.0	2814.0	73.99103139013454	40.696409140369965	0.3265813788201848	1.0	2.0	60.0	112.0	1.0	7.0	7.0	8.0	78.0	31.25	0.2921	1.0	167.0	1.0	1.0	1.0	0.0	7.616974972796518	598.0	596.0	1	1.0	9.0	1.3443922736851108	2.9722028383790646	2.7774268223893115	1.6232492903979006
ENSG00000176915	Q86XL3	938	104114	-0.6116	7.09	1	0	56	1	938	938	0	0	0	0	0	10	0	0	0	1	0.0159914712153518	0.2686567164179104	0.0788912579957356	0.0639658848614072	0.0703624733475479	3	0.0	0.4015317286652078	0.105	0.5105497737556561	13	0.2014925373134328	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	2	3	cc	0.5379	44.0	4590.0	13.0	49.71677559912854	0.5908513479251868	0.5625	34.0	1739.0	2814.0	88.23529411764706	42.72570442783209	0.6179815209665956	0.0	0.0			0.0	2.0	2.0	1.0	32.0	32.0	0.0047	1.0	165.0	1.0	1.0	1.0	0.0	1.1500862564692351	296.0	294.0	1	1.0	3.0	0.3654879848908996	2.9722028383790646	2.4727564493172123	1.7481880270062005
ENSG00000133131	Q8TE76	937	106348	-0.6222	7.5	0	0	51	1	937	937	0	0	0	0	0	0	0	0	0	1	0.0149413020277481	0.2710779082177161	0.0597652081109925	0.0608324439701173	0.0811099252934898	4	0.0010893246187363	0.3603504928806134	0.0866666666666666	0.5204602995044172	14	0.2187833511205976	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	cc	0.4796	11.0	3798.0	17.0	46.62980516061085	0.5650588607280042	0.5	243.0	741.0	2811.0	74.48559670781893	38.46153846153847	0.263607257203842	0.0	0.0			0.0	5.0	5.0	3.0	33.0	28.33333333333333	0.3447666666666666	1.0	94.0	1.0	1.0	0.0	0.0	6.747638326585695	89.0	86.0	1	0.0	1.0	-1.4814860601221125	2.971739590887778	1.954242509439325	1.7075701760979363
