panel	feature_id	uniprot	gene	multi_target	pe	p_seq	ensg	pep_n_unique	pep_n_clean	pep_frac_shared	is_secreted	has_signal	is_membrane	is_ecm	length	mature_length	y	p_detect_intrinsic	top_dark_reason	paxdb_ppm	ensp	symbol	log_abundance	org_lysate_ms_present	org_lysate_soma_present	org_lysate_olink_present	org_lysate_aff_abund_z	org_media_ms_present	org_media_soma_present	org_media_olink_present	org_media_aff_abund_z	bf_csf_neat_ms_present	bf_csf_neat_aff_present	bf_csf_depleted_ms_present	bf_csf_depleted_aff_present	bf_plasma_neat_ms_present	bf_plasma_neat_aff_present	bf_plasma_depleted_ms_present	bf_plasma_depleted_aff_present	druggable	approved_drug	ms_class
SomaScan	24938-7	P63010	AP2B1	0	1.0	0.8436150888853508	ENSG00000006125	25.0	13.0	0.4047619047619047	0.0	0.0	1.0	0.0	937.0	936.0	1.0	0.9213062803768408	proteotypicity	119.0	ENSP00000483185	AP2B1	2.0755469613925306	1.0	1.0	1.0	1.953431692906359	0.0	1.0	0.0	0.6353428010981741	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1	0	confirmable
SomaScan	24940-3	O14920	IKBKB	0	1.0	0.8899663009044089	ENSG00000104365	38.0	16.0	0.0256410256410256	0.0	0.0	0.0	0.0	756.0	756.0	1.0	0.9699110334493292	localization	3.6	ENSP00000430684	IKBKB	0.5563025007672873	1.0	1.0	0.0	0.7048361149929528	0.0	1.0	0.0	-0.564260171154647	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	confirmable
SomaScan	24941-14	O75153	CLUH	0	1.0	0.9387780545742064	ENSG00000132361	68.0	40.0	0.0144927536231884	0.0	0.0	0.0	0.0	1309.0	1309.0	1.0	0.962867503923985	degradation_pest	10.5	ENSP00000458986	CLUH	1.021189299069938	1.0	1.0	0.0	-0.0151645255288347	0.0	1.0	0.0	-0.997368659005726	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	24942-22	Q70J99	UNC13D	0	1.0	0.9092880994653084	ENSG00000092929	51.0	28.0	0.0	0.0	0.0	1.0	0.0	1090.0	1090.0	1.0	0.9801673429376988	degradation_pest	83.3	ENSP00000207549	UNC13D	1.9206450014067875	0.0	1.0	0.0	-0.2694032024285425	0.0	0.0	0.0	-0.9697868455098468	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	confirmable
SomaScan	24943-117	Q5T1M5	FKBP15	0	1.0	0.9281594443842204	ENSG00000119321	52.0	30.0	0.0	0.0	0.0	0.0	0.0	1219.0	1219.0	1.0	0.9731500584733874	composition	7.41	ENSP00000416158	FKBP15	0.8698182079793282	1.0	1.0	1.0	0.5951071881357302	0.0	1.0	1.0	-0.5613287138608256									0	0	confirmable
SomaScan	24944-12	Q8NFH8	REPS2	0	1.0	0.7561535337252364	ENSG00000169891	29.0	20.0	0.064516129032258	0.0	0.0	0.0	0.0	660.0	660.0	1.0	0.760495756751409	composition	2.15	ENSP00000349824	REPS2	0.33243845991560533	1.0	1.0	1.0	0.2936640515909696	0.0	1.0	0.0	-0.9644256110667908	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	24945-16	Q96L92	SNX27	0	1.0	0.9316237386847938		27.0	13.0	0.0357142857142857																														0	0	confirmable
SomaScan	24946-9	Q7Z5H3	ARHGAP22	0	1.0	0.8251183334657206	ENSG00000128805	34.0	20.0	0.0	0.0	0.0	0.0	0.0	698.0	698.0	0.0	0.7974647759670198	abundance	0.351	ENSP00000412461	ARHGAP22	-0.4546928835341759	1.0	1.0	0.0	-0.3159422884904396	0.0	0.0	0.0	-1.3003673507087885	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	24947-40	Q9Y6R0	NUMBL	0	1.0	0.5468022517790758	ENSG00000105245	17.0	11.0	0.2272727272727272	0.0	0.0	0.0	0.0	609.0	609.0	1.0	0.5002694792653721	structure_af	1.11	ENSP00000252891	NUMBL	0.045322978786657475	1.0	1.0	1.0	1.37025282457006	0.0	1.0	1.0	-0.3932792273736749	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	chemistry_limited
SomaScan	24948-79	Q8WXF1	PSPC1	0	1.0	0.9211885694120556	ENSG00000121390	18.0	9.0	0.0526315789473684	0.0	0.0	0.0	0.0	523.0	523.0	1.0	0.9697943658124878	localization	40.9	ENSP00000343966	PSPC1	1.6117233080073419	1.0	1.0	0.0	1.987815296889524	0.0	1.0	0.0	0.1219627955146015	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	24950-21	Q9BW04	SARG	0	1.0	0.7700392423913036		35.0	27.0	0.0																														0	0	confirmable
SomaScan	24951-3	Q08AM6	VAC14	0	1.0	0.8674963522219691	ENSG00000103043	39.0	20.0	0.0	0.0	0.0	0.0	0.0	782.0	782.0	1.0	0.8983357999820829	hydrophobicity	5.76	ENSP00000261776	VAC14	0.7604224834232121	1.0	1.0	0.0	0.2718976715688285	0.0	1.0	0.0	-0.6498707161753685	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	confirmable
SomaScan	24952-28	Q96I24	FUBP3	0	1.0	0.8331787648349814	ENSG00000107164	26.0	14.0	0.1333333333333333	0.0	0.0	0.0	0.0	572.0	571.0	1.0	0.7464154990485542	localization	31.3	ENSP00000318177	FUBP3	1.4955443375464486	1.0	1.0	1.0	1.3687989912883232	0.0	1.0	0.0	-0.2779410088196647	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	24953-27	O15066	KIF3B	0	1.0	0.9450844360761788	ENSG00000101350	32.0	20.0	0.2195121951219512	0.0	0.0	0.0	0.0	747.0	747.0	1.0	0.96457327894862	proteotypicity	1.33	ENSP00000364864	KIF3B	0.12385164096708581	1.0	1.0	1.0	0.5342038375987557	0.0	0.0	0.0	-0.5153512547020106	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	24954-83	Q10567	AP1B1	0	1.0	0.8718815667184436	ENSG00000100280	25.0	13.0	0.4047619047619047	0.0	0.0	1.0	0.0	949.0	949.0	1.0	0.9682756014510476	proteotypicity	103.0	ENSP00000350199	AP1B1	2.012837224705172	1.0	1.0	0.0	1.2194730798335067	0.0	1.0	0.0	-0.6613546190133891	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1	0	confirmable
SomaScan	24955-116	Q9Y6X8	ZHX2	0	1.0	0.8847654545164209	ENSG00000178764	44.0	28.0	0.0222222222222222	0.0	0.0	0.0	0.0	837.0	837.0	1.0	0.8522751987602947	abundance	0.532	ENSP00000314709	ZHX2	-0.2740883677049518	1.0	1.0	1.0	1.2689129494152551	0.0	1.0	1.0	-0.5298188033345967	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	confirmable
SomaScan	24956-1	Q86U44	METTL3	0	1.0	0.8345583261230706		26.0	13.0	0.0																														1	0	confirmable
SomaScan	24957-6	B1AK53	ESPN	0	1.0	0.6902840361729525	ENSG00000187017	27.0	14.0	0.0	0.0	0.0	0.0	0.0	854.0	854.0	1.0	0.7871979980007822	abundance	0.663	ENSP00000496593	ESPN	-0.17848647159522685	1.0	1.0	0.0	0.9803283679696644	0.0	1.0	0.0	-0.2912929361161105	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	24958-3	P48382	RFX5	0	1.0	0.7529361555922783	ENSG00000143390	35.0	23.0	0.054054054054054	0.0	0.0	0.0	0.0	616.0	615.0	1.0	0.8434644811542943	localization	2.17	ENSP00000290524	RFX5	0.3364597338485295	1.0	1.0	1.0	0.6430762895167248	0.0	1.0	0.0	-0.766783906857664	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	24959-20	Q7L1T6	CYB5R4	0	1.0	0.8741448897387799	ENSG00000065615	33.0	19.0	0.0	0.0	0.0	0.0	0.0	521.0	521.0	1.0	0.8558404905724003	abundance	0.352	ENSP00000358695	CYB5R4	-0.453457336521869	1.0	1.0	0.0	0.6207226128201976	0.0	1.0	0.0	-0.6950961354582152	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	confirmable
SomaScan	24960-48	O75146	HIP1R	0	1.0	0.9451591321672042	ENSG00000130787	60.0	44.0	0.0476190476190476	0.0	0.0	0.0	0.0	1068.0	1068.0	1.0	0.960266886425325	degradation_pest	3.41	ENSP00000253083	HIP1R	0.5327543789924978	1.0	1.0	1.0	1.3595742858294393	0.0	1.0	1.0	-0.2165665214797891	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	24962-7	Q96B97	SH3KBP1	0	1.0	0.956761778926703	ENSG00000147010	35.0	26.0	0.0	0.0	0.0	1.0	0.0	665.0	665.0	1.0	0.966829254498476	composition	15.7	ENSP00000380921	SH3KBP1	1.1958996524092338	1.0	1.0	0.0	0.4853857325108869	0.0	0.0	0.0	-0.4110960640647975	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	24963-1	Q5W041	ARMC3	0	1.0	0.9465400731472128	ENSG00000165309	48.0	27.0	0.0	0.0	0.0	0.0	0.0	872.0	872.0	1.0	0.9588289384181848	abundance	0.034	ENSP00000298032	ARMC3	-1.4685210829577449	0.0	1.0	0.0	0.1095849270346512	0.0	1.0	0.0	-0.5599079821224027	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	24965-11	Q9BYM8	RBCK1	0	1.0	0.7081300104128574		33.0	12.0	0.0																														0	0	confirmable
SomaScan	24966-3	Q5VWQ8	DAB2IP	0	1.0	0.8892459120090651		56.0	35.0	0.1515151515151515																														0	0	confirmable
SomaScan	24967-4	Q08174	PCDH1	0	1.0	0.9042986862371888	ENSG00000156453	36.0	26.0	0.0	0.0	1.0	1.0	0.0	1060.0	1003.0	1.0	0.8357175369330669	topology	1.36	ENSP00000287008	PCDH1	0.13353890837021754	1.0	1.0	0.0	-0.5170091999207179	0.0	0.0	0.0	-1.6894778245263955	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	24968-10	Q8IVF5	TIAM2	0	1.0	0.9242739028782676	ENSG00000146426	79.0	43.0	0.0246913580246913	0.0	0.0	0.0	0.0	1701.0	1700.0	1.0	0.9030680411971134	abundance	0.122	ENSP00000437188	TIAM2	-0.9136401693252518	0.0	1.0	0.0	0.1731237708716437	0.0	0.0	0.0	-0.5285005778901744	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	24970-117	Q9BXP5	SRRT	0	1.0	0.9310108981911196	ENSG00000087087	41.0	25.0	0.0	0.0	0.0	0.0	0.0	876.0	875.0	1.0	0.9924373775076888	localization	40.5	ENSP00000480421	SRRT	1.6074550232146685	1.0	1.0	1.0	2.02370280830009	0.0	0.0	0.0	-0.5210521577273199	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	24971-2	Q9Y2H2	INPP5F	0	1.0	0.9424418329863736		61.0	32.0	0.0																														0	0	confirmable
SomaScan	24973-11	Q8N3F8	MICALL1	0	1.0	0.8424533602375419	ENSG00000100139	39.0	29.0	0.025	0.0	0.0	1.0	0.0	863.0	863.0	1.0	0.9354898417465471	composition	4.39	ENSP00000215957	MICALL1	0.6424645202421213	1.0	1.0	0.0	1.1303724046977293	0.0	1.0	0.0	-0.7717291720777871	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	24975-3	Q7L513	FCRLA	0	1.0	0.5658472344262878	ENSG00000132185	9.0	6.0	0.0	1.0	1.0	0.0	0.0	359.0	332.0	0.0	0.6717231299417489	peptide_chemistry	6.59	ENSP00000356936	FCRLA	0.8188854145940099	0.0	1.0	0.0	-0.5363018489787671	0.0	0.0	0.0	-1.3671746005153895	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	chemistry_limited
SomaScan	24977-18	O15195	VILL	0	1.0	0.9472289800110923	ENSG00000136059	45.0	29.0	0.0	0.0	0.0	0.0	0.0	856.0	856.0	1.0	0.9214639793718912	abundance	0.181	ENSP00000283713	VILL	-0.7423214251308154	0.0	1.0	0.0	-0.2374342525292791	0.0	0.0	0.0	-1.2604873178397118	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	24979-17	P55884	EIF3B	0	1.0	0.9092006055734024	ENSG00000106263	34.0	19.0	0.0	0.0	0.0	0.0	0.0	814.0	814.0	1.0	0.9677270400830228	structure_af	81.1	ENSP00000354125	EIF3B	1.909020854211156	1.0	1.0	0.0	1.8058862495708825	0.0	1.0	0.0	0.1640406779209844	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	24981-8	Q9Y6G9	DYNC1LI1	0	1.0	0.9190893522353868	ENSG00000144635	26.0	20.0	0.0714285714285714	0.0	0.0	0.0	0.0	523.0	523.0	1.0	0.937809069760431	localization	33.2	ENSP00000273130	DYNC1LI1	1.5211380837040362	1.0	1.0	0.0	1.6831766627154734	0.0	1.0	0.0	-0.5356007321933783	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	24982-33	Q8N3R9	PALS1	0	1.0	0.9194596337912816	ENSG00000072415	39.0	26.0	0.025	0.0	0.0	1.0	0.0	675.0	675.0								1.0	1.0	0.0	-0.4595216953701984	0.0	1.0	0.0	-1.3018731143190214	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	24983-119	Q8IUD2	ERC1	0	1.0	0.9558246632199592	ENSG00000082805	45.0	26.0	0.1666666666666666	0.0	0.0	1.0	0.0	1116.0	1116.0	1.0	0.990349136532617	degradation_pest	6.46	ENSP00000354158	ERC1	0.8102325179950841	1.0	1.0	0.0	0.621161726281874	0.0	1.0	0.0	-0.7185343774881828	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	2500-2	Q9Y264	ANGPT4	0	1.0	0.7550225488476595	ENSG00000101280	26.0	13.0	0.037037037037037	1.0	1.0	0.0	0.0	503.0	479.0				0.008	ENSP00000371347	ANGPT4	-2.0969100130080562	0.0	1.0	0.0	0.1498998435339495	0.0	1.0	0.0	-0.7483164639977693	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	2501-51	P12830	CDH1	0	1.0	0.8527995672416706	ENSG00000039068	19.0	11.0	0.0952380952380952	1.0	1.0	1.0	0.0	882.0	728.0	1.0	0.9547083341951668	ptm	14.0	ENSP00000261769	CDH1	1.146128035678238	1.0	1.0	1.0	0.4646080434902832	0.0	1.0	1.0	-0.5851423116995462	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1	1	confirmable
SomaScan	25033-194	P55072	VCP	0	1.0	0.9420127627267122	ENSG00000165280	40.0	20.0	0.024390243902439	0.0	0.0	0.0	0.0	806.0	805.0	1.0	0.9917615604568316	degradation_pest	540.0	ENSP00000351777	VCP	2.7323937598229686	1.0	1.0	0.0	1.6760865045516105	1.0	1.0	0.0	0.1215798989848557	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1	1	confirmable
SomaScan	25036-10	P46060	RANGAP1	0	1.0	0.9171424854946132	ENSG00000100401	26.0	12.0	0.0	0.0	0.0	0.0	0.0	587.0	586.0	1.0	0.9129169953680932	localization	47.0	ENSP00000401470	RANGAP1	1.6720978579357175	1.0	1.0	0.0	0.638121872037288	0.0	1.0	0.0	-0.5250267728740919	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	25037-4	Q9ULA0	DNPEP	0	1.0	0.7247958125489322	ENSG00000123992	24.0	11.0	0.0	0.0	0.0	0.0	0.0	485.0	485.0	1.0	0.9239391190540368	size	20.5	ENSP00000431076	DNPEP	1.3117538610557542	1.0	1.0	1.0	0.3150850710294406	0.0	1.0	1.0	-0.8077197629911725	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	0	confirmable
SomaScan	25038-5	P0C1S8	WEE2	0	1.0	0.8989079421902925	ENSG00000214102	30.0	23.0	0.0	0.0	0.0	0.0	0.0	567.0	567.0				0.004	ENSP00000380675	WEE2	-2.3979400086720375	0.0	1.0	0.0	-0.1334353230913664	0.0	0.0	0.0	-1.2410393706529328	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	25039-10	Q9UH77	KLHL3	0	1.0	0.7984408136882978	ENSG00000146021	27.0	14.0	0.0357142857142857	0.0	0.0	0.0	0.0	587.0	587.0	0.0	0.8889698683193317	abundance	0.067	ENSP00000312397	KLHL3	-1.1739251972991736	1.0	1.0	0.0	0.2108376984628367	0.0	0.0	0.0	-0.3424670214048651	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	25041-11	Q16877	PFKFB4	0	1.0	0.8680400775590926	ENSG00000114268	23.0	13.0	0.2580645161290322	0.0	0.0	0.0	0.0	469.0	469.0				0.332	ENSP00000232375	PFKFB4	-0.4788619162959637	1.0	1.0	0.0	0.2519178830039424	0.0	1.0	0.0	-0.1585928815610336	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	25042-3	P23368	ME2	0	1.0	0.8606805947618631	ENSG00000082212	26.0	12.0	0.037037037037037	0.0	0.0	0.0	0.0	584.0	566.0	1.0	0.9717853096855484	hydrophobicity	78.8	ENSP00000321070	ME2	1.8965262174895554	1.0	1.0	0.0	2.6311030234508794	0.0	1.0	0.0	0.0312171981684945	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	25043-74	P55809	OXCT1	0	1.0	0.9328513450276816	ENSG00000083720	22.0	12.0	0.0434782608695652	0.0	0.0	0.0	0.0	520.0	481.0	1.0	0.9813549269099068	size	102.0	ENSP00000196371	OXCT1	2.0086001717619175	1.0	1.0	1.0	1.854306218268324	0.0	1.0	0.0	-0.0889247840251173	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	25048-30	Q9UNF0	PACSIN2	0	1.0	0.9077288673944244	ENSG00000100266	20.0	10.0	0.1304347826086956	0.0	0.0	1.0	0.0	486.0	486.0	1.0	0.9694943253817891	size	48.4	ENSP00000263246	PACSIN2	1.6848453616444126	1.0	1.0	0.0	2.15152315751245	0.0	1.0	0.0	-0.4566138949881542	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	confirmable
SomaScan	25049-8	P22307	SCP2	0	1.0	0.8950569049585084	ENSG00000116171	25.0	12.0	0.0	0.0	0.0	0.0	0.0	547.0	547.0	1.0	0.9601320698051348	size	31.8	ENSP00000360569	SCP2	1.5024271199844328	1.0	1.0	1.0	1.6895206535802694	0.0	1.0	0.0	0.4065941429291025	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	2505-49	O60609	GFRA3	0	1.0	0.500022599283324	ENSG00000146013	14.0	2.0	0.0	0.0	1.0	1.0	0.0	400.0	343.0	1.0	0.5457062909452653	abundance	0.026	ENSP00000274721	GFRA3	-1.585026652029182	0.0	1.0	1.0	0.2974073156413229	0.0	1.0	0.0	-0.7101478520629081	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1	0	inference_limited
SomaScan	25050-82	P29144	TPP2	0	1.0	0.924262043069479	ENSG00000134900	64.0	34.0	0.0	0.0	0.0	0.0	0.0	1249.0	1248.0	1.0	0.952689041344332	degradation_pest	38.4	ENSP00000365220	TPP2	1.5843312243675307	1.0	1.0	0.0	1.2304843170140518	0.0	0.0	0.0	-0.8954453047239951	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	25051-104	Q9C0B1	FTO	0	1.0	0.8242351213247123	ENSG00000140718	29.0	15.0	0.0	0.0	0.0	0.0	0.0	505.0	505.0	1.0	0.9248670990245502	localization	7.2	ENSP00000418823	FTO	0.8573324964312685	1.0	1.0	1.0	2.387189368565908	0.0	1.0	1.0	0.4417995749065542	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	confirmable
SomaScan	25052-3	Q8IUI8	CRLF3	0	1.0	0.8740763456401789	ENSG00000176390	17.0	9.0	0.0	0.0	0.0	0.0	0.0	442.0	442.0	1.0	0.9296094700252244	size	34.4	ENSP00000318804	CRLF3	1.5365584425715302	1.0	1.0	0.0	-0.0377500287108071	0.0	1.0	0.0	-0.9800517344061096	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	25053-1	O43237	DYNC1LI2	0	1.0	0.8908267858525784	ENSG00000135720	22.0	15.0	0.0833333333333333	0.0	0.0	0.0	0.0	492.0	492.0	1.0	0.8391368862401436	localization	15.5	ENSP00000258198	DYNC1LI2	1.1903316981702914	1.0	1.0	0.0	2.5854690588990508	0.0	0.0	0.0	-0.1316252191966025	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	25054-15	Q9UMS4	PRPF19	0	1.0	0.8104771796482786	ENSG00000110107	17.0	10.0	0.0	0.0	0.0	0.0	0.0	504.0	503.0	1.0	0.9548649244452035	complex	104.0	ENSP00000227524	PRPF19	2.0170333392987803	1.0	1.0	1.0	1.2597383407096951	0.0	1.0	0.0	-0.5424534090559918	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	25055-56	P22059	OSBP	0	1.0	0.9277824706888578	ENSG00000110048	38.0	25.0	0.05	0.0	0.0	1.0	0.0	807.0	806.0	1.0	0.9733119829178484	degradation_pest	16.6	ENSP00000263847	OSBP	1.2201080880400552	1.0	1.0	0.0	1.6154011423326038	0.0	1.0	0.0	-1.313783738331658	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	25057-2	O43707	ACTN4	0	1.0	0.9390025330890353	ENSG00000130402	34.0	24.0	0.3818181818181818	0.0	0.0	0.0	0.0	911.0	911.0	1.0	0.9767726687317296	proteotypicity	421.0	ENSP00000252699	ACTN4	2.6242820958356683	1.0	1.0	1.0	0.5549854139525947	1.0	1.0	1.0	-0.4732347816602429	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1	0	confirmable
SomaScan	25058-23	Q9BZ71	PITPNM3	0	1.0	0.8587113985103019	ENSG00000091622	40.0	21.0	0.024390243902439	0.0	0.0	1.0	0.0	974.0	974.0	1.0	0.8329639105175161	abundance	0.138	ENSP00000262483	PITPNM3	-0.8601209135987634	1.0	1.0	0.0	-0.314937911968844	0.0	0.0	0.0	-1.247040648254869	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	25059-18	Q9UBN7	HDAC6	0	1.0	0.7936592315142954	ENSG00000094631	30.0	12.0	0.0	0.0	0.0	0.0	0.0	1215.0	1215.0	1.0	0.8659905295601668	localization	3.91	ENSP00000365804	HDAC6	0.5921767573958668	1.0	1.0	1.0	1.098765747128625	0.0	0.0	0.0	-0.5977525141717027	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	confirmable
SomaScan	25060-18	P48163	ME1	0	1.0	0.8803672387566553	ENSG00000065833	26.0	14.0	0.0	0.0	0.0	0.0	0.0	572.0	572.0	1.0	0.9548329411924672	hydrophobicity	28.5	ENSP00000358719	ME1	1.4548448600085102	1.0	1.0	0.0	1.0767959049278186	0.0	1.0	0.0	-0.1900314456599167	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0	0	confirmable
SomaScan	25061-8	Q96JJ3	ELMO2	0	1.0	0.8990793938062722	ENSG00000062598	33.0	15.0	0.131578947368421	0.0	0.0	0.0	0.0	720.0	720.0	1.0	0.9601371819955276	proteotypicity	6.05	ENSP00000290246	ELMO2	0.7817553746524689	1.0	1.0	0.0	1.1250395485364544	0.0	1.0	0.0	-0.8296637601917459	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	25064-34	Q96PE3	INPP4A	0	1.0	0.8035498453460972	ENSG00000040933	43.0	21.0	0.0	0.0	0.0	1.0	0.0	977.0	977.0	1.0	0.8253655188783061	abundance	0.7	ENSP00000074304	INPP4A	-0.1549019599857432	1.0	1.0	0.0	0.5324153026484066	0.0	0.0	0.0	-1.779673125873826	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	25065-22	Q13203	MYBPH	0	1.0	0.6510635894508601	ENSG00000133055	20.0	9.0	0.0	0.0	0.0	0.0	0.0	477.0	477.0				0.075	ENSP00000255416	MYBPH	-1.1249387366083	0.0	1.0	0.0	-0.1251733599337566	0.0	1.0	0.0	-0.8402424678178444	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	chemistry_limited
SomaScan	25066-32	O15488	GYG2	0	1.0	0.7287493536915085	ENSG00000056998	16.0	8.0	0.0	0.0	0.0	0.0	0.0	501.0	501.0	1.0	0.6867545621163533	abundance	0.143	ENSP00000370555	GYG2	-0.8446639625349383	1.0	1.0	0.0	-0.2453060056482623	0.0	1.0	0.0	-1.436814615540414	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	25068-131	P49448	GLUD2	0	1.0	0.908542392724418	ENSG00000182890	11.0	5.0	0.6071428571428571	0.0	0.0	0.0	0.0	558.0	505.0	1.0	0.9622309154927844	proteotypicity	35.6	ENSP00000327589	GLUD2	1.551449997972875	1.0	1.0	0.0	1.0881458805872335	0.0	1.0	0.0	-0.4533144987557859	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	25070-18	Q8TDZ2	MICAL1	0	1.0	0.8806885068977665	ENSG00000135596	44.0	29.0	0.0434782608695652	0.0	0.0	0.0	0.0	1067.0	1067.0	1.0	0.934231378182612	localization	4.15	ENSP00000486901	MICAL1	0.6180480967120927	1.0	1.0	1.0	1.260726363114152	0.0	1.0	0.0	-0.793694650352742	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	25072-11	Q86WJ1	CHD1L	0	1.0	0.9222621277187668	ENSG00000131778	41.0	26.0	0.0	0.0	0.0	0.0	0.0	897.0	897.0	1.0	0.8807261934557297	localization	2.14	ENSP00000358262	CHD1L	0.33041377334919086	1.0	1.0	0.0	1.0301873689617538	0.0	1.0	0.0	-0.4427265885898759	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	25073-13	Q14139	UBE4A	0	1.0	0.890141421971562	ENSG00000110344	48.0	18.0	0.0	0.0	0.0	0.0	0.0	1066.0	1066.0	1.0	0.9133116700491588	composition	5.35	ENSP00000387362	UBE4A	0.7283537820212285	1.0	1.0	0.0	0.65667551014167	0.0	1.0	0.0	-1.015182066117486	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	25074-119	Q6ZS86	GK5	0	1.0	0.7785800651509165	ENSG00000175066	24.0	10.0	0.0	0.0	0.0	0.0	0.0	529.0	529.0	1.0	0.8564136625771067	abundance	0.06	ENSP00000418001	GK5	-1.2218487496163564	0.0	1.0	0.0	0.01723179765344	0.0	1.0	0.0	-1.1294569391836509	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
